data,1241490600,809834.0;29080.0;813677.0;34692.0;762099.0;27370.0;815832.0;39464.0;1.18735039661;1.00014970148;1.34710662037,5502.0 259.0 109594;6253.0 327.0 109596;11720.0 654.0 109597;7218.0 369.0 109598;6353.0 339.0 109599;2641.0 83.0 109600;2033.0 70.0 109601;12849.0 847.0 109602;2995.0 158.0 109603;23341.0 820.0 109476;12738.0 947.0 109605;1686.0 50.0 109606;1461.0 53.0 109608;5503.0 317.0 109609;926.0 37.0 109610;236.0 10.0 109611;126.0 13.0 109612;782.0 16.0 109613;924.0 59.0 109614;1038.0 56.0 109615;2535.0 171.0 109617;64.0 0.0 109618;10394.0 335.0 109517,109594.0 1314;109596.0 1314;109597.0 1314;109598.0 1314;109599.0 1314;109600.0 1314;109601.0 1314;109602.0 1314;109603.0 1314;109476.0 1314;109605.0 1314;109606.0 1314;109608.0 1314;109609.0 1314;109610.0 1314;109611.0 1314;109612.0 1314;109613.0 1314;109614.0 1314;109615.0 1314;109617.0 1314;109618.0 1314;109517.0 1314,109594 64;109596 42;109597 61;109598 75;109599 58;109600 49;109601 58;109602 55;109603 69;109476 35;109605 44;109606 58;109608 52;109609 63;109610 73;109611 66;109612 67;109613 41;109614 68;109615 59;109617 52;109618 49;109517 56
data,1241490900,810649.0;29116.0;814448.0;34728.0;762949.0;27415.0;816622.0;39515.0;1.18718268074;1.00044653105;1.34723094933,5543.0 261.0 109594;6285.0 328.0 109596;11766.0 658.0 109597;7254.0 371.0 109598;6390.0 341.0 109599;2674.0 85.0 109600;2067.0 70.0 109601;12880.0 847.0 109602;3029.0 162.0 109603;23376.0 823.0 109476;12766.0 949.0 109605;1713.0 50.0 109606;1496.0 56.0 109608;5534.0 317.0 109609;972.0 39.0 109610;268.0 10.0 109611;165.0 18.0 109612;809.0 16.0 109613;955.0 60.0 109614;1072.0 58.0 109615;2564.0 171.0 109617;97.0 1.0 109618;10414.0 335.0 109517,109594.0 18686;109596.0 18686;109597.0 18686;109598.0 18686;109599.0 18686;109600.0 18686;109601.0 18686;109602.0 18686;109603.0 18686;109476.0 18686;109605.0 18686;109606.0 18686;109608.0 18686;109609.0 18686;109610.0 18686;109611.0 18686;109612.0 18686;109613.0 18686;109614.0 18686;109615.0 18686;109617.0 18686;109618.0 18686;109517.0 18686,109594 787;109596 812;109597 834;109598 793;109599 885;109600 816;109601 791;109602 795;109603 771;109476 860;109605 809;109606 870;109608 812;109609 773;109610 800;109611 820;109612 805;109613 825;109614 814;109615 849;109617 794;109618 794;109517 777
data,1241491200,811529.0;29159.0;815313.0;34767.0;763814.0;27447.0;817529.0;39580.0;1.18679106652;1.00008908191;1.34742326183,5590.0 263.0 109594;6305.0 328.0 109596;11854.0 668.0 109597;7297.0 374.0 109598;6441.0 343.0 109599;2691.0 85.0 109600;2102.0 73.0 109601;12908.0 848.0 109602;3082.0 162.0 109603;23418.0 824.0 109476;12795.0 950.0 109605;1747.0 52.0 109606;1547.0 60.0 109608;5572.0 321.0 109609;1010.0 40.0 109610;291.0 10.0 109611;230.0 20.0 109612;822.0 16.0 109613;993.0 63.0 109614;1100.0 58.0 109615;2597.0 171.0 109617;124.0 1.0 109618;10438.0 335.0 109517,109594.0 20000;109596.0 20000;109597.0 20000;109598.0 20000;109599.0 20000;109600.0 20000;109601.0 20000;109602.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109606.0 20000;109608.0 20000;109609.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109615.0 20000;109617.0 20000;109618.0 20000;109517.0 20000,109594 876;109596 851;109597 938;109598 863;109599 855;109600 869;109601 821;109602 894;109603 871;109476 836;109605 895;109606 841;109608 863;109609 867;109610 829;109611 847;109612 904;109613 852;109614 848;109615 879;109617 927;109618 892;109517 882
data,1241491500,812369.0;29200.0;816175.0;34810.0;764701.0;27479.0;818368.0;39630.0;1.18656415975;0.999723168325;1.34724296379,5650.0 269.0 109594;6324.0 329.0 109596;11979.0 676.0 109597;7341.0 375.0 109598;6475.0 344.0 109599;2727.0 85.0 109600;2133.0 74.0 109601;12934.0 849.0 109602;3123.0 164.0 109603;23462.0 827.0 109476;12826.0 952.0 109605;1777.0 53.0 109606;1603.0 60.0 109608;5627.0 327.0 109609;1036.0 41.0 109610;304.0 10.0 109611;277.0 22.0 109612;836.0 16.0 109613;1037.0 64.0 109614;1119.0 58.0 109615;2615.0 174.0 109617;160.0 2.0 109618;10451.0 337.0 109517,109594.0 20000;109596.0 20000;109597.0 20000;109598.0 20000;109599.0 20000;109600.0 20000;109601.0 20000;109602.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109606.0 20000;109608.0 20000;109609.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109615.0 20000;109617.0 20000;109618.0 20000;109517.0 20000,109594 899;109596 842;109597 886;109598 881;109599 882;109600 835;109601 863;109602 833;109603 884;109476 868;109605 866;109606 897;109608 903;109609 887;109610 859;109611 848;109612 853;109613 838;109614 901;109615 878;109617 879;109618 856;109517 862
data,1241491500,813207.0;29250.0;817066.0;34854.0;765578.0;27510.0;819274.0;39687.0;1.18596186919;0.999025062411;1.34677279978,5703.0 271.0 109594;6342.0 329.0 109596;12121.0 686.0 109597;7383.0 376.0 109598;6514.0 346.0 109599;2748.0 87.0 109600;2181.0 78.0 109601;12954.0 849.0 109602;3157.0 165.0 109603;23493.0 827.0 109476;12858.0 955.0 109605;1806.0 53.0 109606;1633.0 61.0 109608;5748.0 338.0 109609;1058.0 41.0 109610;328.0 12.0 109611;310.0 24.0 109612;855.0 16.0 109613;1067.0 65.0 109614;1140.0 58.0 109615;2643.0 174.0 109617;188.0 3.0 109618;10477.0 338.0 109517,109594.0 20000;109596.0 20000;109597.0 20000;109598.0 20000;109599.0 20000;109600.0 20000;109601.0 20000;109602.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109606.0 20000;109608.0 20000;109609.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109615.0 20000;109617.0 20000;109618.0 20000;109517.0 20000,109594 850;109596 841;109597 891;109598 894;109599 883;109600 852;109601 863;109602 839;109603 851;109476 857;109605 844;109606 833;109608 861;109609 867;109610 895;109611 931;109612 901;109613 838;109614 910;109615 909;109617 855;109618 903;109517 832
data,1241491800,814071.0;29287.0;817910.0;34883.0;766426.0;27550.0;820148.0;39743.0;1.18548402682;0.999168584719;1.34696345637,5748.0 271.0 109594;6348.0 329.0 109596;12267.0 693.0 109597;7415.0 377.0 109598;6543.0 348.0 109599;2772.0 88.0 109600;2232.0 79.0 109601;12972.0 849.0 109602;3195.0 167.0 109603;23512.0 828.0 109476;12892.0 956.0 109605;1826.0 54.0 109606;1659.0 61.0 109608;5910.0 345.0 109609;1081.0 42.0 109610;346.0 12.0 109611;364.0 28.0 109612;864.0 16.0 109613;1090.0 65.0 109614;1153.0 58.0 109615;2659.0 174.0 109617;206.0 3.0 109618;10497.0 338.0 109517,109594.0 20000;109596.0 20000;109597.0 20000;109598.0 20000;109599.0 20000;109600.0 20000;109601.0 20000;109602.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109606.0 20000;109608.0 20000;109609.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109615.0 20000;109617.0 20000;109618.0 20000;109517.0 20000,109594 815;109596 809;109597 857;109598 867;109599 893;109600 863;109601 852;109602 942;109603 892;109476 849;109605 848;109606 875;109608 872;109609 824;109610 987;109611 908;109612 880;109613 884;109614 884;109615 835;109617 846;109618 877;109517 841
data,1241492100,814883.0;29331.0;818796.0;34933.0;767327.0;27594.0;821033.0;39792.0;1.18530075026;0.999085296956;1.34649127164,5793.0 275.0 109594;6356.0 329.0 109596;12458.0 707.0 109597;7448.0 379.0 109598;6570.0 348.0 109599;2792.0 88.0 109600;2259.0 81.0 109601;12994.0 851.0 109602;3231.0 168.0 109603;23543.0 829.0 109476;12929.0 957.0 109605;1878.0 60.0 109606;1674.0 61.0 109608;6057.0 356.0 109609;1099.0 42.0 109610;363.0 12.0 109611;419.0 31.0 109612;876.0 16.0 109613;1108.0 65.0 109614;1167.0 59.0 109615;2681.0 176.0 109617;220.0 3.0 109618;10522.0 338.0 109517,109594.0 20000;109596.0 20000;109597.0 20000;109598.0 20000;109599.0 20000;109600.0 20000;109601.0 20000;109602.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109606.0 20000;109608.0 20000;109609.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109615.0 20000;109617.0 20000;109618.0 20000;109517.0 20000,109594 895;109596 838;109597 873;109598 934;109599 865;109600 879;109601 879;109602 894;109603 878;109476 867;109605 878;109606 882;109608 857;109609 858;109610 827;109611 809;109612 881;109613 862;109614 879;109615 851;109617 892;109618 877;109517 845
data,1241492400,815717.0;29366.0;819702.0;34986.0;768246.0;27631.0;821900.0;39836.0;1.18558587352;0.999058718294;1.34632981072,5839.0 278.0 109594;6370.0 330.0 109596;12693.0 724.0 109597;7471.0 380.0 109598;6590.0 349.0 109599;2804.0 88.0 109600;2288.0 81.0 109601;13010.0 851.0 109602;3253.0 168.0 109603;23565.0 829.0 109476;12977.0 962.0 109605;1911.0 61.0 109606;1688.0 61.0 109608;6205.0 365.0 109609;1115.0 42.0 109610;376.0 12.0 109611;490.0 35.0 109612;885.0 17.0 109613;1140.0 69.0 109614;1186.0 60.0 109615;2715.0 180.0 109617;233.0 3.0 109618;10539.0 339.0 109517,109594.0 20000;109596.0 20000;109597.0 20000;109598.0 20000;109599.0 20000;109600.0 20000;109601.0 20000;109602.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109606.0 20000;109608.0 20000;109609.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109615.0 20000;109617.0 20000;109618.0 20000;109517.0 20000,109594 856;109596 859;109597 904;109598 885;109599 886;109600 863;109601 906;109602 816;109603 869;109476 845;109605 884;109606 870;109608 894;109609 868;109610 879;109611 867;109612 900;109613 852;109614 836;109615 854;109617 868;109618 867;109517 872
data,1241492700,816565.0;29401.0;820588.0;35033.0;769111.0;27670.0;822759.0;39894.0;1.18571639886;0.999191648253;1.34667748934,5885.0 282.0 109594;6378.0 330.0 109596;12898.0 737.0 109597;7495.0 382.0 109598;6608.0 349.0 109599;2815.0 88.0 109600;2314.0 83.0 109601;13025.0 852.0 109602;3280.0 170.0 109603;23582.0 831.0 109476;13033.0 964.0 109605;1932.0 61.0 109606;1697.0 61.0 109608;6344.0 373.0 109609;1137.0 42.0 109610;387.0 12.0 109611;578.0 42.0 109612;898.0 17.0 109613;1169.0 70.0 109614;1205.0 60.0 109615;2764.0 183.0 109617;248.0 3.0 109618;10557.0 339.0 109517,109594.0 20000;109596.0 20000;109597.0 20000;109598.0 20000;109599.0 20000;109600.0 20000;109601.0 20000;109602.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109606.0 20000;109608.0 20000;109609.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109615.0 20000;109617.0 20000;109618.0 20000;109517.0 20000,109594 877;109596 888;109597 868;109598 869;109599 874;109600 880;109601 857;109602 845;109603 833;109476 847;109605 845;109606 898;109608 865;109609 857;109610 906;109611 893;109612 857;109613 905;109614 849;109615 884;109617 838;109618 876;109517 889
data,1241493300,817414.0;29444.0;821424.0;35073.0;769998.0;27709.0;823597.0;39961.0;1.18536142544;0.99902537225;1.3469977003,5946.0 286.0 109594;6389.0 330.0 109596;13111.0 749.0 109597;7521.0 384.0 109598;6627.0 349.0 109599;2832.0 88.0 109600;2335.0 83.0 109601;13036.0 853.0 109602;3301.0 170.0 109603;23602.0 831.0 109476;13073.0 965.0 109605;1963.0 64.0 109606;1705.0 62.0 109608;6482.0 381.0 109609;1139.0 42.0 109610;401.0 13.0 109611;650.0 46.0 109612;909.0 17.0 109613;1194.0 71.0 109614;1217.0 61.0 109615;2813.0 184.0 109617;257.0 3.0 109618;10562.0 339.0 109517,109594.0 20000;109596.0 20000;109597.0 20000;109598.0 20000;109599.0 20000;109600.0 20000;109601.0 20000;109602.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109606.0 20000;109608.0 20000;109609.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109615.0 20000;109617.0 20000;109618.0 20000;109517.0 20000,109594 917;109596 896;109597 851;109598 821;109599 874;109600 905;109601 860;109602 832;109603 859;109476 837;109605 960;109606 859;109608 884;109609 879;109610 861;109611 878;109612 834;109613 871;109614 842;109615 848;109617 930;109618 829;109517 873
data,1241493600,818289.0;29485.0;822295.0;35128.0;770875.0;27744.0;824499.0;40023.0;1.18558134086;0.998827970138;1.34717832467,6005.0 288.0 109594;6403.0 331.0 109596;13331.0 762.0 109597;7549.0 384.0 109598;6637.0 349.0 109599;2835.0 88.0 109600;2347.0 83.0 109601;13047.0 854.0 109602;3319.0 170.0 109603;23613.0 831.0 109476;13113.0 970.0 109605;1994.0 67.0 109606;1732.0 64.0 109608;6608.0 388.0 109609;1150.0 42.0 109610;413.0 13.0 109611;809.0 64.0 109612;920.0 17.0 109613;1213.0 71.0 109614;1231.0 62.0 109615;2834.0 185.0 109617;266.0 3.0 109618;10567.0 340.0 109517,109594.0 20000;109596.0 20000;109597.0 20000;109598.0 20000;109599.0 20000;109600.0 20000;109601.0 20000;109602.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109606.0 20000;109608.0 20000;109609.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109615.0 20000;109617.0 20000;109618.0 20000;109517.0 20000,109594 818;109596 887;109597 916;109598 870;109599 873;109600 847;109601 871;109602 919;109603 903;109476 806;109605 822;109606 903;109608 857;109609 875;109610 859;109611 838;109612 901;109613 894;109614 872;109615 916;109617 845;109618 886;109517 822
