data,1241395200,527047.0;18540.0;530135.0;22060.0;496113.0;17128.0;532164.0;24919.0;1.1829289112;0.981444312921;1.33114306525,4592.0 130.0 109569;4305.0 157.0 109572;4019.0 160.0 109573;6440.0 272.0 109574;3750.0 156.0 109575;2517.0 90.0 109576;2405.0 91.0 109577;863.0 15.0 109578;948.0 30.0 109579;762.0 21.0 109580;1066.0 43.0 109581;3574.0 190.0 109582;135.0 3.0 109583;92.0 2.0 109585;67.0 0.0 109586;15158.0 569.0 109476;2411.0 78.0 109517;24837.0 967.0 109524;8524.0 107.0 109536;3858.0 139.0 109539;13878.0 492.0 109551;11042.0 398.0 109561,109569.0 9853;109572.0 9853;109573.0 9853;109574.0 9853;109575.0 9853;109576.0 9853;109577.0 9853;109578.0 9853;109579.0 9853;109580.0 9853;109581.0 9853;109582.0 9853;109583.0 9853;109585.0 9853;109586.0 9853;109476.0 9853;109517.0 9853;109524.0 9853;109536.0 9853;109539.0 9853;109551.0 9853;109561.0 9853,109569 459;109572 458;109573 500;109574 436;109575 425;109576 453;109577 426;109578 439;109579 430;109580 472;109581 433;109582 453;109583 433;109585 452;109586 476;109476 430;109517 450;109524 445;109536 422;109539 438;109551 480;109561 443
data,1241395200,527507.0;18558.0;530610.0;22076.0;496564.0;17156.0;532645.0;24935.0;1.18261126495;0.982059640892;1.33066451193,4629.0 131.0 109569;4319.0 157.0 109572;4032.0 160.0 109573;6460.0 272.0 109574;3769.0 157.0 109575;2544.0 92.0 109576;2423.0 91.0 109577;880.0 15.0 109578;969.0 31.0 109579;796.0 23.0 109580;1083.0 43.0 109581;3591.0 191.0 109582;159.0 3.0 109583;113.0 2.0 109585;85.0 1.0 109586;15186.0 569.0 109476;2430.0 80.0 109517;24859.0 968.0 109524;8551.0 108.0 109536;3885.0 141.0 109539;13899.0 493.0 109551;11056.0 398.0 109561,109569.0 10147;109572.0 10147;109573.0 10147;109574.0 10147;109575.0 10147;109576.0 10147;109577.0 10147;109578.0 10147;109579.0 10147;109580.0 10147;109581.0 10147;109582.0 10147;109583.0 10147;109585.0 10147;109586.0 10147;109476.0 10147;109517.0 10147;109524.0 10147;109536.0 10147;109539.0 10147;109551.0 10147;109561.0 10147,109569 519;109572 416;109573 469;109574 438;109575 484;109576 449;109577 409;109578 489;109579 441;109580 483;109581 475;109582 484;109583 477;109585 425;109586 426;109476 447;109517 430;109524 466;109536 469;109539 490;109551 474;109561 487
data,1241395800,528443.0;18583.0;531509.0;22103.0;497477.0;17187.0;533602.0;24960.0;1.18255928787;0.982447592636;1.33017706316,4682.0 134.0 109569;4362.0 158.0 109572;4067.0 161.0 109573;6493.0 272.0 109574;3803.0 157.0 109575;2625.0 98.0 109576;2465.0 93.0 109577;922.0 18.0 109578;1007.0 32.0 109579;834.0 24.0 109580;1123.0 43.0 109581;3624.0 191.0 109582;196.0 4.0 109583;143.0 2.0 109585;121.0 1.0 109586;15215.0 569.0 109476;2494.0 84.0 109517;24892.0 968.0 109524;8605.0 110.0 109536;3925.0 141.0 109539;13944.0 494.0 109551;11075.0 399.0 109561,109569.0 20000;109572.0 20000;109573.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109577.0 20000;109578.0 20000;109579.0 20000;109580.0 20000;109581.0 20000;109582.0 20000;109583.0 20000;109585.0 20000;109586.0 20000;109476.0 20000;109517.0 20000;109524.0 20000;109536.0 20000;109539.0 20000;109551.0 20000;109561.0 20000,109569 914;109572 929;109573 898;109574 905;109575 881;109576 920;109577 952;109578 922;109579 973;109580 873;109581 896;109582 923;109583 943;109585 889;109586 899;109476 884;109517 983;109524 884;109536 863;109539 875;109551 930;109561 864
data,1241396100,529343.0;18615.0;532405.0;22135.0;498415.0;17216.0;534586.0;24989.0;1.18225602162;0.982234724959;1.32924620725,4737.0 137.0 109569;4378.0 158.0 109572;4136.0 166.0 109573;6522.0 273.0 109574;3831.0 158.0 109575;2718.0 103.0 109576;2513.0 95.0 109577;980.0 20.0 109578;1042.0 32.0 109579;879.0 25.0 109580;1154.0 46.0 109581;3670.0 193.0 109582;221.0 4.0 109583;165.0 3.0 109585;142.0 1.0 109586;15231.0 569.0 109476;2563.0 84.0 109517;24927.0 970.0 109524;8647.0 110.0 109536;3965.0 142.0 109539;13992.0 496.0 109551;11100.0 400.0 109561,109569.0 20000;109572.0 20000;109573.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109577.0 20000;109578.0 20000;109579.0 20000;109580.0 20000;109581.0 20000;109582.0 20000;109583.0 20000;109585.0 20000;109586.0 20000;109476.0 20000;109517.0 20000;109524.0 20000;109536.0 20000;109539.0 20000;109551.0 20000;109561.0 20000,109569 863;109572 943;109573 923;109574 872;109575 937;109576 933;109577 897;109578 903;109579 946;109580 987;109581 907;109582 925;109583 877;109585 885;109586 879;109476 884;109517 920;109524 898;109536 893;109539 886;109551 888;109561 954
data,1241396400,530248.0;18647.0;533310.0;22162.0;499272.0;17243.0;535437.0;25016.0;1.1816783853;0.982077329271;1.32855506005,4800.0 139.0 109569;4410.0 159.0 109572;4199.0 167.0 109573;6548.0 273.0 109574;3867.0 159.0 109575;2798.0 103.0 109576;2547.0 96.0 109577;1031.0 20.0 109578;1079.0 35.0 109579;928.0 27.0 109580;1193.0 50.0 109581;3692.0 193.0 109582;249.0 4.0 109583;207.0 7.0 109585;163.0 1.0 109586;15255.0 570.0 109476;2610.0 84.0 109517;24975.0 971.0 109524;8672.0 110.0 109536;4009.0 143.0 109539;14033.0 497.0 109551;11153.0 404.0 109561,109569.0 20000;109572.0 20000;109573.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109577.0 20000;109578.0 20000;109579.0 20000;109580.0 20000;109581.0 20000;109582.0 20000;109583.0 20000;109585.0 20000;109586.0 20000;109476.0 20000;109517.0 20000;109524.0 20000;109536.0 20000;109539.0 20000;109551.0 20000;109561.0 20000,109569 869;109572 926;109573 909;109574 915;109575 922;109576 861;109577 837;109578 940;109579 900;109580 945;109581 889;109582 955;109583 924;109585 909;109586 876;109476 902;109517 918;109524 881;109536 909;109539 964;109551 935;109561 914
data,1241396700,531111.0;18681.0;534249.0;22194.0;500186.0;17274.0;536389.0;25056.0;1.18107381107;0.981853198659;1.32805803358,4856.0 139.0 109569;4448.0 163.0 109572;4286.0 173.0 109573;6569.0 273.0 109574;3897.0 160.0 109575;2886.0 107.0 109576;2583.0 97.0 109577;1065.0 20.0 109578;1122.0 36.0 109579;977.0 29.0 109580;1276.0 54.0 109581;3712.0 193.0 109582;281.0 5.0 109583;265.0 10.0 109585;184.0 1.0 109586;15280.0 570.0 109476;2649.0 85.0 109517;24998.0 971.0 109524;8703.0 110.0 109536;4030.0 144.0 109539;14074.0 498.0 109551;11216.0 406.0 109561,109569.0 20000;109572.0 20000;109573.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109577.0 20000;109578.0 20000;109579.0 20000;109580.0 20000;109581.0 20000;109582.0 20000;109583.0 20000;109585.0 20000;109586.0 20000;109476.0 20000;109517.0 20000;109524.0 20000;109536.0 20000;109539.0 20000;109551.0 20000;109561.0 20000,109569 865;109572 914;109573 926;109574 901;109575 960;109576 875;109577 919;109578 896;109579 933;109580 838;109581 867;109582 909;109583 920;109585 952;109586 831;109476 980;109517 968;109524 927;109536 885;109539 882;109551 924;109561 928
data,1241397000,532047.0;18719.0;535185.0;22224.0;501123.0;17299.0;537326.0;25091.0;1.18028163648;0.981169449355;1.32723391043,4893.0 140.0 109569;4503.0 165.0 109572;4389.0 180.0 109573;6595.0 275.0 109574;3925.0 161.0 109575;2971.0 108.0 109576;2612.0 97.0 109577;1092.0 20.0 109578;1164.0 37.0 109579;1035.0 30.0 109580;1335.0 57.0 109581;3744.0 193.0 109582;302.0 6.0 109583;344.0 14.0 109585;200.0 1.0 109586;15303.0 571.0 109476;2679.0 85.0 109517;25034.0 972.0 109524;8729.0 111.0 109536;4057.0 144.0 109539;14113.0 500.0 109551;11274.0 407.0 109561,109569.0 20000;109572.0 20000;109573.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109577.0 20000;109578.0 20000;109579.0 20000;109580.0 20000;109581.0 20000;109582.0 20000;109583.0 20000;109585.0 20000;109586.0 20000;109476.0 20000;109517.0 20000;109524.0 20000;109536.0 20000;109539.0 20000;109551.0 20000;109561.0 20000,109569 881;109572 972;109573 932;109574 864;109575 919;109576 896;109577 896;109578 953;109579 939;109580 933;109581 836;109582 922;109583 921;109585 931;109586 901;109476 894;109517 910;109524 881;109536 879;109539 868;109551 918;109561 954
data,1241397300,533013.0;18755.0;536073.0;22250.0;502054.0;17332.0;538210.0;25129.0;1.1795784081;0.981112890406;1.32691827835,4928.0 140.0 109569;4562.0 165.0 109572;4527.0 186.0 109573;6625.0 275.0 109574;3946.0 161.0 109575;3026.0 108.0 109576;2657.0 100.0 109577;1112.0 20.0 109578;1195.0 37.0 109579;1074.0 31.0 109580;1419.0 62.0 109581;3769.0 196.0 109582;318.0 6.0 109583;427.0 18.0 109585;222.0 1.0 109586;15326.0 572.0 109476;2701.0 86.0 109517;25068.0 973.0 109524;8755.0 112.0 109536;4076.0 144.0 109539;14142.0 500.0 109551;11306.0 407.0 109561,109569.0 20000;109572.0 20000;109573.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109577.0 20000;109578.0 20000;109579.0 20000;109580.0 20000;109581.0 20000;109582.0 20000;109583.0 20000;109585.0 20000;109586.0 20000;109476.0 20000;109517.0 20000;109524.0 20000;109536.0 20000;109539.0 20000;109551.0 20000;109561.0 20000,109569 911;109572 920;109573 912;109574 881;109575 895;109576 936;109577 893;109578 911;109579 942;109580 986;109581 917;109582 879;109583 905;109585 890;109586 877;109476 940;109517 857;109524 934;109536 936;109539 877;109551 931;109561 870
data,1241397600,533899.0;18787.0;537046.0;22277.0;502956.0;17358.0;539087.0;25166.0;1.17881835817;0.980779461387;1.32665196708,4959.0 141.0 109569;4588.0 165.0 109572;4699.0 191.0 109573;6646.0 276.0 109574;3977.0 162.0 109575;3066.0 108.0 109576;2697.0 100.0 109577;1128.0 20.0 109578;1229.0 37.0 109579;1118.0 33.0 109580;1519.0 64.0 109581;3802.0 196.0 109582;339.0 6.0 109583;545.0 24.0 109585;240.0 1.0 109586;15352.0 573.0 109476;2730.0 87.0 109517;25104.0 975.0 109524;8797.0 114.0 109536;4098.0 144.0 109539;14181.0 502.0 109551;11340.0 408.0 109561,109569.0 20000;109572.0 20000;109573.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109577.0 20000;109578.0 20000;109579.0 20000;109580.0 20000;109581.0 20000;109582.0 20000;109583.0 20000;109585.0 20000;109586.0 20000;109476.0 20000;109517.0 20000;109524.0 20000;109536.0 20000;109539.0 20000;109551.0 20000;109561.0 20000,109569 921;109572 889;109573 915;109574 929;109575 849;109576 862;109577 904;109578 933;109579 999;109580 927;109581 867;109582 933;109583 933;109585 871;109586 928;109476 927;109517 902;109524 926;109536 912;109539 878;109551 914;109561 881
data,1241397900,534831.0;18827.0;538011.0;22297.0;503904.0;17384.0;540033.0;25196.0;1.17730971573;0.980025456745;1.32539933953,5005.0 144.0 109569;4618.0 166.0 109572;4841.0 194.0 109573;6667.0 276.0 109574;4011.0 164.0 109575;3114.0 110.0 109576;2733.0 101.0 109577;1149.0 20.0 109578;1252.0 37.0 109579;1163.0 33.0 109580;1602.0 64.0 109581;3827.0 196.0 109582;356.0 6.0 109583;672.0 26.0 109585;257.0 1.0 109586;15381.0 573.0 109476;2770.0 89.0 109517;25132.0 975.0 109524;8831.0 114.0 109536;4118.0 144.0 109539;14250.0 506.0 109551;11370.0 408.0 109561,109569.0 20000;109572.0 20000;109573.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109577.0 20000;109578.0 20000;109579.0 20000;109580.0 20000;109581.0 20000;109582.0 20000;109583.0 20000;109585.0 20000;109586.0 20000;109476.0 20000;109517.0 20000;109524.0 20000;109536.0 20000;109539.0 20000;109551.0 20000;109561.0 20000,109569 893;109572 950;109573 945;109574 853;109575 952;109576 921;109577 870;109578 926;109579 910;109580 912;109581 936;109582 881;109583 975;109585 887;109586 894;109476 964;109517 859;109524 934;109536 867;109539 846;109551 938;109561 887
data,1241398200,535776.0;18856.0;538934.0;22322.0;504791.0;17414.0;540942.0;25230.0;1.17687735612;0.980213372302;1.32525738853,5066.0 146.0 109569;4651.0 166.0 109572;4977.0 197.0 109573;6689.0 276.0 109574;4041.0 165.0 109575;3176.0 111.0 109576;2760.0 102.0 109577;1163.0 20.0 109578;1263.0 37.0 109579;1193.0 34.0 109580;1682.0 67.0 109581;3853.0 198.0 109582;368.0 6.0 109583;781.0 28.0 109585;277.0 1.0 109586;15401.0 573.0 109476;2819.0 91.0 109517;25163.0 976.0 109524;8863.0 115.0 109536;4133.0 144.0 109539;14323.0 511.0 109551;11400.0 408.0 109561,109569.0 20000;109572.0 20000;109573.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109577.0 20000;109578.0 20000;109579.0 20000;109580.0 20000;109581.0 20000;109582.0 20000;109583.0 20000;109585.0 20000;109586.0 20000;109476.0 20000;109517.0 20000;109524.0 20000;109536.0 20000;109539.0 20000;109551.0 20000;109561.0 20000,109569 892;109572 928;109573 865;109574 932;109575 894;109576 940;109577 907;109578 900;109579 889;109580 946;109581 939;109582 893;109583 905;109585 879;109586 875;109476 879;109517 938;109524 871;109536 943;109539 896;109551 909;109561 980
