data,1241298600,323515.0;12194.0;325924.0;14740.0;302621.0;11170.0;326924.0;16258.0;1.19985667797;0.97926975682;1.31937589843,4246.0 62.0 109536;4225.0 177.0 109476;1498.0 60.0 109541;7619.0 288.0 109542;5612.0 190.0 109544;3815.0 83.0 109545;73.0 3.0 109561;8450.0 327.0 109547;1799.0 60.0 109518;3674.0 137.0 109551;1964.0 56.0 109553;2228.0 70.0 109554;2055.0 66.0 109555;12617.0 516.0 109524;817.0 20.0 109557;646.0 19.0 109558;454.0 8.0 109559;490.0 19.0 109560;2864.0 120.0 109556;66.0 2.0 109562;69.0 3.0 109563,109536.0 8493;109476.0 8493;109541.0 8493;109542.0 8493;109544.0 8493;109545.0 8493;109547.0 8493;109518.0 8493;109551.0 8493;109553.0 8493;109554.0 8493;109555.0 8493;109524.0 8493;109557.0 8493;109558.0 8493;109559.0 8493;109560.0 8493;109561.0 8493;109562.0 8493;109563.0 8493;109556.0 8493,109536 417;109476 432;109541 406;109542 382;109544 385;109545 427;109561 452;109547 403;109518 398;109551 425;109553 397;109554 431;109555 388;109524 363;109557 428;109558 364;109559 384;109560 385;109556 391;109562 397;109563 438
data,1241298900,324073.0;12215.0;326484.0;14758.0;303206.0;11192.0;327473.0;16278.0;1.19926450941;0.979307969061;1.31878780921,4278.0 62.0 109536;4258.0 178.0 109476;1525.0 62.0 109541;7637.0 288.0 109542;5635.0 191.0 109544;3840.0 84.0 109545;96.0 4.0 109561;8494.0 330.0 109547;1817.0 60.0 109518;3695.0 137.0 109551;1985.0 56.0 109553;2252.0 70.0 109554;2088.0 66.0 109555;12652.0 519.0 109524;844.0 20.0 109557;673.0 20.0 109558;483.0 8.0 109559;517.0 21.0 109560;2883.0 120.0 109556;89.0 3.0 109562;100.0 5.0 109563,109536.0 11507;109476.0 11507;109541.0 11507;109542.0 11507;109544.0 11507;109545.0 11507;109547.0 11507;109518.0 11507;109551.0 11507;109553.0 11507;109554.0 11507;109555.0 11507;109524.0 11507;109557.0 11507;109558.0 11507;109559.0 11507;109560.0 11507;109561.0 11507;109562.0 11507;109563.0 11507;109556.0 11507,109536 537;109476 560;109541 561;109542 563;109544 564;109545 545;109561 557;109547 521;109518 531;109551 529;109553 578;109554 564;109555 549;109524 538;109557 553;109558 517;109559 541;109560 575;109556 556;109562 534;109563 534
data,1241299200,325002.0;12237.0;327456.0;14780.0;304195.0;11223.0;328435.0;16313.0;1.19876086139;0.979868880235;1.31915393645,4321.0 63.0 109536;4301.0 180.0 109476;1602.0 65.0 109541;7682.0 289.0 109542;5676.0 191.0 109544;3883.0 84.0 109545;8557.0 330.0 109547;1861.0 62.0 109518;3727.0 137.0 109551;2021.0 56.0 109553;2284.0 70.0 109554;2111.0 66.0 109555;2923.0 121.0 109556;873.0 21.0 109557;736.0 23.0 109558;517.0 8.0 109559;561.0 21.0 109560;163.0 7.0 109561;129.0 4.0 109562;165.0 7.0 109563;12720.0 521.0 109524,109536.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109544.0 20000;109545.0 20000;109547.0 20000;109518.0 20000;109551.0 20000;109553.0 20000;109554.0 20000;109555.0 20000;109524.0 20000;109557.0 20000;109558.0 20000;109559.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109556.0 20000,109536 953;109476 966;109541 915;109542 1009;109544 923;109545 945;109547 951;109518 916;109551 927;109553 936;109554 936;109555 927;109556 1020;109557 935;109558 1029;109559 942;109560 965;109561 974;109562 944;109563 934;109524 953
data,1241299800,325953.0;12284.0;328407.0;14822.0;305147.0;11244.0;329465.0;16363.0;1.19759390807;0.977747934304;1.31785861548,4349.0 64.0 109536;4379.0 186.0 109476;1668.0 66.0 109541;7730.0 293.0 109542;5717.0 193.0 109544;3919.0 86.0 109545;232.0 11.0 109561;8600.0 332.0 109547;1912.0 64.0 109518;3772.0 141.0 109551;2043.0 56.0 109553;2309.0 71.0 109554;2149.0 67.0 109555;2965.0 122.0 109556;908.0 23.0 109557;808.0 28.0 109558;541.0 8.0 109559;596.0 21.0 109560;12793.0 523.0 109524;159.0 4.0 109562;215.0 9.0 109563,109536.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109544.0 20000;109545.0 20000;109547.0 20000;109518.0 20000;109551.0 20000;109553.0 20000;109554.0 20000;109555.0 20000;109524.0 20000;109557.0 20000;109558.0 20000;109559.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109556.0 20000,109536 912;109476 1011;109541 928;109542 935;109544 953;109545 1006;109561 998;109547 964;109518 948;109551 953;109553 859;109554 940;109555 971;109556 999;109557 939;109558 975;109559 923;109560 987;109524 928;109562 914;109563 957
data,1241300100,326881.0;12313.0;329321.0;14853.0;306055.0;11269.0;330419.0;16395.0;1.1973484435;0.977488593824;1.31726213143,4385.0 64.0 109536;4506.0 195.0 109476;1733.0 69.0 109541;7785.0 295.0 109542;5785.0 200.0 109544;3946.0 87.0 109545;8632.0 333.0 109547;1945.0 64.0 109518;3819.0 144.0 109551;2059.0 56.0 109553;2328.0 71.0 109554;2169.0 67.0 109555;2992.0 122.0 109556;949.0 24.0 109557;874.0 28.0 109558;559.0 8.0 109559;623.0 21.0 109560;287.0 11.0 109561;195.0 5.0 109562;267.0 10.0 109563;12840.0 525.0 109524,109536.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109544.0 20000;109545.0 20000;109547.0 20000;109518.0 20000;109551.0 20000;109553.0 20000;109554.0 20000;109555.0 20000;109524.0 20000;109557.0 20000;109558.0 20000;109559.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109556.0 20000,109536 1002;109476 945;109541 966;109542 936;109544 977;109545 893;109547 910;109518 971;109551 965;109553 948;109554 908;109555 1010;109556 970;109557 919;109558 969;109559 959;109560 939;109561 927;109562 961;109563 960;109524 965
data,1241300700,327800.0;12342.0;330290.0;14890.0;307018.0;11306.0;331445.0;16437.0;1.19735430469;0.978066873839;1.31714773819,4402.0 64.0 109536;4678.0 203.0 109476;1793.0 73.0 109541;7828.0 296.0 109542;5913.0 206.0 109544;4008.0 90.0 109545;8660.0 333.0 109547;1994.0 69.0 109518;3886.0 146.0 109551;2072.0 56.0 109553;2351.0 73.0 109554;2185.0 67.0 109555;3014.0 122.0 109556;984.0 24.0 109557;919.0 29.0 109558;575.0 8.0 109559;636.0 21.0 109560;334.0 14.0 109561;218.0 6.0 109562;306.0 11.0 109563;12891.0 525.0 109524,109536.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109544.0 20000;109545.0 20000;109547.0 20000;109518.0 20000;109551.0 20000;109553.0 20000;109554.0 20000;109555.0 20000;109524.0 20000;109557.0 20000;109558.0 20000;109559.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109556.0 20000,109536 938;109476 986;109541 956;109542 981;109544 967;109545 985;109547 937;109518 961;109551 992;109553 974;109554 913;109555 930;109556 983;109557 924;109558 910;109559 975;109560 950;109561 921;109562 971;109563 906;109524 940
data,1241301000,328718.0;12372.0;331282.0;14923.0;307973.0;11335.0;332370.0;16471.0;1.19685592518;0.977895517667;1.31668450483,4426.0 65.0 109536;4806.0 204.0 109476;1880.0 76.0 109541;7891.0 299.0 109542;6018.0 208.0 109544;4067.0 93.0 109545;8697.0 334.0 109547;2071.0 72.0 109518;3935.0 147.0 109551;2096.0 58.0 109553;2386.0 74.0 109554;2207.0 68.0 109555;3046.0 124.0 109556;1004.0 24.0 109557;959.0 32.0 109558;591.0 9.0 109559;653.0 21.0 109560;382.0 15.0 109561;244.0 7.0 109562;353.0 12.0 109563;12927.0 527.0 109524,109536.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109544.0 20000;109545.0 20000;109547.0 20000;109518.0 20000;109551.0 20000;109553.0 20000;109554.0 20000;109555.0 20000;109524.0 20000;109557.0 20000;109558.0 20000;109559.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109556.0 20000,109536 978;109476 911;109541 948;109542 970;109544 930;109545 1009;109547 972;109518 921;109551 924;109553 955;109554 933;109555 949;109556 930;109557 1005;109558 936;109559 982;109560 956;109561 943;109562 965;109563 924;109524 959
data,1241301300,329600.0;12397.0;332235.0;14968.0;308946.0;11358.0;333326.0;16514.0;1.19781292248;0.97743950871;1.31720597297,4448.0 66.0 109536;4895.0 206.0 109476;1981.0 81.0 109541;7956.0 302.0 109542;6129.0 216.0 109544;4114.0 93.0 109545;8755.0 339.0 109547;2127.0 74.0 109518;3966.0 148.0 109551;2122.0 58.0 109553;2403.0 75.0 109554;2232.0 70.0 109555;3102.0 129.0 109556;1021.0 25.0 109557;1015.0 34.0 109558;418.0 15.0 109561;673.0 23.0 109560;12965.0 528.0 109524;282.0 10.0 109562;377.0 13.0 109563;611.0 9.0 109559,109536.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109544.0 20000;109545.0 20000;109547.0 20000;109518.0 20000;109551.0 20000;109553.0 20000;109554.0 20000;109555.0 20000;109524.0 20000;109557.0 20000;109558.0 20000;109559.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109556.0 20000,109536 949;109476 973;109541 944;109542 961;109544 931;109545 981;109547 972;109518 913;109551 919;109553 944;109554 911;109555 1001;109556 949;109557 964;109558 956;109561 970;109560 922;109524 972;109562 961;109563 925;109559 982
data,1241301900,330578.0;12440.0;333201.0;14997.0;309864.0;11384.0;334302.0;16549.0;1.1960564098;0.976286607389;1.3154863579,4474.0 66.0 109536;4964.0 206.0 109476;2065.0 82.0 109541;8030.0 304.0 109542;6240.0 221.0 109544;4146.0 93.0 109545;8828.0 343.0 109547;2196.0 77.0 109518;3997.0 148.0 109551;2138.0 59.0 109553;2429.0 75.0 109554;2253.0 70.0 109555;12989.0 528.0 109524;1049.0 27.0 109557;1073.0 37.0 109558;630.0 9.0 109559;701.0 24.0 109560;451.0 15.0 109561;341.0 13.0 109562;407.0 14.0 109563;3157.0 132.0 109556,109536.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109544.0 20000;109545.0 20000;109547.0 20000;109518.0 20000;109551.0 20000;109553.0 20000;109554.0 20000;109555.0 20000;109524.0 20000;109557.0 20000;109558.0 20000;109559.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109556.0 20000,109536 915;109476 973;109541 998;109542 947;109544 916;109545 982;109547 922;109518 992;109551 952;109553 941;109554 926;109555 948;109524 933;109557 946;109558 963;109559 943;109560 942;109561 950;109562 1025;109563 910;109556 976
data,1241302200,331533.0;12469.0;334143.0;15030.0;310794.0;11406.0;335253.0;16601.0;1.19597403673;0.975788914209;1.31660868427,4492.0 66.0 109536;5020.0 210.0 109476;2130.0 85.0 109541;8082.0 307.0 109542;6347.0 224.0 109544;4167.0 93.0 109545;8893.0 344.0 109547;2265.0 78.0 109518;4036.0 151.0 109551;2157.0 60.0 109553;2449.0 76.0 109554;2281.0 71.0 109555;3232.0 133.0 109556;1068.0 27.0 109557;1175.0 43.0 109558;641.0 9.0 109559;724.0 24.0 109560;483.0 17.0 109561;392.0 15.0 109562;439.0 14.0 109563;13027.0 529.0 109524,109536.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109544.0 20000;109545.0 20000;109547.0 20000;109518.0 20000;109551.0 20000;109553.0 20000;109554.0 20000;109555.0 20000;109524.0 20000;109557.0 20000;109558.0 20000;109559.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109556.0 20000,109536 975;109476 940;109541 975;109542 944;109544 915;109545 911;109547 978;109518 944;109551 997;109553 869;109554 954;109555 1017;109556 991;109557 942;109558 966;109559 946;109560 945;109561 920;109562 916;109563 1015;109524 940
data,1241302500,332510.0;12510.0;335025.0;15057.0;311805.0;11439.0;336226.0;16646.0;1.19456183609;0.975107251477;1.3159094253,4511.0 66.0 109536;5089.0 212.0 109476;2204.0 86.0 109541;8138.0 308.0 109542;6436.0 227.0 109544;4185.0 94.0 109545;8960.0 348.0 109547;2309.0 82.0 109518;4068.0 153.0 109551;2179.0 62.0 109553;2469.0 77.0 109554;2307.0 71.0 109555;13056.0 530.0 109524;1092.0 28.0 109557;1274.0 44.0 109558;660.0 10.0 109559;738.0 24.0 109560;507.0 18.0 109561;446.0 15.0 109562;468.0 14.0 109563;3286.0 134.0 109556,109536.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109544.0 20000;109545.0 20000;109547.0 20000;109518.0 20000;109551.0 20000;109553.0 20000;109554.0 20000;109555.0 20000;109524.0 20000;109557.0 20000;109558.0 20000;109559.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109556.0 20000,109536 980;109476 969;109541 962;109542 911;109544 966;109545 935;109547 979;109518 936;109551 977;109553 946;109554 914;109555 943;109524 968;109557 972;109558 957;109559 939;109560 959;109561 929;109562 1006;109563 911;109556 941
