Algorithm, SimulationType, environmentVars, #Articles,#users,iterations,CTR

decLinUCB,ConstantTheta,,10,1000,10000,0.347294745028,0.3,0.99,-0.166650962351
LinUCB,ConstantTheta,,10,1000,10000,0.360848794578,0.3,0.99,-0.679719524846
decLinUCB,ConstantTheta,,10,1000,10000,0.305632707477,0.3,0.99,-0.453366834329
LinUCB,ConstantTheta,,10,1000,10000,0.339740028886,0.3,0.99,-0.659595436641
decLinUCB,ConstantTheta,,10,1000,10000,0.343628485724,0.3,0.99,-0.113634230824
LinUCB,ConstantTheta,,10,1000,10000,0.385290523275,0.3,0.99,-0.847241517351
