
New Run at  03/23/2015 19:16:30
, Time, exp3Access; exp3Clicks; exp3CTRRatio 
data,1241161800,968.0;30.0;1.03925619835
data,1241162700,1911.0;62.0;0.971375461781
data,1241163600,2906.0;93.0;1.09655409735
data,1241164800,3829.0;114.0;1.01740798444
data,1241165700,4805.0;138.0;0.972745285305
data,1241166900,5803.0;170.0;0.991043034167
data,1241167800,6820.0;204.0;1.05266151249
data,1241169000,7790.0;224.0;1.02175438596
data,1241169900,8785.0;250.0;0.988375569429
data,1241171100,9788.0;283.0;1.00258440613
data,1241172000,10828.0;311.0;1.00811790183
data,1241172900,11806.0;351.0;1.05042416503
data,1241173500,12837.0;387.0;1.05638190048
data,1241174400,13842.0;439.0;1.12321509662
data,1241175000,14814.0;476.0;1.10661211367
data,1241175600,15779.0;510.0;1.10344700694
data,1241176200,16736.0;552.0;1.13339641784
data,1241176800,17780.0;593.0;1.1372995602
data,1241177400,18791.0;635.0;1.1192142623
data,1241177700,19744.0;690.0;1.14565693367
data,1241178300,20711.0;741.0;1.17091414413
data,1241178600,21730.0;801.0;1.18360255094
data,1241179200,22764.0;865.0;1.19835233918
data,1241179500,23706.0;911.0;1.2071015385
data,1241179800,24716.0;956.0;1.20076206408
data,1241180400,25734.0;1020.0;1.21788031008
data,1241180700,26683.0;1073.0;1.2217292677
data,1241181000,27698.0;1137.0;1.24515011724
data,1241181300,28696.0;1197.0;1.2599301539
data,1241181600,29704.0;1261.0;1.26663313239
data,1241182200,30730.0;1311.0;1.26910834417
data,1241182500,31702.0;1376.0;1.28899056676
data,1241182800,32691.0;1428.0;1.29320230134
data,1241183100,33666.0;1491.0;1.31412528583
data,1241183400,34675.0;1539.0;1.31464944866
data,1241183700,35629.0;1587.0;1.31888321405
data,1241184000,36650.0;1649.0;1.32133690581
data,1241184300,37626.0;1703.0;1.32024840293
data,1241184600,38659.0;1762.0;1.31459059064
data,1241184900,39683.0;1831.0;1.32949496856
data,1241185200,40684.0;1885.0;1.32074218452
data,1241185500,41694.0;1938.0;1.3096274987
data,1241185500,42685.0;1986.0;1.29637501755
data,1241185800,43692.0;2048.0;1.29144969793
data,1241186100,44697.0;2099.0;1.29424934738
data,1241186400,45724.0;2162.0;1.30362197397
data,1241186700,46728.0;2224.0;1.30707237981
data,1241187000,47747.0;2276.0;1.3009380208
data,1241187300,48760.0;2327.0;1.2879000773
data,1241187600,49731.0;2377.0;1.28043737694
data,1241187900,50710.0;2429.0;1.28439481752
data,1241188200,51683.0;2488.0;1.29030661944
data,1241188200,52707.0;2549.0;1.2860502716
data,1241188500,53706.0;2602.0;1.28273827846
data,1241188800,54687.0;2648.0;1.27286071948
data,1241189100,55684.0;2705.0;1.27222385118
data,1241189400,56702.0;2769.0;1.27602019576
data,1241189700,57721.0;2836.0;1.28373616023
data,1241190000,58702.0;2887.0;1.28456417495
data,1241190000,59704.0;2931.0;1.28053978259
data,1241190300,60765.0;2988.0;1.28077938021
data,1241190600,61724.0;3036.0;1.27480017805
data,1241190900,62729.0;3096.0;1.27579631303
data,1241191200,63807.0;3166.0;1.27277055134
data,1241191500,64786.0;3220.0;1.26948747913
data,1241191800,65789.0;3271.0;1.27292948834
data,1241191800,66787.0;3322.0;1.26801321085
data,1241192100,67801.0;3395.0;1.27028008248
data,1241192400,68766.0;3443.0;1.2647941086
data,1241192700,69751.0;3500.0;1.26340843074
data,1241193000,70783.0;3570.0;1.27265891126
data,1241193300,71771.0;3634.0;1.27442532244
data,1241193600,72745.0;3687.0;1.27182976848
data,1241193600,73729.0;3739.0;1.27074770144
data,1241193900,74745.0;3808.0;1.27014079941
data,1241194200,75773.0;3863.0;1.26663935302
data,1241194500,76790.0;3917.0;1.26753320957
data,1241194800,77756.0;3977.0;1.26826940711
data,1241195100,78774.0;4032.0;1.27086805291
data,1241195400,79802.0;4095.0;1.27484419058
data,1241195400,80826.0;4175.0;1.27873584563
data,1241195700,81834.0;4244.0;1.28016072976
data,1241196000,82827.0;4307.0;1.2851707426
data,1241196300,83769.0;4363.0;1.28146590737
data,1241196600,84747.0;4420.0;1.27918146059
data,1241196900,85704.0;4474.0;1.27696516115
data,1241197200,86680.0;4548.0;1.27710878144
data,1241197500,87604.0;4596.0;1.27317431999
data,1241197500,88533.0;4648.0;1.27184046736
data,1241197800,89494.0;4712.0;1.27369127789
data,1241198100,90455.0;4772.0;1.27388004186
data,1241198400,91407.0;4831.0;1.27542167986
data,1241198700,92353.0;4900.0;1.27706010083
data,1241199000,93283.0;4951.0;1.27785202039
data,1241199300,94258.0;4996.0;1.2778034931
data,1241199600,95233.0;5047.0;1.27690710419
data,1241199600,96183.0;5098.0;1.27571756545
data,1241199900,97053.0;5148.0;1.2750759952
data,1241200200,97992.0;5205.0;1.27295143433
data,1241200500,98905.0;5264.0;1.27578730691
data,1241200800,99820.0;5310.0;1.27416492544
data,1241201100,100765.0;5366.0;1.27340671384
data,1241201400,101738.0;5408.0;1.26744225252
data,1241201700,102660.0;5461.0;1.26891388185
data,1241201700,103567.0;5524.0;1.27127929434
data,1241202000,104511.0;5564.0;1.26847426145
data,1241202300,105514.0;5621.0;1.27008450643
data,1241202600,106494.0;5670.0;1.27000493709
data,1241202900,107450.0;5736.0;1.26777128405
data,1241203200,108413.0;5789.0;1.26822669255
data,1241203500,109390.0;5856.0;1.26902359999
data,1241203800,110319.0;5924.0;1.27072523373
data,1241203800,111242.0;5969.0;1.26919281659
data,1241204100,112274.0;6035.0;1.27067362454
data,1241204400,113171.0;6095.0;1.27268556135
data,1241204700,114069.0;6152.0;1.27434408039
data,1241205000,115000.0;6206.0;1.27496457287
data,1241205300,115910.0;6256.0;1.27511554278
data,1241205600,116821.0;6300.0;1.2731557154
data,1241205900,117789.0;6355.0;1.27025780586
data,1241205900,118708.0;6411.0;1.27140365639
data,1241206200,119642.0;6459.0;1.27022492682
data,1241206500,120566.0;6514.0;1.27054115187
data,1241206800,121431.0;6580.0;1.27056581497
data,1241207100,122373.0;6628.0;1.26697753543
data,1241207400,123283.0;6677.0;1.26878923552
data,1241207700,124244.0;6729.0;1.26728220024
data,1241207700,125147.0;6779.0;1.26572236398
data,1241208000,126046.0;6823.0;1.2671163003
data,1241208300,126930.0;6882.0;1.26848157865
data,1241208600,127841.0;6937.0;1.26846351277
data,1241208900,128750.0;6994.0;1.2708142025
data,1241209200,129604.0;7044.0;1.27227064554
data,1241209500,130504.0;7105.0;1.27388026627
data,1241209500,131334.0;7147.0;1.27196789809
data,1241209800,132201.0;7189.0;1.27173116002
data,1241210100,133070.0;7241.0;1.27114678947
data,1241210400,133953.0;7294.0;1.27002873744
data,1241210700,134826.0;7336.0;1.26970729582
data,1241211000,135734.0;7397.0;1.27017414695
data,1241211300,136615.0;7437.0;1.26953104831
data,1241211600,137537.0;7492.0;1.26982068893
data,1241211600,138487.0;7554.0;1.27230399373
data,1241211900,139362.0;7606.0;1.27275487766
data,1241212200,140245.0;7656.0;1.27276454598
data,1241212500,141127.0;7713.0;1.27346080442
data,1241212800,142048.0;7761.0;1.27337401212
data,1241213100,142934.0;7807.0;1.27204389552
data,1241213400,143859.0;7851.0;1.26884067655
data,1241213700,144762.0;7900.0;1.26813771435
data,1241214000,145657.0;7941.0;1.26710522678
data,1241214300,146512.0;7994.0;1.26551108677
data,1241214600,147378.0;8041.0;1.262549872
data,1241214900,148238.0;8095.0;1.26460661368
data,1241215200,149130.0;8141.0;1.26371047327
data,1241215500,150057.0;8191.0;1.26539168894
data,1241215800,150961.0;8235.0;1.26602508115
data,1241216100,151835.0;8288.0;1.26776374629
data,1241216400,152702.0;8332.0;1.26590501677
data,1241216700,153588.0;8388.0;1.26613262896
data,1241217000,154474.0;8440.0;1.26728648878
