
New Run at  03/23/2015 18:24:19
, Time, exp3Access; exp3Clicks; exp3CTRRatio 
data,1241161800,1011.0;27.0;0.747774480712
data,1241162700,2031.0;56.0;0.728497758429
data,1241163600,2997.0;88.0;0.87970637304
data,1241164800,4045.0;113.0;0.849245982695
data,1241165700,5062.0;141.0;0.857399496247
data,1241166900,6053.0;172.0;0.955153717916
data,1241167800,7029.0;196.0;1.00125400953
data,1241169000,8008.0;222.0;0.982847152847
data,1241169900,8969.0;244.0;0.987854251012
data,1241171100,9983.0;263.0;0.916506850573
data,1241172000,10996.0;297.0;0.924521948313
data,1241172900,11994.0;338.0;0.970464756188
data,1241173500,12957.0;377.0;1.00162074554
data,1241174400,13948.0;412.0;0.995475794776
data,1241175000,14931.0;453.0;1.00576990439
data,1241175600,15944.0;494.0;1.02747792951
data,1241176200,16934.0;538.0;1.04386706987
data,1241176800,17982.0;583.0;1.04706227749
data,1241177400,18959.0;637.0;1.09000550575
data,1241177700,19956.0;695.0;1.10687352175
data,1241178300,20964.0;740.0;1.12141788686
data,1241178600,21965.0;792.0;1.1310925689
data,1241179200,22990.0;846.0;1.13643052796
data,1241179500,24006.0;888.0;1.14186758109
data,1241179800,25095.0;951.0;1.15538503502
data,1241180400,26103.0;1006.0;1.16683149773
data,1241180700,27122.0;1058.0;1.16790879715
data,1241181000,28113.0;1114.0;1.17745222088
data,1241181300,29083.0;1167.0;1.17378302213
data,1241181600,30113.0;1236.0;1.18883483594
data,1241182200,31094.0;1294.0;1.19555647259
data,1241182500,32111.0;1353.0;1.2066684696
data,1241182800,33139.0;1408.0;1.20768525722
data,1241183100,34130.0;1468.0;1.22049757222
data,1241183400,35123.0;1524.0;1.23719649892
data,1241183700,36096.0;1573.0;1.24020456897
data,1241184000,37087.0;1626.0;1.25231077328
data,1241184300,38081.0;1678.0;1.25004096412
data,1241184600,39096.0;1730.0;1.25838934138
data,1241184900,40069.0;1793.0;1.26597947113
data,1241185200,41053.0;1843.0;1.26674961743
data,1241185500,42097.0;1900.0;1.27336921303
data,1241185500,43116.0;1947.0;1.27560991466
data,1241185800,44118.0;2004.0;1.27308949096
data,1241186100,45102.0;2070.0;1.28465442713
data,1241186400,46046.0;2121.0;1.28235331373
data,1241186700,47119.0;2191.0;1.28936636553
data,1241187000,48099.0;2238.0;1.28461648372
data,1241187300,49153.0;2309.0;1.28668617651
data,1241187600,50180.0;2361.0;1.28863094516
data,1241187900,51193.0;2428.0;1.2944715334
data,1241188200,52178.0;2497.0;1.29234710035
data,1241188200,53132.0;2544.0;1.29300168774
data,1241188500,54134.0;2600.0;1.2932565546
data,1241188800,55105.0;2644.0;1.28554053274
data,1241189100,56103.0;2702.0;1.28332613688
data,1241189400,57079.0;2762.0;1.28864144295
data,1241189700,58061.0;2822.0;1.28910495136
data,1241190000,59032.0;2875.0;1.28864390231
data,1241190000,60045.0;2929.0;1.28296998737
data,1241190300,61017.0;2993.0;1.29194183232
data,1241190600,62004.0;3038.0;1.28845556558
data,1241190900,63043.0;3087.0;1.27820783999
data,1241191200,64025.0;3131.0;1.27897077508
data,1241191500,65033.0;3184.0;1.27376412687
data,1241191800,66035.0;3226.0;1.2735212615
data,1241191800,67047.0;3289.0;1.27904884757
data,1241192100,68015.0;3337.0;1.27608413479
data,1241192400,69050.0;3393.0;1.27739073564
data,1241192700,70032.0;3448.0;1.28226042512
data,1241193000,71088.0;3508.0;1.28306594361
data,1241193300,72101.0;3569.0;1.28265050649
data,1241193600,73110.0;3631.0;1.28028191436
data,1241193600,74148.0;3686.0;1.28028198865
data,1241193900,75121.0;3752.0;1.28566208659
data,1241194200,76119.0;3808.0;1.27945660387
data,1241194500,77192.0;3876.0;1.28376403595
data,1241194800,78204.0;3939.0;1.28478108258
data,1241195100,79164.0;4009.0;1.29213879503
data,1241195400,80194.0;4070.0;1.29295099326
