
New Run at  03/23/2015 05:18:44
, Time, exp3Access; exp3Clicks; exp3CTRRatio 
data,1241679900,1072908.0;43080.0;1.08691497117
data,1241680500,1073188.0;43082.0;1.08693023279
data,1241681400,1073461.0;43089.0;1.08723248565
data,1241682000,1073737.0;43093.0;1.08747844977
data,1241682900,1074009.0;43100.0;1.08793733814
data,1241683500,1074304.0;43101.0;1.08789314813
data,1241684400,1074574.0;43104.0;1.0881227892
data,1241685300,1074879.0;43113.0;1.08840744032
data,1241686200,1075160.0;43120.0;1.08874892234
data,1241686800,1075465.0;43126.0;1.08902508253
data,1241687700,1075737.0;43130.0;1.08926958303
data,1241688600,1075997.0;43134.0;1.08946113841
data,1241689200,1076308.0;43143.0;1.08961668247
data,1241690100,1076603.0;43148.0;1.08959643664
data,1241690700,1076888.0;43158.0;1.08995031197
data,1241691600,1077173.0;43165.0;1.09015940351
data,1241692200,1077466.0;43171.0;1.09021594596
data,1241692800,1077755.0;43178.0;1.09030496353
data,1241693400,1078027.0;43188.0;1.09052392147
data,1241694000,1078314.0;43197.0;1.09064163416
data,1241694300,1078603.0;43209.0;1.09094402509
data,1241694900,1078871.0;43223.0;1.09125510814
data,1241695500,1079137.0;43231.0;1.09134816465
data,1241695800,1079380.0;43240.0;1.09141888573
data,1241696400,1079670.0;43252.0;1.09152406121
data,1241696700,1079948.0;43261.0;1.09160444204
data,1241697300,1080231.0;43278.0;1.09179513704
data,1241697600,1080517.0;43286.0;1.09184729944
data,1241697900,1080808.0;43300.0;1.09191937049
data,1241698200,1081082.0;43309.0;1.0917886044
data,1241698500,1081368.0;43317.0;1.09170832716
data,1241699100,1081667.0;43327.0;1.09171738639
data,1241699400,1081952.0;43337.0;1.0918219046
data,1241699700,1082256.0;43345.0;1.09178847086
data,1241700000,1082528.0;43353.0;1.09181579517
data,1241700300,1082804.0;43365.0;1.09173289634
data,1241700600,1083113.0;43380.0;1.09174878413
data,1241700900,1083396.0;43390.0;1.09202379389
data,1241701200,1083744.0;43405.0;1.09210919371
data,1241701500,1084026.0;43417.0;1.09214244456
data,1241701800,1084290.0;43424.0;1.09225888705
data,1241702100,1084597.0;43433.0;1.09213527246
data,1241702400,1084890.0;43441.0;1.09193702911
data,1241702700,1085134.0;43456.0;1.09216327926
data,1241702700,1085403.0;43466.0;1.09229039615
data,1241703000,1085704.0;43472.0;1.09227161992
data,1241703300,1085984.0;43482.0;1.09210362421
data,1241703600,1086220.0;43490.0;1.09201344306
data,1241703900,1086483.0;43495.0;1.09211951742
data,1241704200,1086781.0;43503.0;1.09216701951
data,1241704500,1087082.0;43513.0;1.09191525038
data,1241704800,1087372.0;43528.0;1.09205221853
data,1241704800,1087657.0;43536.0;1.09197134031
data,1241705100,1087928.0;43545.0;1.09194983705
data,1241705400,1088182.0;43555.0;1.09203654698
data,1241705700,1088432.0;43561.0;1.09189256333
data,1241706000,1088729.0;43576.0;1.09211662365
data,1241706300,1088984.0;43583.0;1.09206012165
data,1241706300,1089280.0;43593.0;1.09188724533
data,1241706600,1089562.0;43604.0;1.09177002155
data,1241706900,1089837.0;43618.0;1.0918170977
data,1241707200,1090089.0;43625.0;1.09173281339
data,1241707500,1090367.0;43632.0;1.09163109284
data,1241707800,1090637.0;43638.0;1.09162609789
data,1241707800,1090981.0;43656.0;1.09173754237
data,1241708100,1091288.0;43665.0;1.09148626441
data,1241708400,1091560.0;43676.0;1.09150873952
data,1241708700,1091862.0;43689.0;1.09165855968
data,1241709000,1092172.0;43700.0;1.09173069752
data,1241709000,1092451.0;43714.0;1.091885764
data,1241709300,1092716.0;43723.0;1.09153380571
data,1241709600,1092956.0;43735.0;1.09143932791
data,1241709900,1093207.0;43744.0;1.09123807965
data,1241710200,1093509.0;43760.0;1.09141301069
data,1241710200,1093776.0;43775.0;1.09141126863
data,1241710500,1094060.0;43791.0;1.09133649211
data,1241710800,1094322.0;43802.0;1.09131961176
data,1241711100,1094601.0;43816.0;1.09117806895
data,1241711400,1094890.0;43834.0;1.09119846098
data,1241711400,1095181.0;43845.0;1.09091535971
data,1241711700,1095426.0;43852.0;1.09067720967
data,1241712000,1095708.0;43864.0;1.09054488677
data,1241712300,1095985.0;43878.0;1.09041637056
data,1241712600,1096247.0;43889.0;1.09015132125
data,1241712600,1096545.0;43899.0;1.08947196847
data,1241712900,1096872.0;43918.0;1.08968920478
data,1241713200,1097152.0;43937.0;1.08996355202
data,1241713500,1097444.0;43952.0;1.08997028438
data,1241713800,1097711.0;43962.0;1.08968905257
data,1241714100,1098005.0;43973.0;1.08931801865
data,1241714100,1098289.0;43984.0;1.08930814879
data,1241714400,1098560.0;43992.0;1.08902217516
data,1241714700,1098798.0;44003.0;1.08878332209
data,1241715000,1099073.0;44021.0;1.08870734484
data,1241715300,1099348.0;44034.0;1.08886919714
data,1241715300,1099589.0;44047.0;1.08865909929
data,1241715600,1099866.0;44064.0;1.08855735512
data,1241715900,1100110.0;44074.0;1.08868788758
data,1241716200,1100392.0;44089.0;1.08858238781
data,1241716500,1100694.0;44101.0;1.08843933327
data,1241716800,1100986.0;44116.0;1.0885224305
data,1241716800,1101270.0;44132.0;1.0885226344
data,1241717100,1101538.0;44146.0;1.08843189312
data,1241717400,1101808.0;44155.0;1.0883060326
data,1241717700,1102057.0;44162.0;1.0882074279
data,1241718000,1102321.0;44169.0;1.08778726403
data,1241718000,1102593.0;44180.0;1.08775311341
data,1241718300,1102865.0;44194.0;1.08787860212
data,1241718600,1103156.0;44202.0;1.08767074903
data,1241718900,1103432.0;44213.0;1.08758920906
data,1241719200,1103721.0;44225.0;1.08765456315
data,1241719500,1103964.0;44233.0;1.08739658859
data,1241719500,1104244.0;44248.0;1.08743008418
data,1241719800,1104526.0;44261.0;1.08727142883
data,1241720100,1104779.0;44271.0;1.0871955264
data,1241720400,1105066.0;44286.0;1.08727353721
data,1241720700,1105316.0;44290.0;1.08707051843
data,1241721000,1105583.0;44300.0;1.08690404846
data,1241721000,1105881.0;44311.0;1.08664791456
data,1241721300,1106142.0;44319.0;1.0865875113
data,1241721600,1106412.0;44323.0;1.0862416478
data,1241721900,1106664.0;44334.0;1.0861787416
data,1241722200,1106919.0;44342.0;1.08591809923
data,1241722500,1107147.0;44349.0;1.08595249412
data,1241722500,1107418.0;44354.0;1.08583306274
data,1241722800,1107673.0;44360.0;1.08570780891
data,1241723100,1107932.0;44367.0;1.08567598281
data,1241723400,1108224.0;44381.0;1.08562176164
data,1241723700,1108497.0;44389.0;1.08550336784
data,1241724000,1108796.0;44404.0;1.08527424775
data,1241724000,1109076.0;44416.0;1.08525464724
data,1241724300,1109345.0;44430.0;1.08510575814
data,1241724600,1109607.0;44437.0;1.08471640277
data,1241724900,1109875.0;44451.0;1.08457598202
data,1241725200,1110109.0;44460.0;1.08460837496
data,1241725200,1110362.0;44470.0;1.08432507157
data,1241725500,1110620.0;44483.0;1.08421364659
data,1241725800,1110873.0;44495.0;1.08397634421
data,1241726100,1111156.0;44506.0;1.08389825939
data,1241726400,1111416.0;44519.0;1.08410444773
data,1241726400,1111702.0;44528.0;1.08388503307
data,1241726700,1111987.0;44547.0;1.08404453648
data,1241727000,1112267.0;44556.0;1.08367519546
data,1241727300,1112546.0;44571.0;1.08362627253
data,1241727600,1112802.0;44581.0;1.08347465134
data,1241727600,1113070.0;44597.0;1.08341787934
data,1241727900,1113343.0;44608.0;1.08314092913
data,1241728200,1113585.0;44617.0;1.08302397981
data,1241728500,1113831.0;44622.0;1.08275595213
data,1241728800,1114094.0;44634.0;1.08282282536
data,1241729100,1114367.0;44644.0;1.08258908418
data,1241729100,1114601.0;44653.0;1.08264274378
data,1241729400,1114844.0;44667.0;1.08266192685
data,1241729700,1115092.0;44672.0;1.08244517078
data,1241730000,1115340.0;44682.0;1.08215316798
data,1241730300,1115606.0;44695.0;1.08208494007
data,1241730300,1115882.0;44701.0;1.08200502738
data,1241730600,1116133.0;44710.0;1.08179759777
data,1241730900,1116419.0;44722.0;1.08183880648
data,1241731200,1116678.0;44736.0;1.08199136782
data,1241731500,1116904.0;44743.0;1.08212284713
data,1241731800,1117178.0;44754.0;1.08198951519
data,1241732100,1117416.0;44757.0;1.08188691126
data,1241732100,1117685.0;44774.0;1.08188927036
data,1241732400,1117945.0;44787.0;1.08173178637
data,1241732700,1118196.0;44798.0;1.08186688179
data,1241733000,1118488.0;44805.0;1.08154326467
data,1241733300,1118722.0;44814.0;1.08155799103
data,1241733600,1118982.0;44821.0;1.0811043148
data,1241733900,1119218.0;44830.0;1.08097095961
data,1241734200,1119490.0;44836.0;1.08089700338
data,1241734500,1119742.0;44847.0;1.08078305599
data,1241734800,1119988.0;44852.0;1.0807795837
data,1241735100,1120260.0;44863.0;1.08073809555
data,1241735400,1120526.0;44866.0;1.08050477725
data,1241735700,1120788.0;44880.0;1.08069679547
data,1241736000,1121024.0;44895.0;1.08059289393
data,1241736300,1121268.0;44902.0;1.08061437837
data,1241736300,1121511.0;44914.0;1.08075493605
data,1241736600,1121748.0;44922.0;1.08083130401
data,1241736900,1122018.0;44931.0;1.08076374139
data,1241737200,1122253.0;44939.0;1.08070444672
data,1241737500,1122507.0;44948.0;1.08074274252
data,1241737800,1122771.0;44955.0;1.0806621199
data,1241738100,1123019.0;44968.0;1.08073543173
data,1241738400,1123283.0;44978.0;1.08085126052
data,1241738700,1123554.0;44993.0;1.08098731912
data,1241739000,1123798.0;45000.0;1.08088044127
data,1241739300,1124057.0;45015.0;1.08105844385
data,1241739600,1124307.0;45022.0;1.08092954042
data,1241739900,1124591.0;45036.0;1.08082841646
data,1241740200,1124821.0;45046.0;1.08087946538
data,1241740500,1125073.0;45053.0;1.08068810609
data,1241740800,1125311.0;45062.0;1.08080506531
data,1241741100,1125559.0;45070.0;1.08100916691
data,1241741400,1125802.0;45074.0;1.08080331915
data,1241741700,1126067.0;45079.0;1.08068236232
data,1241742000,1126298.0;45087.0;1.08052561054
data,1241742300,1126564.0;45094.0;1.08041935908
data,1241742600,1126816.0;45101.0;1.08036886085
data,1241742900,1127081.0;45103.0;1.08035155934
data,1241743200,1127374.0;45113.0;1.08034972096
data,1241743500,1127632.0;45125.0;1.08052000443
data,1241743800,1127834.0;45129.0;1.08046298971
data,1241744100,1128061.0;45138.0;1.08059798515
data,1241744400,1128305.0;45153.0;1.08089181773
data,1241744700,1128550.0;45160.0;1.080844834
data,1241745000,1128796.0;45168.0;1.08101457729
data,1241745300,1129083.0;45177.0;1.08111410454
data,1241745600,1129327.0;45182.0;1.08108808643
data,1241745600,1129569.0;45193.0;1.0812965481
data,1241745900,1129807.0;45202.0;1.08118885813
data,1241746200,1130051.0;45212.0;1.08125917237
data,1241746500,1130289.0;45218.0;1.08138304843
data,1241746800,1130522.0;45227.0;1.08147480466
data,1241747100,1130764.0;45239.0;1.08144483742
data,1241747400,1131012.0;45255.0;1.08163488535
data,1241747700,1131259.0;45263.0;1.0815619145
data,1241748000,1131481.0;45274.0;1.08180398205
data,1241748300,1131717.0;45283.0;1.08196935631
data,1241748600,1131953.0;45292.0;1.08212762243
data,1241748900,1132210.0;45304.0;1.08218439187
data,1241749200,1132444.0;45308.0;1.08187735144
data,1241749500,1132716.0;45315.0;1.08190368619
data,1241749800,1132976.0;45327.0;1.0819353019
data,1241750100,1133211.0;45334.0;1.0819689577
data,1241750400,1133474.0;45342.0;1.08194119863
data,1241750700,1133715.0;45353.0;1.08190230967
data,1241751000,1133977.0;45357.0;1.08172863414
data,1241751300,1134237.0;45363.0;1.08166653778
data,1241751600,1134474.0;45371.0;1.0817358148
data,1241751900,1134713.0;45380.0;1.08193814108
data,1241752200,1134978.0;45390.0;1.08209280433
data,1241752500,1135229.0;45401.0;1.08223930023
data,1241752800,1135472.0;45407.0;1.08201061298
data,1241753400,1135728.0;45411.0;1.08191622721
data,1241753700,1135986.0;45421.0;1.08202800195
data,1241754000,1136247.0;45423.0;1.08188253899
data,1241754300,1136505.0;45429.0;1.08175352663
data,1241754900,1136752.0;45441.0;1.08191960759
data,1241755200,1137002.0;45447.0;1.08195100341
data,1241755500,1137231.0;45452.0;1.08184447957
data,1241756100,1137469.0;45462.0;1.08188489197
data,1241756400,1137711.0;45474.0;1.08201872079
data,1241757000,1137944.0;45483.0;1.08221535611
data,1241757300,1138194.0;45491.0;1.08221607833
data,1241757900,1138439.0;45498.0;1.08227353754
data,1241758200,1138674.0;45503.0;1.08235487046
data,1241758800,1138925.0;45506.0;1.08226503357
data,1241759400,1139189.0;45511.0;1.08233369413
data,1241759700,1139444.0;45515.0;1.08225548158
data,1241760300,1139672.0;45523.0;1.08239439359
data,1241760900,1139897.0;45530.0;1.08255551536
data,1241761500,1140153.0;45537.0;1.08264715803
data,1241762100,1140405.0;45546.0;1.08283135051
data,1241762700,1140706.0;45558.0;1.08297322174
data,1241763300,1140967.0;45567.0;1.08310103356
data,1241764200,1141236.0;45575.0;1.08342644362
data,1241764800,1141512.0;45581.0;1.08369897254
data,1241765400,1141775.0;45584.0;1.0838983011
data,1241765700,1141902.0;45585.0;1.08400614734
