
New Run at  02/25/2015 13:35:52
, Time, randomAccesses; randomClicks; exp3Access; exp3Clicks; exp3CTRRatio, Article Access; Clicks; ID; Theta, ID; epochArticles, ID ;epochSelectedArticles 
data,1241248200,221173.0;9303.0;222187.0;11279.0;1.20687152148,1235.0 10.0 109536;1121.0 49.0 109542;33565.0 1516.0 109510;934.0 13.0 109543;817.0 51.0 109544;1123.0 54.0 109417;682.0 18.0 109546;676.0 27.0 109547;600.0 10.0 109548;402.0 5.0 109550;74.0 3.0 109552;2212.0 105.0 109524;2048.0 107.0 109525;726.0 19.0 109545;1828.0 63.0 109529;1809.0 54.0 109530;1353.0 48.0 109531;1467.0 43.0 109533;1533.0 72.0 109534,109536.0 18008;109542.0 18008;109510.0 18008;109543.0 18008;109544.0 18008;109417.0 18008;109546.0 18008;109547.0 18008;109548.0 18008;109550.0 18008;109552.0 18008;109524.0 18008;109525.0 18008;109545.0 18008;109529.0 18008;109530.0 18008;109531.0 18008;109533.0 18008;109534.0 18008,109536 951;109542 942;109510 954;109543 975;109544 1019;109417 902;109546 948;109547 912;109548 968;109550 914;109552 945;109524 957;109525 890;109545 957;109529 954;109530 953;109531 979;109533 974;109534 914
data,1241249100,222282.0;9333.0;223241.0;11309.0;1.20651652538,1246.0 10.0 109536;1137.0 49.0 109542;34336.0 1543.0 109510;945.0 13.0 109543;828.0 51.0 109544;1134.0 54.0 109417;704.0 18.0 109546;686.0 27.0 109547;621.0 10.0 109548;418.0 6.0 109550;96.0 4.0 109552;2227.0 105.0 109524;2068.0 107.0 109525;742.0 19.0 109545;1838.0 63.0 109529;1826.0 54.0 109530;1367.0 48.0 109531;1484.0 43.0 109533;1556.0 73.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1083;109542 1084;109510 1079;109543 1024;109544 1066;109417 1008;109546 1052;109547 1077;109548 1011;109550 1087;109552 1075;109524 1034;109525 1041;109545 1051;109529 1033;109530 1098;109531 1027;109533 980;109534 1090
data,1241249700,223334.0;9355.0;224317.0;11340.0;1.2068739659,1259.0 10.0 109536;35099.0 1568.0 109510;1157.0 49.0 109542;963.0 13.0 109543;846.0 52.0 109544;1150.0 54.0 109417;722.0 19.0 109546;701.0 28.0 109547;633.0 10.0 109548;438.0 7.0 109550;118.0 4.0 109552;2243.0 105.0 109524;2084.0 108.0 109525;764.0 19.0 109545;1861.0 63.0 109529;1841.0 54.0 109530;1381.0 48.0 109531;1504.0 44.0 109533;1571.0 73.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1045;109510 1043;109542 1069;109543 989;109544 1076;109417 1118;109546 1088;109547 1085;109548 1051;109550 1069;109552 1027;109524 1021;109525 993;109545 1018;109529 1023;109530 1029;109531 1103;109533 1086;109534 1067
data,1241250900,224396.0;9383.0;225342.0;11358.0;1.20540534968,1274.0 11.0 109536;35833.0 1580.0 109510;1174.0 49.0 109542;974.0 13.0 109543;868.0 52.0 109544;781.0 19.0 109545;738.0 19.0 109546;719.0 29.0 109547;651.0 10.0 109548;455.0 7.0 109550;137.0 4.0 109552;2258.0 106.0 109524;2095.0 108.0 109525;1166.0 55.0 109417;1882.0 63.0 109529;1857.0 54.0 109530;1391.0 49.0 109531;1516.0 44.0 109533;1591.0 74.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1095;109510 1020;109542 1027;109543 1046;109544 1019;109545 1048;109546 1090;109547 1012;109548 1054;109550 1034;109552 1038;109524 1086;109525 1119;109417 1082;109529 1052;109530 1036;109531 1039;109533 1072;109534 1031
data,1241251800,225439.0;9399.0;226385.0;11388.0;1.20655524129,1291.0 11.0 109536;36593.0 1601.0 109510;1190.0 49.0 109542;984.0 13.0 109543;882.0 52.0 109544;1182.0 57.0 109417;750.0 19.0 109546;733.0 29.0 109547;664.0 11.0 109548;471.0 8.0 109550;156.0 5.0 109552;2286.0 107.0 109524;2110.0 111.0 109525;800.0 19.0 109545;1897.0 63.0 109529;1878.0 54.0 109530;1404.0 49.0 109531;1523.0 44.0 109533;1609.0 74.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1003;109510 1089;109542 1044;109543 1095;109544 1018;109417 991;109546 1053;109547 1047;109548 1056;109550 1020;109552 1055;109524 1060;109525 1022;109545 1121;109529 1073;109530 1078;109531 1079;109533 1045;109534 1051
data,1241252700,226480.0;9423.0;227387.0;11406.0;1.20561432778,1305.0 12.0 109536;37313.0 1614.0 109510;1203.0 49.0 109542;1001.0 13.0 109543;898.0 52.0 109544;810.0 19.0 109545;765.0 19.0 109546;751.0 30.0 109547;677.0 11.0 109548;488.0 8.0 109550;173.0 5.0 109552;2300.0 107.0 109524;2131.0 112.0 109525;1201.0 57.0 109417;1912.0 64.0 109529;1895.0 54.0 109530;1417.0 50.0 109531;1537.0 44.0 109533;1628.0 74.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1034;109510 1016;109542 1027;109543 1048;109544 1074;109545 1089;109546 1061;109547 1031;109548 1004;109550 1052;109552 1004;109524 1116;109525 1070;109417 1050;109529 1073;109530 1066;109531 1059;109533 1056;109534 1070
data,1241253600,227528.0;9441.0;228470.0;11435.0;1.20621253941,1327.0 12.0 109536;1223.0 50.0 109542;38075.0 1638.0 109510;1025.0 13.0 109543;910.0 52.0 109544;1216.0 57.0 109417;789.0 19.0 109546;776.0 31.0 109547;691.0 11.0 109548;504.0 8.0 109550;187.0 6.0 109552;2313.0 107.0 109524;2151.0 112.0 109525;828.0 19.0 109545;1928.0 65.0 109529;1911.0 54.0 109530;1433.0 50.0 109531;1556.0 44.0 109533;1645.0 75.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1076;109542 1071;109510 1070;109543 1106;109544 1054;109417 1009;109546 1092;109547 1110;109548 1034;109550 1036;109552 988;109524 1027;109525 1056;109545 1014;109529 1051;109530 1042;109531 1057;109533 1029;109534 1078
data,1241254800,228571.0;9463.0;229596.0;11460.0;1.20562595312,1350.0 12.0 109536;1244.0 50.0 109542;38891.0 1657.0 109510;1038.0 13.0 109543;925.0 52.0 109544;847.0 20.0 109545;801.0 19.0 109546;797.0 31.0 109547;709.0 12.0 109548;517.0 8.0 109550;211.0 7.0 109552;2330.0 109.0 109524;2165.0 112.0 109525;1235.0 57.0 109417;1946.0 66.0 109529;1920.0 54.0 109530;1446.0 50.0 109531;1579.0 44.0 109533;1663.0 75.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1055;109542 1071;109510 1104;109543 1048;109544 1010;109545 1039;109546 1026;109547 1058;109548 1031;109550 1049;109552 1093;109524 1070;109525 1081;109417 1097;109529 1013;109530 1013;109531 1014;109533 1093;109534 1035
data,1241255700,229625.0;9479.0;230656.0;11486.0;1.20631492662,1362.0 12.0 109536;39674.0 1680.0 109510;1260.0 50.0 109542;1049.0 13.0 109543;944.0 52.0 109544;863.0 20.0 109545;819.0 19.0 109546;813.0 31.0 109547;727.0 12.0 109548;529.0 8.0 109550;229.0 7.0 109552;2347.0 109.0 109524;2175.0 112.0 109525;1242.0 57.0 109417;1967.0 66.0 109529;1935.0 56.0 109530;1460.0 50.0 109531;1592.0 44.0 109533;1687.0 76.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1070;109510 1074;109542 1094;109543 1001;109544 1103;109545 1100;109546 1042;109547 1072;109548 1019;109550 1072;109552 1074;109524 1084;109525 1067;109417 1057;109529 999;109530 1034;109531 1003;109533 1032;109534 1003
data,1241256900,230673.0;9503.0;231701.0;11508.0;1.20561315919,1376.0 12.0 109536;40420.0 1698.0 109510;1275.0 50.0 109542;1070.0 13.0 109543;966.0 52.0 109544;880.0 20.0 109545;833.0 19.0 109546;825.0 31.0 109547;750.0 13.0 109548;548.0 8.0 109550;239.0 8.0 109552;2357.0 109.0 109524;2189.0 112.0 109525;1257.0 57.0 109417;1993.0 66.0 109529;1949.0 56.0 109530;1475.0 50.0 109531;1608.0 45.0 109533;1709.0 77.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1031;109510 1041;109542 1059;109543 1103;109544 1042;109545 1028;109546 1009;109547 1052;109548 1064;109550 1080;109552 1016;109524 1050;109525 1096;109417 1072;109529 1067;109530 1067;109531 1011;109533 1070;109534 1042
