
New Run at  02/25/2015 11:27:43
, Time, randomAccesses; randomClicks; exp3Access; exp3Clicks; exp3CTRRatio, Article Access; Clicks; ID; Theta, ID; epochArticles, ID ;epochSelectedArticles 
data,1241420700,588190.0;20355.0;591027.0;24623.0;1.20387161223,6642.0 90.0 109536;2207.0 78.0 109572;1710.0 64.0 109574;1717.0 50.0 109575;1689.0 51.0 109576;1425.0 61.0 109577;1470.0 38.0 109578;1316.0 48.0 109580;1828.0 60.0 109517;1132.0 41.0 109582;1236.0 34.0 109581;510.0 26.0 109584;927.0 30.0 109585;868.0 12.0 109586;337.0 5.0 109587;100.0 1.0 109588;89.0 1.0 109589;4341.0 144.0 109476;935.0 29.0 109583;202512.0 7277.0 109524,109536.0 11950;109476.0 11950;109574.0 11950;109575.0 11950;109576.0 11950;109580.0 11950;109578.0 11950;109581.0 11950;109517.0 11950;109582.0 11950;109583.0 11950;109584.0 11950;109585.0 11950;109586.0 11950;109587.0 11950;109588.0 11950;109589.0 11950;109577.0 11950;109524.0 11950;109572.0 11950,109536 597;109572 617;109574 633;109575 587;109576 626;109577 611;109578 627;109580 563;109517 587;109582 595;109581 616;109584 576;109585 598;109586 601;109587 571;109588 544;109589 597;109476 617;109583 584;109524 603
data,1241421300,589204.0;20370.0;592035.0;24654.0;1.20452180706,6652.0 90.0 109536;4364.0 145.0 109476;1732.0 64.0 109574;1730.0 50.0 109575;1709.0 53.0 109576;1442.0 61.0 109577;1480.0 38.0 109578;1328.0 48.0 109580;1251.0 35.0 109581;1147.0 41.0 109582;946.0 29.0 109583;522.0 26.0 109584;944.0 30.0 109585;884.0 12.0 109586;360.0 5.0 109587;115.0 1.0 109588;105.0 1.0 109589;203220.0 7303.0 109524;1847.0 60.0 109517;2221.0 79.0 109572,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 963;109476 1080;109574 1002;109575 1045;109576 994;109577 1002;109578 986;109580 1036;109581 1048;109582 979;109583 980;109584 1045;109585 976;109586 954;109587 970;109588 974;109589 989;109524 984;109517 1024;109572 969
data,1241421900,590205.0;20384.0;593069.0;24669.0;1.20436962793,6668.0 90.0 109536;2236.0 80.0 109572;1749.0 65.0 109574;1745.0 50.0 109575;1718.0 54.0 109576;1452.0 61.0 109577;1493.0 39.0 109578;1344.0 48.0 109580;1269.0 35.0 109581;1165.0 41.0 109582;1855.0 60.0 109517;538.0 26.0 109584;959.0 30.0 109585;907.0 13.0 109586;371.0 5.0 109587;203964.0 7313.0 109524;118.0 1.0 109589;131.0 1.0 109588;965.0 29.0 109583;4386.0 145.0 109476,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1013;109572 1039;109574 984;109575 912;109576 1032;109577 947;109578 1065;109580 1018;109581 1027;109582 1014;109517 1047;109584 1018;109585 969;109586 999;109587 935;109524 1013;109589 1015;109588 1032;109583 1003;109476 918
data,1241422800,591204.0;20406.0;594057.0;24696.0;1.20442006002,6685.0 91.0 109536;2252.0 80.0 109572;1766.0 65.0 109574;1763.0 50.0 109575;1734.0 54.0 109576;1468.0 61.0 109577;1504.0 39.0 109578;1356.0 48.0 109580;1872.0 60.0 109517;1173.0 42.0 109582;980.0 29.0 109583;552.0 26.0 109584;971.0 30.0 109585;925.0 13.0 109586;384.0 5.0 109587;146.0 1.0 109588;131.0 1.0 109589;204673.0 7338.0 109524;4400.0 145.0 109476;1286.0 35.0 109581,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1009;109572 981;109574 1056;109575 1047;109576 932;109577 1025;109578 1007;109580 958;109517 1003;109582 995;109583 936;109584 1029;109585 1010;109586 999;109587 1010;109588 1035;109589 997;109524 981;109476 1004;109581 986
data,1241423400,592194.0;20425.0;595067.0;24723.0;1.20458441466,6698.0 92.0 109536;2268.0 80.0 109572;1785.0 65.0 109574;1779.0 50.0 109575;1750.0 54.0 109576;1489.0 62.0 109577;1521.0 39.0 109578;1370.0 49.0 109580;1302.0 35.0 109581;1191.0 43.0 109582;999.0 30.0 109583;564.0 28.0 109584;988.0 31.0 109585;937.0 13.0 109586;399.0 5.0 109587;159.0 1.0 109588;145.0 1.0 109589;205393.0 7355.0 109524;4412.0 146.0 109476;1882.0 61.0 109517,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 992;109572 1004;109574 1008;109575 982;109576 975;109577 1028;109578 1001;109580 1006;109581 1027;109582 1021;109583 1032;109584 977;109585 1019;109586 962;109587 946;109588 1028;109589 966;109524 1016;109476 984;109517 1026
data,1241424300,593228.0;20443.0;596133.0;24744.0;1.20449154558,6710.0 92.0 109536;2277.0 80.0 109572;1800.0 66.0 109574;1799.0 50.0 109575;1768.0 54.0 109576;1506.0 62.0 109577;1535.0 39.0 109578;1386.0 49.0 109580;1323.0 35.0 109581;1207.0 43.0 109582;1011.0 31.0 109583;580.0 29.0 109584;1013.0 31.0 109585;968.0 13.0 109586;417.0 5.0 109587;206147.0 7373.0 109524;155.0 1.0 109589;177.0 1.0 109588;4421.0 146.0 109476;1897.0 61.0 109517,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1005;109572 1048;109574 992;109575 968;109576 953;109577 1061;109578 929;109580 943;109581 1016;109582 1033;109583 977;109584 1012;109585 981;109586 1044;109587 976;109524 1034;109589 1021;109588 954;109476 991;109517 1062
data,1241425200,594217.0;20453.0;597109.0;24762.0;1.20481441812,6723.0 92.0 109536;2297.0 80.0 109572;1814.0 66.0 109574;1812.0 51.0 109575;1790.0 54.0 109576;1516.0 62.0 109577;1548.0 39.0 109578;1393.0 49.0 109580;1910.0 61.0 109517;1221.0 43.0 109582;1026.0 31.0 109583;588.0 29.0 109584;1027.0 33.0 109585;985.0 13.0 109586;430.0 5.0 109587;206854.0 7387.0 109524;177.0 1.0 109589;195.0 1.0 109588;4435.0 147.0 109476;1332.0 35.0 109581,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1003;109572 1019;109574 1004;109575 1029;109576 1002;109577 997;109578 964;109580 967;109517 1014;109582 1017;109583 1024;109584 1061;109585 969;109586 1007;109587 974;109524 1002;109589 1034;109588 973;109476 978;109581 962
data,1241425800,595241.0;20461.0;598078.0;24778.0;1.20524240518,6738.0 92.0 109536;4449.0 147.0 109476;1832.0 66.0 109574;1825.0 51.0 109575;1806.0 54.0 109576;1532.0 62.0 109577;1568.0 40.0 109578;1404.0 49.0 109580;1926.0 62.0 109517;1236.0 43.0 109582;1040.0 31.0 109583;599.0 30.0 109584;1041.0 33.0 109585;998.0 13.0 109586;438.0 5.0 109587;213.0 1.0 109588;188.0 1.0 109589;2306.0 80.0 109572;207553.0 7400.0 109524;1350.0 35.0 109581,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1037;109476 1024;109574 976;109575 992;109576 1021;109577 1021;109578 1014;109580 1042;109517 985;109582 951;109583 937;109584 1008;109585 1006;109586 1070;109587 1014;109588 961;109589 964;109572 992;109524 991;109581 994
data,1241426700,596247.0;20478.0;599132.0;24800.0;1.20522417098,6763.0 92.0 109536;2323.0 80.0 109572;1844.0 66.0 109574;1834.0 51.0 109575;1822.0 55.0 109576;1548.0 63.0 109577;1584.0 41.0 109578;1410.0 49.0 109580;1944.0 62.0 109517;1259.0 43.0 109582;1060.0 31.0 109583;616.0 30.0 109584;1063.0 33.0 109585;1009.0 13.0 109586;460.0 5.0 109587;208288.0 7418.0 109524;208.0 2.0 109589;228.0 1.0 109588;4463.0 147.0 109476;1370.0 35.0 109581,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1004;109572 985;109574 964;109575 957;109576 990;109577 1024;109578 961;109580 969;109517 992;109582 1053;109583 1043;109584 1044;109585 994;109586 1002;109587 1000;109524 1012;109589 999;109588 1008;109476 1020;109581 979
data,1241427600,597247.0;20495.0;600145.0;24821.0;1.20522778899,6775.0 92.0 109536;2334.0 80.0 109572;1858.0 66.0 109574;1858.0 51.0 109575;1384.0 35.0 109581;1560.0 63.0 109577;1596.0 41.0 109578;1427.0 50.0 109580;1956.0 63.0 109517;1276.0 43.0 109582;1073.0 31.0 109583;632.0 30.0 109584;1078.0 33.0 109585;1026.0 13.0 109586;477.0 5.0 109587;248.0 1.0 109588;216.0 2.0 109589;1832.0 55.0 109576;209031.0 7437.0 109524;4472.0 147.0 109476,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1049;109572 1017;109574 1002;109575 994;109581 963;109577 1012;109578 991;109580 1053;109517 1012;109582 944;109583 994;109584 993;109585 985;109586 972;109587 996;109588 968;109589 1039;109576 1002;109524 1016;109476 998
data,1241428500,598253.0;20506.0;601122.0;24829.0;1.20503743284,6788.0 92.0 109536;4485.0 147.0 109476;1880.0 66.0 109574;1869.0 52.0 109575;1842.0 56.0 109576;1572.0 63.0 109577;1606.0 41.0 109578;1447.0 50.0 109580;1394.0 35.0 109581;1286.0 43.0 109582;1971.0 63.0 109517;645.0 30.0 109584;1097.0 33.0 109585;1037.0 13.0 109586;489.0 6.0 109587;209726.0 7442.0 109524;235.0 2.0 109589;269.0 1.0 109588;1098.0 31.0 109583;2350.0 80.0 109572,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1015;109476 966;109574 1007;109575 1007;109576 1016;109577 993;109578 1010;109580 993;109581 1040;109582 979;109517 1037;109584 989;109585 1007;109586 1007;109587 995;109524 982;109589 951;109588 992;109583 1011;109572 1003
data,1241429100,599267.0;20523.0;602118.0;24848.0;1.20500637848,6799.0 92.0 109536;2371.0 81.0 109572;1891.0 66.0 109574;1881.0 52.0 109575;1857.0 57.0 109576;1586.0 63.0 109577;1614.0 41.0 109578;1461.0 50.0 109580;1408.0 36.0 109581;1296.0 43.0 109582;1998.0 65.0 109517;653.0 30.0 109584;1106.0 33.0 109585;1054.0 14.0 109586;502.0 6.0 109587;281.0 1.0 109588;260.0 2.0 109589;4502.0 147.0 109476;1119.0 31.0 109583;210443.0 7455.0 109524,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 983;109572 980;109574 1037;109575 971;109576 990;109577 988;109578 979;109580 1027;109581 974;109582 1048;109517 955;109584 1025;109585 1049;109586 963;109587 1009;109588 997;109589 1019;109476 983;109583 1016;109524 1007
data,1241430000,600349.0;20538.0;603112.0;24870.0;1.20537854684,6807.0 92.0 109536;4515.0 147.0 109476;1899.0 66.0 109574;1888.0 52.0 109575;1869.0 58.0 109576;1599.0 64.0 109577;1630.0 41.0 109578;1472.0 50.0 109580;1424.0 36.0 109581;1312.0 44.0 109582;1136.0 31.0 109583;667.0 30.0 109584;1123.0 34.0 109585;1064.0 14.0 109586;518.0 6.0 109587;301.0 1.0 109588;278.0 2.0 109589;211174.0 7473.0 109524;2014.0 65.0 109517;2386.0 81.0 109572,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1039;109476 1068;109574 1018;109575 999;109576 978;109577 1006;109578 1022;109580 990;109581 963;109582 994;109583 930;109584 976;109585 1044;109586 996;109587 1013;109588 1004;109589 1000;109524 1011;109517 962;109572 987
data,1241430900,601362.0;20563.0;604099.0;24890.0;1.20494239752,6817.0 92.0 109536;4529.0 147.0 109476;1919.0 66.0 109574;1907.0 52.0 109575;1885.0 58.0 109576;1622.0 64.0 109577;1646.0 41.0 109578;1488.0 50.0 109580;2028.0 65.0 109517;1329.0 44.0 109582;1439.0 37.0 109581;684.0 31.0 109584;1131.0 34.0 109585;1076.0 15.0 109586;530.0 6.0 109587;211868.0 7489.0 109524;289.0 2.0 109589;316.0 1.0 109588;1151.0 31.0 109583;2409.0 82.0 109572,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1070;109476 942;109574 1058;109575 980;109576 992;109577 1072;109578 990;109580 958;109517 961;109582 993;109581 1030;109584 1022;109585 1023;109586 998;109587 975;109524 964;109589 943;109588 960;109583 1027;109572 1042
data,1241431500,602394.0;20577.0;605065.0;24905.0;1.20498903262,6827.0 92.0 109536;2417.0 82.0 109572;1932.0 66.0 109574;1921.0 53.0 109575;1895.0 58.0 109576;1504.0 50.0 109580;1657.0 41.0 109578;1451.0 37.0 109581;2043.0 65.0 109517;1346.0 44.0 109582;1174.0 31.0 109583;700.0 32.0 109584;1150.0 34.0 109585;1092.0 15.0 109586;547.0 6.0 109587;212565.0 7501.0 109524;302.0 2.0 109589;1638.0 65.0 109577;4540.0 147.0 109476;328.0 1.0 109588,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 980;109572 1029;109574 986;109575 995;109576 983;109580 1018;109578 999;109581 994;109517 1011;109582 1005;109583 987;109584 957;109585 1019;109586 1017;109587 992;109524 1006;109589 950;109577 1054;109476 1007;109588 1011
data,1241432100,603391.0;20595.0;606155.0;24924.0;1.20467828632,6841.0 93.0 109536;4562.0 148.0 109476;1955.0 67.0 109574;1941.0 54.0 109575;1909.0 60.0 109576;1656.0 65.0 109577;1670.0 42.0 109578;1521.0 50.0 109580;1473.0 37.0 109581;1360.0 44.0 109582;2057.0 65.0 109517;715.0 32.0 109584;1165.0 35.0 109585;1111.0 15.0 109586;565.0 6.0 109587;213329.0 7512.0 109524;313.0 2.0 109589;2438.0 82.0 109572;1192.0 31.0 109583;346.0 1.0 109588,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 953;109476 1034;109574 979;109575 1020;109576 982;109577 1029;109578 962;109580 1010;109581 1006;109582 1008;109517 978;109584 1013;109585 1035;109586 1013;109587 994;109524 1032;109589 1020;109572 998;109583 949;109588 985
data,1241433000,604380.0;20615.0;607120.0;24939.0;1.20429044495,6851.0 93.0 109536;2454.0 82.0 109572;1971.0 68.0 109574;1955.0 54.0 109575;1921.0 61.0 109576;1676.0 66.0 109577;1685.0 42.0 109578;1539.0 50.0 109580;1494.0 38.0 109581;1385.0 44.0 109582;2072.0 65.0 109517;730.0 33.0 109584;1176.0 37.0 109585;1126.0 15.0 109586;574.0 6.0 109587;214012.0 7519.0 109524;316.0 2.0 109589;0.0 0.0 109591;4573.0 148.0 109476;1210.0 31.0 109583;364.0 2.0 109588,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109591.0 998;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 983;109572 985;109574 1029;109575 955;109576 1059;109577 1047;109578 1018;109580 960;109581 1012;109582 979;109517 1034;109584 975;109585 1016;109586 1037;109587 975;109524 959;109589 1000;109591 13;109476 1001;109583 1005;109588 958
data,1241433600,605356.0;20630.0;608095.0;24956.0;1.20424587618,6867.0 93.0 109536;2458.0 82.0 109572;1988.0 68.0 109574;1969.0 54.0 109575;1934.0 62.0 109576;1692.0 66.0 109577;1703.0 42.0 109578;1554.0 50.0 109580;1507.0 38.0 109581;1394.0 44.0 109582;2086.0 65.0 109517;743.0 33.0 109584;1194.0 37.0 109585;1140.0 15.0 109586;593.0 6.0 109587;214707.0 7533.0 109524;326.0 3.0 109589;5.0 0.0 109591;4584.0 148.0 109476;1232.0 32.0 109583;383.0 2.0 109588,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109591.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 8092,109536 917;109572 334;109574 1016;109575 1014;109576 992;109577 987;109578 996;109580 1006;109581 993;109582 1011;109517 965;109584 1021;109585 999;109586 975;109587 1046;109524 995;109589 1014;109591 709;109476 1034;109583 976;109588 1000
data,1241434200,606403.0;20652.0;609071.0;24981.0;1.20431784748,6882.0 93.0 109536;4592.0 149.0 109476;2010.0 69.0 109574;1995.0 55.0 109575;1951.0 62.0 109576;1709.0 66.0 109577;1716.0 42.0 109578;1567.0 50.0 109580;2100.0 65.0 109517;1410.0 44.0 109582;1514.0 38.0 109581;764.0 34.0 109584;1210.0 37.0 109585;1155.0 15.0 109586;601.0 6.0 109587;215407.0 7554.0 109524;338.0 3.0 109589;16.0 0.0 109591;398.0 2.0 109588;1242.0 32.0 109583,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109591.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000,109536 1008;109476 964;109574 1001;109575 956;109576 1046;109577 1004;109578 980;109580 1024;109517 1006;109582 1047;109581 961;109584 981;109585 1004;109586 974;109587 1019;109524 999;109589 1051;109591 992;109588 1018;109583 965
data,1241434800,607405.0;20675.0;610073.0;25010.0;1.20438331749,6894.0 93.0 109536;4607.0 149.0 109476;2025.0 70.0 109574;2012.0 55.0 109575;1966.0 64.0 109576;1720.0 67.0 109577;1732.0 43.0 109578;1579.0 50.0 109580;2125.0 66.0 109517;1422.0 44.0 109582;1252.0 32.0 109583;778.0 34.0 109584;1224.0 37.0 109585;1172.0 15.0 109586;613.0 6.0 109587;416.0 3.0 109588;349.0 4.0 109589;35.0 0.0 109591;216129.0 7574.0 109524;1529.0 39.0 109581,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109591.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000,109536 952;109476 975;109574 957;109575 1016;109576 998;109577 990;109578 986;109580 1001;109517 1069;109582 1021;109583 948;109584 1033;109585 1043;109586 981;109587 1015;109588 1027;109589 948;109591 1031;109524 1001;109581 1008
data,1241435400,608421.0;20696.0;611093.0;25037.0;1.20446104983,6912.0 94.0 109536;4625.0 149.0 109476;2036.0 70.0 109574;2030.0 55.0 109575;1983.0 64.0 109576;1739.0 67.0 109577;1754.0 43.0 109578;1598.0 50.0 109580;2135.0 66.0 109517;1436.0 44.0 109582;1540.0 39.0 109581;792.0 34.0 109584;1237.0 37.0 109585;1187.0 15.0 109586;629.0 6.0 109587;425.0 4.0 109588;364.0 4.0 109589;50.0 1.0 109591;216861.0 7598.0 109524;1266.0 32.0 109583,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109591.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000,109536 1013;109476 1000;109574 989;109575 960;109576 1027;109577 1020;109578 1037;109580 991;109517 970;109582 1020;109581 998;109584 1007;109585 989;109586 989;109587 1016;109588 1000;109589 964;109591 1024;109524 1009;109583 977
data,1241435700,609429.0;20716.0;612113.0;25066.0;1.20467707665,6929.0 95.0 109536;4634.0 149.0 109476;2050.0 72.0 109574;2051.0 55.0 109575;1999.0 64.0 109576;1748.0 68.0 109577;1762.0 44.0 109578;1609.0 50.0 109580;2154.0 67.0 109517;1447.0 45.0 109582;1547.0 39.0 109581;813.0 34.0 109584;1242.0 37.0 109585;1214.0 15.0 109586;642.0 7.0 109587;217610.0 7617.0 109524;376.0 4.0 109589;64.0 1.0 109591;442.0 5.0 109588;1286.0 33.0 109583,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109591.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000,109536 1063;109476 1020;109574 1015;109575 1015;109576 1001;109577 978;109578 904;109580 1024;109517 954;109582 1012;109581 989;109584 998;109585 1020;109586 1058;109587 960;109524 1017;109589 988;109591 994;109588 973;109583 1017
data,1241436300,610433.0;20745.0;613113.0;25104.0;1.20483330993,6947.0 96.0 109536;4647.0 149.0 109476;2061.0 72.0 109574;2060.0 55.0 109575;2010.0 64.0 109576;1762.0 68.0 109577;1781.0 44.0 109578;1624.0 51.0 109580;2167.0 67.0 109517;1453.0 46.0 109582;1302.0 33.0 109583;829.0 34.0 109584;1262.0 40.0 109585;1227.0 16.0 109586;653.0 7.0 109587;218345.0 7647.0 109524;391.0 4.0 109589;79.0 1.0 109591;456.0 5.0 109588;1563.0 40.0 109581,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109591.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000,109536 1031;109476 972;109574 972;109575 1051;109576 1024;109577 1005;109578 984;109580 967;109517 1048;109582 1001;109583 983;109584 1037;109585 955;109586 932;109587 1062;109524 1012;109589 974;109591 1000;109588 965;109581 1025
