
New Run at  02/06/2015 12:03:51
, Time,  exp3CTRRatio_1; exp3CTRRatio_2; exp3CTRRatio_3; exp3CTRRatio_4; exp3CTRRatio_5; exp3CTRRatio_6; exp3CTRRatio_7; exp3CTRRatio_8; exp3CTRRatio_9; ucb1CTRRatio; greedyCTRRatio 
data,1241938500,1.13993539412;1.13993539412;1.13993539412;1.13993539412;1.13993539412;1.13993539412;1.13993539412;1.13993539412;1.13993539412;1.19448695444;1.0910235979;0.973039763155;1.02960032045;1.21264587289;0.911875731061;1.11256090544;1.14639361254;1.00201665839;1.08348310398
