
New Run at  02/06/2015 01:24:25
, Time,  exp3CTRRatio_1; exp3CTRRatio_2; exp3CTRRatio_3; exp3CTRRatio_4; exp3CTRRatio_5; exp3CTRRatio_6; exp3CTRRatio_7; exp3CTRRatio_8; exp3CTRRatio_9; ucb1CTRRatio; greedyCTRRatio 
data,1241420100,1.06375470252;1.06375470252;1.06375470252;1.06375470252;1.06375470252;1.06375470252;1.06375470252;1.06375470252;1.06375470252;1.09991141254;1.16230146655;1.08162585616;1.04136064354;1.0768071146;0.961062006114;1.17548174984;1.06921217765;1.12417213605;1.1325648636
