
New Run at  02/05/2015 09:39:57
, Time,  exp3CTRRatio_1; exp3CTRRatio_2; exp3CTRRatio_3; exp3CTRRatio_4; exp3CTRRatio_5; exp3CTRRatio_6; exp3CTRRatio_7; exp3CTRRatio_8; exp3CTRRatio_9; ucb1CTRRatio; greedyCTRRatio 
data,1241938500,1.13569744344;1.13569744344;1.13569744344;1.13569744344;1.13569744344;1.13569744344;1.13569744344;1.13569744344;1.13569744344;1.18768165247;1.04742711171;1.10102191038;0.991117899677;0.980825505568;1.00215914186;1.13269230782;1.04403337869;1.01463721356;0.776212921547
