
New Run at  02/04/2015 22:20:06
, Time,  exp3CTRRatio_1; exp3CTRRatio_2; exp3CTRRatio_3; exp3CTRRatio_4; exp3CTRRatio_5; exp3CTRRatio_6; exp3CTRRatio_7; exp3CTRRatio_8; exp3CTRRatio_9; ucb1CTRRatio; greedyCTRRatio 
data,1241333700,1.09233872457;1.09233872457;1.09233872457;1.09233872457;1.09233872457;1.09233872457;1.09233872457;1.09233872457;1.09233872457;1.12231191484;1.21672017831;1.21548645337;0.793847044568;1.26135465668;1.19609708117;1.2692586775;1.14452100893;1.17462660232;1.27420874357
