
New Run at  02/04/2015 21:00:28
, Time,  exp3CTRRatio_1; exp3CTRRatio_2; exp3CTRRatio_3; exp3CTRRatio_4; exp3CTRRatio_5; exp3CTRRatio_6; exp3CTRRatio_7; exp3CTRRatio_8; exp3CTRRatio_9; ucb1CTRRatio; greedyCTRRatio 
data,1241333700,1.06450081229;1.06450081229;1.06450081229;1.06450081229;1.06450081229;1.06450081229;1.06450081229;1.06450081229;1.06450081229;1.10239589764;1.10025018502;0.896359349619;1.01855395431;0.87514548632;1.05064812267;1.19774817788;1.04305863896;1.13771327795;1.0184999445
