
New Run at  02/05/2015 13:20:44
, Time,  exp3CTRRatio_1; exp3CTRRatio_2; exp3CTRRatio_3; exp3CTRRatio_4; exp3CTRRatio_5; exp3CTRRatio_6; exp3CTRRatio_7; exp3CTRRatio_8; exp3CTRRatio_9; ucb1CTRRatio; greedyCTRRatio 
data,1241765700,1.22267863748;1.22267863748;1.22267863748;1.22267863748;1.22267863748;1.22267863748;1.22267863748;1.22267863748;1.22267863748;1.24177903227;1.05907698359;1.1671520371;0.970748811688;1.11933943421;1.25895150015;1.00735511758;1.05580624556;1.0187047942;1.18913055291
