data,1241262000,236069.0;9382.0;104959.0;4266.0;219886.0;8659.0;237578.0;12850.0;1.02269162287;0.99086318421;1.36094457077,2052.0 33.0 109536;2271.0 67.0 109542;3821.0 185.0 109510;2103.0 36.0 109543;2194.0 83.0 109544;1672.0 70.0 109417;1931.0 50.0 109546;1477.0 80.0 109547;1476.0 20.0 109548;1389.0 28.0 109550;882.0 24.0 109552;4095.0 196.0 109524;4107.0 225.0 109525;1715.0 30.0 109545;3607.0 107.0 109529;3032.0 128.0 109530;2839.0 67.0 109531;2208.0 37.0 109533;3122.0 171.0 109534,109536.0 8635;109542.0 8635;109510.0 8635;109543.0 8635;109544.0 8635;109417.0 8635;109546.0 8635;109547.0 8635;109548.0 8635;109550.0 8635;109552.0 8635;109524.0 8635;109525.0 8635;109545.0 8635;109529.0 8635;109530.0 8635;109531.0 8635;109533.0 8635;109534.0 8635,109536 434;109542 463;109510 467;109543 444;109544 467;109417 457;109546 464;109547 434;109548 429;109550 497;109552 481;109524 476;109525 457;109545 448;109529 412;109530 448;109531 461;109533 458;109534 438
data,1241262300,236646.0;9394.0;105554.0;4279.0;220447.0;8670.0;238157.0;12866.0;1.02121269027;0.990748712547;1.36090812916,2078.0 33.0 109536;2295.0 67.0 109542;3863.0 187.0 109510;2132.0 36.0 109543;2227.0 84.0 109544;1703.0 71.0 109417;1954.0 50.0 109546;1520.0 82.0 109547;1506.0 20.0 109548;1421.0 28.0 109550;923.0 25.0 109552;4130.0 199.0 109524;4135.0 227.0 109525;1748.0 30.0 109545;3635.0 107.0 109529;3061.0 129.0 109530;2872.0 67.0 109531;2237.0 37.0 109533;3148.0 171.0 109534,109536.0 11365;109542.0 11365;109510.0 11365;109543.0 11365;109544.0 11365;109417.0 11365;109546.0 11365;109547.0 11365;109548.0 11365;109550.0 11365;109552.0 11365;109524.0 11365;109525.0 11365;109545.0 11365;109529.0 11365;109530.0 11365;109531.0 11365;109533.0 11365;109534.0 11365,109536 598;109542 565;109510 616;109543 580;109544 586;109417 586;109546 574;109547 568;109548 619;109550 611;109552 594;109524 624;109525 587;109545 559;109529 600;109530 616;109531 635;109533 619;109534 628
data,1241263200,237700.0;9435.0;105880.0;4284.0;221475.0;8695.0;239209.0;12890.0;1.01934877832;0.989081669467;1.35757139672,2094.0 33.0 109536;3886.0 187.0 109510;2307.0 67.0 109542;2149.0 36.0 109543;2244.0 84.0 109544;1720.0 71.0 109417;1970.0 51.0 109546;1537.0 82.0 109547;1521.0 21.0 109548;1437.0 29.0 109550;941.0 25.0 109552;4146.0 200.0 109524;4157.0 227.0 109525;1766.0 30.0 109545;3651.0 107.0 109529;3079.0 130.0 109530;2890.0 67.0 109531;2251.0 37.0 109533;3168.0 171.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1056;109510 1055;109542 1033;109543 982;109544 1051;109417 1038;109546 1017;109547 1013;109548 1039;109550 1087;109552 1068;109524 1022;109525 1069;109545 1081;109529 1059;109530 1116;109531 1098;109533 1076;109534 1040
data,1241263800,238768.0;9460.0;106193.0;4291.0;222583.0;8724.0;240267.0;12915.0;1.01987655848;0.989255903295;1.35670451401,2110.0 33.0 109536;3903.0 187.0 109510;2316.0 67.0 109542;2177.0 36.0 109543;2265.0 86.0 109544;1788.0 30.0 109545;1984.0 52.0 109546;1558.0 82.0 109547;1538.0 21.0 109548;1451.0 29.0 109550;957.0 25.0 109552;4164.0 200.0 109524;4178.0 228.0 109525;1732.0 72.0 109417;3660.0 107.0 109529;3087.0 130.0 109530;2909.0 67.0 109531;2263.0 39.0 109533;3187.0 171.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1061;109510 1107;109542 999;109543 1057;109544 1001;109545 1075;109546 1015;109547 1093;109548 1070;109550 1080;109552 1008;109524 1037;109525 1067;109417 1021;109529 1068;109530 1035;109531 1063;109533 1094;109534 1049
data,1241264400,239861.0;9484.0;106539.0;4307.0;223579.0;8752.0;241333.0;12952.0;1.02243180411;0.990020971455;1.3573386595,2132.0 33.0 109536;2330.0 67.0 109542;3922.0 190.0 109510;2191.0 36.0 109543;2287.0 87.0 109544;1746.0 72.0 109417;1996.0 54.0 109546;1581.0 84.0 109547;1552.0 21.0 109548;1474.0 30.0 109550;980.0 27.0 109552;4179.0 201.0 109524;4196.0 229.0 109525;1803.0 30.0 109545;3679.0 108.0 109529;3106.0 130.0 109530;2928.0 67.0 109531;2283.0 39.0 109533;3208.0 173.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1043;109542 1109;109510 1050;109543 1077;109544 1048;109417 1061;109546 1050;109547 1068;109548 1042;109550 1016;109552 1057;109524 1111;109525 1047;109545 1026;109529 1024;109530 998;109531 1017;109533 1089;109534 1067
data,1241265000,240896.0;9520.0;106861.0;4314.0;224592.0;8777.0;242404.0;12994.0;1.02153569638;0.988881964412;1.35642479761,2151.0 34.0 109536;2348.0 68.0 109542;3938.0 190.0 109510;2213.0 36.0 109543;2300.0 87.0 109544;1823.0 31.0 109545;2011.0 54.0 109546;1599.0 84.0 109547;1574.0 21.0 109548;1495.0 30.0 109550;1000.0 28.0 109552;4193.0 201.0 109524;4214.0 230.0 109525;1752.0 72.0 109417;3690.0 108.0 109529;3125.0 131.0 109530;2945.0 67.0 109531;2298.0 39.0 109533;3226.0 174.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1032;109542 983;109510 1096;109543 1054;109544 1025;109545 1048;109546 1064;109547 1083;109548 1074;109550 998;109552 1111;109524 1088;109525 1061;109417 1087;109529 1014;109530 1080;109531 1059;109533 993;109534 1050
data,1241265600,241934.0;9546.0;107172.0;4320.0;225668.0;8809.0;243440.0;13030.0;1.0215929501;0.989309332346;1.35652546925,2165.0 34.0 109536;2361.0 69.0 109542;3950.0 191.0 109510;2232.0 36.0 109543;2307.0 87.0 109544;1844.0 32.0 109545;2026.0 55.0 109546;1613.0 84.0 109547;1587.0 21.0 109548;1515.0 30.0 109550;1022.0 28.0 109552;4204.0 201.0 109524;4229.0 231.0 109525;1775.0 72.0 109417;3706.0 108.0 109529;3139.0 131.0 109530;2967.0 67.0 109531;2317.0 40.0 109533;3247.0 174.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1075;109542 1017;109510 1022;109543 1110;109544 1073;109545 1042;109546 1087;109547 1017;109548 992;109550 1119;109552 1074;109524 1002;109525 1106;109417 1048;109529 1040;109530 1066;109531 1052;109533 1027;109534 1031
data,1241266200,242991.0;9579.0;107504.0;4326.0;226749.0;8838.0;244452.0;13057.0;1.02077942186;0.988732094872;1.35493925222,2178.0 34.0 109536;2379.0 69.0 109542;3971.0 191.0 109510;2246.0 36.0 109543;2330.0 87.0 109544;1861.0 32.0 109545;2044.0 55.0 109546;1629.0 84.0 109547;1605.0 21.0 109548;1530.0 30.0 109550;1046.0 31.0 109552;4213.0 201.0 109524;4253.0 232.0 109525;1789.0 73.0 109417;3722.0 108.0 109529;3160.0 131.0 109530;2989.0 67.0 109531;2331.0 40.0 109533;3262.0 175.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1086;109542 1034;109510 1070;109543 988;109544 1047;109545 1028;109546 1018;109547 1071;109548 1080;109550 1083;109552 1059;109524 1056;109525 1036;109417 1082;109529 1043;109530 1025;109531 1103;109533 1053;109534 1038
data,1241266800,244027.0;9616.0;107797.0;4335.0;227769.0;8873.0;245478.0;13096.0;1.02053018205;0.988597010093;1.35384677989,2198.0 35.0 109536;3991.0 192.0 109510;2394.0 70.0 109542;2268.0 36.0 109543;2346.0 87.0 109544;1807.0 73.0 109417;2067.0 56.0 109546;1646.0 85.0 109547;1617.0 21.0 109548;1547.0 32.0 109550;1063.0 31.0 109552;4220.0 201.0 109524;4269.0 232.0 109525;1874.0 32.0 109545;3732.0 108.0 109529;3173.0 132.0 109530;2997.0 67.0 109531;2349.0 40.0 109533;3273.0 176.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1034;109510 1069;109542 1081;109543 1008;109544 1027;109417 1080;109546 1101;109547 1063;109548 994;109550 1079;109552 1080;109524 1063;109525 1037;109545 1013;109529 1050;109530 1054;109531 1008;109533 1076;109534 1083
data,1241267400,245071.0;9656.0;108083.0;4344.0;228808.0;8899.0;246509.0;13139.0;1.02006322721;0.987107990793;1.35277073218,2213.0 35.0 109536;4006.0 193.0 109510;2408.0 71.0 109542;2280.0 36.0 109543;2366.0 88.0 109544;1819.0 74.0 109417;2084.0 56.0 109546;1666.0 86.0 109547;1632.0 21.0 109548;1564.0 32.0 109550;1080.0 31.0 109552;4235.0 203.0 109524;4283.0 232.0 109525;1882.0 32.0 109545;3755.0 108.0 109529;3185.0 133.0 109530;3010.0 68.0 109531;2362.0 40.0 109533;3287.0 176.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1040;109510 1075;109542 1018;109543 1070;109544 1091;109417 1018;109546 1016;109547 1083;109548 1047;109550 1000;109552 1077;109524 1110;109525 1010;109545 1003;109529 1098;109530 1098;109531 1013;109533 1099;109534 1034
data,1241267700,246123.0;9674.0;108396.0;4355.0;229885.0;8943.0;247476.0;13177.0;1.02216503274;0.989734509595;1.3546577163,2230.0 36.0 109536;2419.0 71.0 109542;4026.0 194.0 109510;2304.0 36.0 109543;2380.0 88.0 109544;1841.0 77.0 109417;2105.0 56.0 109546;1682.0 87.0 109547;1644.0 21.0 109548;1579.0 32.0 109550;1096.0 31.0 109552;4249.0 204.0 109524;4300.0 233.0 109525;1903.0 33.0 109545;3774.0 109.0 109529;3200.0 133.0 109530;3030.0 68.0 109531;2373.0 40.0 109533;3295.0 177.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1032;109542 1084;109510 1054;109543 1080;109544 1058;109417 1063;109546 1068;109547 1043;109548 1059;109550 1065;109552 1059;109524 1087;109525 1076;109545 1043;109529 1052;109530 1033;109531 1046;109533 1052;109534 946
