data,1241584500,1079351.0;39473.0;468632.0;18274.0;1016957.0;38218.0;1086308.0;55923.0;1.06626276541;1.02760907202;1.40766738049,7607.0 273.0 109601;5872.0 102.0 109613;1981.0 105.0 109616;3655.0 160.0 109624;2995.0 148.0 109625;3098.0 64.0 109627;3039.0 91.0 109628;3115.0 135.0 109629;2214.0 160.0 109631;3122.0 220.0 109632;3062.0 46.0 109633;2649.0 60.0 109634;2004.0 127.0 109635;1331.0 40.0 109636;1894.0 72.0 109637;2840.0 213.0 109638;1921.0 122.0 109641;1440.0 49.0 109644;1471.0 73.0 109646;604.0 18.0 109647;1531.0 69.0 109650;1232.0 66.0 109652;1220.0 43.0 109653,109601.0 11277;109613.0 11277;109616.0 11277;109624.0 11277;109625.0 11277;109627.0 11277;109628.0 11277;109629.0 11277;109631.0 11277;109632.0 11277;109633.0 11277;109634.0 11277;109635.0 11277;109636.0 11277;109637.0 11277;109638.0 11277;109641.0 11277;109644.0 11277;109646.0 11277;109647.0 11277;109650.0 11277;109652.0 11277;109653.0 11277,109601 485;109613 477;109616 488;109624 518;109625 482;109627 466;109628 520;109629 512;109631 474;109632 530;109633 476;109634 484;109635 495;109636 503;109637 512;109638 497;109641 457;109644 491;109646 498;109647 481;109650 483;109652 462;109653 486
data,1241584800,1079706.0;39483.0;468996.0;18287.0;1017301.0;38233.0;1086681.0;55935.0;1.06627369955;1.02774240574;1.40759248535,7619.0 273.0 109601;5889.0 103.0 109613;1994.0 106.0 109616;3668.0 161.0 109624;3011.0 149.0 109625;3110.0 64.0 109627;3050.0 92.0 109628;3125.0 135.0 109629;2229.0 160.0 109631;3141.0 220.0 109632;3079.0 46.0 109633;2667.0 61.0 109634;2023.0 127.0 109635;1344.0 40.0 109636;1914.0 73.0 109637;2855.0 213.0 109638;1942.0 123.0 109641;1463.0 51.0 109644;1487.0 73.0 109646;625.0 19.0 109647;1541.0 69.0 109650;1243.0 67.0 109652;1242.0 44.0 109653,109601.0 8723;109613.0 8723;109616.0 8723;109624.0 8723;109625.0 8723;109627.0 8723;109628.0 8723;109629.0 8723;109631.0 8723;109632.0 8723;109633.0 8723;109634.0 8723;109635.0 8723;109636.0 8723;109637.0 8723;109638.0 8723;109641.0 8723;109644.0 8723;109646.0 8723;109647.0 8723;109650.0 8723;109652.0 8723;109653.0 8723,109601 380;109613 394;109616 389;109624 359;109625 382;109627 386;109628 381;109629 372;109631 374;109632 382;109633 398;109634 370;109635 362;109636 353;109637 380;109638 390;109641 393;109644 362;109646 394;109647 371;109650 363;109652 390;109653 398
data,1241585100,1080575.0;39506.0;469581.0;18305.0;1018147.0;38270.0;1087574.0;55970.0;1.06623042997;1.02811058963;1.40762945653,7642.0 274.0 109601;5917.0 103.0 109613;2019.0 106.0 109616;3698.0 162.0 109624;3040.0 150.0 109625;3138.0 64.0 109627;3066.0 92.0 109628;3142.0 135.0 109629;2258.0 163.0 109631;3154.0 220.0 109632;3093.0 46.0 109633;2698.0 62.0 109634;2045.0 127.0 109635;1373.0 40.0 109636;1945.0 75.0 109637;2878.0 214.0 109638;1988.0 127.0 109641;1490.0 51.0 109644;1507.0 75.0 109646;649.0 20.0 109647;1568.0 69.0 109650;1262.0 67.0 109652;1276.0 45.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 867;109613 881;109616 859;109624 887;109625 856;109627 859;109628 857;109629 940;109631 885;109632 880;109633 876;109634 848;109635 902;109636 884;109637 817;109638 851;109641 865;109644 867;109646 822;109647 918;109650 873;109652 855;109653 851
data,1241585700,1081464.0;39531.0;469863.0;18314.0;1018974.0;38292.0;1088413.0;56005.0;1.06631674456;1.02806178041;1.40769104444,7658.0 274.0 109601;5930.0 104.0 109613;2032.0 107.0 109616;3714.0 163.0 109624;3049.0 150.0 109625;3148.0 64.0 109627;3083.0 92.0 109628;3157.0 135.0 109629;2270.0 163.0 109631;3166.0 220.0 109632;3101.0 46.0 109633;2709.0 63.0 109634;2055.0 128.0 109635;1386.0 40.0 109636;1956.0 75.0 109637;2887.0 215.0 109638;2000.0 127.0 109641;1500.0 51.0 109644;1517.0 75.0 109646;662.0 20.0 109647;1584.0 70.0 109650;1275.0 69.0 109652;1289.0 45.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 828;109613 876;109616 845;109624 874;109625 881;109627 881;109628 906;109629 858;109631 927;109632 867;109633 845;109634 878;109635 887;109636 900;109637 914;109638 853;109641 855;109644 865;109646 833;109647 810;109650 887;109652 837;109653 893
data,1241586000,1082319.0;39559.0;470105.0;18319.0;1019798.0;38318.0;1089255.0;56033.0;1.06614646229;1.02801311445;1.4074218557,7663.0 274.0 109601;5947.0 104.0 109613;2043.0 107.0 109616;3724.0 163.0 109624;3052.0 150.0 109625;3154.0 64.0 109627;3094.0 92.0 109628;3165.0 135.0 109629;2289.0 164.0 109631;3177.0 221.0 109632;3110.0 46.0 109633;2715.0 63.0 109634;2070.0 128.0 109635;1405.0 40.0 109636;1966.0 75.0 109637;2897.0 216.0 109638;2008.0 127.0 109641;1506.0 51.0 109644;1530.0 75.0 109646;672.0 20.0 109647;1595.0 70.0 109650;1291.0 71.0 109652;1297.0 45.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 891;109613 887;109616 861;109624 880;109625 833;109627 887;109628 849;109629 873;109631 952;109632 830;109633 916;109634 871;109635 857;109636 829;109637 896;109638 885;109641 818;109644 849;109646 833;109647 871;109650 867;109652 901;109653 864
data,1241586600,1083178.0;39590.0;470366.0;18332.0;1020688.0;38349.0;1090098.0;56072.0;1.06632172095;1.02795798317;1.40732639469,7670.0 274.0 109601;5961.0 105.0 109613;2056.0 107.0 109616;3732.0 163.0 109624;3062.0 151.0 109625;3164.0 64.0 109627;3107.0 92.0 109628;3174.0 135.0 109629;2302.0 165.0 109631;3189.0 221.0 109632;3120.0 46.0 109633;2730.0 64.0 109634;2083.0 129.0 109635;1417.0 41.0 109636;1976.0 75.0 109637;2909.0 218.0 109638;2019.0 127.0 109641;1521.0 52.0 109644;1541.0 77.0 109646;688.0 20.0 109647;1607.0 71.0 109650;1302.0 71.0 109652;1301.0 46.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 858;109613 852;109616 830;109624 799;109625 889;109627 913;109628 891;109629 896;109631 855;109632 860;109633 828;109634 850;109635 908;109636 909;109637 850;109638 866;109641 899;109644 891;109646 909;109647 919;109650 881;109652 852;109653 795
data,1241587200,1084031.0;39614.0;470614.0;18338.0;1021556.0;38381.0;1090920.0;56089.0;1.06630177083;1.02812782185;1.40694719496,7684.0 274.0 109601;5969.0 105.0 109613;2064.0 107.0 109616;3747.0 163.0 109624;3072.0 151.0 109625;3173.0 64.0 109627;3124.0 92.0 109628;3184.0 136.0 109629;2311.0 165.0 109631;3198.0 222.0 109632;3136.0 46.0 109633;2742.0 64.0 109634;2092.0 129.0 109635;1427.0 41.0 109636;1984.0 76.0 109637;2918.0 220.0 109638;2028.0 127.0 109641;1528.0 52.0 109644;1552.0 77.0 109646;697.0 20.0 109647;1622.0 71.0 109650;1312.0 71.0 109652;1315.0 47.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 877;109613 922;109616 855;109624 908;109625 894;109627 892;109628 885;109629 872;109631 859;109632 886;109633 854;109634 888;109635 809;109636 854;109637 848;109638 825;109641 848;109644 863;109646 915;109647 829;109650 859;109652 869;109653 889
data,1241587500,1084901.0;39635.0;470883.0;18344.0;1022465.0;38413.0;1091765.0;56120.0;1.06633159417;1.02835016632;1.40701828648,7696.0 274.0 109601;5982.0 105.0 109613;2074.0 107.0 109616;3762.0 163.0 109624;3085.0 151.0 109625;3184.0 64.0 109627;3138.0 92.0 109628;3197.0 137.0 109629;2317.0 165.0 109631;3206.0 223.0 109632;3147.0 46.0 109633;2757.0 64.0 109634;2104.0 130.0 109635;1435.0 41.0 109636;1995.0 76.0 109637;2933.0 221.0 109638;2040.0 127.0 109641;1544.0 53.0 109644;1559.0 77.0 109646;707.0 20.0 109647;1635.0 72.0 109650;1316.0 71.0 109652;1335.0 47.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 857;109613 850;109616 894;109624 844;109625 901;109627 860;109628 823;109629 860;109631 856;109632 892;109633 925;109634 917;109635 893;109636 828;109637 884;109638 872;109641 895;109644 887;109646 819;109647 870;109650 885;109652 829;109653 859
data,1241588100,1085807.0;39668.0;471141.0;18349.0;1023277.0;38437.0;1092610.0;56150.0;1.066040818;1.02817870225;1.40668521283,7705.0 274.0 109601;5995.0 105.0 109613;2091.0 108.0 109616;3771.0 163.0 109624;3089.0 151.0 109625;3191.0 64.0 109627;3144.0 92.0 109628;3212.0 138.0 109629;2328.0 165.0 109631;3222.0 224.0 109632;3156.0 46.0 109633;2769.0 65.0 109634;2122.0 130.0 109635;1445.0 41.0 109636;2007.0 76.0 109637;2942.0 221.0 109638;2053.0 127.0 109641;1557.0 53.0 109644;1570.0 77.0 109646;717.0 20.0 109647;1645.0 72.0 109650;1331.0 72.0 109652;1344.0 47.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 881;109613 860;109616 922;109624 864;109625 884;109627 874;109628 864;109629 838;109631 842;109632 867;109633 883;109634 877;109635 902;109636 892;109637 812;109638 861;109641 841;109644 910;109646 866;109647 843;109650 857;109652 872;109653 888
data,1241588700,1086693.0;39687.0;471396.0;18354.0;1024131.0;38471.0;1093450.0;56182.0;1.06611347527;1.02857641409;1.40687938139,7715.0 274.0 109601;6007.0 105.0 109613;2101.0 108.0 109616;3784.0 163.0 109624;3097.0 151.0 109625;3208.0 64.0 109627;3160.0 92.0 109628;3219.0 138.0 109629;2341.0 165.0 109631;3232.0 225.0 109632;3169.0 46.0 109633;2779.0 66.0 109634;2132.0 131.0 109635;1453.0 41.0 109636;2026.0 76.0 109637;2952.0 221.0 109638;2063.0 128.0 109641;1569.0 53.0 109644;1580.0 77.0 109646;725.0 20.0 109647;1654.0 73.0 109650;1345.0 72.0 109652;1350.0 47.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 848;109613 928;109616 841;109624 881;109625 879;109627 871;109628 887;109629 892;109631 861;109632 817;109633 857;109634 842;109635 913;109636 871;109637 869;109638 844;109641 868;109644 906;109646 877;109647 880;109650 885;109652 854;109653 829
data,1241589300,1087551.0;39714.0;471649.0;18366.0;1024986.0;38487.0;1094307.0;56217.0;1.06635463896;1.02825807068;1.40680689827,7724.0 275.0 109601;6016.0 105.0 109613;2116.0 109.0 109616;3798.0 163.0 109624;3108.0 151.0 109625;3217.0 64.0 109627;3171.0 92.0 109628;3226.0 138.0 109629;2356.0 166.0 109631;3244.0 226.0 109632;3176.0 46.0 109633;2791.0 66.0 109634;2145.0 132.0 109635;1466.0 42.0 109636;2033.0 76.0 109637;2963.0 222.0 109638;2074.0 129.0 109641;1581.0 53.0 109644;1597.0 78.0 109646;738.0 21.0 109647;1665.0 74.0 109650;1352.0 73.0 109652;1357.0 47.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 929;109613 851;109616 882;109624 878;109625 863;109627 865;109628 891;109629 889;109631 863;109632 814;109633 851;109634 852;109635 901;109636 861;109637 824;109638 906;109641 917;109644 857;109646 889;109647 848;109650 893;109652 804;109653 872
