data,1241334900,399108.0;14382.0;172044.0;6364.0;372905.0;13389.0;401085.0;19384.0;1.02650670021;0.996371011827;1.3411523953,1404.0 76.0 109568;4597.0 63.0 109536;304.0 22.0 109571;2648.0 96.0 109476;2220.0 66.0 109541;4867.0 143.0 109542;941.0 22.0 109569;2297.0 94.0 109551;2309.0 72.0 109553;6743.0 292.0 109524;2499.0 67.0 109557;2002.0 66.0 109560;1541.0 50.0 109561;1556.0 44.0 109562;2197.0 68.0 109563;1809.0 69.0 109564;1402.0 47.0 109565;1228.0 25.0 109566;1416.0 51.0 109567,109536.0 5597;109568.0 5597;109571.0 5597;109476.0 5597;109541.0 5597;109542.0 5597;109569.0 5597;109551.0 5597;109553.0 5597;109524.0 5597;109557.0 5597;109560.0 5597;109561.0 5597;109562.0 5597;109563.0 5597;109564.0 5597;109565.0 5597;109566.0 5597;109567.0 5597,109568 296;109536 299;109571 303;109476 271;109541 278;109542 304;109569 294;109551 300;109553 304;109524 308;109557 280;109560 340;109561 298;109562 327;109563 286;109564 259;109565 276;109566 289;109567 285
data,1241335500,399860.0;14394.0;172722.0;6374.0;373620.0;13408.0;401860.0;19426.0;1.02515813955;0.996920091066;1.34287338919,1443.0 78.0 109568;4627.0 63.0 109536;340.0 23.0 109571;2688.0 97.0 109476;2249.0 66.0 109541;4895.0 143.0 109542;972.0 22.0 109569;2343.0 94.0 109551;2353.0 72.0 109553;6788.0 294.0 109524;2535.0 68.0 109557;2031.0 66.0 109560;1576.0 51.0 109561;1593.0 44.0 109562;2225.0 68.0 109563;1845.0 69.0 109564;1436.0 48.0 109565;1276.0 26.0 109566;1443.0 51.0 109567,109536.0 14403;109568.0 14403;109571.0 14403;109476.0 14403;109541.0 14403;109542.0 14403;109569.0 14403;109551.0 14403;109553.0 14403;109524.0 14403;109557.0 14403;109560.0 14403;109561.0 14403;109562.0 14403;109563.0 14403;109564.0 14403;109565.0 14403;109566.0 14403;109567.0 14403,109568 767;109536 789;109571 791;109476 747;109541 779;109542 715;109569 753;109551 773;109553 804;109524 720;109557 790;109560 735;109561 743;109562 718;109563 726;109564 759;109565 786;109566 770;109567 738
data,1241336400,400891.0;14414.0;173021.0;6384.0;374720.0;13428.0;402925.0;19476.0;1.02620907125;0.996658208371;1.3443654419,4648.0 63.0 109536;1463.0 78.0 109568;357.0 24.0 109571;2707.0 99.0 109476;2271.0 66.0 109541;4921.0 143.0 109542;989.0 23.0 109569;2357.0 95.0 109551;2366.0 73.0 109553;6803.0 296.0 109524;2550.0 68.0 109557;2047.0 66.0 109560;1586.0 51.0 109561;1601.0 44.0 109562;2237.0 68.0 109563;1858.0 69.0 109564;1448.0 48.0 109565;1290.0 26.0 109566;1458.0 53.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1073;109568 1034;109571 1066;109476 997;109541 1003;109542 1087;109569 1085;109551 1039;109553 1141;109524 1010;109557 1060;109560 1078;109561 1057;109562 1046;109563 1072;109564 1037;109565 1057;109566 1030;109567 1028
data,1241337300,401991.0;14439.0;173319.0;6388.0;375751.0;13450.0;404002.0;19533.0;1.02611951312;0.996555184433;1.34606071213,4663.0 63.0 109536;1483.0 78.0 109568;371.0 24.0 109571;2722.0 99.0 109476;2283.0 66.0 109541;4936.0 143.0 109542;1001.0 23.0 109569;2372.0 96.0 109551;2382.0 73.0 109553;6811.0 296.0 109524;2576.0 68.0 109557;2066.0 67.0 109560;1605.0 51.0 109561;1615.0 44.0 109562;2248.0 68.0 109563;1874.0 69.0 109564;1471.0 48.0 109565;1306.0 27.0 109566;1470.0 54.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1056;109568 1083;109571 1111;109476 987;109541 1050;109542 1047;109569 1069;109551 1059;109553 1021;109524 1023;109557 1069;109560 1052;109561 1076;109562 1019;109563 1076;109564 1056;109565 1060;109566 1010;109567 1076
data,1241338200,403036.0;14475.0;173606.0;6390.0;376819.0;13468.0;405109.0;19585.0;1.024852571;0.995166120744;1.34609884542,1501.0 78.0 109568;1015.0 23.0 109569;386.0 24.0 109571;4683.0 63.0 109536;2297.0 66.0 109541;4954.0 143.0 109542;2387.0 96.0 109551;2400.0 73.0 109553;2734.0 99.0 109476;6828.0 296.0 109524;2586.0 68.0 109557;2083.0 68.0 109560;1621.0 52.0 109561;1628.0 44.0 109562;2259.0 68.0 109563;1890.0 69.0 109564;1487.0 48.0 109565;1316.0 27.0 109566;1487.0 54.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109568 1057;109569 1024;109571 1088;109536 994;109541 1090;109542 1093;109551 1033;109553 1054;109476 1113;109524 1028;109557 1058;109560 1072;109561 1088;109562 1039;109563 1029;109564 1080;109565 1043;109566 1002;109567 1015
data,1241339100,404077.0;14504.0;173915.0;6396.0;377858.0;13499.0;406210.0;19634.0;1.02458443516;0.995289255893;1.34658730605,4698.0 63.0 109536;1034.0 23.0 109569;402.0 26.0 109571;2753.0 99.0 109476;2317.0 66.0 109541;4979.0 143.0 109542;1519.0 80.0 109568;2405.0 97.0 109551;2412.0 73.0 109553;6840.0 296.0 109524;2601.0 68.0 109557;2109.0 68.0 109560;1633.0 53.0 109561;1645.0 44.0 109562;2272.0 68.0 109563;1901.0 69.0 109564;1502.0 48.0 109565;1329.0 27.0 109566;1500.0 54.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1076;109569 1071;109571 1085;109476 1075;109541 1068;109542 1090;109568 1034;109551 1033;109553 1053;109524 1079;109557 1051;109560 1069;109561 1092;109562 1009;109563 1065;109564 1012;109565 1003;109566 988;109567 1047
data,1241340300,405151.0;14525.0;174231.0;6400.0;378924.0;13515.0;407247.0;19673.0;1.02460228207;0.994866279663;1.34745252424,4711.0 63.0 109536;1060.0 23.0 109569;412.0 26.0 109571;2764.0 99.0 109476;2336.0 67.0 109541;1532.0 80.0 109568;4991.0 143.0 109542;2423.0 97.0 109551;2436.0 73.0 109553;6853.0 296.0 109524;2617.0 68.0 109557;2124.0 68.0 109560;1652.0 54.0 109561;1666.0 45.0 109562;2288.0 68.0 109563;1917.0 69.0 109564;1520.0 48.0 109565;1346.0 27.0 109566;1519.0 55.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1022;109569 1059;109571 1045;109476 995;109541 1056;109568 1100;109542 1025;109551 1067;109553 1031;109524 1027;109557 1070;109560 1074;109561 1113;109562 1008;109563 1034;109564 1090;109565 1022;109566 1078;109567 1084
data,1241341200,406221.0;14546.0;174566.0;6408.0;379966.0;13535.0;408279.0;19718.0;1.02513634257;0.994792061363;1.34872872644,1549.0 81.0 109568;1078.0 23.0 109569;432.0 29.0 109571;2776.0 99.0 109476;2358.0 68.0 109541;5008.0 144.0 109542;2442.0 97.0 109551;2455.0 73.0 109553;6866.0 296.0 109524;2635.0 68.0 109557;4737.0 63.0 109536;2147.0 68.0 109560;1669.0 54.0 109561;1672.0 46.0 109562;2306.0 68.0 109563;1933.0 69.0 109564;1541.0 48.0 109565;1364.0 27.0 109566;1534.0 56.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109568 1059;109569 1072;109571 1046;109476 976;109541 1057;109542 1106;109551 1070;109553 1106;109524 1063;109557 1017;109536 1076;109560 1079;109561 994;109562 1063;109563 1016;109564 1066;109565 1041;109566 1041;109567 1052
data,1241342400,407229.0;14565.0;174870.0;6412.0;381004.0;13559.0;409324.0;19759.0;1.02519484211;0.995007454477;1.3496649219,1565.0 81.0 109568;1102.0 23.0 109569;450.0 31.0 109571;2796.0 99.0 109476;2375.0 68.0 109541;5022.0 144.0 109542;2165.0 68.0 109560;2451.0 97.0 109551;2465.0 73.0 109553;6880.0 296.0 109524;2647.0 68.0 109557;4757.0 63.0 109536;1687.0 54.0 109561;1692.0 46.0 109562;2322.0 68.0 109563;1946.0 70.0 109564;1552.0 48.0 109565;1383.0 27.0 109566;1549.0 57.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109568 1069;109569 1049;109571 1070;109476 1000;109541 1066;109542 1066;109560 1065;109551 1045;109553 1024;109524 1048;109557 1055;109536 1083;109561 1089;109562 1021;109563 1082;109564 1021;109565 1065;109566 1060;109567 1022
data,1241343600,408321.0;14587.0;175202.0;6417.0;382053.0;13578.0;410370.0;19804.0;1.02524748628;0.994827824113;1.35086841282,4776.0 64.0 109536;1582.0 81.0 109568;460.0 31.0 109571;2818.0 99.0 109476;2399.0 69.0 109541;5037.0 144.0 109542;1119.0 23.0 109569;2469.0 97.0 109551;2479.0 73.0 109553;6897.0 296.0 109524;2664.0 68.0 109557;2179.0 69.0 109560;1703.0 54.0 109561;1712.0 46.0 109562;2341.0 69.0 109563;1958.0 70.0 109564;1573.0 48.0 109565;1400.0 27.0 109566;1572.0 58.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1072;109568 1055;109571 1035;109476 1073;109541 1050;109542 1059;109569 1043;109551 1019;109553 1075;109524 1084;109557 1016;109560 1012;109561 1041;109562 1092;109563 1026;109564 1094;109565 1083;109566 1024;109567 1047
data,1241344500,409390.0;14599.0;175503.0;6420.0;383119.0;13599.0;411378.0;19847.0;1.02580451217;0.995376549671;1.35290695318,4795.0 64.0 109536;1141.0 23.0 109569;480.0 32.0 109571;2830.0 99.0 109476;2420.0 69.0 109541;5059.0 144.0 109542;1595.0 81.0 109568;2485.0 97.0 109551;2489.0 73.0 109553;6906.0 296.0 109524;2690.0 69.0 109557;2201.0 69.0 109560;1719.0 54.0 109561;1721.0 46.0 109562;2360.0 69.0 109563;1971.0 70.0 109564;1581.0 49.0 109565;1413.0 27.0 109566;1583.0 58.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1057;109569 1111;109571 1033;109476 998;109541 1099;109542 1036;109568 1031;109551 1044;109553 1043;109524 1076;109557 1031;109560 1061;109561 1056;109562 1052;109563 1012;109564 1052;109565 1037;109566 1066;109567 1105
