data,1241350800,415960.0;14953.0;417344.0;17826.0;389067.0;13794.0;416055.0;20266.0;1.18818198725;0.986254644982;1.35500384932,1969.0 57.0 109568;947.0 22.0 109569;15437.0 893.0 109571;6265.0 82.0 109536;4401.0 145.0 109541;14953.0 533.0 109542;6230.0 226.0 109551;5500.0 161.0 109553;7426.0 279.0 109476;17855.0 721.0 109524;5212.0 162.0 109557;3610.0 105.0 109560;5159.0 171.0 109561;3091.0 79.0 109562;3053.0 77.0 109563;2265.0 54.0 109564;2487.0 67.0 109565;1579.0 29.0 109566;2081.0 57.0 109567,109536.0 16129;109568.0 16129;109571.0 16129;109476.0 16129;109541.0 16129;109542.0 16129;109569.0 16129;109551.0 16129;109553.0 16129;109524.0 16129;109557.0 16129;109560.0 16129;109561.0 16129;109562.0 16129;109563.0 16129;109564.0 16129;109565.0 16129;109566.0 16129;109567.0 16129,109568 847;109569 847;109571 854;109536 839;109541 886;109542 848;109551 857;109553 826;109476 792;109524 823;109557 851;109560 862;109561 831;109562 877;109563 840;109564 851;109565 878;109566 803;109567 917
data,1241351100,416182.0;14960.0;417540.0;17833.0;389259.0;13799.0;416252.0;20271.0;1.18816846617;0.986190129338;1.35478549996,6274.0 82.0 109536;1985.0 57.0 109568;15447.0 894.0 109571;7439.0 279.0 109476;4411.0 145.0 109541;14963.0 533.0 109542;957.0 22.0 109569;6238.0 226.0 109551;5515.0 162.0 109553;17864.0 722.0 109524;5222.0 162.0 109557;3622.0 105.0 109560;5165.0 171.0 109561;3098.0 80.0 109562;3063.0 77.0 109563;2272.0 54.0 109564;2497.0 67.0 109565;1589.0 31.0 109566;2095.0 58.0 109567,109536.0 3871;109568.0 3871;109571.0 3871;109476.0 3871;109541.0 3871;109542.0 3871;109569.0 3871;109551.0 3871;109553.0 3871;109524.0 3871;109557.0 3871;109560.0 3871;109561.0 3871;109562.0 3871;109563.0 3871;109564.0 3871;109565.0 3871;109566.0 3871;109567.0 3871,109536 190;109568 201;109571 189;109476 190;109541 183;109542 199;109569 226;109551 208;109553 231;109524 193;109557 223;109560 192;109561 215;109562 195;109563 215;109564 207;109565 213;109566 201;109567 200
data,1241351700,417232.0;14980.0;418560.0;17862.0;390287.0;13823.0;417301.0;20309.0;1.18860665903;0.986470309756;1.35551681855,2031.0 58.0 109568;1000.0 22.0 109569;15503.0 895.0 109571;7492.0 281.0 109476;6312.0 82.0 109536;15040.0 537.0 109542;6299.0 228.0 109551;5567.0 163.0 109553;17948.0 727.0 109524;5258.0 162.0 109557;3125.0 81.0 109563;3676.0 107.0 109560;5206.0 171.0 109561;3141.0 80.0 109562;4468.0 148.0 109541;2325.0 55.0 109564;2522.0 67.0 109565;1662.0 31.0 109566;2161.0 61.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109568 1045;109569 1046;109571 998;109476 1097;109536 1011;109542 1073;109551 1013;109553 1049;109524 1090;109557 1069;109563 1071;109560 1043;109561 1093;109562 1054;109541 1074;109564 1010;109565 998;109566 1107;109567 1059
data,1241352300,418310.0;15005.0;419642.0;17901.0;391324.0;13861.0;418332.0;20376.0;1.18921558312;0.987461851286;1.35787593669,6339.0 82.0 109536;1050.0 25.0 109569;15561.0 899.0 109571;7543.0 284.0 109476;15124.0 540.0 109542;2058.0 58.0 109568;6365.0 231.0 109551;5660.0 169.0 109553;4543.0 152.0 109541;18044.0 730.0 109524;5295.0 163.0 109557;3754.0 110.0 109560;5240.0 171.0 109561;3178.0 80.0 109562;3209.0 85.0 109563;2378.0 56.0 109564;2554.0 67.0 109565;1699.0 31.0 109566;2224.0 62.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1055;109569 1022;109571 1026;109476 1030;109542 1050;109568 1008;109551 1070;109553 1088;109541 1057;109524 1023;109557 1059;109560 1054;109561 1079;109562 1037;109563 1123;109564 1089;109565 1067;109566 1036;109567 1027
data,1241352900,419364.0;15030.0;420735.0;17934.0;392424.0;13894.0;419358.0;20432.0;1.18932538716;0.987879332766;1.35943395426,6372.0 83.0 109536;2091.0 59.0 109568;15645.0 903.0 109571;7626.0 288.0 109476;4623.0 153.0 109541;15208.0 541.0 109542;1096.0 25.0 109569;6460.0 233.0 109551;5765.0 175.0 109553;18120.0 733.0 109524;5325.0 163.0 109557;3799.0 111.0 109560;5267.0 171.0 109561;3217.0 82.0 109562;3303.0 88.0 109563;2406.0 57.0 109564;2587.0 68.0 109565;1741.0 33.0 109566;2260.0 62.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1010;109568 1034;109571 1012;109476 1086;109541 1015;109542 1061;109569 1064;109551 1031;109553 1033;109524 1034;109557 1058;109560 1100;109561 1037;109562 1115;109563 1098;109564 1110;109565 1046;109566 1020;109567 1036
data,1241353500,420473.0;15062.0;421782.0;17971.0;393455.0;13920.0;420411.0;20496.0;1.18943214846;0.987642196921;1.36097614142,6392.0 83.0 109536;1146.0 28.0 109569;15733.0 908.0 109571;7751.0 296.0 109476;4680.0 157.0 109541;15300.0 544.0 109542;2138.0 61.0 109568;6512.0 235.0 109551;5848.0 176.0 109553;18220.0 735.0 109524;5355.0 163.0 109557;3847.0 113.0 109560;5290.0 172.0 109561;3251.0 82.0 109562;3383.0 90.0 109563;2446.0 59.0 109564;2605.0 68.0 109565;1771.0 33.0 109566;2290.0 62.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1020;109569 1072;109571 1056;109476 1101;109541 1098;109542 1041;109568 1090;109551 1076;109553 989;109524 1075;109557 1026;109560 1052;109561 1053;109562 1077;109563 1057;109564 1041;109565 994;109566 1033;109567 1049
data,1241354100,421564.0;15099.0;422830.0;18002.0;394582.0;13954.0;421442.0;20550.0;1.18869461632;0.987362844901;1.36141127633,2168.0 61.0 109568;1182.0 28.0 109569;15873.0 919.0 109571;7861.0 298.0 109476;4773.0 160.0 109541;15362.0 546.0 109542;6573.0 236.0 109551;5908.0 179.0 109553;18324.0 739.0 109524;5369.0 163.0 109557;6420.0 83.0 109536;3912.0 114.0 109560;5315.0 172.0 109561;3285.0 82.0 109562;3451.0 92.0 109563;2485.0 60.0 109564;2630.0 68.0 109565;1797.0 34.0 109566;2318.0 62.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109568 1057;109569 1114;109571 1017;109476 1006;109541 1112;109542 1010;109551 1031;109553 1075;109524 1042;109557 1027;109536 1090;109560 1097;109561 1010;109562 1016;109563 1061;109564 1075;109565 1012;109566 1065;109567 1083
data,1241354700,422617.0;15115.0;423859.0;18039.0;395693.0;13979.0;422519.0;20608.0;1.18995314366;0.987771630402;1.36373006057,6440.0 83.0 109536;1212.0 28.0 109569;16072.0 928.0 109571;7929.0 299.0 109476;4838.0 161.0 109541;15411.0 547.0 109542;2200.0 63.0 109568;6661.0 240.0 109551;5979.0 180.0 109553;18431.0 748.0 109524;5386.0 163.0 109557;3964.0 116.0 109560;5336.0 174.0 109561;3313.0 82.0 109562;3506.0 93.0 109563;2530.0 62.0 109564;2660.0 68.0 109565;1826.0 34.0 109566;2341.0 64.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1071;109569 1070;109571 1055;109476 1017;109541 1005;109542 1042;109568 1048;109551 1085;109553 1092;109524 1063;109557 1020;109560 1028;109561 1092;109562 1061;109563 1071;109564 1020;109565 1084;109566 1079;109567 997
data,1241355300,423714.0;15151.0;424918.0;18076.0;396690.0;14006.0;423585.0;20657.0;1.18967605262;0.987402869497;1.36382357285,6460.0 83.0 109536;1234.0 28.0 109569;16328.0 940.0 109571;7982.0 300.0 109476;15450.0 549.0 109542;2238.0 64.0 109568;6751.0 247.0 109551;6035.0 180.0 109553;18608.0 755.0 109524;5409.0 163.0 109557;3561.0 93.0 109563;4001.0 116.0 109560;5368.0 176.0 109561;3327.0 83.0 109562;2368.0 66.0 109567;2569.0 63.0 109564;2672.0 68.0 109565;1849.0 35.0 109566;4884.0 161.0 109541,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1069;109569 1070;109571 1074;109476 1023;109542 1045;109568 1018;109551 1043;109553 1157;109524 1068;109557 1050;109563 1020;109560 1074;109561 1025;109562 960;109567 1091;109564 1042;109565 1035;109566 1111;109541 1025
data,1241355600,424743.0;15175.0;425995.0;18123.0;397745.0;14036.0;424692.0;20710.0;1.190756934;0.987725261292;1.36490853393,2260.0 64.0 109568;1260.0 29.0 109569;16665.0 959.0 109571;8031.0 301.0 109476;6472.0 83.0 109536;15512.0 550.0 109542;6847.0 251.0 109551;6077.0 182.0 109553;4928.0 163.0 109541;18740.0 759.0 109524;5424.0 164.0 109557;4035.0 117.0 109560;5406.0 177.0 109561;3349.0 85.0 109562;3590.0 93.0 109563;2605.0 66.0 109564;2692.0 68.0 109565;1881.0 38.0 109566;2397.0 68.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109568 1048;109569 1023;109571 1080;109476 1110;109536 1032;109542 1041;109551 1073;109553 1093;109541 1048;109524 1047;109557 1043;109560 1037;109561 1024;109562 1076;109563 1031;109564 1011;109565 1018;109566 1075;109567 1090
data,1241356200,425840.0;15203.0;427058.0;18171.0;398811.0;14069.0;425831.0;20784.0;1.19181576049;0.988128120527;1.36712749279,2277.0 64.0 109568;1285.0 29.0 109569;17120.0 989.0 109571;8080.0 305.0 109476;4955.0 163.0 109541;15547.0 550.0 109542;6912.0 252.0 109551;6104.0 183.0 109553;18854.0 764.0 109524;5447.0 164.0 109557;6486.0 83.0 109536;4054.0 117.0 109560;5429.0 179.0 109561;3374.0 85.0 109562;3610.0 94.0 109563;2648.0 68.0 109564;2700.0 68.0 109565;1918.0 39.0 109566;2434.0 69.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109568 999;109569 1108;109571 1108;109476 976;109541 1051;109542 1043;109551 1024;109553 1082;109524 1112;109557 1091;109536 1020;109560 1062;109561 979;109562 1066;109563 1071;109564 1059;109565 1079;109566 1032;109567 1038
