data,1241749200,1555088.0;57216.0;1560891.0;72385.0;1456989.0;54259.0;1562643.0;83336.0;1.26041475781;1.01216890182;1.44947375991,2575.0 92.0 109696;2337.0 52.0 109697;3733.0 128.0 109698;3059.0 135.0 109699;3549.0 149.0 109700;1481.0 33.0 109701;1183.0 17.0 109702;16738.0 1102.0 109703;6652.0 360.0 109704;1538.0 55.0 109706;261.0 4.0 109707;592.0 23.0 109708;220.0 9.0 109709;41.0 2.0 109710;25203.0 1160.0 109635;2286.0 76.0 109651;6441.0 63.0 109660;6663.0 153.0 109667;3768.0 145.0 109673;1430.0 56.0 109675;7218.0 270.0 109683;4589.0 180.0 109689;3646.0 141.0 109690,109696.0 8333;109697.0 8333;109698.0 8333;109699.0 8333;109700.0 8333;109701.0 8333;109702.0 8333;109703.0 8333;109704.0 8333;109706.0 8333;109707.0 8333;109708.0 8333;109709.0 8333;109710.0 8333;109635.0 8333;109651.0 8333;109660.0 8333;109667.0 8333;109673.0 8333;109675.0 8333;109683.0 8333;109689.0 8333;109690.0 8333,109696 378;109697 376;109698 325;109699 357;109700 354;109701 333;109702 402;109703 371;109704 370;109706 377;109707 360;109708 358;109709 377;109710 365;109635 371;109651 363;109660 349;109667 340;109673 359;109675 359;109683 346;109689 377;109690 366
data,1241749500,1555604.0;57232.0;1561392.0;72402.0;1457483.0;54273.0;1563126.0;83352.0;1.26037198599;1.01213969763;1.44937967399,2593.0 92.0 109696;2362.0 54.0 109697;3768.0 129.0 109698;3082.0 136.0 109699;3562.0 149.0 109700;1501.0 33.0 109701;1203.0 17.0 109702;16767.0 1105.0 109703;6670.0 362.0 109704;1552.0 55.0 109706;276.0 5.0 109707;625.0 25.0 109708;240.0 9.0 109709;70.0 4.0 109710;25223.0 1161.0 109635;2305.0 76.0 109651;6462.0 63.0 109660;6688.0 154.0 109667;3787.0 145.0 109673;1449.0 56.0 109675;7238.0 271.0 109683;4610.0 180.0 109689;3671.0 141.0 109690,109696.0 11667;109697.0 11667;109698.0 11667;109699.0 11667;109700.0 11667;109701.0 11667;109702.0 11667;109703.0 11667;109704.0 11667;109706.0 11667;109707.0 11667;109708.0 11667;109709.0 11667;109710.0 11667;109635.0 11667;109651.0 11667;109660.0 11667;109667.0 11667;109673.0 11667;109675.0 11667;109683.0 11667;109689.0 11667;109690.0 11667,109696 462;109697 513;109698 510;109699 505;109700 505;109701 524;109702 483;109703 542;109704 496;109706 550;109707 492;109708 476;109709 509;109710 526;109635 523;109651 499;109660 507;109667 469;109673 498;109675 517;109683 510;109689 496;109690 555
data,1241749800,1556442.0;57264.0;1562223.0;72443.0;1458313.0;54310.0;1563989.0;83394.0;1.26038916189;1.01223259048;1.4492802423,2606.0 92.0 109696;2407.0 55.0 109697;3821.0 132.0 109698;3128.0 137.0 109699;3583.0 150.0 109700;1525.0 34.0 109701;1221.0 17.0 109702;16840.0 1111.0 109703;6717.0 365.0 109704;1588.0 57.0 109706;332.0 9.0 109707;664.0 26.0 109708;269.0 10.0 109709;110.0 4.0 109710;25261.0 1164.0 109635;2337.0 81.0 109651;6487.0 64.0 109660;6725.0 155.0 109667;3815.0 145.0 109673;1473.0 59.0 109675;7296.0 274.0 109683;4640.0 181.0 109689;3690.0 141.0 109690,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109706.0 20000;109707.0 20000;109708.0 20000;109709.0 20000;109710.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000,109696 881;109697 880;109698 912;109699 866;109700 852;109701 870;109702 855;109703 854;109704 834;109706 893;109707 859;109708 874;109709 903;109710 848;109635 895;109651 900;109660 829;109667 857;109673 882;109675 861;109683 891;109689 818;109690 886
data,1241750100,1557344.0;57289.0;1563129.0;72475.0;1459177.0;54336.0;1564804.0;83425.0;1.26039512884;1.01226215673;1.44927092703,2624.0 92.0 109696;2436.0 55.0 109697;3881.0 135.0 109698;3157.0 138.0 109699;3609.0 151.0 109700;1549.0 34.0 109701;1242.0 18.0 109702;16927.0 1117.0 109703;6773.0 369.0 109704;1626.0 57.0 109706;379.0 9.0 109707;739.0 31.0 109708;297.0 10.0 109709;147.0 6.0 109710;25310.0 1165.0 109635;2385.0 81.0 109651;6508.0 64.0 109660;6753.0 155.0 109667;3837.0 145.0 109673;1522.0 61.0 109675;7358.0 279.0 109683;4671.0 181.0 109689;3711.0 142.0 109690,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109706.0 20000;109707.0 20000;109708.0 20000;109709.0 20000;109710.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000,109696 883;109697 855;109698 864;109699 837;109700 864;109701 804;109702 844;109703 895;109704 960;109706 848;109707 828;109708 895;109709 916;109710 875;109635 902;109651 849;109660 875;109667 887;109673 858;109675 846;109683 899;109689 845;109690 871
data,1241750400,1558232.0;57317.0;1564071.0;72519.0;1460097.0;54364.0;1565679.0;83462.0;1.26050336896;1.01222803813;1.44922136728,2657.0 93.0 109696;2473.0 56.0 109697;3951.0 138.0 109698;3182.0 138.0 109699;3636.0 151.0 109700;1569.0 34.0 109701;1258.0 18.0 109702;17096.0 1132.0 109703;6831.0 370.0 109704;1670.0 60.0 109706;404.0 9.0 109707;796.0 33.0 109708;315.0 14.0 109709;184.0 8.0 109710;25341.0 1166.0 109635;2428.0 83.0 109651;6529.0 64.0 109660;6773.0 156.0 109667;3853.0 145.0 109673;1575.0 65.0 109675;7428.0 282.0 109683;4686.0 181.0 109689;3748.0 143.0 109690,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109706.0 20000;109707.0 20000;109708.0 20000;109709.0 20000;109710.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000,109696 843;109697 900;109698 883;109699 897;109700 858;109701 899;109702 872;109703 894;109704 885;109706 821;109707 894;109708 848;109709 859;109710 872;109635 872;109651 884;109660 859;109667 832;109673 855;109675 881;109683 876;109689 848;109690 868
data,1241750700,1559098.0;57348.0;1564910.0;72553.0;1460940.0;54392.0;1566497.0;83491.0;1.26043701035;1.01218007988;1.44898948246,2668.0 93.0 109696;2497.0 57.0 109697;4009.0 139.0 109698;3202.0 139.0 109699;3657.0 153.0 109700;1586.0 35.0 109701;1272.0 18.0 109702;17275.0 1142.0 109703;6884.0 371.0 109704;1689.0 60.0 109706;423.0 10.0 109707;855.0 36.0 109708;355.0 15.0 109709;219.0 9.0 109710;25373.0 1169.0 109635;2475.0 85.0 109651;6547.0 64.0 109660;6791.0 156.0 109667;3874.0 145.0 109673;1613.0 65.0 109675;7487.0 284.0 109683;4701.0 183.0 109689;3770.0 145.0 109690,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109706.0 20000;109707.0 20000;109708.0 20000;109709.0 20000;109710.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000,109696 829;109697 888;109698 849;109699 863;109700 886;109701 852;109702 866;109703 866;109704 914;109706 849;109707 920;109708 871;109709 916;109710 825;109635 928;109651 829;109660 859;109667 844;109673 903;109675 830;109683 845;109689 879;109690 889
data,1241751000,1559973.0;57371.0;1565778.0;72594.0;1461784.0;54406.0;1567406.0;83525.0;1.26065195653;1.01201804178;1.44897082544,2684.0 93.0 109696;2518.0 57.0 109697;4054.0 140.0 109698;3228.0 140.0 109699;3679.0 155.0 109700;1607.0 35.0 109701;1288.0 18.0 109702;17480.0 1154.0 109703;6914.0 371.0 109704;1718.0 63.0 109706;440.0 10.0 109707;918.0 42.0 109708;397.0 16.0 109709;254.0 11.0 109710;25416.0 1171.0 109635;2511.0 85.0 109651;6560.0 64.0 109660;6808.0 156.0 109667;3883.0 145.0 109673;1635.0 66.0 109675;7566.0 291.0 109683;4725.0 183.0 109689;3807.0 148.0 109690,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109706.0 20000;109707.0 20000;109708.0 20000;109709.0 20000;109710.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000,109696 875;109697 863;109698 882;109699 885;109700 918;109701 823;109702 903;109703 895;109704 846;109706 909;109707 882;109708 814;109709 848;109710 859;109635 809;109651 865;109660 900;109667 908;109673 886;109675 877;109683 838;109689 865;109690 850
data,1241751300,1560815.0;57404.0;1566668.0;72630.0;1462661.0;54434.0;1568316.0;83562.0;1.26051595083;1.01189591271;1.44872023837,2699.0 93.0 109696;2540.0 59.0 109697;4087.0 141.0 109698;3242.0 140.0 109699;3703.0 156.0 109700;1619.0 35.0 109701;1298.0 18.0 109702;17695.0 1167.0 109703;6945.0 371.0 109704;1754.0 63.0 109706;462.0 11.0 109707;1002.0 47.0 109708;436.0 18.0 109709;298.0 14.0 109710;25444.0 1171.0 109635;2530.0 85.0 109651;6570.0 64.0 109660;6830.0 156.0 109667;3897.0 146.0 109673;1689.0 69.0 109675;7655.0 294.0 109683;4740.0 183.0 109689;3845.0 149.0 109690,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109706.0 20000;109707.0 20000;109708.0 20000;109709.0 20000;109710.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000,109696 862;109697 845;109698 872;109699 797;109700 869;109701 872;109702 895;109703 906;109704 909;109706 888;109707 905;109708 878;109709 869;109710 859;109635 822;109651 878;109660 877;109667 827;109673 827;109675 897;109683 854;109689 924;109690 868
data,1241751600,1561715.0;57431.0;1567541.0;72664.0;1463565.0;54462.0;1569237.0;83606.0;1.26053757383;1.0118985509;1.44878622987,2712.0 94.0 109696;2564.0 59.0 109697;4111.0 141.0 109698;3264.0 142.0 109699;3734.0 157.0 109700;1635.0 35.0 109701;1313.0 19.0 109702;17945.0 1178.0 109703;6967.0 372.0 109704;1780.0 64.0 109706;473.0 12.0 109707;1107.0 53.0 109708;465.0 18.0 109709;351.0 17.0 109710;25470.0 1171.0 109635;2560.0 87.0 109651;6581.0 64.0 109660;6843.0 156.0 109667;3914.0 146.0 109673;1727.0 71.0 109675;7714.0 296.0 109683;4751.0 183.0 109689;3872.0 149.0 109690,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109706.0 20000;109707.0 20000;109708.0 20000;109709.0 20000;109710.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000,109696 843;109697 888;109698 872;109699 875;109700 855;109701 840;109702 863;109703 894;109704 881;109706 901;109707 824;109708 888;109709 904;109710 848;109635 870;109651 917;109660 809;109667 848;109673 899;109675 843;109683 901;109689 844;109690 893
data,1241751900,1562584.0;57454.0;1568366.0;72701.0;1464447.0;54483.0;1570096.0;83641.0;1.2607125287;1.01183676976;1.4488256041,2722.0 94.0 109696;2596.0 61.0 109697;4126.0 141.0 109698;3290.0 142.0 109699;3767.0 159.0 109700;1650.0 35.0 109701;1328.0 19.0 109702;18180.0 1189.0 109703;6992.0 375.0 109704;1806.0 65.0 109706;489.0 12.0 109707;1213.0 60.0 109708;488.0 20.0 109709;382.0 18.0 109710;25510.0 1173.0 109635;2581.0 87.0 109651;6587.0 64.0 109660;6850.0 156.0 109667;3927.0 147.0 109673;1765.0 72.0 109675;7775.0 300.0 109683;4762.0 183.0 109689;3892.0 149.0 109690,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109706.0 20000;109707.0 20000;109708.0 20000;109709.0 20000;109710.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000,109696 910;109697 864;109698 844;109699 927;109700 794;109701 895;109702 922;109703 863;109704 801;109706 925;109707 857;109708 838;109709 825;109710 863;109635 929;109651 902;109660 844;109667 879;109673 869;109675 832;109683 890;109689 887;109690 840
data,1241752200,1563472.0;57482.0;1569280.0;72738.0;1465307.0;54518.0;1571002.0;83690.0;1.26072148275;1.0119744054;1.44895556602,2734.0 94.0 109696;2614.0 61.0 109697;4155.0 141.0 109698;3298.0 142.0 109699;3807.0 162.0 109700;1659.0 35.0 109701;1343.0 19.0 109702;18400.0 1197.0 109703;7028.0 377.0 109704;1826.0 66.0 109706;505.0 13.0 109707;1368.0 70.0 109708;527.0 22.0 109709;428.0 21.0 109710;25535.0 1173.0 109635;2603.0 87.0 109651;6603.0 64.0 109660;6864.0 157.0 109667;3939.0 148.0 109673;1823.0 74.0 109675;7855.0 302.0 109683;4775.0 183.0 109689;3903.0 150.0 109690,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109706.0 20000;109707.0 20000;109708.0 20000;109709.0 20000;109710.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000,109696 833;109697 843;109698 841;109699 869;109700 897;109701 843;109702 897;109703 889;109704 886;109706 867;109707 883;109708 895;109709 844;109710 841;109635 860;109651 857;109660 856;109667 868;109673 886;109675 879;109683 907;109689 877;109690 882
