data,1241584500,1080739.0;39786.0;1083079.0;49046.0;1016944.0;37913.0;1083858.0;56342.0;1.23008183187;1.01270197778;1.41205111273,7255.0 235.0 109601;5524.0 90.0 109613;7440.0 400.0 109616;5222.0 211.0 109624;5828.0 251.0 109625;2639.0 52.0 109627;2687.0 78.0 109628;4495.0 199.0 109629;11047.0 614.0 109631;7407.0 386.0 109632;1621.0 31.0 109633;1495.0 27.0 109634;8236.0 464.0 109635;1109.0 40.0 109636;1425.0 37.0 109637;5326.0 288.0 109638;4758.0 242.0 109641;752.0 25.0 109644;2487.0 119.0 109646;105.0 6.0 109647;1604.0 66.0 109650;591.0 28.0 109652;184.0 9.0 109653,109601.0 11277;109613.0 11277;109616.0 11277;109624.0 11277;109625.0 11277;109627.0 11277;109628.0 11277;109629.0 11277;109631.0 11277;109632.0 11277;109633.0 11277;109634.0 11277;109635.0 11277;109636.0 11277;109637.0 11277;109638.0 11277;109641.0 11277;109644.0 11277;109646.0 11277;109647.0 11277;109650.0 11277;109652.0 11277;109653.0 11277,109601 485;109613 477;109616 488;109624 518;109625 482;109627 466;109628 520;109629 512;109631 474;109632 530;109633 476;109634 484;109635 495;109636 503;109637 512;109638 497;109641 457;109644 491;109646 498;109647 481;109650 483;109652 462;109653 486
data,1241584800,1081110.0;39796.0;1083471.0;49059.0;1017337.0;37929.0;1084228.0;56350.0;1.23007576529;1.01283106916;1.41189943359,7280.0 236.0 109601;5540.0 90.0 109613;7457.0 400.0 109616;5232.0 211.0 109624;5839.0 251.0 109625;2653.0 52.0 109627;2703.0 80.0 109628;4506.0 199.0 109629;11062.0 615.0 109631;7422.0 386.0 109632;1636.0 31.0 109633;1513.0 27.0 109634;8256.0 465.0 109635;1133.0 40.0 109636;1439.0 37.0 109637;5339.0 288.0 109638;4767.0 242.0 109641;766.0 26.0 109644;2523.0 123.0 109646;137.0 9.0 109647;1615.0 66.0 109650;607.0 28.0 109652;204.0 9.0 109653,109601.0 8723;109613.0 8723;109616.0 8723;109624.0 8723;109625.0 8723;109627.0 8723;109628.0 8723;109629.0 8723;109631.0 8723;109632.0 8723;109633.0 8723;109634.0 8723;109635.0 8723;109636.0 8723;109637.0 8723;109638.0 8723;109641.0 8723;109644.0 8723;109646.0 8723;109647.0 8723;109650.0 8723;109652.0 8723;109653.0 8723,109601 380;109613 394;109616 389;109624 359;109625 382;109627 386;109628 381;109629 372;109631 374;109632 382;109633 398;109634 370;109635 362;109636 353;109637 380;109638 390;109641 393;109644 362;109646 394;109647 371;109650 363;109652 390;109653 398
data,1241585100,1081983.0;39834.0;1084357.0;49088.0;1018241.0;37958.0;1085058.0;56383.0;1.22961617869;1.0125564851;1.41143780196,7319.0 236.0 109601;5565.0 90.0 109613;7516.0 406.0 109616;5254.0 211.0 109624;5880.0 253.0 109625;2681.0 53.0 109627;2740.0 80.0 109628;4542.0 200.0 109629;11097.0 616.0 109631;7450.0 387.0 109632;1673.0 32.0 109633;1569.0 30.0 109634;8318.0 468.0 109635;1162.0 40.0 109636;1460.0 37.0 109637;5372.0 290.0 109638;4798.0 244.0 109641;821.0 28.0 109644;2592.0 125.0 109646;188.0 11.0 109647;1646.0 66.0 109650;642.0 28.0 109652;230.0 9.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 867;109613 881;109616 859;109624 887;109625 856;109627 859;109628 857;109629 940;109631 885;109632 880;109633 876;109634 848;109635 902;109636 884;109637 817;109638 851;109641 865;109644 867;109646 822;109647 918;109650 873;109652 855;109653 851
data,1241585700,1082873.0;39865.0;1085200.0;49114.0;1019147.0;37984.0;1085899.0;56416.0;1.22936622588;1.01239414243;1.41123264558,7339.0 236.0 109601;5588.0 91.0 109613;7609.0 411.0 109616;5278.0 212.0 109624;5930.0 257.0 109625;2701.0 53.0 109627;2780.0 80.0 109628;4581.0 202.0 109629;11137.0 617.0 109631;7470.0 387.0 109632;1700.0 32.0 109633;1602.0 30.0 109634;8383.0 470.0 109635;1181.0 40.0 109636;1479.0 37.0 109637;5409.0 290.0 109638;4853.0 248.0 109641;854.0 29.0 109644;2655.0 128.0 109646;238.0 13.0 109647;1675.0 66.0 109650;662.0 28.0 109652;254.0 9.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 828;109613 876;109616 845;109624 874;109625 881;109627 881;109628 906;109629 858;109631 927;109632 867;109633 845;109634 878;109635 887;109636 900;109637 914;109638 853;109641 855;109644 865;109646 833;109647 810;109650 887;109652 837;109653 893
data,1241586000,1083707.0;39900.0;1086069.0;49139.0;1020021.0;38005.0;1086788.0;56457.0;1.22887548189;1.01197691777;1.41095104485,7351.0 236.0 109601;5620.0 91.0 109613;7713.0 417.0 109616;5311.0 212.0 109624;5992.0 259.0 109625;2728.0 53.0 109627;2802.0 80.0 109628;4609.0 202.0 109629;11203.0 622.0 109631;7490.0 387.0 109632;1729.0 33.0 109633;1633.0 30.0 109634;8433.0 472.0 109635;1198.0 40.0 109636;1494.0 37.0 109637;5444.0 291.0 109638;4894.0 248.0 109641;894.0 31.0 109644;2717.0 128.0 109646;304.0 15.0 109647;1718.0 69.0 109650;676.0 28.0 109652;274.0 10.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 891;109613 887;109616 861;109624 880;109625 833;109627 887;109628 849;109629 873;109631 952;109632 830;109633 916;109634 871;109635 857;109636 829;109637 896;109638 885;109641 818;109644 849;109646 833;109647 871;109650 867;109652 901;109653 864
data,1241586600,1084588.0;39940.0;1086942.0;49166.0;1020917.0;38034.0;1087671.0;56489.0;1.22833051464;1.01166867083;1.41033755905,7372.0 238.0 109601;5649.0 92.0 109613;7809.0 420.0 109616;5322.0 212.0 109624;6066.0 261.0 109625;2750.0 53.0 109627;2836.0 84.0 109628;4641.0 204.0 109629;11261.0 623.0 109631;7508.0 387.0 109632;1750.0 33.0 109633;1664.0 31.0 109634;8492.0 474.0 109635;1218.0 40.0 109636;1506.0 37.0 109637;5483.0 292.0 109638;4932.0 249.0 109641;944.0 32.0 109644;2795.0 132.0 109646;368.0 16.0 109647;1746.0 69.0 109650;693.0 28.0 109652;295.0 11.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 858;109613 852;109616 830;109624 799;109625 889;109627 913;109628 891;109629 896;109631 855;109632 860;109633 828;109634 850;109635 908;109636 909;109637 850;109638 866;109641 899;109644 891;109646 909;109647 919;109650 881;109652 852;109653 795
data,1241587200,1085419.0;39961.0;1087777.0;49196.0;1021754.0;38057.0;1088606.0;56532.0;1.22843163745;1.01169423574;1.41053770098,7399.0 239.0 109601;5667.0 92.0 109613;7911.0 427.0 109616;5345.0 213.0 109624;6120.0 261.0 109625;2773.0 53.0 109627;2898.0 87.0 109628;4676.0 206.0 109629;11316.0 623.0 109631;7526.0 387.0 109632;1768.0 33.0 109633;1685.0 31.0 109634;8546.0 478.0 109635;1235.0 40.0 109636;1518.0 37.0 109637;5507.0 292.0 109638;4960.0 249.0 109641;977.0 33.0 109644;2901.0 140.0 109646;413.0 17.0 109647;1772.0 70.0 109650;705.0 28.0 109652;317.0 12.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 877;109613 922;109616 855;109624 908;109625 894;109627 892;109628 885;109629 872;109631 859;109632 886;109633 854;109634 888;109635 809;109636 854;109637 848;109638 825;109641 848;109644 863;109646 915;109647 829;109650 859;109652 869;109653 889
data,1241587500,1086226.0;39996.0;1088652.0;49234.0;1022584.0;38084.0;1089460.0;56561.0;1.22822994272;1.01145647157;1.40996854413,7426.0 239.0 109601;5688.0 92.0 109613;8061.0 436.0 109616;5364.0 213.0 109624;6152.0 263.0 109625;2789.0 53.0 109627;2943.0 88.0 109628;4718.0 208.0 109629;11371.0 626.0 109631;7542.0 388.0 109632;1793.0 33.0 109633;1704.0 31.0 109634;8604.0 479.0 109635;1248.0 41.0 109636;1526.0 37.0 109637;5521.0 292.0 109638;4979.0 250.0 109641;1018.0 36.0 109644;3040.0 150.0 109646;452.0 17.0 109647;1805.0 73.0 109650;718.0 28.0 109652;348.0 13.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 857;109613 850;109616 894;109624 844;109625 901;109627 860;109628 823;109629 860;109631 856;109632 892;109633 925;109634 917;109635 893;109636 828;109637 884;109638 872;109641 895;109644 887;109646 819;109647 870;109650 885;109652 829;109653 859
data,1241588100,1087086.0;40018.0;1089506.0;49259.0;1023439.0;38107.0;1090316.0;56593.0;1.22818697572;1.01146607353;1.40999916067,7445.0 240.0 109601;5706.0 92.0 109613;8231.0 446.0 109616;5379.0 214.0 109624;6193.0 263.0 109625;2801.0 53.0 109627;2975.0 88.0 109628;4759.0 211.0 109629;11414.0 626.0 109631;7554.0 388.0 109632;1807.0 33.0 109633;1721.0 31.0 109634;8665.0 481.0 109635;1259.0 41.0 109636;1536.0 37.0 109637;5539.0 292.0 109638;5008.0 250.0 109641;1073.0 38.0 109644;3188.0 156.0 109646;474.0 17.0 109647;1834.0 73.0 109650;733.0 28.0 109652;370.0 13.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 881;109613 860;109616 922;109624 864;109625 884;109627 874;109628 864;109629 838;109631 842;109632 867;109633 883;109634 877;109635 902;109636 892;109637 812;109638 861;109641 841;109644 910;109646 866;109647 843;109650 857;109652 872;109653 888
data,1241588700,1087949.0;40051.0;1090372.0;49293.0;1024305.0;38144.0;1091144.0;56628.0;1.2280208287;1.01156108666;1.4097572208,7462.0 240.0 109601;5721.0 92.0 109613;8435.0 458.0 109616;5391.0 216.0 109624;6240.0 265.0 109625;2816.0 53.0 109627;3002.0 89.0 109628;4827.0 217.0 109629;11433.0 626.0 109631;7568.0 390.0 109632;1822.0 33.0 109633;1736.0 31.0 109634;8708.0 482.0 109635;1268.0 41.0 109636;1553.0 38.0 109637;5549.0 292.0 109638;5022.0 250.0 109641;1123.0 39.0 109644;3343.0 159.0 109646;512.0 19.0 109647;1868.0 74.0 109650;746.0 28.0 109652;385.0 13.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 848;109613 928;109616 841;109624 881;109625 879;109627 871;109628 887;109629 892;109631 861;109632 817;109633 857;109634 842;109635 913;109636 871;109637 869;109638 844;109641 868;109644 906;109646 877;109647 880;109650 885;109652 854;109653 829
data,1241589300,1088807.0;40080.0;1091223.0;49322.0;1025228.0;38167.0;1092063.0;56673.0;1.2278642623;1.01132503379;1.40978115557,7480.0 240.0 109601;5739.0 92.0 109613;8669.0 469.0 109616;5422.0 216.0 109624;6286.0 267.0 109625;2835.0 54.0 109627;3033.0 91.0 109628;4932.0 222.0 109629;11452.0 626.0 109631;7584.0 390.0 109632;1835.0 33.0 109633;1749.0 31.0 109634;8741.0 483.0 109635;1275.0 41.0 109636;1560.0 39.0 109637;5558.0 292.0 109638;5039.0 250.0 109641;1157.0 39.0 109644;3451.0 163.0 109646;533.0 20.0 109647;1894.0 75.0 109650;755.0 28.0 109652;402.0 13.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 929;109613 851;109616 882;109624 878;109625 863;109627 865;109628 891;109629 889;109631 863;109632 814;109633 851;109634 852;109635 901;109636 861;109637 824;109638 906;109641 917;109644 857;109646 889;109647 848;109650 893;109652 804;109653 872
