data,1241334900,398625.0;14572.0;399804.0;17213.0;371703.0;13401.0;398585.0;19466.0;1.17775458482;0.986248851758;1.33598363372,1340.0 45.0 109568;5813.0 77.0 109536;8134.0 493.0 109571;6879.0 270.0 109476;3812.0 131.0 109541;13743.0 494.0 109542;484.0 13.0 109569;5577.0 210.0 109551;5023.0 151.0 109553;16913.0 691.0 109524;4794.0 156.0 109557;3105.0 96.0 109560;4749.0 166.0 109561;2697.0 74.0 109562;2444.0 65.0 109563;1833.0 48.0 109564;2042.0 60.0 109565;1012.0 18.0 109566;1586.0 49.0 109567,109536.0 5597;109568.0 5597;109571.0 5597;109476.0 5597;109541.0 5597;109542.0 5597;109569.0 5597;109551.0 5597;109553.0 5597;109524.0 5597;109557.0 5597;109560.0 5597;109561.0 5597;109562.0 5597;109563.0 5597;109564.0 5597;109565.0 5597;109566.0 5597;109567.0 5597,109568 296;109536 299;109571 303;109476 271;109541 278;109542 304;109569 294;109551 300;109553 304;109524 308;109557 280;109560 340;109561 298;109562 327;109563 286;109564 259;109565 276;109566 289;109567 285
data,1241335500,399383.0;14588.0;400567.0;17229.0;372498.0;13429.0;399339.0;19495.0;1.17754828264;0.986991809665;1.33651960513,1381.0 46.0 109568;5860.0 78.0 109536;8168.0 495.0 109571;6930.0 272.0 109476;3854.0 132.0 109541;13785.0 495.0 109542;511.0 13.0 109569;5619.0 210.0 109551;5066.0 151.0 109553;16957.0 692.0 109524;4836.0 156.0 109557;3148.0 96.0 109560;4783.0 166.0 109561;2730.0 75.0 109562;2478.0 66.0 109563;1871.0 48.0 109564;2078.0 61.0 109565;1047.0 18.0 109566;1641.0 53.0 109567,109536.0 14403;109568.0 14403;109571.0 14403;109476.0 14403;109541.0 14403;109542.0 14403;109569.0 14403;109551.0 14403;109553.0 14403;109524.0 14403;109557.0 14403;109560.0 14403;109561.0 14403;109562.0 14403;109563.0 14403;109564.0 14403;109565.0 14403;109566.0 14403;109567.0 14403,109568 767;109536 789;109571 791;109476 747;109541 779;109542 715;109569 753;109551 773;109553 804;109524 720;109557 790;109560 735;109561 743;109562 718;109563 726;109564 759;109565 786;109566 770;109567 738
data,1241336400,400479.0;14610.0;401604.0;17259.0;373587.0;13459.0;400389.0;19547.0;1.17800499208;0.987530618107;1.33821997276,5903.0 78.0 109536;1429.0 49.0 109568;8245.0 501.0 109571;6977.0 272.0 109476;3921.0 136.0 109541;13847.0 497.0 109542;559.0 13.0 109569;5653.0 211.0 109551;5105.0 152.0 109553;17009.0 694.0 109524;4888.0 158.0 109557;3195.0 97.0 109560;4829.0 166.0 109561;2787.0 75.0 109562;2532.0 67.0 109563;1916.0 49.0 109564;2156.0 63.0 109565;1115.0 22.0 109566;1714.0 53.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1073;109568 1034;109571 1066;109476 997;109541 1003;109542 1087;109569 1085;109551 1039;109553 1141;109524 1010;109557 1060;109560 1078;109561 1057;109562 1046;109563 1072;109564 1037;109565 1057;109566 1030;109567 1028
data,1241337300,401562.0;14639.0;402653.0;17287.0;374645.0;13477.0;401494.0;19590.0;1.17768702584;0.986766700384;1.33843281014,5946.0 78.0 109536;1512.0 53.0 109568;8404.0 507.0 109571;7016.0 272.0 109476;4001.0 137.0 109541;13900.0 499.0 109542;586.0 13.0 109569;5702.0 213.0 109551;5142.0 153.0 109553;17077.0 698.0 109524;4937.0 158.0 109557;3244.0 98.0 109560;4855.0 167.0 109561;2830.0 76.0 109562;2572.0 68.0 109563;1969.0 51.0 109564;2200.0 63.0 109565;1174.0 24.0 109566;1762.0 53.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1056;109568 1083;109571 1111;109476 987;109541 1050;109542 1047;109569 1069;109551 1059;109553 1021;109524 1023;109557 1069;109560 1052;109561 1076;109562 1019;109563 1076;109564 1056;109565 1060;109566 1010;109567 1076
data,1241338200,402608.0;14669.0;403711.0;17328.0;375711.0;13498.0;402548.0;19632.0;1.17803921619;0.986046520786;1.3385320172,1591.0 55.0 109568;633.0 15.0 109569;8550.0 514.0 109571;5977.0 79.0 109536;4059.0 139.0 109541;14011.0 509.0 109542;5748.0 215.0 109551;5175.0 154.0 109553;7070.0 276.0 109476;17166.0 701.0 109524;4964.0 159.0 109557;3282.0 99.0 109560;4890.0 168.0 109561;2862.0 76.0 109562;2634.0 70.0 109563;2011.0 51.0 109564;2234.0 63.0 109565;1238.0 26.0 109566;1792.0 53.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109568 1057;109569 1024;109571 1088;109536 994;109541 1090;109542 1093;109551 1033;109553 1054;109476 1113;109524 1028;109557 1058;109560 1072;109561 1088;109562 1039;109563 1029;109564 1080;109565 1043;109566 1002;109567 1015
data,1241339100,403679.0;14690.0;404776.0;17348.0;376823.0;13521.0;403635.0;19683.0;1.17773890234;0.986020107773;1.34003714306,6007.0 80.0 109536;665.0 16.0 109569;8721.0 521.0 109571;7119.0 276.0 109476;4121.0 141.0 109541;14153.0 511.0 109542;1658.0 55.0 109568;5803.0 217.0 109551;5210.0 154.0 109553;17246.0 702.0 109524;4994.0 159.0 109557;3319.0 100.0 109560;4921.0 169.0 109561;2893.0 76.0 109562;2710.0 72.0 109563;2046.0 51.0 109564;2261.0 63.0 109565;1286.0 26.0 109566;1819.0 53.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1076;109569 1071;109571 1085;109476 1075;109541 1068;109542 1090;109568 1034;109551 1033;109553 1053;109524 1079;109557 1051;109560 1069;109561 1092;109562 1009;109563 1065;109564 1012;109565 1003;109566 988;109567 1047
data,1241340300,404714.0;14710.0;405835.0;17371.0;377873.0;13540.0;404700.0;19729.0;1.17763546663;0.98584436403;1.3412428617,6031.0 80.0 109536;706.0 17.0 109569;8948.0 532.0 109571;7171.0 277.0 109476;4173.0 141.0 109541;1730.0 56.0 109568;14294.0 515.0 109542;5860.0 218.0 109551;5237.0 155.0 109553;17304.0 704.0 109524;5018.0 159.0 109557;3354.0 100.0 109560;4948.0 169.0 109561;2918.0 76.0 109562;2775.0 72.0 109563;2068.0 51.0 109564;2280.0 63.0 109565;1338.0 26.0 109566;1858.0 54.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1022;109569 1059;109571 1045;109476 995;109541 1056;109568 1100;109542 1025;109551 1067;109553 1031;109524 1027;109557 1070;109560 1074;109561 1113;109562 1008;109563 1034;109564 1090;109565 1022;109566 1078;109567 1084
data,1241341200,405785.0;14737.0;406893.0;17395.0;378895.0;13560.0;405743.0;19780.0;1.1771481385;0.985434404853;1.34233884121,1761.0 56.0 109568;745.0 17.0 109569;9260.0 545.0 109571;7211.0 277.0 109476;4213.0 141.0 109541;14427.0 518.0 109542;5909.0 218.0 109551;5281.0 156.0 109553;17397.0 706.0 109524;5035.0 159.0 109557;6064.0 81.0 109536;3377.0 100.0 109560;4975.0 169.0 109561;2932.0 76.0 109562;2818.0 73.0 109563;2096.0 51.0 109564;2299.0 63.0 109565;1381.0 28.0 109566;1888.0 55.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109568 1059;109569 1072;109571 1046;109476 976;109541 1057;109542 1106;109551 1070;109553 1106;109524 1063;109557 1017;109536 1076;109560 1079;109561 994;109562 1063;109563 1016;109564 1066;109565 1041;109566 1041;109567 1052
data,1241342400,406784.0;14760.0;407944.0;17431.0;379932.0;13584.0;406772.0;19835.0;1.17760396148;0.985369927986;1.34387433222,1799.0 56.0 109568;774.0 17.0 109569;9633.0 567.0 109571;7245.0 278.0 109476;4246.0 141.0 109541;14547.0 524.0 109542;3416.0 102.0 109560;5965.0 221.0 109551;5317.0 157.0 109553;17458.0 707.0 109524;5058.0 159.0 109557;6091.0 81.0 109536;5004.0 169.0 109561;2940.0 76.0 109562;2859.0 73.0 109563;2119.0 51.0 109564;2323.0 63.0 109565;1416.0 28.0 109566;1910.0 55.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109568 1069;109569 1049;109571 1070;109476 1000;109541 1066;109542 1066;109560 1065;109551 1045;109553 1024;109524 1048;109557 1055;109536 1083;109561 1089;109562 1021;109563 1082;109564 1021;109565 1065;109566 1060;109567 1022
data,1241343600,407838.0;14778.0;408981.0;17467.0;380968.0;13610.0;407799.0;19885.0;1.17865638698;0.985919947258;1.34570995459,6112.0 82.0 109536;1821.0 57.0 109568;10148.0 596.0 109571;7275.0 278.0 109476;4273.0 141.0 109541;14647.0 525.0 109542;795.0 17.0 109569;6011.0 222.0 109551;5353.0 158.0 109553;17508.0 707.0 109524;5071.0 160.0 109557;3435.0 102.0 109560;5011.0 169.0 109561;2951.0 76.0 109562;2881.0 73.0 109563;2139.0 51.0 109564;2347.0 64.0 109565;1439.0 28.0 109566;1940.0 55.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1072;109568 1055;109571 1035;109476 1073;109541 1050;109542 1059;109569 1043;109551 1019;109553 1075;109524 1084;109557 1016;109560 1012;109561 1041;109562 1092;109563 1026;109564 1094;109565 1083;109566 1024;109567 1047
data,1241344500,408832.0;14798.0;410075.0;17509.0;381976.0;13625.0;408833.0;19926.0;1.17961397114;0.985467469911;1.34653002171,6138.0 82.0 109536;819.0 19.0 109569;10710.0 627.0 109571;7295.0 278.0 109476;4290.0 142.0 109541;14747.0 527.0 109542;1844.0 57.0 109568;6071.0 225.0 109551;5380.0 158.0 109553;17550.0 709.0 109524;5086.0 160.0 109557;3462.0 102.0 109560;5032.0 169.0 109561;2965.0 76.0 109562;2909.0 74.0 109563;2155.0 51.0 109564;2371.0 64.0 109565;1460.0 28.0 109566;1967.0 55.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1057;109569 1111;109571 1033;109476 998;109541 1099;109542 1036;109568 1031;109551 1044;109553 1043;109524 1076;109557 1031;109560 1061;109561 1056;109562 1052;109563 1012;109564 1052;109565 1037;109566 1066;109567 1105
