data,1241842800,1793837.0;65028.0;1804298.0;82928.0;1685862.0;61695.0;1802391.0;94008.0;1.26787227278;1.00950977262;1.43879322346,7575.0 150.0 109697;7555.0 363.0 109711;238.0 7.0 109714;4859.0 149.0 109720;24072.0 1362.0 109721;4414.0 156.0 109722;2602.0 42.0 109723;2941.0 93.0 109725;2446.0 64.0 109726;2481.0 63.0 109728;4241.0 190.0 109732;2708.0 128.0 109734;1551.0 41.0 109735;2044.0 99.0 109737;8152.0 514.0 109742;2112.0 106.0 109743;843.0 13.0 109744;729.0 17.0 109745;2642.0 134.0 109746;655.0 15.0 109747;3580.0 202.0 109748;319.0 13.0 109749;12242.0 271.0 109667,109697.0 16553;109711.0 16553;109714.0 16553;109720.0 16553;109721.0 16553;109722.0 16553;109723.0 16553;109725.0 16553;109726.0 16553;109728.0 16553;109732.0 16553;109734.0 16553;109735.0 16553;109737.0 16553;109742.0 16553;109743.0 16553;109744.0 16553;109745.0 16553;109746.0 16553;109747.0 16553;109748.0 16553;109749.0 16553;109667.0 16553,109697 746;109711 695;109714 741;109720 752;109721 714;109722 766;109723 742;109725 760;109726 696;109728 682;109732 722;109734 752;109735 728;109737 692;109742 726;109743 731;109744 709;109745 685;109746 709;109747 684;109748 763;109749 692;109667 666
data,1241843100,1793988.0;65032.0;1804479.0;82935.0;1686026.0;61701.0;1802549.0;94013.0;1.267880843;1.00953262464;1.43877623363,7593.0 150.0 109697;7559.0 363.0 109711;242.0 7.0 109714;4867.0 149.0 109720;24077.0 1362.0 109721;4420.0 156.0 109722;2610.0 42.0 109723;2951.0 94.0 109725;2454.0 64.0 109726;2494.0 64.0 109728;4251.0 191.0 109732;2717.0 128.0 109734;1557.0 41.0 109735;2050.0 99.0 109737;8157.0 514.0 109742;2126.0 107.0 109743;854.0 14.0 109744;733.0 17.0 109745;2647.0 135.0 109746;663.0 16.0 109747;3587.0 202.0 109748;328.0 13.0 109749;12245.0 271.0 109667,109697.0 3447;109711.0 3447;109714.0 3447;109720.0 3447;109721.0 3447;109722.0 3447;109723.0 3447;109725.0 3447;109726.0 3447;109728.0 3447;109732.0 3447;109734.0 3447;109735.0 3447;109737.0 3447;109742.0 3447;109743.0 3447;109744.0 3447;109745.0 3447;109746.0 3447;109747.0 3447;109748.0 3447;109749.0 3447;109667.0 3447,109697 166;109711 135;109714 125;109720 169;109721 141;109722 152;109723 158;109725 140;109726 160;109728 166;109732 135;109734 143;109735 144;109737 157;109742 130;109743 155;109744 164;109745 177;109746 133;109747 151;109748 143;109749 154;109667 149
data,1241843400,1794871.0;65067.0;1805349.0;82960.0;1686907.0;61730.0;1803407.0;94051.0;1.26759357963;1.00943322161;1.43860684928,7621.0 150.0 109697;7603.0 365.0 109711;274.0 7.0 109714;4897.0 149.0 109720;24124.0 1366.0 109721;4439.0 156.0 109722;2653.0 43.0 109723;2990.0 94.0 109725;2498.0 65.0 109726;2535.0 66.0 109728;4318.0 195.0 109732;2748.0 130.0 109734;1584.0 41.0 109735;2092.0 102.0 109737;8202.0 516.0 109742;2159.0 107.0 109743;886.0 14.0 109744;761.0 17.0 109745;2693.0 135.0 109746;699.0 17.0 109747;3628.0 203.0 109748;361.0 15.0 109749;12287.0 271.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 845;109711 900;109714 881;109720 880;109721 872;109722 835;109723 927;109725 896;109726 869;109728 836;109732 896;109734 854;109735 835;109737 883;109742 892;109743 909;109744 819;109745 835;109746 873;109747 841;109748 844;109749 906;109667 872
data,1241844000,1795762.0;65102.0;1806253.0;82994.0;1687761.0;61760.0;1804305.0;94085.0;1.26742585273;1.00937091557;1.43835101161,7652.0 150.0 109697;7643.0 367.0 109711;316.0 9.0 109714;4928.0 149.0 109720;24189.0 1371.0 109721;4469.0 158.0 109722;2679.0 43.0 109723;3020.0 95.0 109725;2528.0 65.0 109726;2570.0 66.0 109728;4380.0 196.0 109732;2808.0 132.0 109734;1614.0 41.0 109735;2133.0 103.0 109737;8262.0 521.0 109742;2206.0 110.0 109743;914.0 14.0 109744;794.0 18.0 109745;2721.0 135.0 109746;745.0 18.0 109747;3679.0 209.0 109748;391.0 15.0 109749;12315.0 273.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 874;109711 855;109714 874;109720 864;109721 833;109722 872;109723 844;109725 900;109726 831;109728 845;109732 830;109734 877;109735 887;109737 920;109742 922;109743 922;109744 851;109745 825;109746 868;109747 930;109748 824;109749 897;109667 855
data,1241844300,1796647.0;65129.0;1807076.0;83028.0;1688657.0;61785.0;1805177.0;94134.0;1.26746654592;1.00932249583;1.43851723134,7671.0 150.0 109697;7689.0 370.0 109711;350.0 10.0 109714;4951.0 150.0 109720;24270.0 1375.0 109721;4508.0 160.0 109722;2703.0 43.0 109723;3041.0 95.0 109725;2545.0 66.0 109726;2595.0 66.0 109728;4427.0 198.0 109732;2840.0 133.0 109734;1633.0 42.0 109735;2162.0 103.0 109737;8357.0 529.0 109742;2265.0 113.0 109743;928.0 15.0 109744;821.0 18.0 109745;2745.0 135.0 109746;784.0 22.0 109747;3735.0 211.0 109748;414.0 15.0 109749;12345.0 273.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 879;109711 903;109714 848;109720 889;109721 875;109722 878;109723 854;109725 879;109726 812;109728 891;109732 871;109734 902;109735 802;109737 886;109742 924;109743 887;109744 844;109745 900;109746 818;109747 865;109748 821;109749 919;109667 853
data,1241844900,1797538.0;65164.0;1807988.0;83066.0;1689496.0;61817.0;1806047.0;94181.0;1.26735446504;1.00930192608;1.43848253866,7688.0 151.0 109697;7753.0 372.0 109711;380.0 12.0 109714;4969.0 150.0 109720;24371.0 1380.0 109721;4540.0 161.0 109722;2723.0 44.0 109723;3063.0 95.0 109725;2565.0 66.0 109726;2616.0 66.0 109728;4474.0 201.0 109732;2881.0 135.0 109734;1652.0 42.0 109735;2233.0 111.0 109737;8461.0 534.0 109742;2312.0 115.0 109743;950.0 15.0 109744;841.0 20.0 109745;2767.0 135.0 109746;849.0 23.0 109747;3798.0 214.0 109748;434.0 15.0 109749;12371.0 273.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 864;109711 918;109714 833;109720 863;109721 860;109722 807;109723 858;109725 918;109726 828;109728 874;109732 821;109734 891;109735 881;109737 878;109742 878;109743 889;109744 892;109745 911;109746 913;109747 885;109748 863;109749 836;109667 839
data,1241845500,1798432.0;65194.0;1808807.0;83104.0;1690324.0;61845.0;1806931.0;94212.0;1.26740697024;1.00930175722;1.4383051913,7704.0 151.0 109697;7794.0 372.0 109711;403.0 13.0 109714;4981.0 150.0 109720;24448.0 1382.0 109721;4576.0 163.0 109722;2741.0 44.0 109723;3074.0 95.0 109725;2578.0 66.0 109726;2632.0 66.0 109728;4551.0 207.0 109732;2910.0 135.0 109734;1665.0 42.0 109735;2311.0 116.0 109737;8570.0 542.0 109742;2373.0 120.0 109743;966.0 15.0 109744;861.0 20.0 109745;2796.0 139.0 109746;879.0 23.0 109747;3860.0 218.0 109748;455.0 16.0 109749;12382.0 273.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 864;109711 853;109714 896;109720 881;109721 879;109722 884;109723 843;109725 825;109726 854;109728 898;109732 869;109734 867;109735 832;109737 887;109742 881;109743 829;109744 867;109745 867;109746 901;109747 889;109748 823;109749 935;109667 876
data,1241846100,1799258.0;65225.0;1809648.0;83140.0;1691202.0;61879.0;1807783.0;94253.0;1.26734620174;1.0093159995;1.43822965369,7721.0 152.0 109697;7819.0 372.0 109711;430.0 13.0 109714;4992.0 150.0 109720;24541.0 1391.0 109721;4619.0 165.0 109722;2752.0 44.0 109723;3084.0 95.0 109725;2587.0 66.0 109726;2643.0 67.0 109728;4651.0 214.0 109732;2933.0 135.0 109734;1679.0 42.0 109735;2390.0 119.0 109737;8683.0 548.0 109742;2433.0 121.0 109743;981.0 15.0 109744;878.0 20.0 109745;2820.0 140.0 109746;919.0 25.0 109747;3933.0 221.0 109748;467.0 16.0 109749;12396.0 273.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 837;109711 888;109714 895;109720 860;109721 941;109722 854;109723 852;109725 885;109726 841;109728 874;109732 932;109734 849;109735 862;109737 896;109742 838;109743 893;109744 889;109745 851;109746 835;109747 875;109748 855;109749 865;109667 833
data,1241846700,1800149.0;65255.0;1810534.0;83174.0;1692038.0;61898.0;1808687.0;94295.0;1.26728870097;1.00916263938;1.43820206273,7738.0 153.0 109697;7841.0 373.0 109711;450.0 14.0 109714;5007.0 150.0 109720;24646.0 1394.0 109721;4638.0 165.0 109722;2763.0 44.0 109723;3099.0 96.0 109725;2602.0 67.0 109726;2660.0 67.0 109728;4774.0 220.0 109732;2948.0 136.0 109734;1696.0 42.0 109735;2477.0 123.0 109737;8821.0 554.0 109742;2486.0 123.0 109743;999.0 16.0 109744;896.0 21.0 109745;2851.0 141.0 109746;956.0 25.0 109747;3999.0 223.0 109748;480.0 18.0 109749;12410.0 273.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 905;109711 877;109714 852;109720 919;109721 874;109722 860;109723 897;109725 876;109726 909;109728 894;109732 864;109734 855;109735 862;109737 870;109742 861;109743 834;109744 873;109745 850;109746 832;109747 841;109748 858;109749 896;109667 841
data,1241847300,1801016.0;65276.0;1811417.0;83206.0;1692913.0;61924.0;1809556.0;94328.0;1.2673607196;1.00922592766;1.43824421542,7752.0 153.0 109697;7862.0 373.0 109711;465.0 14.0 109714;5017.0 150.0 109720;24732.0 1397.0 109721;4664.0 167.0 109722;2772.0 44.0 109723;3113.0 96.0 109725;2619.0 67.0 109726;2677.0 68.0 109728;4923.0 225.0 109732;2971.0 137.0 109734;1713.0 42.0 109735;2559.0 126.0 109737;8940.0 558.0 109742;2569.0 129.0 109743;1007.0 16.0 109744;918.0 21.0 109745;2888.0 143.0 109746;972.0 25.0 109747;4073.0 227.0 109748;496.0 19.0 109749;12418.0 273.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 836;109711 845;109714 869;109720 835;109721 856;109722 853;109723 875;109725 826;109726 830;109728 910;109732 923;109734 842;109735 874;109737 901;109742 865;109743 912;109744 837;109745 876;109746 878;109747 881;109748 965;109749 878;109667 833
data,1241847900,1801910.0;65309.0;1812301.0;83241.0;1693778.0;61940.0;1810439.0;94371.0;1.267263774;1.00896191856;1.4381848915,7764.0 154.0 109697;7885.0 375.0 109711;488.0 14.0 109714;5027.0 150.0 109720;24819.0 1400.0 109721;4701.0 167.0 109722;2784.0 46.0 109723;3129.0 96.0 109725;2631.0 69.0 109726;2695.0 69.0 109728;5067.0 231.0 109732;2990.0 138.0 109734;1723.0 42.0 109735;2629.0 129.0 109737;9043.0 561.0 109742;2658.0 132.0 109743;1018.0 17.0 109744;933.0 21.0 109745;2918.0 144.0 109746;992.0 25.0 109747;4162.0 232.0 109748;517.0 19.0 109749;12431.0 274.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 859;109711 858;109714 916;109720 835;109721 906;109722 836;109723 864;109725 844;109726 813;109728 886;109732 887;109734 860;109735 932;109737 847;109742 887;109743 856;109744 812;109745 856;109746 918;109747 894;109748 896;109749 875;109667 863
