data,1241736600,1514895.0;55892.0;1524694.0;71793.0;1420179.0;52939.0;1522938.0;81764.0;1.27623982321;1.0103353038;1.45516683516,2040.0 78.0 109696;1270.0 37.0 109697;1453.0 58.0 109698;1720.0 91.0 109699;1128.0 56.0 109700;1355.0 47.0 109701;454.0 11.0 109702;8938.0 666.0 109703;862.0 54.0 109704;556.0 21.0 109705;103.0 3.0 109706;27135.0 1251.0 109635;1693.0 61.0 109651;6041.0 81.0 109660;5997.0 140.0 109667;3385.0 154.0 109673;68.0 4.0 109675;4230.0 142.0 109683;3515.0 148.0 109689;4419.0 190.0 109690;18261.0 1503.0 109692;1692.0 37.0 109693,109696.0 1157;109697.0 1157;109698.0 1157;109699.0 1157;109700.0 1157;109701.0 1157;109702.0 1157;109703.0 1157;109704.0 1157;109705.0 1157;109706.0 1157;109635.0 1157;109651.0 1157;109660.0 1157;109667.0 1157;109673.0 1157;109675.0 1157;109683.0 1157;109689.0 1157;109690.0 1157;109692.0 1157;109693.0 1157,109696 51;109697 52;109698 57;109699 56;109700 50;109701 51;109702 62;109703 45;109704 65;109705 64;109706 48;109635 47;109651 51;109660 48;109667 46;109673 52;109675 52;109683 40;109689 51;109690 67;109692 43;109693 59
data,1241736900,1515776.0;55921.0;1525551.0;71824.0;1421029.0;52971.0;1523787.0;81798.0;1.2761536134;1.01040463114;1.45505201381,2080.0 80.0 109696;1309.0 38.0 109697;1491.0 60.0 109698;1772.0 94.0 109699;1159.0 56.0 109700;1395.0 48.0 109701;491.0 11.0 109702;8970.0 666.0 109703;919.0 60.0 109704;590.0 22.0 109705;163.0 6.0 109706;27161.0 1251.0 109635;1730.0 62.0 109651;6070.0 81.0 109660;6029.0 141.0 109667;3419.0 154.0 109673;109.0 5.0 109675;4252.0 142.0 109683;3554.0 150.0 109689;4458.0 192.0 109690;18311.0 1506.0 109692;1740.0 39.0 109693,109696.0 18843;109697.0 18843;109698.0 18843;109699.0 18843;109700.0 18843;109701.0 18843;109702.0 18843;109703.0 18843;109704.0 18843;109705.0 18843;109706.0 18843;109635.0 18843;109651.0 18843;109660.0 18843;109667.0 18843;109673.0 18843;109675.0 18843;109683.0 18843;109689.0 18843;109690.0 18843;109692.0 18843;109693.0 18843,109696 880;109697 836;109698 875;109699 925;109700 834;109701 861;109702 844;109703 841;109704 870;109705 881;109706 893;109635 854;109651 868;109660 816;109667 841;109673 872;109675 797;109683 836;109689 831;109690 865;109692 867;109693 856
data,1241737200,1516692.0;55951.0;1526510.0;71857.0;1421969.0;53004.0;1524623.0;81843.0;1.27602437655;1.01043425237;1.45515285667,2128.0 80.0 109696;1351.0 39.0 109697;1544.0 62.0 109698;1819.0 94.0 109699;1176.0 56.0 109700;1425.0 48.0 109701;517.0 11.0 109702;8999.0 667.0 109703;1016.0 67.0 109704;644.0 25.0 109705;218.0 10.0 109706;27183.0 1251.0 109635;1772.0 65.0 109651;6089.0 81.0 109660;6082.0 144.0 109667;3447.0 155.0 109673;174.0 7.0 109675;4277.0 143.0 109683;3600.0 151.0 109689;4502.0 193.0 109690;18368.0 1508.0 109692;1800.0 40.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 968;109697 910;109698 932;109699 879;109700 891;109701 932;109702 878;109703 967;109704 920;109705 883;109706 914;109635 936;109651 929;109660 881;109667 862;109673 911;109675 937;109683 925;109689 921;109690 870;109692 875;109693 879
data,1241737500,1517538.0;55982.0;1527406.0;71888.0;1422857.0;53033.0;1525566.0;81892.0;1.27583077538;1.01035990958;1.4551294876,2158.0 81.0 109696;1379.0 39.0 109697;1591.0 64.0 109698;1848.0 95.0 109699;1196.0 56.0 109700;1453.0 50.0 109701;537.0 11.0 109702;9020.0 667.0 109703;1147.0 74.0 109704;700.0 29.0 109705;295.0 13.0 109706;27197.0 1251.0 109635;1817.0 66.0 109651;6111.0 82.0 109660;6126.0 144.0 109667;3479.0 157.0 109673;228.0 9.0 109675;4300.0 143.0 109683;3643.0 152.0 109689;4544.0 194.0 109690;18419.0 1511.0 109692;1839.0 40.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 903;109697 909;109698 951;109699 899;109700 867;109701 917;109702 880;109703 903;109704 962;109705 944;109706 883;109635 859;109651 873;109660 937;109667 930;109673 863;109675 920;109683 937;109689 899;109690 903;109692 936;109693 925
data,1241737800,1518447.0;56016.0;1528311.0;71926.0;1423721.0;53062.0;1526473.0;81943.0;1.2757386529;1.0102904989;1.45515842216,2178.0 82.0 109696;1401.0 40.0 109697;1628.0 64.0 109698;1903.0 98.0 109699;1212.0 57.0 109700;1486.0 51.0 109701;556.0 11.0 109702;9039.0 668.0 109703;1303.0 82.0 109704;764.0 30.0 109705;364.0 15.0 109706;27219.0 1252.0 109635;1860.0 67.0 109651;6140.0 83.0 109660;6156.0 146.0 109667;3514.0 158.0 109673;277.0 14.0 109675;4329.0 145.0 109683;3669.0 153.0 109689;4574.0 195.0 109690;18483.0 1512.0 109692;1877.0 43.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 932;109697 887;109698 921;109699 903;109700 831;109701 928;109702 939;109703 900;109704 932;109705 917;109706 934;109635 942;109651 880;109660 856;109667 904;109673 877;109675 914;109683 930;109689 923;109690 932;109692 922;109693 896
data,1241738100,1519328.0;56065.0;1529198.0;71961.0;1424644.0;53097.0;1527376.0;81990.0;1.27524369101;1.01000458602;1.45470402132,2202.0 82.0 109696;1428.0 41.0 109697;1651.0 64.0 109698;1948.0 98.0 109699;1221.0 57.0 109700;1510.0 51.0 109701;581.0 12.0 109702;9066.0 669.0 109703;1480.0 93.0 109704;799.0 31.0 109705;422.0 18.0 109706;27240.0 1252.0 109635;1890.0 68.0 109651;6167.0 84.0 109660;6194.0 148.0 109667;3536.0 158.0 109673;370.0 22.0 109675;4349.0 145.0 109683;3706.0 154.0 109689;4612.0 197.0 109690;18523.0 1512.0 109692;1924.0 45.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 918;109697 940;109698 902;109699 939;109700 911;109701 948;109702 913;109703 833;109704 957;109705 898;109706 916;109635 943;109651 838;109660 925;109667 919;109673 922;109675 919;109683 882;109689 901;109690 917;109692 900;109693 859
data,1241738400,1520279.0;56112.0;1530144.0;71989.0;1425505.0;53129.0;1528283.0;82036.0;1.27468062647;1.00978855643;1.45434767905,2223.0 83.0 109696;1451.0 41.0 109697;1666.0 64.0 109698;1973.0 98.0 109699;1237.0 57.0 109700;1541.0 51.0 109701;596.0 12.0 109702;9091.0 670.0 109703;1718.0 105.0 109704;837.0 33.0 109705;484.0 18.0 109706;27260.0 1253.0 109635;1934.0 70.0 109651;6183.0 84.0 109660;6237.0 150.0 109667;3557.0 158.0 109673;483.0 23.0 109675;4381.0 146.0 109683;3735.0 155.0 109689;4660.0 199.0 109690;18557.0 1514.0 109692;1961.0 45.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 897;109697 919;109698 927;109699 884;109700 888;109701 929;109702 976;109703 861;109704 891;109705 907;109706 910;109635 898;109651 883;109660 932;109667 875;109673 905;109675 903;109683 889;109689 923;109690 955;109692 915;109693 933
data,1241738700,1521206.0;56138.0;1531020.0;72023.0;1426491.0;53157.0;1529173.0;82083.0;1.27473948054;1.00977013171;1.45454677945,2241.0 83.0 109696;1474.0 42.0 109697;1677.0 64.0 109698;2006.0 100.0 109699;1252.0 58.0 109700;1557.0 51.0 109701;607.0 12.0 109702;9108.0 670.0 109703;1980.0 121.0 109704;873.0 34.0 109705;553.0 22.0 109706;27281.0 1255.0 109635;1966.0 70.0 109651;6206.0 84.0 109660;6278.0 151.0 109667;3572.0 159.0 109673;558.0 25.0 109675;4406.0 146.0 109683;3771.0 157.0 109689;4702.0 200.0 109690;18583.0 1514.0 109692;1990.0 45.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 912;109697 923;109698 1008;109699 872;109700 907;109701 863;109702 904;109703 906;109704 963;109705 892;109706 926;109635 921;109651 910;109660 880;109667 844;109673 926;109675 909;109683 909;109689 906;109690 945;109692 899;109693 875
data,1241739000,1522144.0;56174.0;1531964.0;72059.0;1427446.0;53196.0;1530058.0;82138.0;1.27455934418;1.00981002894;1.45464366564,2262.0 83.0 109696;1499.0 42.0 109697;1690.0 64.0 109698;2061.0 105.0 109699;1276.0 59.0 109700;1575.0 51.0 109701;627.0 12.0 109702;9130.0 670.0 109703;2279.0 131.0 109704;905.0 34.0 109705;604.0 24.0 109706;27305.0 1256.0 109635;1995.0 71.0 109651;6222.0 85.0 109660;6310.0 151.0 109667;3590.0 161.0 109673;632.0 28.0 109675;4424.0 146.0 109683;3813.0 159.0 109689;4744.0 203.0 109690;18621.0 1518.0 109692;2021.0 46.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 908;109697 948;109698 909;109699 925;109700 870;109701 922;109702 907;109703 923;109704 905;109705 892;109706 953;109635 925;109651 932;109660 938;109667 882;109673 963;109675 851;109683 883;109689 849;109690 898;109692 900;109693 917
data,1241739300,1523124.0;56207.0;1532872.0;72109.0;1428361.0;53220.0;1530965.0;82195.0;1.27476002816;1.00967532321;1.45487269503,2274.0 83.0 109696;1511.0 42.0 109697;1706.0 64.0 109698;2154.0 112.0 109699;1288.0 60.0 109700;1586.0 51.0 109701;637.0 12.0 109702;9144.0 672.0 109703;2533.0 151.0 109704;937.0 35.0 109705;656.0 26.0 109706;27343.0 1258.0 109635;2015.0 71.0 109651;6243.0 85.0 109660;6333.0 151.0 109667;3620.0 161.0 109673;710.0 34.0 109675;4441.0 147.0 109683;3844.0 159.0 109689;4795.0 206.0 109690;18683.0 1523.0 109692;2040.0 46.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 871;109697 955;109698 868;109699 901;109700 947;109701 876;109702 909;109703 961;109704 910;109705 956;109706 938;109635 930;109651 921;109660 848;109667 873;109673 900;109675 916;109683 889;109689 923;109690 952;109692 905;109693 851
data,1241739600,1524030.0;56222.0;1533794.0;72143.0;1429237.0;53240.0;1531817.0;82241.0;1.27501234213;1.00976664623;1.45535426402,2284.0 83.0 109696;1525.0 42.0 109697;1717.0 65.0 109698;2226.0 114.0 109699;1298.0 60.0 109700;1605.0 51.0 109701;652.0 12.0 109702;9166.0 673.0 109703;2846.0 164.0 109704;960.0 36.0 109705;692.0 28.0 109706;27391.0 1261.0 109635;2029.0 71.0 109651;6258.0 87.0 109660;6346.0 151.0 109667;3637.0 161.0 109673;784.0 35.0 109675;4454.0 148.0 109683;3871.0 160.0 109689;4849.0 207.0 109690;18761.0 1528.0 109692;2064.0 46.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 919;109697 934;109698 912;109699 887;109700 931;109701 925;109702 884;109703 852;109704 930;109705 928;109706 911;109635 882;109651 965;109660 887;109667 933;109673 894;109675 888;109683 918;109689 939;109690 894;109692 866;109693 921
