data,1241298600,324443.0;12084.0;326677.0;14942.0;303100.0;11201.0;325881.0;16564.0;1.22805513477;0.992198469451;1.36468957333,3968.0 58.0 109536;3631.0 153.0 109476;952.0 39.0 109541;11814.0 490.0 109542;8888.0 347.0 109544;3868.0 93.0 109545;94.0 5.0 109561;6643.0 222.0 109547;1088.0 21.0 109518;2031.0 72.0 109551;1720.0 44.0 109553;2246.0 74.0 109554;1400.0 34.0 109555;12036.0 484.0 109524;1107.0 38.0 109557;1035.0 38.0 109558;392.0 4.0 109559;548.0 18.0 109560;2321.0 94.0 109556;76.0 0.0 109562;49.0 1.0 109563,109536.0 8493;109476.0 8493;109541.0 8493;109542.0 8493;109544.0 8493;109545.0 8493;109547.0 8493;109518.0 8493;109551.0 8493;109553.0 8493;109554.0 8493;109555.0 8493;109524.0 8493;109557.0 8493;109558.0 8493;109559.0 8493;109560.0 8493;109561.0 8493;109562.0 8493;109563.0 8493;109556.0 8493,109536 417;109476 432;109541 406;109542 382;109544 385;109545 427;109561 452;109547 403;109518 398;109551 425;109553 397;109554 431;109555 388;109524 363;109557 428;109558 364;109559 384;109560 385;109556 391;109562 397;109563 438
data,1241298900,325020.0;12105.0;327206.0;14955.0;303647.0;11214.0;326457.0;16588.0;1.22718616584;0.991600756126;1.36431085183,3999.0 59.0 109536;3646.0 153.0 109476;983.0 40.0 109541;11841.0 491.0 109542;8912.0 347.0 109544;3890.0 94.0 109545;119.0 7.0 109561;6669.0 223.0 109547;1116.0 22.0 109518;2049.0 72.0 109551;1743.0 44.0 109553;2272.0 75.0 109554;1428.0 34.0 109555;12063.0 484.0 109524;1133.0 39.0 109557;1056.0 38.0 109558;416.0 4.0 109559;578.0 19.0 109560;2344.0 95.0 109556;101.0 0.0 109562;78.0 2.0 109563,109536.0 11507;109476.0 11507;109541.0 11507;109542.0 11507;109544.0 11507;109545.0 11507;109547.0 11507;109518.0 11507;109551.0 11507;109553.0 11507;109554.0 11507;109555.0 11507;109524.0 11507;109557.0 11507;109558.0 11507;109559.0 11507;109560.0 11507;109561.0 11507;109562.0 11507;109563.0 11507;109556.0 11507,109536 537;109476 560;109541 561;109542 563;109544 564;109545 545;109561 557;109547 521;109518 531;109551 529;109553 578;109554 564;109555 549;109524 538;109557 553;109558 517;109559 541;109560 575;109556 556;109562 534;109563 534
data,1241299200,325988.0;12141.0;328227.0;14989.0;304595.0;11236.0;327401.0;16618.0;1.2261553874;0.990458115653;1.36284324976,4042.0 59.0 109536;3699.0 155.0 109476;1026.0 41.0 109541;11930.0 496.0 109542;8946.0 347.0 109544;3932.0 94.0 109545;6720.0 225.0 109547;1168.0 23.0 109518;2076.0 73.0 109551;1788.0 47.0 109553;2322.0 77.0 109554;1499.0 40.0 109555;2398.0 97.0 109556;1170.0 39.0 109557;1095.0 38.0 109558;453.0 7.0 109559;641.0 21.0 109560;167.0 7.0 109561;140.0 0.0 109562;138.0 5.0 109563;12107.0 485.0 109524,109536.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109544.0 20000;109545.0 20000;109547.0 20000;109518.0 20000;109551.0 20000;109553.0 20000;109554.0 20000;109555.0 20000;109524.0 20000;109557.0 20000;109558.0 20000;109559.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109556.0 20000,109536 953;109476 966;109541 915;109542 1009;109544 923;109545 945;109547 951;109518 916;109551 927;109553 936;109554 936;109555 927;109556 1020;109557 935;109558 1029;109559 942;109560 965;109561 974;109562 944;109563 934;109524 953
data,1241299800,326939.0;12172.0;329169.0;15027.0;305587.0;11268.0;328299.0;16653.0;1.22619105751;0.990413951926;1.36247238435,4081.0 59.0 109536;3772.0 160.0 109476;1068.0 44.0 109541;11987.0 499.0 109542;8976.0 347.0 109544;3983.0 97.0 109545;219.0 8.0 109561;6774.0 228.0 109547;1208.0 24.0 109518;2121.0 75.0 109551;1828.0 49.0 109553;2360.0 78.0 109554;1577.0 43.0 109555;2442.0 98.0 109556;1217.0 42.0 109557;1118.0 40.0 109558;501.0 8.0 109559;678.0 21.0 109560;12145.0 486.0 109524;157.0 1.0 109562;187.0 7.0 109563,109536.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109544.0 20000;109545.0 20000;109547.0 20000;109518.0 20000;109551.0 20000;109553.0 20000;109554.0 20000;109555.0 20000;109524.0 20000;109557.0 20000;109558.0 20000;109559.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109556.0 20000,109536 912;109476 1011;109541 928;109542 935;109544 953;109545 1006;109561 998;109547 964;109518 948;109551 953;109553 859;109554 940;109555 971;109556 999;109557 939;109558 975;109559 923;109560 987;109524 928;109562 914;109563 957
data,1241300100,327908.0;12206.0;330086.0;15057.0;306531.0;11304.0;329283.0;16702.0;1.22543418739;0.990686838947;1.36262959204,4107.0 59.0 109536;3853.0 167.0 109476;1120.0 47.0 109541;12074.0 501.0 109542;8999.0 348.0 109544;4025.0 98.0 109545;6828.0 231.0 109547;1239.0 24.0 109518;2153.0 75.0 109551;1879.0 51.0 109553;2399.0 78.0 109554;1645.0 45.0 109555;2478.0 99.0 109556;1252.0 42.0 109557;1185.0 46.0 109558;532.0 8.0 109559;709.0 21.0 109560;246.0 8.0 109561;176.0 2.0 109562;233.0 7.0 109563;12184.0 487.0 109524,109536.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109544.0 20000;109545.0 20000;109547.0 20000;109518.0 20000;109551.0 20000;109553.0 20000;109554.0 20000;109555.0 20000;109524.0 20000;109557.0 20000;109558.0 20000;109559.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109556.0 20000,109536 1002;109476 945;109541 966;109542 936;109544 977;109545 893;109547 910;109518 971;109551 965;109553 948;109554 908;109555 1010;109556 970;109557 919;109558 969;109559 959;109560 939;109561 927;109562 961;109563 960;109524 965
data,1241300700,328878.0;12238.0;331052.0;15099.0;307437.0;11340.0;330212.0;16739.0;1.22567786485;0.991245650812;1.36226322137,4125.0 59.0 109536;4001.0 180.0 109476;1184.0 49.0 109541;12154.0 505.0 109542;9023.0 348.0 109544;4047.0 98.0 109545;6902.0 235.0 109547;1265.0 25.0 109518;2190.0 77.0 109551;1931.0 52.0 109553;2433.0 79.0 109554;1712.0 48.0 109555;2503.0 100.0 109556;1293.0 44.0 109557;1280.0 51.0 109558;561.0 8.0 109559;726.0 22.0 109560;267.0 8.0 109561;198.0 2.0 109562;257.0 7.0 109563;12230.0 489.0 109524,109536.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109544.0 20000;109545.0 20000;109547.0 20000;109518.0 20000;109551.0 20000;109553.0 20000;109554.0 20000;109555.0 20000;109524.0 20000;109557.0 20000;109558.0 20000;109559.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109556.0 20000,109536 938;109476 986;109541 956;109542 981;109544 967;109545 985;109547 937;109518 961;109551 992;109553 974;109554 913;109555 930;109556 983;109557 924;109558 910;109559 975;109560 950;109561 921;109562 971;109563 906;109524 940
data,1241301000,329826.0;12265.0;331992.0;15129.0;308400.0;11373.0;331143.0;16761.0;1.2254622558;0.991694729395;1.36113650724,4141.0 59.0 109536;4200.0 189.0 109476;1250.0 52.0 109541;12233.0 507.0 109542;9034.0 348.0 109544;4081.0 99.0 109545;6961.0 236.0 109547;1293.0 25.0 109518;2248.0 83.0 109551;1959.0 52.0 109553;2473.0 82.0 109554;1764.0 49.0 109555;2540.0 100.0 109556;1324.0 44.0 109557;1348.0 52.0 109558;580.0 8.0 109559;741.0 22.0 109560;292.0 9.0 109561;220.0 3.0 109562;283.0 7.0 109563;12257.0 490.0 109524,109536.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109544.0 20000;109545.0 20000;109547.0 20000;109518.0 20000;109551.0 20000;109553.0 20000;109554.0 20000;109555.0 20000;109524.0 20000;109557.0 20000;109558.0 20000;109559.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109556.0 20000,109536 978;109476 911;109541 948;109542 970;109544 930;109545 1009;109547 972;109518 921;109551 924;109553 955;109554 933;109555 949;109556 930;109557 1005;109558 936;109559 982;109560 956;109561 943;109562 965;109563 924;109524 959
data,1241301300,330762.0;12292.0;332982.0;15167.0;309360.0;11399.0;332060.0;16798.0;1.22566557117;0.991506697829;1.36123802133,4147.0 59.0 109536;4386.0 195.0 109476;1329.0 55.0 109541;12345.0 513.0 109542;9057.0 350.0 109544;4104.0 99.0 109545;7036.0 240.0 109547;1309.0 25.0 109518;2314.0 84.0 109551;1984.0 52.0 109553;2505.0 82.0 109554;1827.0 53.0 109555;2569.0 100.0 109556;1351.0 45.0 109557;1433.0 54.0 109558;332.0 12.0 109561;759.0 24.0 109560;12293.0 493.0 109524;235.0 3.0 109562;303.0 8.0 109563;594.0 8.0 109559,109536.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109544.0 20000;109545.0 20000;109547.0 20000;109518.0 20000;109551.0 20000;109553.0 20000;109554.0 20000;109555.0 20000;109524.0 20000;109557.0 20000;109558.0 20000;109559.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109556.0 20000,109536 949;109476 973;109541 944;109542 961;109544 931;109545 981;109547 972;109518 913;109551 919;109553 944;109554 911;109555 1001;109556 949;109557 964;109558 956;109561 970;109560 922;109524 972;109562 961;109563 925;109559 982
data,1241301900,331687.0;12321.0;333907.0;15212.0;310316.0;11421.0;333015.0;16828.0;1.22643146971;0.990791918878;1.36035168906,4159.0 59.0 109536;4531.0 199.0 109476;1412.0 60.0 109541;12435.0 516.0 109542;9071.0 350.0 109544;4139.0 102.0 109545;7105.0 243.0 109547;1327.0 25.0 109518;2397.0 92.0 109551;2009.0 54.0 109553;2519.0 82.0 109554;1910.0 57.0 109555;12326.0 495.0 109524;1375.0 46.0 109557;1478.0 55.0 109558;611.0 9.0 109559;787.0 24.0 109560;362.0 13.0 109561;253.0 3.0 109562;334.0 13.0 109563;2597.0 102.0 109556,109536.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109544.0 20000;109545.0 20000;109547.0 20000;109518.0 20000;109551.0 20000;109553.0 20000;109554.0 20000;109555.0 20000;109524.0 20000;109557.0 20000;109558.0 20000;109559.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109556.0 20000,109536 915;109476 973;109541 998;109542 947;109544 916;109545 982;109547 922;109518 992;109551 952;109553 941;109554 926;109555 948;109524 933;109557 946;109558 963;109559 943;109560 942;109561 950;109562 1025;109563 910;109556 976
data,1241302200,332675.0;12349.0;334865.0;15256.0;311274.0;11447.0;333979.0;16856.0;1.22732419945;0.990688704097;1.35963938846,4182.0 60.0 109536;4669.0 206.0 109476;1502.0 66.0 109541;12505.0 521.0 109542;9082.0 350.0 109544;4159.0 102.0 109545;7151.0 243.0 109547;1341.0 25.0 109518;2511.0 98.0 109551;2041.0 55.0 109553;2542.0 82.0 109554;1992.0 61.0 109555;2626.0 103.0 109556;1408.0 47.0 109557;1533.0 59.0 109558;621.0 9.0 109559;805.0 24.0 109560;386.0 16.0 109561;272.0 4.0 109562;383.0 13.0 109563;12384.0 499.0 109524,109536.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109544.0 20000;109545.0 20000;109547.0 20000;109518.0 20000;109551.0 20000;109553.0 20000;109554.0 20000;109555.0 20000;109524.0 20000;109557.0 20000;109558.0 20000;109559.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109556.0 20000,109536 975;109476 940;109541 975;109542 944;109544 915;109545 911;109547 978;109518 944;109551 997;109553 869;109554 954;109555 1017;109556 991;109557 942;109558 966;109559 946;109560 945;109561 920;109562 916;109563 1015;109524 940
data,1241302500,333616.0;12376.0;335831.0;15292.0;312249.0;11487.0;334924.0;16885.0;1.22746771178;0.991681325681;1.35900597411,4195.0 60.0 109536;4813.0 212.0 109476;1602.0 69.0 109541;12571.0 522.0 109542;9095.0 350.0 109544;4182.0 102.0 109545;7178.0 244.0 109547;1362.0 28.0 109518;2624.0 102.0 109551;2075.0 58.0 109553;2555.0 82.0 109554;2045.0 61.0 109555;12501.0 508.0 109524;1431.0 48.0 109557;1603.0 61.0 109558;637.0 9.0 109559;821.0 24.0 109560;427.0 17.0 109561;293.0 5.0 109562;410.0 14.0 109563;2641.0 103.0 109556,109536.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109544.0 20000;109545.0 20000;109547.0 20000;109518.0 20000;109551.0 20000;109553.0 20000;109554.0 20000;109555.0 20000;109524.0 20000;109557.0 20000;109558.0 20000;109559.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109556.0 20000,109536 980;109476 969;109541 962;109542 911;109544 966;109545 935;109547 979;109518 936;109551 977;109553 946;109554 914;109555 943;109524 968;109557 972;109558 957;109559 939;109560 959;109561 929;109562 1006;109563 911;109556 941
