data,1241334900,397820.0;14299.0;401004.0;17663.0;373146.0;13347.0;400357.0;19548.0;1.2254531461;0.995143743377;1.35842557985,2131.0 83.0 109568;5528.0 79.0 109536;8081.0 502.0 109571;9887.0 418.0 109476;4227.0 147.0 109541;16017.0 654.0 109542;496.0 16.0 109569;8909.0 361.0 109551;4642.0 137.0 109553;16626.0 657.0 109524;3492.0 108.0 109557;2474.0 67.0 109560;2442.0 68.0 109561;1875.0 36.0 109562;3052.0 100.0 109563;1725.0 45.0 109564;1658.0 43.0 109565;1066.0 19.0 109566;1312.0 38.0 109567,109536.0 5597;109568.0 5597;109571.0 5597;109476.0 5597;109541.0 5597;109542.0 5597;109569.0 5597;109551.0 5597;109553.0 5597;109524.0 5597;109557.0 5597;109560.0 5597;109561.0 5597;109562.0 5597;109563.0 5597;109564.0 5597;109565.0 5597;109566.0 5597;109567.0 5597,109568 296;109536 299;109571 303;109476 271;109541 278;109542 304;109569 294;109551 300;109553 304;109524 308;109557 280;109560 340;109561 298;109562 327;109563 286;109564 259;109565 276;109566 289;109567 285
data,1241335500,398604.0;14322.0;401735.0;17675.0;373915.0;13361.0;401104.0;19561.0;1.2244970286;0.994498332926;1.35728810561,2179.0 84.0 109568;5566.0 79.0 109536;8128.0 504.0 109571;9927.0 419.0 109476;4272.0 148.0 109541;16048.0 654.0 109542;542.0 17.0 109569;8949.0 362.0 109551;4691.0 137.0 109553;16657.0 658.0 109524;3530.0 108.0 109557;2508.0 67.0 109560;2482.0 68.0 109561;1913.0 37.0 109562;3096.0 102.0 109563;1758.0 45.0 109564;1693.0 43.0 109565;1087.0 20.0 109566;1345.0 38.0 109567,109536.0 14403;109568.0 14403;109571.0 14403;109476.0 14403;109541.0 14403;109542.0 14403;109569.0 14403;109551.0 14403;109553.0 14403;109524.0 14403;109557.0 14403;109560.0 14403;109561.0 14403;109562.0 14403;109563.0 14403;109564.0 14403;109565.0 14403;109566.0 14403;109567.0 14403,109568 767;109536 789;109571 791;109476 747;109541 779;109542 715;109569 753;109551 773;109553 804;109524 720;109557 790;109560 735;109561 743;109562 718;109563 726;109564 759;109565 786;109566 770;109567 738
data,1241336400,399616.0;14345.0;402789.0;17706.0;375009.0;13387.0;402129.0;19595.0;1.22457439397;0.994452144209;1.35744483604,5613.0 80.0 109536;2255.0 89.0 109568;8188.0 507.0 109571;9986.0 420.0 109476;4314.0 148.0 109541;16125.0 657.0 109542;631.0 24.0 109569;8997.0 363.0 109551;4738.0 138.0 109553;16742.0 662.0 109524;3582.0 109.0 109557;2561.0 68.0 109560;2524.0 68.0 109561;1978.0 38.0 109562;3162.0 103.0 109563;1801.0 45.0 109564;1721.0 43.0 109565;1122.0 20.0 109566;1385.0 39.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1073;109568 1034;109571 1066;109476 997;109541 1003;109542 1087;109569 1085;109551 1039;109553 1141;109524 1010;109557 1060;109560 1078;109561 1057;109562 1046;109563 1072;109564 1037;109565 1057;109566 1030;109567 1028
data,1241337300,400699.0;14370.0;403836.0;17725.0;376082.0;13412.0;403232.0;19649.0;1.22389089174;0.994426038293;1.35877313999,5659.0 81.0 109536;2355.0 90.0 109568;8297.0 512.0 109571;10023.0 420.0 109476;4347.0 149.0 109541;16177.0 657.0 109542;734.0 25.0 109569;9059.0 363.0 109551;4778.0 138.0 109553;16842.0 666.0 109524;3630.0 110.0 109557;2598.0 68.0 109560;2561.0 68.0 109561;2018.0 38.0 109562;3222.0 104.0 109563;1826.0 45.0 109564;1767.0 46.0 109565;1154.0 20.0 109566;1425.0 40.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1056;109568 1083;109571 1111;109476 987;109541 1050;109542 1047;109569 1069;109551 1059;109553 1021;109524 1023;109557 1069;109560 1052;109561 1076;109562 1019;109563 1076;109564 1056;109565 1060;109566 1010;109567 1076
data,1241338200,401735.0;14401.0;404878.0;17748.0;377140.0;13434.0;404318.0;19699.0;1.22284738928;0.993687363142;1.35915229735,2442.0 92.0 109568;808.0 25.0 109569;8504.0 525.0 109571;5688.0 81.0 109536;4383.0 151.0 109541;16225.0 657.0 109542;9095.0 364.0 109551;4797.0 138.0 109553;10063.0 421.0 109476;16952.0 667.0 109524;3677.0 110.0 109557;2637.0 70.0 109560;2595.0 69.0 109561;2063.0 38.0 109562;3266.0 104.0 109563;1856.0 45.0 109564;1816.0 46.0 109565;1180.0 20.0 109566;1467.0 40.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109568 1057;109569 1024;109571 1088;109536 994;109541 1090;109542 1093;109551 1033;109553 1054;109476 1113;109524 1028;109557 1058;109560 1072;109561 1088;109562 1039;109563 1029;109564 1080;109565 1043;109566 1002;109567 1015
data,1241339100,402771.0;14423.0;406001.0;17779.0;378179.0;13456.0;405398.0;19745.0;1.22287711155;0.993621909271;1.36012281628,5720.0 81.0 109536;876.0 25.0 109569;8844.0 543.0 109571;10094.0 421.0 109476;4430.0 152.0 109541;16260.0 657.0 109542;2511.0 93.0 109568;9143.0 365.0 109551;4824.0 138.0 109553;17040.0 670.0 109524;3712.0 110.0 109557;2675.0 70.0 109560;2630.0 70.0 109561;2096.0 39.0 109562;3314.0 106.0 109563;1879.0 45.0 109564;1872.0 48.0 109565;1206.0 20.0 109566;1511.0 41.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1076;109569 1071;109571 1085;109476 1075;109541 1068;109542 1090;109568 1034;109551 1033;109553 1053;109524 1079;109557 1051;109560 1069;109561 1092;109562 1009;109563 1065;109564 1012;109565 1003;109566 988;109567 1047
data,1241340300,403721.0;14443.0;407079.0;17805.0;379206.0;13471.0;406465.0;19790.0;1.22260792923;0.992998436846;1.36096378255,5740.0 81.0 109536;917.0 25.0 109569;9275.0 562.0 109571;10127.0 422.0 109476;4467.0 152.0 109541;2579.0 93.0 109568;16287.0 657.0 109542;9168.0 366.0 109551;4851.0 138.0 109553;17146.0 674.0 109524;3740.0 110.0 109557;2697.0 70.0 109560;2661.0 70.0 109561;2122.0 39.0 109562;3354.0 106.0 109563;1900.0 45.0 109564;1919.0 49.0 109565;1223.0 20.0 109566;1542.0 41.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1022;109569 1059;109571 1045;109476 995;109541 1056;109568 1100;109542 1025;109551 1067;109553 1031;109524 1027;109557 1070;109560 1074;109561 1113;109562 1008;109563 1034;109564 1090;109565 1022;109566 1078;109567 1084
data,1241341200,404761.0;14463.0;408118.0;17840.0;380266.0;13499.0;407514.0;19838.0;1.22334619167;0.993469125628;1.36237174058,2610.0 93.0 109568;951.0 25.0 109569;9822.0 595.0 109571;10143.0 422.0 109476;4492.0 152.0 109541;16310.0 657.0 109542;9202.0 366.0 109551;4866.0 138.0 109553;17231.0 674.0 109524;3756.0 110.0 109557;5767.0 82.0 109536;2719.0 70.0 109560;2674.0 70.0 109561;2144.0 39.0 109562;3387.0 106.0 109563;1916.0 45.0 109564;1951.0 50.0 109565;1243.0 20.0 109566;1570.0 41.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109568 1059;109569 1072;109571 1046;109476 976;109541 1057;109542 1106;109551 1070;109553 1106;109524 1063;109557 1017;109536 1076;109560 1079;109561 994;109562 1063;109563 1016;109564 1066;109565 1041;109566 1041;109567 1052
data,1241342400,405785.0;14483.0;409181.0;17872.0;381278.0;13523.0;408574.0;19883.0;1.22375690368;0.993730820338;1.3634796,2647.0 93.0 109568;976.0 26.0 109569;10463.0 623.0 109571;10159.0 422.0 109476;4520.0 152.0 109541;16328.0 658.0 109542;2739.0 70.0 109560;9227.0 366.0 109551;4883.0 138.0 109553;17275.0 676.0 109524;3775.0 110.0 109557;5788.0 82.0 109536;2695.0 70.0 109561;2162.0 39.0 109562;3406.0 106.0 109563;1942.0 45.0 109564;1983.0 50.0 109565;1258.0 20.0 109566;1591.0 41.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109568 1069;109569 1049;109571 1070;109476 1000;109541 1066;109542 1066;109560 1065;109551 1045;109553 1024;109524 1048;109557 1055;109536 1083;109561 1089;109562 1021;109563 1082;109564 1021;109565 1065;109566 1060;109567 1022
data,1241343600,406788.0;14496.0;410217.0;17918.0;382281.0;13544.0;409637.0;19937.0;1.22573286482;0.994223866841;1.36577948386,5805.0 82.0 109536;2674.0 94.0 109568;11133.0 664.0 109571;10171.0 422.0 109476;4539.0 153.0 109541;16349.0 658.0 109542;999.0 26.0 109569;9243.0 366.0 109551;4898.0 138.0 109553;17330.0 678.0 109524;3788.0 110.0 109557;2758.0 70.0 109560;2709.0 70.0 109561;2186.0 39.0 109562;3417.0 106.0 109563;1958.0 45.0 109564;2009.0 50.0 109565;1275.0 21.0 109566;1612.0 41.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1072;109568 1055;109571 1035;109476 1073;109541 1050;109542 1059;109569 1043;109551 1019;109553 1075;109524 1084;109557 1016;109560 1012;109561 1041;109562 1092;109563 1026;109564 1094;109565 1083;109566 1024;109567 1047
data,1241344500,407874.0;14513.0;411284.0;17950.0;383334.0;13561.0;410689.0;19986.0;1.22656753353;0.994221617424;1.36767100255,5829.0 82.0 109536;1022.0 26.0 109569;11817.0 692.0 109571;10187.0 422.0 109476;4558.0 153.0 109541;16376.0 658.0 109542;2696.0 95.0 109568;9263.0 367.0 109551;4912.0 138.0 109553;17375.0 679.0 109524;3806.0 110.0 109557;2779.0 71.0 109560;2732.0 70.0 109561;2206.0 39.0 109562;3438.0 106.0 109563;1977.0 45.0 109564;2026.0 50.0 109565;1299.0 21.0 109566;1622.0 41.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1057;109569 1111;109571 1033;109476 998;109541 1099;109542 1036;109568 1031;109551 1044;109553 1043;109524 1076;109557 1031;109560 1061;109561 1056;109562 1052;109563 1012;109564 1052;109565 1037;109566 1066;109567 1105
