data,1241262000,235354.0;9352.0;237088.0;11420.0;220528.0;8726.0;235176.0;12072.0;1.21219814892;0.995791822544;1.2918238938,2156.0 31.0 109536;4463.0 187.0 109542;10608.0 492.0 109510;1596.0 26.0 109543;2954.0 115.0 109544;3568.0 150.0 109417;1692.0 44.0 109546;7318.0 281.0 109547;1392.0 32.0 109548;981.0 17.0 109550;525.0 10.0 109552;11176.0 562.0 109524;7979.0 363.0 109525;1269.0 22.0 109545;3057.0 72.0 109529;3660.0 122.0 109530;2450.0 66.0 109531;2329.0 45.0 109533;5698.0 273.0 109534,109536.0 8635;109542.0 8635;109510.0 8635;109543.0 8635;109544.0 8635;109417.0 8635;109546.0 8635;109547.0 8635;109548.0 8635;109550.0 8635;109552.0 8635;109524.0 8635;109525.0 8635;109545.0 8635;109529.0 8635;109530.0 8635;109531.0 8635;109533.0 8635;109534.0 8635,109536 434;109542 463;109510 467;109543 444;109544 467;109417 457;109546 464;109547 434;109548 429;109550 497;109552 481;109524 476;109525 457;109545 448;109529 412;109530 448;109531 461;109533 458;109534 438
data,1241262300,235959.0;9369.0;237700.0;11433.0;221107.0;8739.0;235824.0;12094.0;1.21136307077;0.995411274073;1.29159177512,2195.0 32.0 109536;4502.0 189.0 109542;10643.0 493.0 109510;1626.0 26.0 109543;2983.0 116.0 109544;3602.0 151.0 109417;1719.0 44.0 109546;7341.0 281.0 109547;1424.0 32.0 109548;1016.0 17.0 109550;551.0 10.0 109552;11221.0 564.0 109524;8016.0 364.0 109525;1301.0 22.0 109545;3089.0 73.0 109529;3681.0 123.0 109530;2480.0 66.0 109531;2361.0 45.0 109533;5732.0 275.0 109534,109536.0 11365;109542.0 11365;109510.0 11365;109543.0 11365;109544.0 11365;109417.0 11365;109546.0 11365;109547.0 11365;109548.0 11365;109550.0 11365;109552.0 11365;109524.0 11365;109525.0 11365;109545.0 11365;109529.0 11365;109530.0 11365;109531.0 11365;109533.0 11365;109534.0 11365,109536 598;109542 565;109510 616;109543 580;109544 586;109417 586;109546 574;109547 568;109548 619;109550 611;109552 594;109524 624;109525 587;109545 559;109529 600;109530 616;109531 635;109533 619;109534 628
data,1241263200,237021.0;9390.0;238703.0;11472.0;222170.0;8766.0;236845.0;12130.0;1.21311645861;0.995949424792;1.29275972605,2252.0 34.0 109536;10701.0 497.0 109510;4575.0 196.0 109542;1695.0 30.0 109543;3039.0 118.0 109544;3666.0 155.0 109417;1756.0 45.0 109546;7381.0 281.0 109547;1468.0 34.0 109548;1056.0 19.0 109550;588.0 10.0 109552;11276.0 564.0 109524;8125.0 371.0 109525;1346.0 24.0 109545;3135.0 73.0 109529;3725.0 124.0 109530;2520.0 66.0 109531;2408.0 45.0 109533;5774.0 276.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1056;109510 1055;109542 1033;109543 982;109544 1051;109417 1038;109546 1017;109547 1013;109548 1039;109550 1087;109552 1068;109524 1022;109525 1069;109545 1081;109529 1059;109530 1116;109531 1098;109533 1076;109534 1040
data,1241263800,238033.0;9423.0;239780.0;11504.0;223210.0;8793.0;237896.0;12173.0;1.21194774859;0.995110719956;1.29258306382,2318.0 34.0 109536;10777.0 500.0 109510;4688.0 199.0 109542;1758.0 32.0 109543;3096.0 119.0 109544;1407.0 24.0 109545;1798.0 45.0 109546;7425.0 283.0 109547;1526.0 35.0 109548;1109.0 20.0 109550;613.0 10.0 109552;11307.0 564.0 109524;8244.0 379.0 109525;3720.0 156.0 109417;3165.0 73.0 109529;3774.0 127.0 109530;2556.0 67.0 109531;2431.0 45.0 109533;5851.0 282.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1061;109510 1107;109542 999;109543 1057;109544 1001;109545 1075;109546 1015;109547 1093;109548 1070;109550 1080;109552 1008;109524 1037;109525 1067;109417 1021;109529 1068;109530 1035;109531 1063;109533 1094;109534 1049
data,1241264400,239095.0;9446.0;240887.0;11535.0;224233.0;8818.0;238910.0;12211.0;1.21206745105;0.995389648588;1.293717509,2357.0 34.0 109536;4814.0 203.0 109542;10901.0 508.0 109510;1814.0 33.0 109543;3138.0 119.0 109544;3778.0 157.0 109417;1820.0 45.0 109546;7458.0 283.0 109547;1563.0 35.0 109548;1154.0 21.0 109550;633.0 10.0 109552;11342.0 564.0 109524;8439.0 387.0 109525;1428.0 24.0 109545;3193.0 73.0 109529;3818.0 127.0 109530;2599.0 69.0 109531;2456.0 46.0 109533;5965.0 287.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1043;109542 1109;109510 1050;109543 1077;109544 1048;109417 1061;109546 1050;109547 1068;109548 1042;109550 1016;109552 1057;109524 1111;109525 1047;109545 1026;109529 1024;109530 998;109531 1017;109533 1089;109534 1067
data,1241265000,240158.0;9481.0;241929.0;11562.0;225257.0;8846.0;239919.0;12255.0;1.21056453434;0.994744509659;1.29387280432,2387.0 36.0 109536;4905.0 206.0 109542;11062.0 514.0 109510;1855.0 34.0 109543;3181.0 119.0 109544;1458.0 25.0 109545;1840.0 45.0 109546;7504.0 286.0 109547;1595.0 35.0 109548;1190.0 21.0 109550;654.0 11.0 109552;11361.0 564.0 109524;8607.0 391.0 109525;3832.0 158.0 109417;3221.0 73.0 109529;3872.0 129.0 109530;2632.0 69.0 109531;2477.0 46.0 109533;6079.0 290.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1032;109542 983;109510 1096;109543 1054;109544 1025;109545 1048;109546 1064;109547 1083;109548 1074;109550 998;109552 1111;109524 1088;109525 1061;109417 1087;109529 1014;109530 1080;109531 1059;109533 993;109534 1050
data,1241265600,241203.0;9514.0;242954.0;11602.0;226279.0;8879.0;240929.0;12297.0;1.21067720501;0.994808215608;1.29398622468,2409.0 36.0 109536;4997.0 207.0 109542;11245.0 525.0 109510;1897.0 34.0 109543;3197.0 119.0 109544;1480.0 25.0 109545;1862.0 45.0 109546;7542.0 286.0 109547;1610.0 35.0 109548;1209.0 21.0 109550;676.0 11.0 109552;11381.0 566.0 109524;8840.0 403.0 109525;3891.0 165.0 109417;3235.0 73.0 109529;3913.0 130.0 109530;2663.0 70.0 109531;2496.0 47.0 109533;6194.0 294.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1075;109542 1017;109510 1022;109543 1110;109544 1073;109545 1042;109546 1087;109547 1017;109548 992;109550 1119;109552 1074;109524 1002;109525 1106;109417 1048;109529 1040;109530 1066;109531 1052;109533 1027;109534 1031
data,1241266200,242249.0;9539.0;244045.0;11638.0;227315.0;8902.0;241977.0;12322.0;1.21106536159;0.994531720235;1.29320168121,2441.0 37.0 109536;5048.0 207.0 109542;11543.0 543.0 109510;1936.0 36.0 109543;3222.0 119.0 109544;1499.0 25.0 109545;1882.0 46.0 109546;7570.0 286.0 109547;1628.0 35.0 109548;1233.0 21.0 109550;691.0 11.0 109552;11406.0 566.0 109524;9036.0 410.0 109525;4005.0 170.0 109417;3256.0 74.0 109529;3945.0 130.0 109530;2701.0 71.0 109531;2516.0 47.0 109533;6270.0 294.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1086;109542 1034;109510 1070;109543 988;109544 1047;109545 1028;109546 1018;109547 1071;109548 1080;109550 1083;109552 1059;109524 1056;109525 1036;109417 1082;109529 1043;109530 1025;109531 1103;109533 1053;109534 1038
data,1241266800,243318.0;9576.0;245095.0;11680.0;228341.0;8927.0;243070.0;12363.0;1.21087271106;0.993371593505;1.29235732551,2475.0 39.0 109536;11886.0 558.0 109510;5075.0 207.0 109542;1958.0 36.0 109543;3236.0 119.0 109544;4162.0 183.0 109417;1895.0 46.0 109546;7607.0 286.0 109547;1645.0 35.0 109548;1252.0 22.0 109550;708.0 12.0 109552;11433.0 566.0 109524;9194.0 415.0 109525;1523.0 26.0 109545;3270.0 75.0 109529;3970.0 131.0 109530;2723.0 72.0 109531;2532.0 47.0 109533;6334.0 295.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1034;109510 1069;109542 1081;109543 1008;109544 1027;109417 1080;109546 1101;109547 1063;109548 994;109550 1079;109552 1080;109524 1063;109525 1037;109545 1013;109529 1050;109530 1054;109531 1008;109533 1076;109534 1083
data,1241267400,244374.0;9617.0;246102.0;11727.0;229360.0;8961.0;244112.0;12399.0;1.21084112685;0.992782650324;1.29066315607,2502.0 40.0 109536;12165.0 576.0 109510;5094.0 207.0 109542;1986.0 36.0 109543;3256.0 119.0 109544;4344.0 192.0 109417;1915.0 46.0 109546;7627.0 286.0 109547;1661.0 35.0 109548;1266.0 23.0 109550;729.0 12.0 109552;11459.0 568.0 109524;9389.0 428.0 109525;1548.0 26.0 109545;3278.0 75.0 109529;4010.0 134.0 109530;2743.0 72.0 109531;2547.0 47.0 109533;6366.0 295.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1040;109510 1075;109542 1018;109543 1070;109544 1091;109417 1018;109546 1016;109547 1083;109548 1047;109550 1000;109552 1077;109524 1110;109525 1010;109545 1003;109529 1098;109530 1098;109531 1013;109533 1099;109534 1034
data,1241267700,245422.0;9644.0;247182.0;11773.0;230384.0;8998.0;245176.0;12460.0;1.21206690006;0.993916644936;1.29329136004,2523.0 40.0 109536;5127.0 209.0 109542;12538.0 601.0 109510;2011.0 36.0 109543;3275.0 120.0 109544;4544.0 202.0 109417;1931.0 46.0 109546;7641.0 287.0 109547;1676.0 35.0 109548;1284.0 24.0 109550;745.0 12.0 109552;11480.0 568.0 109524;9541.0 431.0 109525;1575.0 26.0 109545;3302.0 75.0 109529;4057.0 134.0 109530;2762.0 72.0 109531;2567.0 48.0 109533;6386.0 297.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1032;109542 1084;109510 1054;109543 1080;109544 1058;109417 1063;109546 1068;109547 1043;109548 1059;109550 1065;109552 1059;109524 1087;109525 1076;109545 1043;109529 1052;109530 1033;109531 1046;109533 1052;109534 946
