data,1241866500,1819208.0;65686.0;1831634.0;83893.0;1715241.0;62861.0;1832862.0;94016.0;1.26851781139;1.01499914755;1.42063183873,2883.0 62.0 109728;8251.0 195.0 109697;12802.0 273.0 109667;5381.0 229.0 109734;2163.0 45.0 109735;6661.0 278.0 109711;4103.0 167.0 109746;10490.0 533.0 109742;5297.0 241.0 109743;1517.0 39.0 109745;902.0 12.0 109714;1615.0 47.0 109747;2516.0 103.0 109748;3989.0 192.0 109749;4902.0 133.0 109720;26840.0 1415.0 109721;5850.0 198.0 109722;3224.0 51.0 109723;2764.0 62.0 109726,109728.0 4623;109697.0 4623;109667.0 4623;109734.0 4623;109735.0 4623;109711.0 4623;109714.0 4623;109742.0 4623;109743.0 4623;109745.0 4623;109746.0 4623;109747.0 4623;109748.0 4623;109749.0 4623;109720.0 4623;109721.0 4623;109722.0 4623;109723.0 4623;109726.0 4623,109728 267;109697 252;109667 242;109734 231;109735 240;109711 215;109746 264;109742 252;109743 220;109745 223;109714 254;109747 231;109748 239;109749 282;109720 236;109721 255;109722 255;109723 247;109726 218
data,1241867100,1819986.0;65705.0;1832501.0;83919.0;1716044.0;62879.0;1833648.0;94038.0;1.26848608466;1.01495511067;1.42055169441,2928.0 63.0 109728;8290.0 196.0 109697;12841.0 273.0 109667;5416.0 229.0 109734;2200.0 45.0 109735;940.0 12.0 109714;10560.0 538.0 109742;6708.0 280.0 109711;3268.0 51.0 109723;1557.0 40.0 109745;4150.0 171.0 109746;1662.0 48.0 109747;2570.0 105.0 109748;4048.0 194.0 109749;4944.0 134.0 109720;26875.0 1415.0 109721;5907.0 202.0 109722;5348.0 242.0 109743;2805.0 63.0 109726,109728.0 15377;109697.0 15377;109667.0 15377;109734.0 15377;109735.0 15377;109711.0 15377;109714.0 15377;109742.0 15377;109743.0 15377;109745.0 15377;109746.0 15377;109747.0 15377;109748.0 15377;109749.0 15377;109720.0 15377;109721.0 15377;109722.0 15377;109723.0 15377;109726.0 15377,109728 782;109697 812;109667 756;109734 802;109735 829;109714 786;109742 832;109711 775;109723 810;109745 816;109746 890;109747 844;109748 847;109749 790;109720 788;109721 831;109722 787;109743 800;109726 800
data,1241867700,1821008.0;65743.0;1833524.0;83952.0;1717089.0;62896.0;1834751.0;94066.0;1.26825558504;1.01459462241;1.42009657305,2981.0 64.0 109728;8331.0 196.0 109697;12869.0 273.0 109667;5455.0 231.0 109734;2243.0 46.0 109735;6764.0 282.0 109711;4228.0 176.0 109746;10666.0 543.0 109742;5402.0 244.0 109743;1615.0 43.0 109745;966.0 12.0 109714;1723.0 50.0 109747;2626.0 106.0 109748;4111.0 198.0 109749;5000.0 134.0 109720;26905.0 1415.0 109721;5990.0 205.0 109722;3317.0 52.0 109723;2848.0 64.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1048;109697 1001;109667 1052;109734 1075;109735 1038;109711 1069;109746 1065;109742 1067;109743 1066;109745 1034;109714 1023;109747 1113;109748 1090;109749 1001;109720 1129;109721 1041;109722 994;109723 1041;109726 1053
data,1241868300,1822083.0;65766.0;1834561.0;83986.0;1718142.0;62925.0;1835820.0;94114.0;1.26835687951;1.01468420023;1.42033524236,3009.0 64.0 109728;8361.0 196.0 109697;12893.0 273.0 109667;5459.0 245.0 109743;5494.0 231.0 109734;2273.0 46.0 109735;4354.0 184.0 109746;10776.0 546.0 109742;6814.0 282.0 109711;1670.0 44.0 109745;987.0 12.0 109714;1782.0 53.0 109747;2710.0 113.0 109748;4219.0 202.0 109749;5025.0 134.0 109720;26960.0 1422.0 109721;6051.0 205.0 109722;3355.0 52.0 109723;2885.0 64.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1007;109697 1060;109667 1029;109743 1102;109734 1042;109735 1033;109746 1036;109742 1037;109711 1064;109745 1036;109714 1102;109747 1053;109748 1067;109749 1071;109720 1044;109721 1076;109722 1026;109723 1064;109726 1051
data,1241869200,1823184.0;65804.0;1835595.0;84023.0;1719231.0;62959.0;1836859.0;94152.0;1.26823438815;1.01461620662;1.42014253913,3032.0 65.0 109728;8377.0 197.0 109697;12911.0 273.0 109667;5547.0 234.0 109734;2296.0 46.0 109735;1006.0 12.0 109714;5499.0 246.0 109743;10895.0 552.0 109742;6844.0 282.0 109711;1706.0 44.0 109745;4494.0 189.0 109746;1868.0 56.0 109747;2805.0 114.0 109748;4346.0 208.0 109749;5041.0 134.0 109720;27032.0 1424.0 109721;6130.0 212.0 109722;3375.0 52.0 109723;2907.0 65.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1080;109697 1016;109667 1041;109734 1104;109735 1052;109714 1078;109743 1012;109742 1100;109711 1024;109745 1060;109746 988;109747 1097;109748 1038;109749 1036;109720 1027;109721 1058;109722 1096;109723 1034;109726 1059
data,1241869800,1824266.0;65848.0;1836642.0;84069.0;1720258.0;63007.0;1837922.0;94197.0;1.26811005274;1.01470731412;1.41989284433,3049.0 65.0 109728;8408.0 198.0 109697;12941.0 274.0 109667;5595.0 236.0 109734;2321.0 46.0 109735;6881.0 283.0 109711;4621.0 193.0 109746;11026.0 561.0 109742;5548.0 249.0 109743;1730.0 44.0 109745;1022.0 12.0 109714;1952.0 60.0 109747;2891.0 117.0 109748;4471.0 216.0 109749;5053.0 134.0 109720;27088.0 1426.0 109721;6234.0 220.0 109722;3389.0 52.0 109723;2938.0 65.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1007;109697 1006;109667 1065;109734 1139;109735 1059;109711 1091;109746 1061;109742 1029;109743 1040;109745 1045;109714 1063;109747 1096;109748 1057;109749 1038;109720 1026;109721 1028;109722 1093;109723 987;109726 1070
data,1241870400,1825278.0;65879.0;1837706.0;84101.0;1721279.0;63029.0;1838941.0;94233.0;1.26796465494;1.01454465586;1.41976754055,3069.0 65.0 109728;8430.0 198.0 109697;12961.0 274.0 109667;5638.0 238.0 109734;2347.0 47.0 109735;6902.0 283.0 109711;4716.0 195.0 109746;11166.0 568.0 109742;5599.0 250.0 109743;1753.0 45.0 109745;1036.0 13.0 109714;2050.0 62.0 109747;2955.0 120.0 109748;4621.0 219.0 109749;5074.0 134.0 109720;27137.0 1427.0 109721;6409.0 228.0 109722;3403.0 52.0 109723;2956.0 65.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1040;109697 985;109667 1000;109734 1030;109735 1068;109711 1016;109746 1024;109742 1013;109743 1086;109745 1062;109714 1066;109747 1108;109748 1052;109749 1099;109720 1075;109721 1033;109722 1087;109723 1115;109726 1041
data,1241871000,1826317.0;65911.0;1838764.0;84144.0;1722310.0;63057.0;1839959.0;94276.0;1.26798881314;1.0144724155;1.41974799144,3085.0 66.0 109728;8451.0 199.0 109697;12982.0 274.0 109667;5681.0 239.0 109734;2363.0 47.0 109735;1061.0 15.0 109714;11341.0 577.0 109742;5633.0 251.0 109743;3421.0 52.0 109723;1773.0 46.0 109745;4791.0 197.0 109746;2103.0 62.0 109747;3058.0 127.0 109748;4770.0 226.0 109749;5089.0 134.0 109720;27189.0 1429.0 109721;6592.0 236.0 109722;6920.0 283.0 109711;2977.0 66.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1016;109697 1064;109667 1043;109734 1111;109735 1029;109714 1042;109742 1079;109743 1070;109723 1096;109745 1062;109746 1002;109747 1079;109748 1049;109749 1042;109720 1084;109721 1004;109722 1084;109711 1007;109726 1037
data,1241871300,1827367.0;65936.0;1839812.0;84183.0;1723406.0;63088.0;1841027.0;94322.0;1.26810183781;1.01452403371;1.41989432625,3111.0 68.0 109728;8471.0 199.0 109697;13004.0 274.0 109667;5690.0 255.0 109743;5708.0 239.0 109734;2382.0 47.0 109735;1086.0 15.0 109714;11493.0 582.0 109742;6947.0 284.0 109711;1793.0 47.0 109745;4898.0 203.0 109746;2155.0 64.0 109747;3166.0 132.0 109748;4887.0 229.0 109749;5103.0 134.0 109720;27254.0 1431.0 109721;6744.0 243.0 109722;3435.0 52.0 109723;3001.0 67.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1077;109697 1025;109667 1043;109743 1078;109734 1044;109735 1027;109714 1015;109742 1037;109711 1036;109745 1054;109746 1052;109747 1072;109748 1079;109749 1076;109720 1065;109721 1064;109722 1006;109723 1073;109726 1077
data,1241871900,1828442.0;65977.0;1840839.0;84229.0;1724488.0;63129.0;1842147.0;94377.0;1.26804440576;1.01451239572;1.41981091154,3133.0 68.0 109728;8487.0 199.0 109697;13016.0 274.0 109667;5729.0 239.0 109734;2397.0 48.0 109735;6965.0 284.0 109711;1101.0 15.0 109714;11660.0 595.0 109742;5748.0 256.0 109743;1819.0 48.0 109745;5017.0 208.0 109746;2199.0 65.0 109747;3305.0 144.0 109748;4988.0 232.0 109749;5114.0 134.0 109720;27311.0 1434.0 109721;6888.0 247.0 109722;3451.0 52.0 109723;3027.0 69.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1047;109697 1052;109667 1002;109734 1056;109735 1069;109711 1089;109714 1003;109742 1060;109743 1074;109745 1042;109746 1111;109747 1031;109748 998;109749 1065;109720 1043;109721 1052;109722 1050;109723 1075;109726 1081
data,1241872500,1829473.0;66020.0;1841905.0;84267.0;1725540.0;63166.0;1843187.0;94419.0;1.26777093362;1.01439903921;1.41951662162,3152.0 71.0 109728;8505.0 199.0 109697;13027.0 274.0 109667;5781.0 256.0 109743;5751.0 240.0 109734;2415.0 48.0 109735;5127.0 212.0 109746;11895.0 605.0 109742;6988.0 286.0 109711;1844.0 49.0 109745;1121.0 15.0 109714;2233.0 65.0 109747;3502.0 153.0 109748;5054.0 233.0 109749;5136.0 135.0 109720;27361.0 1436.0 109721;7015.0 250.0 109722;3460.0 52.0 109723;3054.0 70.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1058;109697 1004;109667 1029;109743 1055;109734 1114;109735 1047;109746 1051;109742 1072;109711 1052;109745 1109;109714 1103;109747 1031;109748 1075;109749 1032;109720 1035;109721 1021;109722 1026;109723 1054;109726 1032
