
New Run at 01/19/2015 09:25:00
, Time, exp3LearnAccesses; exp2Clicks; randomLearnAccesses; randomClicks, Article Access; Clicks; ID, ID; epochArticles, ID ;epochSelectedArticles 
data,1241334600,1084.0;28.0;1060.0;31.0,0.0 0.0 109568;0.0 0.0 109536;0.0 0.0 109571;0.0 0.0 109476;0.0 0.0 109541;1060.0 31.0 109542;0.0 0.0 109569;0.0 0.0 109551;0.0 0.0 109553;0.0 0.0 109524;0.0 0.0 109557;0.0 0.0 109560;0.0 0.0 109561;0.0 0.0 109562;0.0 0.0 109563;0.0 0.0 109564;0.0 0.0 109565;0.0 0.0 109566;0.0 0.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109568 1086;109536 1067;109571 1105;109476 1064;109541 1028;109542 1060;109569 1059;109551 1076;109553 1061;109524 1025;109557 975;109560 1048;109561 1080;109562 1035;109563 1017;109564 1008;109565 1050;109566 1059;109567 1097
