data,1241583900,656930.0;30615.0;680467.0;25373.0;686045.0;37310.0;674141.0;26680.0,11745.0 390.0 109601 0.0000 0.0000 0.0000 0.0000 0.0000;10062.0 135.0 109613 0.0000 0.0000 0.0000 0.0000 0.0000;4579.0 236.0 109616 0.0000 0.0000 0.0000 0.0000 0.0000;5415.0 237.0 109624 0.0000 0.0000 0.0000 0.0000 0.0000;6540.0 393.0 109625 0.0000 0.0000 0.0000 0.0000 0.0000;4682.0 85.0 109627 0.0000 0.0000 0.0000 0.0000 0.0000;4193.0 105.0 109628 0.0000 0.0000 0.0000 0.0000 0.0000;4004.0 122.0 109629 0.0000 0.0000 0.0000 0.0000 0.0000;8082.0 632.0 109631 0.0000 0.0000 0.0000 0.0000 0.0000;7336.0 705.0 109632 0.0000 0.0000 0.0000 0.0000 0.0000;2427.0 38.0 109633 0.0000 0.0000 0.0000 0.0000 0.0000;2721.0 35.0 109634 0.0000 0.0000 0.0000 0.0000 0.0000;4694.0 284.0 109635 0.0000 0.0000 0.0000 0.0000 0.0000;1667.0 38.0 109636 0.0000 0.0000 0.0000 0.0000 0.0000;2556.0 84.0 109637 0.0000 0.0000 0.0000 0.0000 0.0000;7422.0 594.0 109638 0.0000 0.0000 0.0000 0.0000 0.0000;5402.0 415.0 109641 0.0000 0.0000 0.0000 0.0000 0.0000;1286.0 33.0 109644 0.0000 0.0000 0.0000 0.0000 0.0000;2809.0 206.0 109646 0.0000 0.0000 0.0000 0.0000 0.0000;776.0 31.0 109647 0.0000 0.0000 0.0000 0.0000 0.0000;2011.0 95.0 109650 0.0000 0.0000 0.0000 0.0000 0.0000;1016.0 70.0 109652 0.0000 0.0000 0.0000 0.0000 0.0000;776.0 7.0 109653 0.0000 0.0000 0.0000 0.0000 0.0000,109601.0 5680;109613.0 5680;109616.0 5680;109624.0 5680;109625.0 5680;109627.0 5680;109628.0 5680;109629.0 5680;109631.0 5680;109632.0 5680;109633.0 5680;109634.0 5680;109635.0 5680;109636.0 5680;109637.0 5680;109638.0 5680;109641.0 5680;109644.0 5680;109646.0 5680;109647.0 5680;109650.0 5680;109652.0 5680;109653.0 5680,109601 271;109613 245;109616 263;109624 277;109625 241;109627 267;109628 231;109629 263;109631 269;109632 247;109633 274;109634 225;109635 225;109636 227;109637 226;109638 244;109641 219;109644 241;109646 251;109647 243;109650 230;109652 247;109653 254
data,1241584200,657562.0;30634.0;681085.0;25392.0;686621.0;37331.0;674794.0;26694.0,11745.0 390.0 109601 0.0000 0.0000 0.0000 0.0000 0.0000;10062.0 135.0 109613 0.0000 0.0000 0.0000 0.0000 0.0000;4579.0 236.0 109616 0.0000 0.0000 0.0000 0.0000 0.0000;5518.0 238.0 109624 0.0380 -0.0233 -0.0033 0.0036 0.0105;6618.0 394.0 109625 -0.0303 0.1197 -0.0002 0.0272 -0.0033;4796.0 87.0 109627 0.0764 -0.0371 -0.0079 0.0262 0.0132;4208.0 106.0 109628 0.1118 -0.0253 -0.0127 0.1544 0.0154;4022.0 123.0 109629 0.0876 -0.0164 -0.0237 0.0860 -0.0005;8082.0 632.0 109631 0.0000 0.0000 0.0000 0.0000 0.0000;7336.0 705.0 109632 0.0000 0.0000 0.0000 0.0000 0.0000;2427.0 38.0 109633 0.0000 0.0000 0.0000 0.0000 0.0000;2729.0 36.0 109634 0.2039 0.2918 -0.0083 0.0195 -0.0097;4700.0 285.0 109635 0.0449 -0.0255 0.0823 0.2176 0.0001;1667.0 38.0 109636 0.0000 0.0000 0.0000 0.0000 0.0000;2573.0 84.0 109637 0.0000 0.0000 0.0000 0.0000 0.0000;7422.0 594.0 109638 0.0000 0.0000 0.0000 0.0000 0.0000;5431.0 418.0 109641 0.2500 0.0127 0.0404 0.1944 0.0286;1335.0 34.0 109644 -0.0707 -0.0032 0.2174 0.0603 0.0016;2857.0 207.0 109646 0.0359 -0.0130 0.0320 0.0056 0.0185;815.0 33.0 109647 0.0969 0.0112 -0.0047 0.1655 -0.0135;2032.0 97.0 109650 0.2020 -0.0017 0.0108 0.0870 0.0604;1037.0 71.0 109652 0.1554 -0.0103 -0.0483 0.0201 -0.0079;842.0 8.0 109653 -0.0297 -0.0152 -0.0030 0.0873 0.0000,109601.0 14320;109613.0 14320;109616.0 14320;109624.0 14320;109625.0 14320;109627.0 14320;109628.0 14320;109629.0 14320;109631.0 14320;109632.0 14320;109633.0 14320;109634.0 14320;109635.0 14320;109636.0 14320;109637.0 14320;109638.0 14320;109641.0 14320;109644.0 14320;109646.0 14320;109647.0 14320;109650.0 14320;109652.0 14320;109653.0 14320,109601 598;109613 623;109616 626;109624 649;109625 611;109627 668;109628 611;109629 612;109631 567;109632 627;109633 614;109634 658;109635 627;109636 634;109637 604;109638 609;109641 627;109644 640;109646 637;109647 653;109650 612;109652 589;109653 624
data,1241584800,658387.0;30665.0;681904.0;25419.0;687538.0;37373.0;675637.0;26726.0,11796.0 392.0 109601 0.0710 -0.0556 -0.0047 0.0658 -0.0029;10104.0 137.0 109613 -0.0612 0.0440 0.1181 0.0799 -0.0320;4606.0 238.0 109616 -0.0834 -0.0671 -0.0829 0.2948 -0.0104;5518.0 238.0 109624 0.0380 -0.0233 -0.0033 0.0036 0.0105;6618.0 394.0 109625 -0.0303 0.1197 -0.0002 0.0272 -0.0033;4796.0 87.0 109627 0.0764 -0.0371 -0.0079 0.0262 0.0132;4234.0 107.0 109628 0.0713 -0.0168 0.0393 0.0524 0.0130;4022.0 123.0 109629 0.0876 -0.0164 -0.0237 0.0860 -0.0005;8112.0 633.0 109631 0.1495 -0.0162 -0.0084 -0.0008 -0.0015;7362.0 706.0 109632 -0.0413 0.0216 -0.0122 0.1213 0.0008;2463.0 39.0 109633 0.1707 0.0355 -0.0153 0.0201 -0.0040;2841.0 37.0 109634 0.0305 0.0014 -0.0173 0.0433 -0.0120;4737.0 287.0 109635 0.1381 -0.0539 0.1891 0.0397 -0.0097;1889.0 39.0 109636 0.1877 -0.0133 0.0630 -0.0413 0.0117;2592.0 85.0 109637 0.0376 -0.0214 0.0352 0.0169 -0.0092;7455.0 597.0 109638 0.0380 -0.0213 0.2248 0.0237 -0.0332;5452.0 419.0 109641 0.1051 0.0238 -0.0131 0.1484 0.0412;1379.0 37.0 109644 -0.0930 -0.0082 0.1695 0.0786 0.0010;2857.0 207.0 109646 0.0359 -0.0130 0.0320 0.0056 0.0185;842.0 39.0 109647 0.0606 -0.0053 0.0595 0.3556 -0.0216;2079.0 99.0 109650 0.0961 0.0060 0.0278 0.0866 0.0626;1062.0 72.0 109652 0.1137 -0.0056 0.0279 0.0339 -0.0093;842.0 8.0 109653 -0.0297 -0.0152 -0.0030 0.0873 0.0000,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 870;109613 874;109616 879;109624 862;109625 847;109627 863;109628 894;109629 874;109631 842;109632 914;109633 888;109634 848;109635 875;109636 839;109637 881;109638 878;109641 861;109644 874;109646 904;109647 843;109650 847;109652 863;109653 880
data,1241585100,659301.0;30703.0;682761.0;25450.0;688386.0;37404.0;676563.0;26762.0,11898.0 393.0 109601 0.0698 -0.0651 -0.0186 0.0662 0.4846;10139.0 137.0 109613 -0.0612 0.0440 0.1181 0.0799 -0.0320;4661.0 242.0 109616 -0.0919 0.0417 -0.0297 0.1800 -0.0077;5518.0 238.0 109624 0.0380 -0.0233 -0.0033 0.0036 0.0105;6618.0 394.0 109625 -0.0303 0.1197 -0.0002 0.0272 -0.0033;4796.0 87.0 109627 0.0764 -0.0371 -0.0079 0.0262 0.0132;4316.0 110.0 109628 0.0035 -0.0047 0.0505 0.0502 -0.0034;4095.0 129.0 109629 0.0295 0.3639 -0.0158 0.1055 -0.0054;8164.0 634.0 109631 0.0689 0.0149 0.0053 -0.0197 -0.0058;7401.0 707.0 109632 -0.0523 0.0861 -0.0086 0.1044 -0.0218;2518.0 41.0 109633 0.0225 -0.0119 -0.0192 0.1209 -0.0223;2863.0 38.0 109634 0.0274 0.0047 0.0310 0.0273 -0.0187;4787.0 289.0 109635 -0.0016 -0.0684 0.0542 0.1363 -0.0089;1939.0 41.0 109636 0.0290 0.1368 0.0585 -0.0424 -0.0010;2679.0 86.0 109637 0.0595 0.0494 0.0286 0.0184 -0.0014;7493.0 601.0 109638 0.1188 -0.0301 0.2504 -0.0757 -0.0350;5486.0 420.0 109641 0.1069 0.0170 0.0708 0.0781 0.0432;1424.0 39.0 109644 -0.0367 0.0461 0.1636 0.0784 0.0009;2857.0 207.0 109646 0.0359 -0.0130 0.0320 0.0056 0.0185;878.0 40.0 109647 0.0336 0.0151 0.0635 0.1657 -0.0204;2118.0 104.0 109650 0.0278 0.1828 0.0219 0.1575 0.0621;1082.0 73.0 109652 0.0793 -0.0182 0.0314 0.0427 -0.0032;842.0 8.0 109653 -0.0297 -0.0152 -0.0030 0.0873 0.0000,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 869;109613 887;109616 846;109624 904;109625 863;109627 839;109628 872;109629 949;109631 897;109632 895;109633 861;109634 837;109635 888;109636 886;109637 819;109638 866;109641 857;109644 858;109646 801;109647 926;109650 862;109652 859;109653 859
data,1241585700,660201.0;30731.0;683668.0;25474.0;689264.0;37445.0;677363.0;26781.0,11924.0 395.0 109601 0.0843 -0.0724 0.0007 0.0680 0.0191;10223.0 138.0 109613 -0.0203 0.0468 0.0367 0.0092 -0.0240;4677.0 243.0 109616 -0.0111 0.0343 -0.0384 0.1714 -0.0099;5529.0 240.0 109624 0.0275 0.0698 -0.0048 -0.0053 0.2514;6698.0 395.0 109625 -0.0265 0.0436 0.0029 0.0484 0.0095;4828.0 88.0 109627 0.0201 0.0832 0.0005 0.0149 0.0134;4359.0 110.0 109628 0.0035 -0.0047 0.0505 0.0502 -0.0034;4186.0 132.0 109629 -0.0281 0.1979 -0.0134 0.1609 -0.0067;8164.0 634.0 109631 0.0689 0.0149 0.0053 -0.0197 -0.0058;7424.0 708.0 109632 -0.0232 0.0796 -0.0104 0.1045 -0.0216;2597.0 44.0 109633 0.0282 -0.0078 -0.0303 0.0654 0.0415;2866.0 38.0 109634 0.0274 0.0047 0.0310 0.0273 -0.0187;4801.0 290.0 109635 -0.0173 0.0713 0.0617 0.1162 -0.0094;2000.0 42.0 109636 0.0073 0.1568 0.0041 0.0442 -0.0014;2718.0 87.0 109637 0.0222 0.0487 0.0706 0.0119 -0.0015;7541.0 603.0 109638 0.0852 -0.0107 0.1816 -0.0440 -0.0485;5541.0 421.0 109641 0.0888 -0.0076 0.0338 0.0782 0.0452;1448.0 41.0 109644 -0.0208 0.0426 0.1652 0.0762 0.0007;2868.0 208.0 109646 0.0709 -0.0167 0.0228 0.0217 0.0149;905.0 42.0 109647 0.0365 0.0171 0.0755 0.1578 -0.0199;2170.0 106.0 109650 0.0143 0.0985 0.0391 0.1035 0.0629;1163.0 73.0 109652 0.0793 -0.0182 0.0314 0.0427 -0.0032;842.0 8.0 109653 -0.0297 -0.0152 -0.0030 0.0873 0.0000,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 819;109613 875;109616 867;109624 872;109625 874;109627 895;109628 881;109629 858;109631 934;109632 848;109633 857;109634 891;109635 892;109636 909;109637 924;109638 852;109641 849;109644 848;109646 860;109647 800;109650 885;109652 823;109653 887
data,1241586300,661018.0;30753.0;684530.0;25498.0;690124.0;37477.0;678246.0;26810.0,12023.0 396.0 109601 0.0346 -0.0555 -0.0258 0.0709 0.0203;10224.0 138.0 109613 -0.0203 0.0468 0.0367 0.0092 -0.0240;4693.0 244.0 109616 0.0070 0.0352 -0.0327 0.1607 -0.0123;5531.0 240.0 109624 0.0275 0.0698 -0.0048 -0.0053 0.2514;6698.0 395.0 109625 -0.0265 0.0436 0.0029 0.0484 0.0095;4828.0 88.0 109627 0.0201 0.0832 0.0005 0.0149 0.0134;4609.0 111.0 109628 0.0411 -0.0071 0.0465 0.0327 -0.0019;4206.0 133.0 109629 -0.0235 0.1845 -0.0080 0.1321 -0.0061;8193.0 635.0 109631 0.0521 0.0247 -0.0006 0.0197 -0.0073;7448.0 711.0 109632 -0.0383 0.0847 -0.0262 0.1474 -0.0340;2597.0 44.0 109633 0.0282 -0.0078 -0.0303 0.0654 0.0415;2903.0 40.0 109634 0.0116 0.0006 0.0259 0.0731 0.0606;4814.0 291.0 109635 -0.0028 0.0833 0.0550 0.1021 -0.0098;2041.0 43.0 109636 0.0232 0.0547 0.0028 0.0415 -0.0012;2743.0 87.0 109637 0.0222 0.0487 0.0706 0.0119 -0.0015;7561.0 604.0 109638 0.1043 -0.0126 0.1900 -0.0568 -0.0526;5594.0 422.0 109641 0.0104 0.0119 0.0396 0.0764 0.0493;1519.0 42.0 109644 -0.0228 0.0302 0.0364 0.1316 0.0025;2900.0 210.0 109646 0.0873 0.0155 0.0224 0.0338 0.0129;926.0 44.0 109647 0.0018 0.0225 0.1043 0.1546 -0.0210;2173.0 106.0 109650 0.0143 0.0985 0.0391 0.1035 0.0629;1220.0 76.0 109652 0.0450 -0.0215 0.0286 0.1275 -0.0058;845.0 8.0 109653 -0.0297 -0.0152 -0.0030 0.0873 0.0000,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 885;109613 879;109616 844;109624 874;109625 849;109627 874;109628 861;109629 860;109631 938;109632 849;109633 890;109634 873;109635 865;109636 836;109637 898;109638 867;109641 822;109644 862;109646 825;109647 883;109650 884;109652 911;109653 871
data,1241586600,661901.0;30787.0;685349.0;25528.0;690979.0;37517.0;679156.0;26836.0,12062.0 396.0 109601 0.0346 -0.0555 -0.0258 0.0709 0.0203;10316.0 138.0 109613 -0.0203 0.0468 0.0367 0.0092 -0.0240;4744.0 246.0 109616 0.0108 0.0412 0.0077 0.1535 -0.0143;5539.0 241.0 109624 0.0135 0.0345 -0.0060 0.0203 0.2323;6698.0 395.0 109625 -0.0265 0.0436 0.0029 0.0484 0.0095;4884.0 90.0 109627 0.0183 0.0553 0.0843 0.0120 0.0132;4609.0 111.0 109628 0.0411 -0.0071 0.0465 0.0327 -0.0019;4229.0 134.0 109629 -0.0196 0.1649 -0.0045 0.1090 -0.0052;8245.0 637.0 109631 0.0404 0.0221 0.0291 0.0368 -0.0091;7471.0 713.0 109632 -0.0392 0.0792 0.0632 0.1281 -0.0545;2597.0 44.0 109633 0.0282 -0.0078 -0.0303 0.0654 0.0415;3125.0 41.0 109634 0.0128 0.0022 0.0261 0.0681 0.0032;4834.0 292.0 109635 0.0102 0.0823 0.0514 0.1050 -0.0112;2041.0 43.0 109636 0.0232 0.0547 0.0028 0.0415 -0.0012;2783.0 90.0 109637 -0.0086 0.0240 0.0165 0.1526 -0.0022;7606.0 609.0 109638 0.0706 -0.0053 0.1722 -0.0564 -0.0913;5614.0 424.0 109641 0.0068 0.0145 0.0424 0.0936 0.0480;1529.0 43.0 109644 -0.0189 0.0401 0.0364 0.1223 0.0026;2934.0 211.0 109646 0.0650 0.0143 0.0232 0.0463 0.0152;994.0 49.0 109647 0.0355 0.0230 0.0983 0.1332 -0.0289;2187.0 107.0 109650 0.0175 0.0977 0.0351 0.1093 0.0627;1259.0 78.0 109652 0.0518 -0.0185 0.0295 0.0987 -0.0052;872.0 10.0 109653 -0.0510 0.0079 -0.0115 0.1080 -0.0078,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 857;109613 869;109616 818;109624 814;109625 871;109627 926;109628 890;109629 904;109631 859;109632 847;109633 843;109634 868;109635 891;109636 907;109637 834;109638 873;109641 894;109644 891;109646 914;109647 910;109650 860;109652 852;109653 808
data,1241587200,662775.0;30809.0;686206.0;25554.0;691826.0;37565.0;679992.0;26859.0,12140.0 396.0 109601 0.0346 -0.0555 -0.0258 0.0709 0.0203;10385.0 139.0 109613 0.0011 0.0399 0.0331 0.0107 -0.0014;4802.0 248.0 109616 -0.0148 0.0390 0.0112 0.1549 -0.0164;5595.0 242.0 109624 0.0197 0.0551 -0.0042 0.0194 0.0418;6698.0 395.0 109625 -0.0265 0.0436 0.0029 0.0484 0.0095;4895.0 91.0 109627 -0.0004 0.0550 0.0471 0.0364 0.0132;4609.0 111.0 109628 0.0411 -0.0071 0.0465 0.0327 -0.0019;4265.0 137.0 109629 -0.0840 0.1914 -0.0014 0.1542 -0.0056;8245.0 637.0 109631 0.0404 0.0221 0.0291 0.0368 -0.0091;7507.0 714.0 109632 -0.0247 0.0808 0.0303 0.1154 -0.0527;2640.0 44.0 109633 0.0282 -0.0078 -0.0303 0.0654 0.0415;3125.0 41.0 109634 0.0128 0.0022 0.0261 0.0681 0.0032;4881.0 297.0 109635 0.0116 0.0511 0.0703 0.1146 -0.0130;2053.0 44.0 109636 0.0149 0.0526 -0.0000 0.0700 -0.0013;2794.0 91.0 109637 0.0017 0.0138 0.0230 0.1135 -0.0020;7631.0 609.0 109638 0.0706 -0.0053 0.1722 -0.0564 -0.0913;5614.0 424.0 109641 0.0068 0.0145 0.0424 0.0936 0.0480;1583.0 45.0 109644 -0.0060 0.0408 0.0351 0.1213 0.0027;3060.0 211.0 109646 0.0650 0.0143 0.0232 0.0463 0.0152;1024.0 50.0 109647 0.0274 0.0258 0.1136 0.1266 -0.0280;2218.0 108.0 109650 0.0534 0.1046 0.0346 0.0649 0.0628;1259.0 78.0 109652 0.0518 -0.0185 0.0295 0.0987 -0.0052;1023.0 12.0 109653 -0.0626 0.0067 -0.0186 0.1327 0.0055,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 898;109613 896;109616 861;109624 901;109625 897;109627 900;109628 881;109629 867;109631 852;109632 891;109633 874;109634 882;109635 806;109636 842;109637 865;109638 847;109641 849;109644 853;109646 903;109647 836;109650 874;109652 859;109653 866
data,1241587800,663711.0;30839.0;687082.0;25582.0;692681.0;37608.0;680860.0;26879.0,12175.0 397.0 109601 0.0313 -0.0084 -0.0226 0.0633 0.0203;10385.0 139.0 109613 0.0011 0.0399 0.0331 0.0107 -0.0014;4830.0 252.0 109616 -0.0199 0.0204 0.0109 0.1640 -0.0263;5604.0 242.0 109624 0.0197 0.0551 -0.0042 0.0194 0.0418;6726.0 398.0 109625 -0.0299 0.0289 -0.0036 0.1087 0.0086;4895.0 91.0 109627 -0.0004 0.0550 0.0471 0.0364 0.0132;4657.0 113.0 109628 0.0423 0.0316 0.0464 0.0303 -0.0023;4304.0 140.0 109629 -0.0558 0.1874 -0.0018 0.0893 -0.0042;8245.0 637.0 109631 0.0404 0.0221 0.0291 0.0368 -0.0091;7724.0 714.0 109632 -0.0247 0.0808 0.0303 0.1154 -0.0527;2807.0 45.0 109633 0.0184 -0.0043 0.0139 0.0624 -0.0009;3125.0 41.0 109634 0.0128 0.0022 0.0261 0.0681 0.0032;4937.0 300.0 109635 0.0256 0.0355 0.0552 0.1209 -0.0136;2053.0 44.0 109636 0.0149 0.0526 -0.0000 0.0700 -0.0013;2808.0 91.0 109637 0.0017 0.0138 0.0230 0.1135 -0.0020;7715.0 617.0 109638 0.0513 -0.0199 0.1272 0.0668 -0.1320;5614.0 424.0 109641 0.0068 0.0145 0.0424 0.0936 0.0480;1592.0 46.0 109644 -0.0096 0.0425 0.0335 0.1279 0.0026;3070.0 212.0 109646 0.0746 0.0145 -0.0078 0.0356 0.0134;1040.0 51.0 109647 0.0340 0.0252 0.0825 0.1233 -0.0274;2259.0 109.0 109650 0.0243 0.0995 0.0361 0.0726 0.0634;1364.0 78.0 109652 0.0518 -0.0185 0.0295 0.0987 -0.0052;1053.0 13.0 109653 -0.0286 0.0002 -0.0228 0.1351 0.0050,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 854;109613 857;109616 914;109624 840;109625 908;109627 849;109628 829;109629 860;109631 852;109632 879;109633 899;109634 908;109635 910;109636 820;109637 880;109638 855;109641 882;109644 921;109646 829;109647 868;109650 877;109652 829;109653 880
data,1241588100,664573.0;30872.0;687946.0;25615.0;693525.0;37646.0;681704.0;26906.0,12175.0 397.0 109601 0.0313 -0.0084 -0.0226 0.0633 0.0203;10388.0 139.0 109613 0.0011 0.0399 0.0331 0.0107 -0.0014;4869.0 253.0 109616 -0.0176 0.0180 0.0112 0.1590 0.0205;5623.0 243.0 109624 0.0274 0.0450 -0.0059 0.0248 0.0418;6786.0 401.0 109625 -0.0579 0.0605 0.0088 0.1240 0.0082;4959.0 95.0 109627 0.0388 0.0443 0.0354 0.0686 0.0128;4672.0 114.0 109628 0.0462 0.0286 0.0448 0.0394 -0.0025;4311.0 140.0 109629 -0.0558 0.1874 -0.0018 0.0893 -0.0042;8311.0 638.0 109631 0.0484 0.0205 0.0257 0.0460 -0.0109;7743.0 715.0 109632 -0.0200 0.0327 0.0300 0.1071 0.0015;2807.0 45.0 109633 0.0184 -0.0043 0.0139 0.0624 -0.0009;3125.0 41.0 109634 0.0128 0.0022 0.0261 0.0681 0.0032;5066.0 302.0 109635 0.0311 0.0277 0.0212 0.1241 0.0107;2056.0 44.0 109636 0.0149 0.0526 -0.0000 0.0700 -0.0013;2810.0 92.0 109637 0.0010 0.0129 0.0221 0.1073 -0.0019;7804.0 622.0 109638 0.0285 -0.0195 0.1281 0.0701 -0.0593;5646.0 427.0 109641 -0.0090 0.0371 0.0481 0.1339 0.0456;1618.0 48.0 109644 -0.0087 0.0346 0.0337 0.1205 0.0028;3148.0 213.0 109646 0.0714 0.0146 -0.0077 0.0369 0.0120;1169.0 53.0 109647 0.0270 0.0167 0.0712 0.1184 -0.0073;2286.0 111.0 109650 0.0298 0.0929 0.0430 0.0738 0.0556;1394.0 79.0 109652 0.0095 -0.0100 0.0059 0.1024 -0.0040;1078.0 15.0 109653 -0.0371 0.0699 -0.0119 0.0954 0.0056,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 872;109613 876;109616 916;109624 870;109625 876;109627 872;109628 855;109629 847;109631 842;109632 882;109633 896;109634 864;109635 892;109636 899;109637 816;109638 854;109641 852;109644 883;109646 878;109647 844;109650 857;109652 890;109653 867
data,1241588700,665452.0;30894.0;688838.0;25639.0;694330.0;37668.0;682582.0;26924.0,12175.0 397.0 109601 0.0313 -0.0084 -0.0226 0.0633 0.0203;10399.0 141.0 109613 -0.0069 0.1021 0.0343 0.0093 -0.0020;4891.0 254.0 109616 -0.0182 0.0093 0.0106 0.1611 0.0226;5657.0 244.0 109624 0.0244 0.0316 -0.0069 0.0344 0.0429;6799.0 402.0 109625 -0.0617 0.0625 0.0236 0.1207 0.0080;5060.0 96.0 109627 -0.0027 0.0492 0.0387 0.0719 0.0131;4680.0 114.0 109628 0.0462 0.0286 0.0448 0.0394 -0.0025;4356.0 141.0 109629 -0.0419 0.1126 -0.0071 0.1010 -0.0040;8364.0 640.0 109631 0.0483 0.0192 0.0274 0.0525 0.0028;7743.0 715.0 109632 -0.0200 0.0327 0.0300 0.1071 0.0015;2807.0 45.0 109633 0.0184 -0.0043 0.0139 0.0624 -0.0009;3125.0 41.0 109634 0.0128 0.0022 0.0261 0.0681 0.0032;5080.0 302.0 109635 0.0311 0.0277 0.0212 0.1241 0.0107;2066.0 45.0 109636 0.0090 0.0568 -0.0010 0.0771 -0.0013;2821.0 93.0 109637 -0.0089 0.0379 0.0212 0.1174 -0.0019;7875.0 624.0 109638 0.0295 -0.0208 0.1159 0.0711 0.0014;5864.0 432.0 109641 0.0050 0.0254 0.0461 0.1028 0.0079;1618.0 48.0 109644 -0.0087 0.0346 0.0337 0.1205 0.0028;3186.0 214.0 109646 0.0602 0.0164 -0.0062 0.0324 0.0122;1244.0 55.0 109647 0.0169 0.0155 0.0673 0.1392 -0.0077;2367.0 112.0 109650 0.0306 0.0877 0.0431 0.0742 0.0192;1394.0 79.0 109652 0.0095 -0.0100 0.0059 0.1024 -0.0040;1152.0 15.0 109653 -0.0371 0.0699 -0.0119 0.0954 0.0056,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 862;109613 906;109616 836;109624 876;109625 880;109627 876;109628 902;109629 894;109631 857;109632 803;109633 857;109634 866;109635 902;109636 870;109637 858;109638 859;109641 898;109644 904;109646 877;109647 878;109650 884;109652 818;109653 837
