data,1241349900,17378.0;508.0;17295.0;375.0;17635.0;752.0;17592.0;438.0,691.0 11.0 109536 0.0000 0.0000 0.0000 0.0000 0.0000;796.0 20.0 109569 0.0000 0.0000 0.0000 0.0000 0.0000;3662.0 242.0 109571 0.0000 0.0000 0.0000 0.0000 0.0000;697.0 11.0 109476 0.0000 0.0000 0.0000 0.0000 0.0000;681.0 13.0 109541 0.0000 0.0000 0.0000 0.0000 0.0000;831.0 13.0 109568 0.0000 0.0000 0.0000 0.0000 0.0000;777.0 17.0 109542 0.0000 0.0000 0.0000 0.0000 0.0000;1183.0 46.0 109551 0.0000 0.0000 0.0000 0.0000 0.0000;688.0 14.0 109553 0.0000 0.0000 0.0000 0.0000 0.0000;697.0 11.0 109524 0.0000 0.0000 0.0000 0.0000 0.0000;757.0 12.0 109557 0.0000 0.0000 0.0000 0.0000 0.0000;904.0 9.0 109560 0.0000 0.0000 0.0000 0.0000 0.0000;707.0 12.0 109561 0.0000 0.0000 0.0000 0.0000 0.0000;834.0 18.0 109562 0.0000 0.0000 0.0000 0.0000 0.0000;802.0 10.0 109563 0.0000 0.0000 0.0000 0.0000 0.0000;704.0 11.0 109564 0.0000 0.0000 0.0000 0.0000 0.0000;590.0 8.0 109565 0.0000 0.0000 0.0000 0.0000 0.0000;601.0 10.0 109566 0.0000 0.0000 0.0000 0.0000 0.0000;776.0 20.0 109567 0.0000 0.0000 0.0000 0.0000 0.0000,109536.0 10532;109568.0 10532;109571.0 10532;109476.0 10532;109541.0 10532;109542.0 10532;109569.0 10532;109551.0 10532;109553.0 10532;109524.0 10532;109557.0 10532;109560.0 10532;109561.0 10532;109562.0 10532;109563.0 10532;109564.0 10532;109565.0 10532;109566.0 10532;109567.0 10532,109536 560;109569 503;109571 577;109476 538;109541 580;109568 558;109542 559;109551 582;109553 545;109524 542;109557 552;109560 574;109561 536;109562 527;109563 567;109564 563;109565 570;109566 531;109567 568
data,1241350200,17882.0;519.0;17778.0;385.0;18146.0;787.0;18098.0;459.0,872.0 15.0 109568 -0.0089 -0.0619 0.1272 0.1586 -0.0050;918.0 21.0 109569 -0.0464 -0.0070 -0.0128 0.0727 -0.0006;3674.0 243.0 109571 0.1910 0.0036 -0.0046 0.1761 -0.0050;715.0 12.0 109476 -0.0277 0.0065 0.3546 -0.0642 -0.0010;703.0 14.0 109541 0.2707 0.0081 -0.0271 0.0178 -0.0047;777.0 17.0 109542 0.0000 0.0000 0.0000 0.0000 0.0000;1183.0 46.0 109551 0.0000 0.0000 0.0000 0.0000 0.0000;688.0 14.0 109553 0.0000 0.0000 0.0000 0.0000 0.0000;723.0 12.0 109524 -0.0051 -0.0018 -0.0072 -0.0035 0.0813;867.0 13.0 109557 -0.0082 -0.0201 -0.0071 0.0744 -0.0009;770.0 12.0 109536 -0.0575 -0.0079 0.0513 0.1447 -0.0026;904.0 9.0 109560 0.0000 0.0000 0.0000 0.0000 0.0000;707.0 12.0 109561 0.0000 0.0000 0.0000 0.0000 0.0000;834.0 18.0 109562 0.0000 0.0000 0.0000 0.0000 0.0000;850.0 10.0 109563 0.0000 0.0000 0.0000 0.0000 0.0000;704.0 11.0 109564 0.0000 0.0000 0.0000 0.0000 0.0000;590.0 8.0 109565 0.0000 0.0000 0.0000 0.0000 0.0000;627.0 12.0 109566 -0.0704 0.2374 -0.0183 0.0738 0.0296;776.0 20.0 109567 0.0000 0.0000 0.0000 0.0000 0.0000,109536.0 9468;109568.0 9468;109571.0 9468;109476.0 9468;109541.0 9468;109542.0 9468;109569.0 9468;109551.0 9468;109553.0 9468;109524.0 9468;109557.0 9468;109560.0 9468;109561.0 9468;109562.0 9468;109563.0 9468;109564.0 9468;109565.0 9468;109566.0 9468;109567.0 9468,109568 477;109569 498;109571 515;109476 471;109541 449;109542 506;109551 510;109553 452;109524 506;109557 519;109536 522;109560 499;109561 482;109562 501;109563 564;109564 481;109565 516;109566 508;109567 492
data,1241351100,18893.0;547.0;18808.0;408.0;19191.0;839.0;19154.0;493.0,1040.0 16.0 109568 -0.0148 0.2310 0.0499 0.0995 -0.0028;918.0 21.0 109569 -0.0464 -0.0070 -0.0128 0.0727 -0.0006;3724.0 244.0 109571 0.2274 -0.0082 -0.0088 0.0277 -0.0054;736.0 13.0 109476 -0.0904 0.0141 0.1482 -0.0404 0.0010;773.0 16.0 109541 0.1894 0.0512 -0.0533 0.2808 -0.0147;851.0 19.0 109542 0.0042 -0.0213 0.0147 0.1383 -0.0055;952.0 12.0 109560 -0.0290 0.0552 -0.0175 0.2209 -0.0042;1228.0 48.0 109551 0.0449 -0.0104 -0.0058 0.1069 -0.0039;745.0 16.0 109553 0.0185 -0.0395 -0.0117 0.2100 -0.0026;723.0 12.0 109524 -0.0051 -0.0018 -0.0072 -0.0035 0.0813;867.0 13.0 109557 -0.0082 -0.0201 -0.0071 0.0744 -0.0009;785.0 13.0 109536 -0.0392 -0.0154 0.0467 0.0980 -0.0017;825.0 14.0 109561 0.0936 -0.0062 -0.0117 -0.0062 -0.0012;908.0 19.0 109562 -0.0341 -0.0107 0.0921 0.0687 -0.0032;908.0 11.0 109563 -0.0362 -0.0254 -0.0205 0.1276 -0.0013;806.0 14.0 109564 0.2288 -0.0118 -0.0090 0.0733 0.0914;622.0 10.0 109565 -0.0461 0.0049 0.2361 -0.0043 -0.0046;656.0 13.0 109566 -0.0732 0.2379 0.0038 0.0722 0.0330;826.0 23.0 109567 0.1295 -0.0311 -0.0728 0.0334 -0.0031,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109568 1050;109569 1070;109571 1029;109476 996;109541 1090;109542 1056;109560 1060;109551 1058;109553 1065;109524 1031;109557 1060;109536 1023;109561 1057;109562 1049;109563 1040;109564 1066;109565 1082;109566 1005;109567 1113
data,1241351700,19956.0;574.0;19864.0;436.0;20220.0;903.0;20217.0;532.0,832.0 13.0 109536 -0.0392 -0.0154 0.0467 0.0980 -0.0017;1075.0 17.0 109568 0.0175 0.1213 0.0774 -0.0051 -0.0019;3798.0 249.0 109571 0.2506 -0.0425 0.0400 -0.0120 0.0082;812.0 14.0 109476 -0.1045 0.0158 0.1775 -0.0436 0.0070;819.0 19.0 109541 0.1395 0.0146 -0.0523 0.0117 -0.0063;881.0 21.0 109542 0.0159 -0.0305 0.0136 0.1321 -0.0054;953.0 22.0 109569 0.0296 -0.0149 -0.0121 0.0549 -0.0016;1286.0 48.0 109551 0.0449 -0.0104 -0.0058 0.1069 -0.0039;783.0 17.0 109553 0.0736 -0.0261 0.0008 0.1075 -0.0030;800.0 15.0 109524 0.0210 0.1326 -0.0136 0.0678 0.0298;867.0 13.0 109557 -0.0082 -0.0201 -0.0071 0.0744 -0.0009;977.0 14.0 109560 -0.0232 0.0650 -0.0222 0.1869 -0.0084;825.0 14.0 109561 0.0936 -0.0062 -0.0117 -0.0062 -0.0012;923.0 20.0 109562 -0.0345 -0.0062 0.0918 0.0536 -0.0033;908.0 11.0 109563 -0.0362 -0.0254 -0.0205 0.1276 -0.0013;853.0 15.0 109564 0.0199 -0.0049 0.0315 -0.0083 0.0864;662.0 11.0 109565 -0.1003 -0.0042 0.1865 0.0513 -0.0058;720.0 17.0 109566 -0.0355 0.1978 0.0505 0.0694 0.0311;1182.0 24.0 109567 0.1222 -0.0302 -0.0162 -0.0064 0.0022,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1015;109568 1050;109571 1018;109476 1100;109541 1074;109542 1063;109569 1048;109551 1014;109553 1046;109524 1077;109557 1066;109560 1029;109561 1089;109562 1048;109563 1066;109564 1011;109565 1004;109566 1119;109567 1063
data,1241352300,20991.0;603.0;20886.0;473.0;21251.0;959.0;21281.0;568.0,1150.0 18.0 109568 0.0098 0.1096 0.0134 0.0378 -0.0017;953.0 22.0 109569 0.0296 -0.0149 -0.0121 0.0549 -0.0016;3858.0 252.0 109571 0.2279 -0.0735 -0.0214 0.0178 0.0130;844.0 16.0 109476 -0.1090 0.0116 0.1659 0.0141 0.0068;856.0 20.0 109541 0.1423 0.0139 -0.0545 0.0095 0.0615;977.0 23.0 109542 -0.0009 -0.0341 0.0106 0.1653 -0.0045;1592.0 49.0 109551 0.0017 -0.0087 -0.0157 0.0812 -0.0010;818.0 19.0 109553 -0.0018 -0.0275 0.0757 0.1120 -0.0038;831.0 17.0 109524 -0.0009 0.1680 -0.0094 0.0651 0.0287;893.0 18.0 109557 -0.0422 0.0129 -0.0060 0.1796 -0.0032;847.0 14.0 109536 -0.0205 0.0065 0.0474 0.0841 -0.0023;1051.0 17.0 109560 -0.0159 0.0850 0.0364 0.1097 -0.0197;825.0 14.0 109561 0.0936 -0.0062 -0.0117 -0.0062 -0.0012;940.0 22.0 109562 -0.0509 -0.0265 0.0842 0.1215 -0.0053;918.0 12.0 109563 -0.0360 -0.0230 -0.0014 0.1158 -0.0012;924.0 15.0 109564 0.0199 -0.0049 0.0315 -0.0083 0.0864;765.0 13.0 109565 -0.0805 0.0044 0.1238 0.0410 -0.0133;766.0 18.0 109566 -0.0249 0.1911 0.0520 0.0247 0.0306;1183.0 24.0 109567 0.1222 -0.0302 -0.0162 -0.0064 0.0022,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109568 1015;109569 1013;109571 1024;109476 1040;109541 1035;109542 1064;109551 1077;109553 1077;109524 1021;109557 1071;109536 1057;109560 1047;109561 1069;109562 1054;109563 1129;109564 1097;109565 1051;109566 1034;109567 1025
data,1241352900,22068.0;626.0;21939.0;508.0;22284.0;1011.0;22343.0;608.0,880.0 16.0 109536 -0.0307 0.0059 0.0583 0.0944 -0.0030;953.0 22.0 109569 0.0296 -0.0149 -0.0121 0.0549 -0.0016;3886.0 254.0 109571 0.1472 -0.0677 0.0002 0.0206 0.0135;902.0 18.0 109476 0.0047 -0.0001 0.1280 0.0051 0.0063;983.0 22.0 109541 0.0651 0.0268 0.0156 0.0239 0.0159;1015.0 25.0 109542 0.0376 -0.0356 0.0124 0.1106 -0.0042;1150.0 18.0 109568 0.0098 0.1096 0.0134 0.0378 -0.0017;1592.0 49.0 109551 0.0017 -0.0087 -0.0157 0.0812 -0.0010;894.0 20.0 109553 -0.0002 -0.0272 0.0093 0.1166 -0.0032;900.0 17.0 109524 -0.0009 0.1680 -0.0094 0.0651 0.0287;1002.0 19.0 109557 -0.0328 -0.0036 -0.0182 0.0846 -0.0024;1169.0 18.0 109560 -0.0202 0.0858 0.0500 0.1066 -0.0053;857.0 14.0 109561 0.0936 -0.0062 -0.0117 -0.0062 -0.0012;990.0 26.0 109562 0.0223 -0.0198 0.0521 0.1322 -0.0061;987.0 14.0 109563 0.0084 -0.0256 -0.0107 0.1085 -0.0024;1030.0 16.0 109564 0.0179 -0.0010 0.0323 -0.0017 0.0150;891.0 13.0 109565 -0.0805 0.0044 0.1238 0.0410 -0.0133;783.0 19.0 109566 0.0097 0.1858 0.0512 0.0231 0.0298;1204.0 26.0 109567 0.0741 0.1547 -0.0074 -0.0135 0.0020,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 984;109569 1071;109571 1015;109476 1086;109541 1021;109542 1062;109568 1022;109551 1035;109553 1048;109524 1036;109557 1051;109560 1118;109561 1051;109562 1094;109563 1084;109564 1100;109565 1070;109566 1011;109567 1041
data,1241353500,23148.0;667.0;22980.0;543.0;23297.0;1072.0;23374.0;646.0,1187.0 20.0 109568 0.0229 0.1052 0.0118 0.0549 -0.0023;980.0 23.0 109569 0.0202 -0.0244 -0.0110 0.0879 -0.0021;3959.0 260.0 109571 0.1392 -0.0767 -0.0134 0.0807 0.0124;927.0 19.0 109476 -0.0034 0.0008 0.1061 0.0104 0.0065;926.0 17.0 109536 0.0006 0.0044 0.0539 0.0829 -0.0035;1077.0 29.0 109542 0.0126 0.0494 0.0137 0.1232 -0.0045;1646.0 52.0 109551 -0.0201 0.0048 -0.0014 0.1232 -0.0015;961.0 27.0 109553 -0.0069 -0.0259 0.0009 0.1820 -0.0102;983.0 22.0 109541 0.0651 0.0268 0.0156 0.0239 0.0159;1060.0 19.0 109524 0.0049 0.0303 -0.0052 0.0679 0.0111;1024.0 21.0 109557 -0.0506 0.0104 0.0539 0.0752 -0.0031;1171.0 18.0 109560 -0.0202 0.0858 0.0500 0.1066 -0.0053;900.0 16.0 109561 0.0686 -0.0125 -0.0238 0.0478 -0.0022;1056.0 29.0 109562 0.0084 -0.0411 0.0473 0.1244 -0.0049;1021.0 16.0 109563 0.0112 -0.0218 0.0232 0.0831 -0.0024;1030.0 16.0 109564 0.0179 -0.0010 0.0323 -0.0017 0.0150;1184.0 14.0 109565 -0.0539 0.0051 0.0882 0.0155 -0.0013;811.0 20.0 109566 0.0181 0.1383 0.0501 0.0270 0.0244;1245.0 29.0 109567 0.0602 0.1897 -0.0035 -0.0169 0.0019,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109568 1091;109569 1095;109571 1032;109476 1074;109536 1063;109542 1031;109551 1072;109553 986;109541 1104;109524 1088;109557 1040;109560 1054;109561 1045;109562 1086;109563 1059;109564 1037;109565 975;109566 1021;109567 1047
data,1241354100,24193.0;694.0;24071.0;567.0;24344.0;1135.0;24393.0;678.0,1204.0 21.0 109568 0.0323 0.1014 0.0104 0.0590 -0.0025;1006.0 24.0 109569 0.0225 -0.0214 -0.0084 0.0814 -0.0021;4096.0 273.0 109571 0.1177 0.0176 -0.0260 0.1160 0.0106;946.0 19.0 109476 -0.0034 0.0008 0.1061 0.0104 0.0065;983.0 22.0 109541 0.0651 0.0268 0.0156 0.0239 0.0159;1077.0 29.0 109542 0.0126 0.0494 0.0137 0.1232 -0.0045;1217.0 20.0 109560 -0.0013 0.0699 0.0384 0.0958 -0.0049;1666.0 53.0 109551 -0.0161 0.0492 0.0056 0.0903 -0.0013;1060.0 28.0 109553 -0.0004 -0.0284 0.0041 0.1553 -0.0092;1079.0 20.0 109524 0.0037 0.0303 0.0192 0.0683 0.0109;1046.0 22.0 109557 -0.0589 0.0370 0.0547 0.0754 -0.0034;975.0 18.0 109536 0.0117 0.0081 0.0330 0.0509 -0.0028;912.0 17.0 109561 0.0813 -0.0142 -0.0260 0.0435 -0.0025;1262.0 30.0 109562 0.0298 -0.0351 0.0072 0.0922 -0.0033;1028.0 16.0 109563 0.0112 -0.0218 0.0232 0.0831 -0.0024;1049.0 17.0 109564 0.0077 0.0515 0.0329 0.0033 0.0148;1184.0 14.0 109565 -0.0539 0.0051 0.0882 0.0155 -0.0013;1148.0 21.0 109566 -0.0177 0.1351 0.0490 0.0299 0.0054;1255.0 30.0 109567 0.0560 0.1346 -0.0031 -0.0120 0.0021,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109568 1069;109569 1084;109571 1042;109476 1019;109541 1098;109542 1019;109560 1097;109551 1054;109553 1073;109524 1033;109557 992;109536 1072;109561 1016;109562 1007;109563 1075;109564 1068;109565 1023;109566 1079;109567 1080
data,1241354700,25250.0;732.0;25092.0;597.0;25371.0;1189.0;25434.0;713.0,1075.0 19.0 109536 0.0088 0.0072 0.0297 0.0571 0.0041;1015.0 25.0 109569 0.0334 -0.0203 -0.0102 0.0805 -0.0023;4227.0 282.0 109571 0.1298 0.0068 -0.0442 0.0984 0.0065;998.0 20.0 109476 -0.0140 0.0041 0.0792 0.0059 0.0065;993.0 22.0 109541 0.0651 0.0268 0.0156 0.0239 0.0159;1114.0 32.0 109542 0.0074 0.0561 0.0152 0.1218 -0.0045;1288.0 23.0 109568 -0.0209 0.0799 0.0117 0.0997 -0.0020;1677.0 53.0 109551 -0.0161 0.0492 0.0056 0.0903 -0.0013;1136.0 29.0 109553 0.0061 -0.0185 0.0077 0.1336 0.0011;1130.0 21.0 109524 -0.0003 0.0274 0.0190 0.0837 0.0107;1152.0 24.0 109557 -0.0605 0.0366 0.0537 0.0763 0.0056;1269.0 21.0 109560 -0.0074 0.0734 0.0293 0.0928 -0.0047;952.0 18.0 109561 0.0772 -0.0099 -0.0256 0.0377 -0.0026;1329.0 31.0 109562 0.0294 -0.0354 0.0069 0.0920 0.0083;1123.0 17.0 109563 0.0078 -0.0062 0.0235 0.0798 -0.0029;1073.0 19.0 109564 -0.0119 0.0497 0.0283 0.0547 0.0141;1268.0 25.0 109565 -0.0909 0.0131 0.1433 0.0030 -0.0019;1148.0 21.0 109566 -0.0177 0.1351 0.0490 0.0299 0.0054;1283.0 30.0 109567 0.0560 0.1346 -0.0031 -0.0120 0.0021,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1072;109569 1093;109571 1039;109476 1007;109541 1008;109542 1041;109568 1061;109551 1066;109553 1109;109524 1061;109557 1040;109560 1031;109561 1073;109562 1063;109563 1061;109564 1035;109565 1075;109566 1067;109567 998
data,1241355300,26298.0;768.0;26158.0;621.0;26445.0;1244.0;26477.0;758.0,1308.0 24.0 109568 -0.0127 0.0877 0.0127 0.0691 -0.0019;1152.0 19.0 109536 0.0088 0.0072 0.0297 0.0571 0.0041;4367.0 290.0 109571 0.1291 0.0196 -0.0314 0.0844 0.0318;1006.0 20.0 109476 -0.0140 0.0041 0.0792 0.0059 0.0065;1046.0 23.0 109541 0.0369 0.0344 0.0212 0.0318 0.0161;1183.0 38.0 109542 0.0040 0.0477 0.0289 0.1238 -0.0050;1078.0 28.0 109569 0.0232 -0.0196 -0.0144 0.0821 0.0013;1694.0 54.0 109551 -0.0171 0.0602 0.0066 0.0869 -0.0014;1210.0 30.0 109553 -0.0040 -0.0279 0.0105 0.1097 0.0023;1138.0 22.0 109524 0.0048 0.0321 0.0189 0.0542 0.0108;1152.0 24.0 109557 -0.0605 0.0366 0.0537 0.0763 0.0056;1330.0 27.0 109560 -0.0147 0.1631 0.0350 0.0748 -0.0053;1220.0 18.0 109561 0.0772 -0.0099 -0.0256 0.0377 -0.0026;1363.0 33.0 109562 0.0464 -0.0407 0.0069 0.0864 0.0081;1173.0 18.0 109563 0.0055 -0.0077 0.0061 0.0901 -0.0036;1097.0 20.0 109564 -0.0080 0.0485 0.0308 0.0552 0.0139;1303.0 27.0 109565 -0.0920 0.0087 0.1223 0.0269 -0.0018;1157.0 22.0 109566 -0.0181 0.1361 0.0490 0.0298 0.0053;1321.0 31.0 109567 0.0242 0.1383 -0.0025 0.0037 0.0023,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109568 1006;109536 1054;109571 1081;109476 1035;109541 1029;109542 1043;109569 1057;109551 1046;109553 1148;109524 1052;109557 1031;109560 1063;109561 1037;109562 966;109563 1030;109564 1018;109565 1049;109566 1143;109567 1112
data,1241355600,27317.0;798.0;27220.0;664.0;27491.0;1298.0;27525.0;803.0,1310.0 24.0 109568 -0.0127 0.0877 0.0127 0.0691 -0.0019;1111.0 29.0 109569 0.0305 -0.0227 -0.0141 0.0839 0.0006;4521.0 298.0 109571 0.1038 0.0052 -0.0213 0.0896 0.0435;1150.0 20.0 109476 -0.0140 0.0041 0.0792 0.0059 0.0065;1122.0 25.0 109541 0.0319 -0.0050 0.0188 0.0717 0.0153;1328.0 44.0 109542 0.0064 0.0375 0.0353 0.1178 -0.0055;1695.0 55.0 109551 -0.0177 0.0592 0.0049 0.0904 -0.0014;1210.0 30.0 109553 -0.0040 -0.0279 0.0105 0.1097 0.0023;1139.0 22.0 109524 0.0048 0.0321 0.0189 0.0542 0.0108;1186.0 26.0 109557 0.0011 0.0329 0.0527 0.0685 0.0051;1214.0 20.0 109536 -0.0025 0.0078 0.0146 0.0619 0.0044;1357.0 29.0 109560 0.0013 0.1351 0.0334 0.0734 -0.0052;1328.0 19.0 109561 0.0520 0.0121 -0.0167 0.0267 -0.0011;1368.0 33.0 109562 0.0464 -0.0407 0.0069 0.0864 0.0081;1267.0 20.0 109563 0.0229 -0.0040 0.0097 0.0554 -0.0037;1118.0 21.0 109564 0.0140 0.0461 0.0283 0.0515 0.0136;1342.0 29.0 109565 -0.0907 0.0078 0.1175 0.0307 -0.0018;1190.0 23.0 109566 -0.0151 0.1144 0.0503 0.0277 0.0054;1361.0 31.0 109567 0.0242 0.1383 -0.0025 0.0037 0.0023,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109568 1037;109569 1029;109571 1072;109476 1107;109541 1046;109542 1048;109551 1055;109553 1089;109524 1063;109557 1075;109536 1034;109560 1038;109561 1015;109562 1085;109563 1024;109564 1042;109565 1010;109566 1053;109567 1078
