data,1241922300,1491748.0;65763.0;1554165.0;55544.0;1565365.0;82061.0;1535748.0;52213.0,18667.0 400.0 109697 0.0000 0.0000 0.0000 0.0000 0.0000;10644.0 160.0 109723 0.0000 0.0000 0.0000 0.0000 0.0000;690.0 35.0 109731 0.0000 0.0000 0.0000 0.0000 0.0000;1156.0 47.0 109740 0.0000 0.0000 0.0000 0.0000 0.0000;2692.0 71.0 109741 0.0000 0.0000 0.0000 0.0000 0.0000;7241.0 182.0 109745 0.0000 0.0000 0.0000 0.0000 0.0000;11867.0 629.0 109746 0.0000 0.0000 0.0000 0.0000 0.0000;3301.0 68.0 109753 0.0000 0.0000 0.0000 0.0000 0.0000;3762.0 60.0 109754 0.0000 0.0000 0.0000 0.0000 0.0000;3928.0 196.0 109755 0.0000 0.0000 0.0000 0.0000 0.0000;2945.0 75.0 109756 0.0000 0.0000 0.0000 0.0000 0.0000;3060.0 90.0 109757 0.0000 0.0000 0.0000 0.0000 0.0000;3620.0 166.0 109758 0.0000 0.0000 0.0000 0.0000 0.0000;2994.0 64.0 109760 0.0000 0.0000 0.0000 0.0000 0.0000;2975.0 145.0 109761 0.0000 0.0000 0.0000 0.0000 0.0000;2146.0 100.0 109762 0.0000 0.0000 0.0000 0.0000 0.0000;1735.0 84.0 109763 0.0000 0.0000 0.0000 0.0000 0.0000;1056.0 23.0 109764 0.0000 0.0000 0.0000 0.0000 0.0000;1961.0 81.0 109766 0.0000 0.0000 0.0000 0.0000 0.0000;1206.0 61.0 109767 0.0000 0.0000 0.0000 0.0000 0.0000;4520.0 237.0 109684 0.0000 0.0000 0.0000 0.0000 0.0000;4192.0 145.0 109686 0.0000 0.0000 0.0000 0.0000 0.0000,109697.0 16976;109723.0 16976;109731.0 16976;109740.0 16976;109741.0 16976;109745.0 16976;109746.0 16976;109753.0 16976;109754.0 16976;109755.0 16976;109756.0 16976;109757.0 16976;109758.0 16976;109760.0 16976;109761.0 16976;109762.0 16976;109763.0 16976;109764.0 16976;109766.0 16976;109767.0 16976;109684.0 16976;109686.0 16976,109697 787;109723 791;109731 806;109740 739;109741 776;109745 761;109746 786;109753 782;109754 740;109755 775;109756 747;109757 763;109758 775;109760 812;109761 796;109762 724;109763 764;109764 801;109766 779;109767 774;109684 769;109686 729
data,1241922300,1491878.0;65768.0;1554325.0;55552.0;1565513.0;82068.0;1535880.0;52217.0,18667.0 400.0 109697 0.0000 0.0000 0.0000 0.0000 0.0000;10695.0 161.0 109723 -0.0426 0.1338 -0.0039 0.0630 -0.0005;690.0 35.0 109731 0.0000 0.0000 0.0000 0.0000 0.0000;1156.0 47.0 109740 0.0000 0.0000 0.0000 0.0000 0.0000;2695.0 71.0 109741 0.0000 0.0000 0.0000 0.0000 0.0000;7254.0 183.0 109745 0.0675 -0.0083 0.2026 0.0497 -0.0072;11888.0 630.0 109746 0.3451 0.0276 0.1083 0.1062 -0.0002;3301.0 68.0 109753 0.0000 0.0000 0.0000 0.0000 0.0000;3762.0 60.0 109754 0.0000 0.0000 0.0000 0.0000 0.0000;3928.0 196.0 109755 0.0000 0.0000 0.0000 0.0000 0.0000;2945.0 75.0 109756 0.0000 0.0000 0.0000 0.0000 0.0000;3060.0 90.0 109757 0.0000 0.0000 0.0000 0.0000 0.0000;3620.0 166.0 109758 0.0000 0.0000 0.0000 0.0000 0.0000;2994.0 64.0 109760 0.0000 0.0000 0.0000 0.0000 0.0000;2975.0 145.0 109761 0.0000 0.0000 0.0000 0.0000 0.0000;2146.0 100.0 109762 0.0000 0.0000 0.0000 0.0000 0.0000;1735.0 84.0 109763 0.0000 0.0000 0.0000 0.0000 0.0000;1056.0 23.0 109764 0.0000 0.0000 0.0000 0.0000 0.0000;1961.0 81.0 109766 0.0000 0.0000 0.0000 0.0000 0.0000;1206.0 61.0 109767 0.0000 0.0000 0.0000 0.0000 0.0000;4543.0 238.0 109684 -0.0183 0.0196 0.4383 -0.0675 -0.0044;4211.0 146.0 109686 -0.0245 -0.0288 0.0633 0.2187 0.0009,109697.0 3024;109723.0 3024;109731.0 3024;109740.0 3024;109741.0 3024;109745.0 3024;109746.0 3024;109753.0 3024;109754.0 3024;109755.0 3024;109756.0 3024;109757.0 3024;109758.0 3024;109760.0 3024;109761.0 3024;109762.0 3024;109763.0 3024;109764.0 3024;109766.0 3024;109767.0 3024;109684.0 3024;109686.0 3024,109697 165;109723 132;109731 135;109740 137;109741 132;109745 135;109746 137;109753 138;109754 135;109755 146;109756 130;109757 142;109758 116;109760 132;109761 117;109762 147;109763 137;109764 148;109766 134;109767 144;109684 135;109686 150
data,1241922900,1492809.0;65788.0;1555289.0;55580.0;1566431.0;82108.0;1536793.0;52225.0,18704.0 401.0 109697 -0.0374 -0.0689 -0.0433 0.1534 -0.0154;10695.0 161.0 109723 -0.0426 0.1338 -0.0039 0.0630 -0.0005;730.0 36.0 109731 -0.0185 -0.0183 0.0992 0.0316 0.0037;1273.0 50.0 109740 -0.0007 -0.0130 0.0439 0.0637 0.0426;2760.0 72.0 109741 -0.0260 0.0032 0.1363 0.0012 -0.0059;7356.0 184.0 109745 0.0770 -0.0064 0.0094 0.0378 -0.0035;11892.0 631.0 109746 0.1423 0.0075 0.3012 -0.0881 -0.0026;3301.0 68.0 109753 0.0000 0.0000 0.0000 0.0000 0.0000;3888.0 60.0 109754 0.0000 0.0000 0.0000 0.0000 0.0000;3928.0 196.0 109755 0.0000 0.0000 0.0000 0.0000 0.0000;3031.0 76.0 109756 -0.0136 0.1841 -0.0007 0.0023 -0.0003;3083.0 91.0 109757 0.0999 0.1407 0.0013 0.0745 -0.0150;3620.0 166.0 109758 0.0000 0.0000 0.0000 0.0000 0.0000;3023.0 65.0 109760 -0.0258 -0.0275 0.0091 0.1029 -0.0114;3001.0 146.0 109761 -0.0556 0.0032 0.2818 -0.0118 -0.0017;2194.0 102.0 109762 -0.0876 0.0372 -0.0620 0.2749 -0.0061;1762.0 85.0 109763 -0.0597 -0.0156 0.0774 0.0557 -0.0010;1176.0 24.0 109764 0.0067 0.0803 -0.0339 0.1757 0.0000;2015.0 83.0 109766 -0.0112 0.0441 0.0254 0.1155 -0.0074;1227.0 62.0 109767 0.0445 -0.0164 0.0754 0.0322 -0.0012;4549.0 239.0 109684 -0.0307 0.0112 0.1239 -0.0247 0.0013;4211.0 146.0 109686 -0.0245 -0.0288 0.0633 0.2187 0.0009,109697.0 20000;109723.0 20000;109731.0 20000;109740.0 20000;109741.0 20000;109745.0 20000;109746.0 20000;109753.0 20000;109754.0 20000;109755.0 20000;109756.0 20000;109757.0 20000;109758.0 20000;109760.0 20000;109761.0 20000;109762.0 20000;109763.0 20000;109764.0 20000;109766.0 20000;109767.0 20000;109684.0 20000;109686.0 20000,109697 865;109723 913;109731 906;109740 930;109741 891;109745 918;109746 940;109753 888;109754 937;109755 917;109756 893;109757 871;109758 932;109760 949;109761 905;109762 913;109763 891;109764 916;109766 882;109767 916;109684 916;109686 911
data,1241923200,1493800.0;65820.0;1556180.0;55611.0;1567355.0;82152.0;1537666.0;52242.0,18732.0 402.0 109697 -0.0171 -0.0556 -0.0399 0.0885 0.0504;10695.0 161.0 109723 -0.0426 0.1338 -0.0039 0.0630 -0.0005;739.0 36.0 109731 -0.0185 -0.0183 0.0992 0.0316 0.0037;1273.0 50.0 109740 -0.0007 -0.0130 0.0439 0.0637 0.0426;2760.0 72.0 109741 -0.0260 0.0032 0.1363 0.0012 -0.0059;7405.0 186.0 109745 0.1712 -0.0442 0.0046 0.0348 -0.0048;11919.0 635.0 109746 0.0621 0.0092 0.3224 -0.0999 -0.0085;3372.0 69.0 109753 -0.0261 0.0104 0.1470 -0.0135 0.0009;4001.0 61.0 109754 -0.0043 0.1348 0.0022 -0.0127 -0.0016;4003.0 200.0 109755 -0.0356 0.0622 0.0373 0.1702 -0.0054;3057.0 77.0 109756 -0.0078 0.0684 0.0039 0.0134 0.0444;3123.0 95.0 109757 0.0452 0.0679 0.1450 0.0577 -0.0295;3670.0 168.0 109758 -0.0274 0.1506 0.1207 -0.0466 -0.0053;3034.0 66.0 109760 -0.0328 -0.0267 0.0096 0.0994 0.0958;3039.0 148.0 109761 -0.0845 0.0361 0.1690 0.0552 -0.0044;2204.0 103.0 109762 -0.0386 0.0495 -0.0390 0.1672 -0.0055;1802.0 87.0 109763 -0.0608 0.1155 0.0669 0.0634 -0.0013;1493.0 26.0 109764 -0.0190 0.0118 -0.0083 0.0794 -0.0013;2017.0 83.0 109766 -0.0112 0.0441 0.0254 0.1155 -0.0074;1267.0 63.0 109767 0.0304 -0.0080 0.0395 0.0545 -0.0085;4570.0 240.0 109684 0.0649 -0.0201 0.1338 -0.0360 -0.0081;4235.0 148.0 109686 -0.0069 -0.0483 -0.0009 0.1585 -0.0019,109697.0 20000;109723.0 20000;109731.0 20000;109740.0 20000;109741.0 20000;109745.0 20000;109746.0 20000;109753.0 20000;109754.0 20000;109755.0 20000;109756.0 20000;109757.0 20000;109758.0 20000;109760.0 20000;109761.0 20000;109762.0 20000;109763.0 20000;109764.0 20000;109766.0 20000;109767.0 20000;109684.0 20000;109686.0 20000,109697 916;109723 873;109731 929;109740 865;109741 901;109745 908;109746 910;109753 908;109754 900;109755 883;109756 919;109757 927;109758 936;109760 891;109761 900;109762 888;109763 931;109764 929;109766 916;109767 939;109684 919;109686 912
data,1241923500,1494697.0;65856.0;1557151.0;55642.0;1568268.0;82191.0;1538578.0;52257.0,18747.0 403.0 109697 -0.0568 0.0895 -0.0241 0.0965 0.0487;10761.0 163.0 109723 -0.0307 0.0632 -0.0039 0.0373 -0.0021;793.0 38.0 109731 -0.0420 0.0762 0.0513 0.0332 -0.0011;1298.0 50.0 109740 -0.0007 -0.0130 0.0439 0.0637 0.0426;2770.0 73.0 109741 -0.0397 0.0056 0.1453 0.0017 -0.0059;7429.0 188.0 109745 0.1085 -0.0610 0.0083 0.0448 0.0615;11956.0 637.0 109746 -0.0210 0.0937 0.2969 -0.0463 -0.0078;3413.0 70.0 109753 -0.0173 0.0002 0.0382 0.0226 0.0000;4039.0 62.0 109754 -0.0038 0.1063 0.0014 -0.0074 -0.0019;4068.0 201.0 109755 -0.0558 0.0777 0.0496 0.0908 -0.0026;3057.0 77.0 109756 -0.0078 0.0684 0.0039 0.0134 0.0444;3162.0 96.0 109757 0.0342 0.0715 0.1424 0.0238 -0.0258;3683.0 168.0 109758 -0.0274 0.1506 0.1207 -0.0466 -0.0053;3138.0 68.0 109760 -0.0423 0.0386 0.0082 0.0568 0.0958;3100.0 150.0 109761 -0.0055 0.0306 0.1509 0.0393 0.0208;2232.0 106.0 109762 -0.0341 0.0076 -0.0184 0.1783 -0.0134;1888.0 94.0 109763 0.1183 0.1004 0.0086 0.0875 -0.0016;1493.0 26.0 109764 -0.0190 0.0118 -0.0083 0.0794 -0.0013;2044.0 85.0 109766 -0.0071 0.0412 0.0282 0.1246 -0.0291;1291.0 64.0 109767 0.0376 -0.0096 0.0373 0.0510 -0.0085;4633.0 244.0 109684 -0.0243 0.0675 0.1395 0.1057 -0.0058;4312.0 149.0 109686 -0.0081 -0.0510 -0.0433 0.1459 -0.0052,109697.0 20000;109723.0 20000;109731.0 20000;109740.0 20000;109741.0 20000;109745.0 20000;109746.0 20000;109753.0 20000;109754.0 20000;109755.0 20000;109756.0 20000;109757.0 20000;109758.0 20000;109760.0 20000;109761.0 20000;109762.0 20000;109763.0 20000;109764.0 20000;109766.0 20000;109767.0 20000;109684.0 20000;109686.0 20000,109697 913;109723 912;109731 904;109740 892;109741 889;109745 933;109746 913;109753 915;109754 896;109755 852;109756 885;109757 910;109758 907;109760 906;109761 927;109762 917;109763 918;109764 903;109766 966;109767 884;109684 936;109686 922
data,1241924100,1495630.0;65888.0;1558039.0;55673.0;1569157.0;82231.0;1539497.0;52268.0,18775.0 406.0 109697 -0.0453 0.0960 -0.0606 0.1275 0.0479;10761.0 163.0 109723 -0.0307 0.0632 -0.0039 0.0373 -0.0021;793.0 38.0 109731 -0.0420 0.0762 0.0513 0.0332 -0.0011;1325.0 53.0 109740 -0.0188 -0.0035 0.1300 0.0332 0.0420;2809.0 74.0 109741 -0.0117 -0.0042 0.0509 0.0276 -0.0033;7481.0 189.0 109745 0.0527 -0.0435 0.0105 0.0449 0.0613;12054.0 640.0 109746 0.0055 0.0882 0.1577 -0.0127 -0.0066;3475.0 73.0 109753 -0.0272 0.0447 0.0386 0.0449 -0.0022;4044.0 63.0 109754 -0.0038 0.1058 0.0010 -0.0074 0.0304;4118.0 202.0 109755 -0.0532 0.0677 0.0538 0.0901 0.0138;3092.0 79.0 109756 -0.0247 0.1156 0.0424 0.0054 0.0437;3203.0 98.0 109757 0.0259 0.0785 0.1381 -0.0049 -0.0387;3788.0 169.0 109758 -0.0037 0.0436 0.0439 -0.0145 -0.0027;3138.0 68.0 109760 -0.0423 0.0386 0.0082 0.0568 0.0958;3119.0 151.0 109761 0.0084 0.0293 0.1069 0.0403 0.0212;2363.0 111.0 109762 0.0078 0.0033 0.0491 0.1204 -0.0177;2016.0 95.0 109763 0.1242 0.0997 0.0076 0.0758 -0.0015;1493.0 26.0 109764 -0.0190 0.0118 -0.0083 0.0794 -0.0013;2095.0 86.0 109766 -0.0164 0.0464 0.0795 0.1043 -0.0297;1323.0 65.0 109767 0.0474 -0.0041 0.0316 0.0626 0.0109;4648.0 245.0 109684 -0.0273 0.0746 0.1434 0.0898 -0.0058;4327.0 150.0 109686 -0.0075 -0.0638 -0.0464 0.1477 -0.0050,109697.0 20000;109723.0 20000;109731.0 20000;109740.0 20000;109741.0 20000;109745.0 20000;109746.0 20000;109753.0 20000;109754.0 20000;109755.0 20000;109756.0 20000;109757.0 20000;109758.0 20000;109760.0 20000;109761.0 20000;109762.0 20000;109763.0 20000;109764.0 20000;109766.0 20000;109767.0 20000;109684.0 20000;109686.0 20000,109697 956;109723 919;109731 864;109740 924;109741 913;109745 923;109746 942;109753 843;109754 899;109755 935;109756 902;109757 880;109758 917;109760 903;109761 900;109762 878;109763 985;109764 911;109766 897;109767 873;109684 902;109686 934
data,1241924400,1496550.0;65917.0;1558935.0;55697.0;1570076.0;82277.0;1540400.0;52281.0,18868.0 408.0 109697 -0.0252 0.0531 -0.0605 0.1459 0.0466;10835.0 164.0 109723 0.0003 0.0582 -0.0077 0.0308 -0.0034;832.0 41.0 109731 0.0114 0.0824 0.0332 0.0664 0.0016;1350.0 54.0 109740 -0.0102 -0.0078 0.0790 0.0413 0.0426;2833.0 74.0 109741 -0.0117 -0.0042 0.0509 0.0276 -0.0033;7506.0 189.0 109745 0.0527 -0.0435 0.0105 0.0449 0.0613;12068.0 641.0 109746 0.0058 0.0838 0.1473 -0.0018 -0.0090;3475.0 73.0 109753 -0.0272 0.0447 0.0386 0.0449 -0.0022;4044.0 63.0 109754 -0.0038 0.1058 0.0010 -0.0074 0.0304;4139.0 203.0 109755 -0.0426 0.0552 0.0535 0.0821 0.0138;3145.0 79.0 109756 -0.0247 0.1156 0.0424 0.0054 0.0437;3249.0 102.0 109757 0.0386 0.0706 0.1273 0.0105 0.0147;3881.0 169.0 109758 -0.0037 0.0436 0.0439 -0.0145 -0.0027;3175.0 69.0 109760 -0.0109 0.0329 -0.0007 0.0681 0.0884;3156.0 152.0 109761 0.0355 0.0259 0.0671 0.0308 0.0214;2406.0 115.0 109762 0.0048 0.0034 0.0976 0.1216 -0.0306;2095.0 96.0 109763 0.0237 0.0721 0.0260 0.0370 -0.0003;1496.0 26.0 109764 -0.0190 0.0118 -0.0083 0.0794 -0.0013;2121.0 88.0 109766 -0.0213 0.0520 0.0901 0.0632 -0.0072;1397.0 66.0 109767 0.0259 -0.0054 0.0364 0.0329 0.0128;4729.0 249.0 109684 -0.0147 0.1288 0.1251 0.0262 -0.0048;4360.0 152.0 109686 -0.0134 -0.0382 0.0517 0.1064 -0.0047,109697.0 20000;109723.0 20000;109731.0 20000;109740.0 20000;109741.0 20000;109745.0 20000;109746.0 20000;109753.0 20000;109754.0 20000;109755.0 20000;109756.0 20000;109757.0 20000;109758.0 20000;109760.0 20000;109761.0 20000;109762.0 20000;109763.0 20000;109764.0 20000;109766.0 20000;109767.0 20000;109684.0 20000;109686.0 20000,109697 893;109723 903;109731 868;109740 893;109741 872;109745 878;109746 945;109753 866;109754 921;109755 965;109756 970;109757 905;109758 921;109760 951;109761 913;109762 884;109763 939;109764 876;109766 890;109767 855;109684 971;109686 921
data,1241925000,1497492.0;65952.0;1559877.0;55730.0;1570911.0;82318.0;1541254.0;52292.0,18916.0 409.0 109697 0.0008 0.0730 -0.0336 0.0560 0.0522;10911.0 165.0 109723 -0.0025 0.0569 0.0056 0.0385 -0.0036;898.0 45.0 109731 0.0038 0.0912 0.0440 0.0786 -0.0047;1350.0 54.0 109740 -0.0102 -0.0078 0.0790 0.0413 0.0426;2886.0 75.0 109741 -0.0121 -0.0089 0.0490 0.0488 0.0004;7516.0 190.0 109745 0.0414 0.0246 0.0123 0.0344 0.0607;12128.0 642.0 109746 0.0059 0.0829 0.1352 0.0044 -0.0117;3511.0 74.0 109753 0.0082 0.0415 0.0358 0.0364 -0.0049;4076.0 63.0 109754 -0.0038 0.1058 0.0010 -0.0074 0.0304;4139.0 203.0 109755 -0.0426 0.0552 0.0535 0.0821 0.0138;3171.0 82.0 109756 -0.0445 0.0276 0.0319 0.0857 0.0426;3312.0 104.0 109757 0.0174 0.0777 0.1105 0.0299 0.0146;3901.0 170.0 109758 -0.0039 0.0431 0.0437 -0.0148 0.0090;3301.0 69.0 109760 -0.0109 0.0329 -0.0007 0.0681 0.0884;3208.0 154.0 109761 0.0341 0.0242 0.0600 0.0416 0.0214;2508.0 124.0 109762 -0.0025 -0.0034 0.0812 0.1533 -0.0385;2095.0 96.0 109763 0.0237 0.0721 0.0260 0.0370 -0.0003;1503.0 27.0 109764 -0.0227 0.0123 -0.0098 0.0905 -0.0014;2163.0 90.0 109766 -0.0037 0.0487 0.1010 0.0555 -0.0079;1398.0 66.0 109767 0.0259 -0.0054 0.0364 0.0329 0.0128;4776.0 250.0 109684 -0.0158 0.1277 0.1259 0.0290 -0.0052;4435.0 156.0 109686 -0.0255 0.0432 0.0515 0.1073 -0.0060,109697.0 20000;109723.0 20000;109731.0 20000;109740.0 20000;109741.0 20000;109745.0 20000;109746.0 20000;109753.0 20000;109754.0 20000;109755.0 20000;109756.0 20000;109757.0 20000;109758.0 20000;109760.0 20000;109761.0 20000;109762.0 20000;109763.0 20000;109764.0 20000;109766.0 20000;109767.0 20000;109684.0 20000;109686.0 20000,109697 929;109723 854;109731 938;109740 927;109741 894;109745 853;109746 913;109753 894;109754 868;109755 922;109756 893;109757 934;109758 885;109760 936;109761 948;109762 852;109763 945;109764 947;109766 914;109767 925;109684 888;109686 941
data,1241925300,1498349.0;65978.0;1560818.0;55763.0;1571844.0;82365.0;1542175.0;52308.0,19036.0 410.0 109697 -0.0122 0.0709 -0.0283 0.0575 0.0523;10911.0 165.0 109723 -0.0025 0.0569 0.0056 0.0385 -0.0036;971.0 46.0 109731 -0.0175 0.0847 0.0535 0.0614 -0.0136;1386.0 54.0 109740 -0.0102 -0.0078 0.0790 0.0413 0.0426;2978.0 75.0 109741 -0.0121 -0.0089 0.0490 0.0488 0.0004;7516.0 190.0 109745 0.0414 0.0246 0.0123 0.0344 0.0607;12176.0 645.0 109746 0.0002 0.0497 0.1439 -0.0037 -0.0220;3592.0 74.0 109753 0.0082 0.0415 0.0358 0.0364 -0.0049;4128.0 64.0 109754 0.0016 0.0307 -0.0005 -0.0010 0.0305;4152.0 204.0 109755 -0.0406 0.0538 0.0519 0.0852 0.0137;3171.0 82.0 109756 -0.0445 0.0276 0.0319 0.0857 0.0426;3341.0 106.0 109757 0.0159 0.0700 0.1057 0.0501 0.0147;3901.0 170.0 109758 -0.0039 0.0431 0.0437 -0.0148 0.0090;3337.0 70.0 109760 0.0122 0.0303 0.0057 0.0486 0.0053;3253.0 157.0 109761 0.0365 0.0228 0.0697 0.0436 0.0210;2561.0 127.0 109762 0.0102 0.0010 0.0832 0.1260 -0.0439;2095.0 96.0 109763 0.0237 0.0721 0.0260 0.0370 -0.0003;1503.0 27.0 109764 -0.0227 0.0123 -0.0098 0.0905 -0.0014;2211.0 93.0 109766 -0.0021 0.0462 0.0802 0.0613 -0.0082;1446.0 68.0 109767 0.0204 0.0498 0.0275 0.0417 0.0126;4802.0 253.0 109684 0.0003 0.1345 0.0703 0.0545 -0.0061;4492.0 158.0 109686 -0.0281 0.0427 0.0391 0.1115 -0.0060,109697.0 20000;109723.0 20000;109731.0 20000;109740.0 20000;109741.0 20000;109745.0 20000;109746.0 20000;109753.0 20000;109754.0 20000;109755.0 20000;109756.0 20000;109757.0 20000;109758.0 20000;109760.0 20000;109761.0 20000;109762.0 20000;109763.0 20000;109764.0 20000;109766.0 20000;109767.0 20000;109684.0 20000;109686.0 20000,109697 876;109723 921;109731 887;109740 924;109741 917;109745 883;109746 870;109753 911;109754 860;109755 976;109756 900;109757 951;109758 914;109760 857;109761 931;109762 904;109763 939;109764 895;109766 937;109767 949;109684 885;109686 913
data,1241925900,1499256.0;66009.0;1561706.0;55798.0;1572701.0;82407.0;1543107.0;52334.0,19114.0 411.0 109697 -0.0109 0.0553 0.0029 0.0562 0.0515;10981.0 165.0 109723 -0.0025 0.0569 0.0056 0.0385 -0.0036;983.0 46.0 109731 -0.0175 0.0847 0.0535 0.0614 -0.0136;1409.0 55.0 109740 -0.0051 -0.0058 0.0715 0.0447 0.0424;3001.0 77.0 109741 -0.0067 -0.0084 0.0474 0.0204 0.0380;7536.0 191.0 109745 0.0405 0.0215 0.0130 0.0401 0.0618;12244.0 648.0 109746 0.0492 0.0268 0.0791 0.0176 -0.0159;3637.0 75.0 109753 0.0097 0.0404 0.0359 0.0357 0.0064;4128.0 64.0 109754 0.0016 0.0307 -0.0005 -0.0010 0.0305;4233.0 209.0 109755 -0.0530 0.0452 0.0665 0.1070 0.0130;3171.0 82.0 109756 -0.0445 0.0276 0.0319 0.0857 0.0426;3431.0 108.0 109757 0.0160 0.0618 0.0815 0.0414 0.0170;3901.0 170.0 109758 -0.0039 0.0431 0.0437 -0.0148 0.0090;3401.0 71.0 109760 0.0087 0.0293 0.0067 0.0468 0.0055;3283.0 158.0 109761 0.0414 0.0228 0.0711 0.0388 0.0209;2620.0 129.0 109762 -0.0026 0.0007 0.0703 0.1360 -0.0439;2095.0 96.0 109763 0.0237 0.0721 0.0260 0.0370 -0.0003;1570.0 28.0 109764 -0.0072 0.0143 -0.0050 0.0426 -0.0009;2252.0 95.0 109766 0.0104 0.0375 0.0750 0.0681 -0.0093;1472.0 69.0 109767 0.0196 0.0443 0.0279 0.0416 0.0127;4888.0 259.0 109684 -0.0059 0.1728 0.0722 0.0469 -0.0086;4516.0 159.0 109686 -0.0310 0.0456 0.0390 0.1044 -0.0057,109697.0 20000;109723.0 20000;109731.0 20000;109740.0 20000;109741.0 20000;109745.0 20000;109746.0 20000;109753.0 20000;109754.0 20000;109755.0 20000;109756.0 20000;109757.0 20000;109758.0 20000;109760.0 20000;109761.0 20000;109762.0 20000;109763.0 20000;109764.0 20000;109766.0 20000;109767.0 20000;109684.0 20000;109686.0 20000,109697 948;109723 932;109731 912;109740 943;109741 901;109745 859;109746 936;109753 910;109754 884;109755 906;109756 906;109757 900;109758 917;109760 955;109761 912;109762 868;109763 899;109764 909;109766 885;109767 896;109684 916;109686 906
data,1241926200,1500120.0;66045.0;1562573.0;55825.0;1573623.0;82446.0;1544002.0;52348.0,19114.0 411.0 109697 -0.0109 0.0553 0.0029 0.0562 0.0515;10994.0 166.0 109723 -0.0027 0.0564 0.0055 0.0385 0.0103;1000.0 47.0 109731 -0.0208 0.0832 0.0519 0.0681 -0.0178;1474.0 59.0 109740 -0.0060 -0.0070 0.0692 0.0495 0.0409;3009.0 77.0 109741 -0.0067 -0.0084 0.0474 0.0204 0.0380;7619.0 191.0 109745 0.0405 0.0215 0.0130 0.0401 0.0618;12314.0 651.0 109746 0.0436 0.0204 0.0815 0.0303 -0.0064;3668.0 76.0 109753 0.0086 0.0494 0.0352 0.0398 0.0063;4128.0 64.0 109754 0.0016 0.0307 -0.0005 -0.0010 0.0305;4286.0 212.0 109755 -0.0424 0.0670 0.0619 0.0899 0.0129;3225.0 84.0 109756 -0.0288 0.0289 0.0200 0.0975 0.0425;3433.0 108.0 109757 0.0160 0.0618 0.0815 0.0414 0.0170;3938.0 172.0 109758 -0.0064 0.0355 0.0403 0.0343 0.0078;3401.0 71.0 109760 0.0087 0.0293 0.0067 0.0468 0.0055;3412.0 164.0 109761 0.0137 0.0268 0.0855 0.0361 0.0202;2668.0 130.0 109762 0.0058 0.0062 0.0724 0.1097 -0.0410;2112.0 96.0 109763 0.0237 0.0721 0.0260 0.0370 -0.0003;1570.0 28.0 109764 -0.0072 0.0143 -0.0050 0.0426 -0.0009;2292.0 96.0 109766 0.0068 0.0379 0.0738 0.0682 -0.0088;1503.0 71.0 109767 0.0230 0.0443 0.0540 0.0373 0.0118;4991.0 263.0 109684 -0.0125 0.1083 0.0740 0.0455 -0.0098;4579.0 164.0 109686 0.0110 0.0338 0.0356 0.1116 -0.0064,109697.0 20000;109723.0 20000;109731.0 20000;109740.0 20000;109741.0 20000;109745.0 20000;109746.0 20000;109753.0 20000;109754.0 20000;109755.0 20000;109756.0 20000;109757.0 20000;109758.0 20000;109760.0 20000;109761.0 20000;109762.0 20000;109763.0 20000;109764.0 20000;109766.0 20000;109767.0 20000;109684.0 20000;109686.0 20000,109697 904;109723 895;109731 953;109740 931;109741 896;109745 918;109746 875;109753 886;109754 940;109755 964;109756 837;109757 910;109758 929;109760 909;109761 915;109762 905;109763 896;109764 977;109766 895;109767 845;109684 910;109686 910
