
New Run at  01/16/2015 11:44:48
, Time, UCBLearnAccesses; UCBClicks; randomLearnAccesses; randomClicks; greedyLearnAccesses; greedyClicks; exp3LearnAccess; exp3Clicks, Article Access; Clicks; ID; Theta, ID; epochArticles, ID ;epochSelectedArticles 
data,1241420700,184375.0;8228.0;191005.0;5934.0;190773.0;7569.0;184429.0;6249.0,2674.0 25.0 109536 -0.0220 0.0586 -0.0088 0.0934 -0.0008;7016.0 538.0 109572 0.0000 0.0000 0.0000 0.0000 0.0000;6193.0 276.0 109574 0.0000 0.0000 0.0000 0.0000 0.0000;4649.0 173.0 109575 0.0000 0.0000 0.0000 0.0000 0.0000;7908.0 457.0 109576 0.0000 0.0000 0.0000 0.0000 0.0000;6173.0 271.0 109577 0.0000 0.0000 0.0000 0.0000 0.0000;2410.0 52.0 109578 0.0000 0.0000 0.0000 0.0000 0.0000;3890.0 108.0 109580 -0.0085 -0.0333 0.0951 0.1994 -0.0222;3587.0 97.0 109517 0.0319 -0.0105 0.0420 -0.0022 -0.0011;22649.0 1454.0 109582 0.1332 -0.0439 0.0797 0.1261 -0.0061;4583.0 231.0 109581 -0.0251 0.3300 0.0058 -0.0260 -0.0002;9430.0 473.0 109584 0.0000 0.0000 0.0000 0.0000 0.0000;8887.0 558.0 109585 -0.0322 0.0425 0.0347 0.1017 -0.0096;1990.0 23.0 109586 0.0000 0.0000 0.0000 0.0000 0.0000;2478.0 32.0 109587 0.0000 0.0000 0.0000 0.0000 0.0000;2083.0 53.0 109588 -0.0454 -0.0299 -0.0266 0.2651 -0.0052;1965.0 47.0 109589 0.0000 0.0000 0.0000 0.0000 0.0000;2501.0 56.0 109476 -0.0747 0.0225 0.1034 0.2252 0.0211;2408.0 26.0 109583 -0.0124 0.0028 -0.0103 -0.0142 0.0191;2704.0 59.0 109524 -0.0050 -0.0083 0.0632 -0.0076 0.1768,109536.0 13637;109476.0 13637;109574.0 13637;109575.0 13637;109576.0 13637;109580.0 13637;109578.0 13637;109581.0 13637;109517.0 13637;109582.0 13637;109583.0 13637;109584.0 13637;109585.0 13637;109586.0 13637;109587.0 13637;109588.0 13637;109589.0 13637;109577.0 13637;109524.0 13637;109572.0 13637,109536 677;109572 694;109574 725;109575 673;109576 728;109577 693;109578 711;109580 653;109517 661;109582 674;109581 702;109584 665;109585 698;109586 683;109587 639;109588 620;109589 686;109476 701;109583 665;109524 689
data,1241421300,185365.0;8247.0;191956.0;5946.0;191746.0;7586.0;185403.0;6264.0,2685.0 25.0 109536 -0.0220 0.0586 -0.0088 0.0934 -0.0008;2522.0 58.0 109476 -0.0978 0.0205 0.1974 0.2363 0.0413;6238.0 277.0 109574 0.0361 -0.0026 0.1961 -0.0191 -0.0026;4790.0 174.0 109575 -0.0019 0.0039 -0.0006 -0.0009 0.0119;8072.0 458.0 109576 -0.0207 -0.0012 0.0684 0.0179 -0.0012;6294.0 272.0 109577 -0.0436 -0.0220 -0.0186 0.1083 -0.0011;2464.0 54.0 109578 0.0418 -0.0017 0.1474 0.0309 -0.0025;3926.0 109.0 109580 -0.0318 -0.0413 0.0890 0.2608 0.0096;3587.0 97.0 109517 0.0319 -0.0105 0.0420 -0.0022 -0.0011;22680.0 1455.0 109582 0.0851 -0.0334 0.0814 0.1319 -0.0058;4586.0 231.0 109581 -0.0251 0.3300 0.0058 -0.0260 -0.0002;9486.0 474.0 109584 -0.0079 -0.0045 -0.0004 -0.0047 0.0332;8984.0 558.0 109585 -0.0322 0.0425 0.0347 0.1017 -0.0096;2018.0 25.0 109586 0.2036 -0.0258 -0.0292 0.0528 -0.0080;2491.0 33.0 109587 0.0097 -0.0054 0.0494 0.0199 0.0080;2738.0 60.0 109524 -0.0842 -0.0235 0.0330 0.1776 0.1495;2042.0 48.0 109589 -0.0381 0.0279 -0.0086 0.1232 -0.0007;7054.0 540.0 109572 0.1280 0.1163 -0.0218 0.0413 0.0009;2428.0 27.0 109583 0.0310 0.0042 0.0713 -0.0502 0.0181;2083.0 53.0 109588 -0.0454 -0.0299 -0.0266 0.2651 -0.0052,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 969;109476 1072;109574 1005;109575 1032;109576 982;109577 1005;109578 977;109580 1039;109517 1037;109582 989;109581 1042;109584 1049;109585 944;109586 964;109587 987;109524 979;109589 988;109572 977;109583 989;109588 974
data,1241422200,186351.0;8260.0;192967.0;5963.0;192735.0;7603.0;186461.0;6282.0,2760.0 25.0 109536 -0.0220 0.0586 -0.0088 0.0934 -0.0008;2535.0 59.0 109476 -0.0914 0.0327 0.1243 0.1782 0.0631;6266.0 278.0 109574 0.0187 0.0084 0.1114 0.0059 -0.0025;4790.0 174.0 109575 -0.0019 0.0039 -0.0006 -0.0009 0.0119;8072.0 458.0 109576 -0.0207 -0.0012 0.0684 0.0179 -0.0012;6294.0 272.0 109577 -0.0436 -0.0220 -0.0186 0.1083 -0.0011;2464.0 54.0 109578 0.0418 -0.0017 0.1474 0.0309 -0.0025;3934.0 110.0 109580 -0.0107 -0.0436 0.0950 0.2052 0.0107;3587.0 97.0 109517 0.0319 -0.0105 0.0420 -0.0022 -0.0011;22689.0 1456.0 109582 0.0987 -0.0675 0.0744 0.0539 -0.0035;4599.0 233.0 109581 -0.0618 0.3441 0.0012 0.0398 -0.0006;9517.0 475.0 109584 0.0335 -0.0127 -0.0054 0.0326 0.0317;9523.0 558.0 109585 -0.0322 0.0425 0.0347 0.1017 -0.0096;2117.0 25.0 109586 0.2036 -0.0258 -0.0292 0.0528 -0.0080;2557.0 35.0 109587 0.0584 -0.0078 0.0146 -0.0011 0.0081;2780.0 62.0 109524 -0.0764 -0.0217 0.0235 0.1582 0.1372;2042.0 48.0 109589 -0.0381 0.0279 -0.0086 0.1232 -0.0007;7054.0 540.0 109572 0.1280 0.1163 -0.0218 0.0413 0.0009;2453.0 28.0 109583 0.0989 0.0049 0.0631 -0.0013 0.0154;2121.0 54.0 109588 0.0173 -0.0369 -0.0064 0.0699 -0.0028,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1018;109476 939;109574 980;109575 927;109576 1027;109577 944;109578 1060;109580 1010;109517 1037;109582 1000;109581 1033;109584 1005;109585 991;109586 976;109587 934;109524 1018;109589 1027;109572 1024;109583 992;109588 1058
data,1241422800,187320.0;8275.0;193960.0;5978.0;193813.0;7614.0;187495.0;6301.0,2773.0 26.0 109536 -0.0025 0.0093 -0.0052 0.0515 -0.0009;7196.0 542.0 109572 0.0515 0.0727 -0.0415 0.0985 0.0066;6284.0 280.0 109574 0.0162 0.1130 0.0851 -0.0167 0.0347;4790.0 174.0 109575 -0.0019 0.0039 -0.0006 -0.0009 0.0119;8072.0 458.0 109576 -0.0207 -0.0012 0.0684 0.0179 -0.0012;6294.0 272.0 109577 -0.0436 -0.0220 -0.0186 0.1083 -0.0011;2498.0 55.0 109578 0.0453 -0.0081 0.0619 0.0919 -0.0055;3951.0 110.0 109580 -0.0107 -0.0436 0.0950 0.2052 0.0107;3587.0 97.0 109517 0.0319 -0.0105 0.0420 -0.0022 -0.0011;22699.0 1457.0 109582 0.0801 -0.0631 0.1037 0.0563 -0.0039;2519.0 29.0 109583 0.0764 -0.0108 0.0628 0.0037 0.0156;9524.0 475.0 109584 0.0335 -0.0127 -0.0054 0.0326 0.0317;9688.0 559.0 109585 -0.0127 0.0581 0.0306 0.0909 -0.0017;2450.0 26.0 109586 0.0385 -0.0202 -0.0076 0.0264 -0.0017;2557.0 35.0 109587 0.0584 -0.0078 0.0146 -0.0011 0.0081;2822.0 64.0 109524 -0.0443 -0.0177 0.0333 0.1094 0.0750;2042.0 48.0 109589 -0.0381 0.0279 -0.0086 0.1232 -0.0007;2128.0 55.0 109588 0.0999 -0.0353 -0.0170 0.0698 -0.0043;2634.0 60.0 109476 -0.0832 0.0335 0.1229 0.1722 0.0168;4615.0 234.0 109581 -0.0140 0.1837 -0.0112 0.0836 -0.0011,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1005;109572 997;109574 1051;109575 1025;109576 935;109577 1036;109578 1021;109580 972;109517 1007;109582 990;109583 944;109584 1032;109585 1012;109586 1006;109587 996;109524 972;109589 982;109588 1034;109476 984;109581 999
data,1241423700,188346.0;8292.0;194974.0;5998.0;194808.0;7636.0;188505.0;6315.0,2773.0 26.0 109536 -0.0025 0.0093 -0.0052 0.0515 -0.0009;7212.0 542.0 109572 0.0515 0.0727 -0.0415 0.0985 0.0066;6526.0 282.0 109574 -0.0262 0.0997 0.0817 0.1074 0.0053;4790.0 174.0 109575 -0.0019 0.0039 -0.0006 -0.0009 0.0119;8072.0 458.0 109576 -0.0207 -0.0012 0.0684 0.0179 -0.0012;6294.0 272.0 109577 -0.0436 -0.0220 -0.0186 0.1083 -0.0011;2623.0 58.0 109578 0.0272 -0.0221 0.0696 0.1649 -0.0040;4031.0 111.0 109580 -0.0746 -0.0262 0.0686 0.1614 0.0212;3587.0 97.0 109517 0.0319 -0.0105 0.0420 -0.0022 -0.0011;22799.0 1459.0 109582 0.0746 -0.0634 0.0961 0.0573 0.0093;2520.0 29.0 109583 0.0764 -0.0108 0.0628 0.0037 0.0156;9595.0 478.0 109584 0.0199 -0.0163 -0.0048 0.0672 0.0315;9688.0 559.0 109585 -0.0127 0.0581 0.0306 0.0909 -0.0017;2450.0 26.0 109586 0.0385 -0.0202 -0.0076 0.0264 -0.0017;2621.0 35.0 109587 0.0584 -0.0078 0.0146 -0.0011 0.0081;2220.0 56.0 109588 0.0425 -0.0441 -0.0097 0.0775 -0.0025;2071.0 49.0 109589 -0.0451 0.0138 0.0046 0.1043 -0.0003;2936.0 66.0 109524 -0.0588 -0.0206 0.0360 0.1691 0.0300;2650.0 61.0 109476 -0.0725 0.0352 0.1214 0.1296 0.0171;4691.0 235.0 109581 0.0063 0.1704 -0.0128 0.0819 -0.0037,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1004;109572 1026;109574 1018;109575 997;109576 967;109577 1034;109578 992;109580 979;109517 1029;109582 1026;109583 1008;109584 979;109585 1000;109586 965;109587 961;109588 1010;109589 964;109524 1028;109476 1007;109581 1006
data,1241424300,189331.0;8307.0;195968.0;6019.0;195798.0;7650.0;189473.0;6328.0,2877.0 26.0 109536 -0.0025 0.0093 -0.0052 0.0515 -0.0009;7219.0 543.0 109572 0.0530 0.0569 -0.0357 0.0741 0.0068;6549.0 283.0 109574 -0.0096 0.1364 0.0767 0.0296 0.0063;4794.0 174.0 109575 -0.0019 0.0039 -0.0006 -0.0009 0.0119;8072.0 458.0 109576 -0.0207 -0.0012 0.0684 0.0179 -0.0012;6300.0 272.0 109577 -0.0436 -0.0220 -0.0186 0.1083 -0.0011;2646.0 58.0 109578 0.0272 -0.0221 0.0696 0.1649 -0.0040;4122.0 112.0 109580 -0.0723 -0.0265 0.0664 0.1577 0.0108;4715.0 237.0 109581 0.0236 0.1819 -0.0174 0.0820 0.0021;22829.0 1460.0 109582 0.1090 0.0248 0.0671 0.0383 0.0089;2595.0 31.0 109583 0.0676 -0.0129 0.0682 0.0033 0.0254;9649.0 479.0 109584 0.0187 -0.0154 -0.0050 0.0665 0.0269;9688.0 559.0 109585 -0.0127 0.0581 0.0306 0.0909 -0.0017;2450.0 26.0 109586 0.0385 -0.0202 -0.0076 0.0264 -0.0017;2649.0 36.0 109587 0.0509 -0.0083 0.0329 0.0078 0.0069;2392.0 57.0 109588 0.0436 -0.0345 -0.0106 0.0807 0.0021;2248.0 50.0 109589 -0.0481 0.1014 -0.0001 0.1003 -0.0011;2672.0 62.0 109476 -0.0806 0.0191 0.1207 0.1254 0.0160;3007.0 67.0 109524 -0.0073 -0.0217 0.0341 0.1639 0.0292;3661.0 98.0 109517 0.0247 -0.0022 0.1096 -0.0131 -0.0022,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 977;109572 1023;109574 978;109575 983;109576 954;109577 1064;109578 933;109580 960;109581 997;109582 1036;109583 1015;109584 1010;109585 995;109586 1048;109587 978;109588 968;109589 1011;109476 975;109524 1021;109517 1074
data,1241425200,190394.0;8323.0;196962.0;6041.0;196844.0;7669.0;190438.0;6341.0,2976.0 27.0 109536 -0.0024 0.0093 -0.0057 0.0507 0.0034;2728.0 63.0 109476 -0.0779 0.0159 0.1020 0.1324 0.0200;6558.0 283.0 109574 -0.0096 0.1364 0.0767 0.0296 0.0063;5086.0 175.0 109575 -0.0011 0.0038 -0.0005 -0.0002 0.0057;8075.0 458.0 109576 -0.0207 -0.0012 0.0684 0.0179 -0.0012;6355.0 275.0 109577 0.0328 -0.0307 -0.0222 0.0982 -0.0046;3692.0 99.0 109517 0.0281 -0.0036 0.0460 -0.0054 -0.0011;4149.0 112.0 109580 -0.0723 -0.0265 0.0664 0.1577 0.0108;4787.0 239.0 109581 0.0633 0.1857 0.0351 0.0592 -0.0006;22869.0 1461.0 109582 0.0831 0.0142 0.0699 0.0388 0.0088;2740.0 32.0 109583 0.0475 -0.0067 0.0592 0.0068 0.0126;9649.0 479.0 109584 0.0187 -0.0154 -0.0050 0.0665 0.0269;9708.0 560.0 109585 0.0098 0.0517 0.0252 0.0698 -0.0016;2450.0 26.0 109586 0.0385 -0.0202 -0.0076 0.0264 -0.0017;2762.0 36.0 109587 0.0509 -0.0083 0.0329 0.0078 0.0069;2392.0 57.0 109588 0.0436 -0.0345 -0.0106 0.0807 0.0021;2279.0 50.0 109589 -0.0481 0.1014 -0.0001 0.1003 -0.0011;3015.0 68.0 109524 -0.0140 -0.0359 0.0393 0.0943 0.0289;2669.0 59.0 109578 0.0785 -0.0118 0.0499 0.0671 -0.0032;7258.0 545.0 109572 0.0419 0.0560 0.0337 0.0798 0.0049,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1010;109476 978;109574 1008;109575 1017;109576 1001;109577 970;109517 1001;109580 969;109581 985;109582 1033;109583 1008;109584 1076;109585 967;109586 1007;109587 977;109588 965;109589 1046;109524 997;109578 970;109572 1015
data,1241426100,191331.0;8331.0;197955.0;6057.0;197834.0;7690.0;191378.0;6352.0,2986.0 27.0 109536 -0.0024 0.0093 -0.0057 0.0507 0.0034;7258.0 545.0 109572 0.0419 0.0560 0.0337 0.0798 0.0049;6610.0 283.0 109574 -0.0096 0.1364 0.0767 0.0296 0.0063;5086.0 175.0 109575 -0.0011 0.0038 -0.0005 -0.0002 0.0057;8118.0 461.0 109576 -0.0605 0.0012 0.0628 0.1240 -0.0006;6447.0 275.0 109577 0.0328 -0.0307 -0.0222 0.0982 -0.0046;2669.0 59.0 109578 0.0785 -0.0118 0.0499 0.0671 -0.0032;4154.0 113.0 109580 -0.0414 -0.0294 0.0683 0.0996 0.0105;3692.0 99.0 109517 0.0281 -0.0036 0.0460 -0.0054 -0.0011;22869.0 1461.0 109582 0.0831 0.0142 0.0699 0.0388 0.0088;4984.0 239.0 109581 0.0633 0.1857 0.0351 0.0592 -0.0006;9976.0 480.0 109584 0.0193 -0.0125 -0.0064 0.0668 0.0099;9708.0 560.0 109585 0.0098 0.0517 0.0252 0.0698 -0.0016;2450.0 26.0 109586 0.0385 -0.0202 -0.0076 0.0264 -0.0017;2901.0 38.0 109587 0.0235 -0.0156 0.0310 0.0776 0.0039;3016.0 68.0 109524 -0.0140 -0.0359 0.0393 0.0943 0.0289;2324.0 50.0 109589 -0.0481 0.1014 -0.0001 0.1003 -0.0011;2754.0 64.0 109476 -0.0750 -0.0062 0.1000 0.0946 0.0193;2740.0 32.0 109583 0.0475 -0.0067 0.0592 0.0068 0.0126;2392.0 57.0 109588 0.0436 -0.0345 -0.0106 0.0807 0.0021,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1054;109572 1006;109574 964;109575 986;109576 1028;109577 1015;109578 1004;109580 1033;109517 982;109582 949;109581 991;109584 1005;109585 1006;109586 1073;109587 1003;109524 1001;109589 968;109476 1033;109583 959;109588 940
data,1241426700,192332.0;8338.0;198968.0;6076.0;198821.0;7705.0;192393.0;6369.0,3087.0 28.0 109536 0.0105 0.0138 -0.0040 0.0172 0.0034;7279.0 546.0 109572 0.0304 0.0582 0.0342 0.0804 0.0108;6678.0 283.0 109574 -0.0096 0.1364 0.0767 0.0296 0.0063;5086.0 175.0 109575 -0.0011 0.0038 -0.0005 -0.0002 0.0057;5007.0 240.0 109581 -0.0141 0.0994 0.0258 0.0431 -0.0026;6551.0 276.0 109577 0.0320 -0.0311 -0.0228 0.0973 0.0016;2684.0 60.0 109578 0.0949 -0.0146 0.0456 0.0692 -0.0035;4154.0 113.0 109580 -0.0414 -0.0294 0.0683 0.0996 0.0105;4108.0 99.0 109517 0.0281 -0.0036 0.0460 -0.0054 -0.0011;22939.0 1461.0 109582 0.0831 0.0142 0.0699 0.0388 0.0088;2744.0 32.0 109583 0.0475 -0.0067 0.0592 0.0068 0.0126;9976.0 480.0 109584 0.0193 -0.0125 -0.0064 0.0668 0.0099;9711.0 560.0 109585 0.0098 0.0517 0.0252 0.0698 -0.0016;2450.0 26.0 109586 0.0385 -0.0202 -0.0076 0.0264 -0.0017;2902.0 38.0 109587 0.0235 -0.0156 0.0310 0.0776 0.0039;3055.0 69.0 109524 -0.0107 -0.0366 0.0390 0.0932 0.0279;2391.0 50.0 109589 -0.0481 0.1014 -0.0001 0.1003 -0.0011;8140.0 462.0 109576 -0.0511 0.0075 0.0517 0.0783 0.0071;2394.0 57.0 109588 0.0436 -0.0345 -0.0106 0.0807 0.0021;2799.0 64.0 109476 -0.0750 -0.0062 0.1000 0.0946 0.0193,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1010;109572 967;109574 990;109575 963;109581 993;109577 1032;109578 976;109580 969;109517 997;109582 1033;109583 1012;109584 1032;109585 973;109586 1009;109587 1013;109524 1020;109589 1002;109576 982;109588 1015;109476 1012
data,1241427600,193319.0;8348.0;199970.0;6090.0;199836.0;7726.0;193372.0;6380.0,3087.0 28.0 109536 0.0105 0.0138 -0.0040 0.0172 0.0034;2935.0 64.0 109476 -0.0750 -0.0062 0.1000 0.0946 0.0193;6693.0 284.0 109574 0.0221 0.1274 0.0102 0.0376 0.0059;5099.0 175.0 109575 -0.0011 0.0038 -0.0005 -0.0002 0.0057;8437.0 462.0 109576 -0.0511 0.0075 0.0517 0.0783 0.0071;6551.0 276.0 109577 0.0320 -0.0311 -0.0228 0.0973 0.0016;2692.0 61.0 109578 0.1023 -0.0157 0.0435 0.0631 -0.0035;4169.0 114.0 109580 -0.0409 -0.0300 0.0622 0.1005 0.0124;4205.0 102.0 109517 -0.0166 -0.0157 0.0483 0.0913 0.0020;23089.0 1461.0 109582 0.0831 0.0142 0.0699 0.0388 0.0088;5007.0 240.0 109581 -0.0141 0.0994 0.0258 0.0431 -0.0026;9976.0 480.0 109584 0.0193 -0.0125 -0.0064 0.0668 0.0099;9799.0 562.0 109585 0.1004 0.0437 -0.0032 0.0678 -0.0023;2450.0 26.0 109586 0.0385 -0.0202 -0.0076 0.0264 -0.0017;2939.0 39.0 109587 0.0264 -0.0114 0.0262 0.0561 0.0039;3055.0 69.0 109524 -0.0107 -0.0366 0.0390 0.0932 0.0279;2433.0 51.0 109589 -0.0325 -0.0014 -0.0012 0.0924 -0.0017;2417.0 57.0 109588 0.0436 -0.0345 -0.0106 0.0807 0.0021;2761.0 32.0 109583 0.0475 -0.0067 0.0592 0.0068 0.0126;7328.0 546.0 109572 0.0304 0.0582 0.0342 0.0804 0.0108,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1022;109476 1003;109574 988;109575 1001;109576 993;109577 1019;109578 995;109580 1035;109517 1020;109582 973;109581 962;109584 995;109585 1007;109586 956;109587 983;109524 1009;109589 1020;109588 979;109583 1013;109572 1027
