data,1241334900,159577.0;5762.0;167508.0;7340.0;144876.0;5566.0;148327.0;7946.0;1.21354964872;1.06400531548;1.48362926058,1527.0 57.0 109568;2785.0 45.0 109536;8190.0 515.0 109571;8477.0 296.0 109476;464.0 15.0 109541;37.0 0.0 109542;491.0 18.0 109569;33.0 0.0 109551;26.0 0.0 109553;778.0 38.0 109524;5149.0 170.0 109557;5226.0 185.0 109560;19.0 0.0 109561;639.0 8.0 109562;410.0 13.0 109563;1388.0 29.0 109564;1655.0 43.0 109565;374.0 10.0 109566;3817.0 145.0 109567,109536.0 5597;109568.0 5597;109571.0 5597;109476.0 5597;109541.0 5597;109542.0 5597;109569.0 5597;109551.0 5597;109553.0 5597;109524.0 5597;109557.0 5597;109560.0 5597;109561.0 5597;109562.0 5597;109563.0 5597;109564.0 5597;109565.0 5597;109566.0 5597;109567.0 5597,109568 296;109536 299;109571 303;109476 271;109541 278;109542 304;109569 294;109551 300;109553 304;109524 308;109557 280;109560 340;109561 298;109562 327;109563 286;109564 259;109565 276;109566 289;109567 285
data,1241335500,160311.0;5783.0;168269.0;7359.0;145663.0;5584.0;149083.0;7970.0;1.21234107615;1.06268925722;1.4819731279,1569.0 59.0 109568;2819.0 45.0 109536;8248.0 519.0 109571;8509.0 296.0 109476;511.0 17.0 109541;73.0 0.0 109542;524.0 19.0 109569;72.0 2.0 109551;73.0 1.0 109553;829.0 40.0 109524;5179.0 170.0 109557;5281.0 186.0 109560;68.0 2.0 109561;662.0 8.0 109562;453.0 14.0 109563;1419.0 29.0 109564;1690.0 43.0 109565;410.0 10.0 109566;3857.0 146.0 109567,109536.0 14403;109568.0 14403;109571.0 14403;109476.0 14403;109541.0 14403;109542.0 14403;109569.0 14403;109551.0 14403;109553.0 14403;109524.0 14403;109557.0 14403;109560.0 14403;109561.0 14403;109562.0 14403;109563.0 14403;109564.0 14403;109565.0 14403;109566.0 14403;109567.0 14403,109568 767;109536 789;109571 791;109476 747;109541 779;109542 715;109569 753;109551 773;109553 804;109524 720;109557 790;109560 735;109561 743;109562 718;109563 726;109564 759;109565 786;109566 770;109567 738
data,1241336400,161329.0;5809.0;169315.0;7391.0;146762.0;5601.0;150151.0;8017.0;1.21232436247;1.05989542258;1.48284145896,2856.0 45.0 109536;1639.0 61.0 109568;8361.0 527.0 109571;8554.0 297.0 109476;567.0 19.0 109541;112.0 1.0 109542;573.0 20.0 109569;152.0 5.0 109551;140.0 2.0 109553;894.0 43.0 109524;5224.0 172.0 109557;5318.0 187.0 109560;142.0 4.0 109561;697.0 8.0 109562;501.0 16.0 109563;1456.0 29.0 109564;1727.0 44.0 109565;449.0 10.0 109566;3930.0 148.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1073;109568 1034;109571 1066;109476 997;109541 1003;109542 1087;109569 1085;109551 1039;109553 1141;109524 1010;109557 1060;109560 1078;109561 1057;109562 1046;109563 1072;109564 1037;109565 1057;109566 1030;109567 1028
data,1241337300,162288.0;5837.0;170389.0;7417.0;147836.0;5620.0;151244.0;8067.0;1.21027326487;1.05694606708;1.48296402954,2888.0 45.0 109536;1694.0 62.0 109568;8512.0 532.0 109571;8587.0 297.0 109476;658.0 23.0 109541;160.0 2.0 109542;611.0 21.0 109569;249.0 7.0 109551;188.0 2.0 109553;955.0 44.0 109524;5279.0 176.0 109557;5369.0 189.0 109560;213.0 6.0 109561;723.0 8.0 109562;567.0 19.0 109563;1487.0 29.0 109564;1761.0 44.0 109565;481.0 10.0 109566;3984.0 148.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1056;109568 1083;109571 1111;109476 987;109541 1050;109542 1047;109569 1069;109551 1059;109553 1021;109524 1023;109557 1069;109560 1052;109561 1076;109562 1019;109563 1076;109564 1056;109565 1060;109566 1010;109567 1076
data,1241338200,163350.0;5865.0;171440.0;7440.0;148912.0;5645.0;152303.0;8110.0;1.20868156957;1.05580902997;1.48307638127,1739.0 62.0 109568;654.0 22.0 109569;8692.0 540.0 109571;2907.0 45.0 109536;737.0 24.0 109541;200.0 3.0 109542;309.0 7.0 109551;239.0 4.0 109553;8622.0 298.0 109476;1021.0 46.0 109524;5376.0 179.0 109557;5414.0 189.0 109560;285.0 8.0 109561;742.0 8.0 109562;632.0 19.0 109563;1515.0 29.0 109564;1799.0 44.0 109565;509.0 11.0 109566;4025.0 149.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109568 1057;109569 1024;109571 1088;109536 994;109541 1090;109542 1093;109551 1033;109553 1054;109476 1113;109524 1028;109557 1058;109560 1072;109561 1088;109562 1039;109563 1029;109564 1080;109565 1043;109566 1002;109567 1015
data,1241339100,164398.0;5883.0;172505.0;7465.0;149930.0;5664.0;153415.0;8157.0;1.20927703663;1.05568022174;1.48579988125,2935.0 45.0 109536;692.0 22.0 109569;8930.0 551.0 109571;8656.0 298.0 109476;794.0 24.0 109541;271.0 8.0 109542;1768.0 62.0 109568;360.0 7.0 109551;285.0 4.0 109553;1081.0 46.0 109524;5450.0 179.0 109557;5452.0 189.0 109560;384.0 13.0 109561;770.0 9.0 109562;695.0 21.0 109563;1540.0 29.0 109564;1820.0 44.0 109565;529.0 11.0 109566;4070.0 150.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1076;109569 1071;109571 1085;109476 1075;109541 1068;109542 1090;109568 1034;109551 1033;109553 1053;109524 1079;109557 1051;109560 1069;109561 1092;109562 1009;109563 1065;109564 1012;109565 1003;109566 988;109567 1047
data,1241340300,165395.0;5900.0;173527.0;7493.0;150915.0;5679.0;154471.0;8199.0;1.21048395927;1.05489643682;1.4879361427,2960.0 46.0 109536;722.0 22.0 109569;9250.0 568.0 109571;8675.0 299.0 109476;837.0 24.0 109541;1794.0 62.0 109568;322.0 8.0 109542;427.0 10.0 109551;317.0 4.0 109553;1117.0 46.0 109524;5508.0 179.0 109557;5487.0 190.0 109560;502.0 17.0 109561;787.0 9.0 109562;739.0 22.0 109563;1569.0 29.0 109564;1838.0 44.0 109565;551.0 11.0 109566;4102.0 150.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1022;109569 1059;109571 1045;109476 995;109541 1056;109568 1100;109542 1025;109551 1067;109553 1031;109524 1027;109557 1070;109560 1074;109561 1113;109562 1008;109563 1034;109564 1090;109565 1022;109566 1078;109567 1084
data,1241341200,166435.0;5921.0;174519.0;7522.0;151999.0;5701.0;155553.0;8249.0;1.21154684936;1.05428956863;1.49063910955,1810.0 62.0 109568;754.0 23.0 109569;9661.0 588.0 109571;8694.0 299.0 109476;873.0 24.0 109541;380.0 12.0 109542;470.0 10.0 109551;337.0 4.0 109553;1164.0 47.0 109524;5540.0 180.0 109557;2979.0 46.0 109536;5510.0 190.0 109560;601.0 18.0 109561;804.0 9.0 109562;772.0 22.0 109563;1583.0 29.0 109564;1859.0 44.0 109565;576.0 12.0 109566;4129.0 150.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109568 1059;109569 1072;109571 1046;109476 976;109541 1057;109542 1106;109551 1070;109553 1106;109524 1063;109557 1017;109536 1076;109560 1079;109561 994;109562 1063;109563 1016;109564 1066;109565 1041;109566 1041;109567 1052
data,1241342400,167521.0;5945.0;175553.0;7558.0;153049.0;5714.0;156589.0;8294.0;1.21315426671;1.0520276094;1.49252006457,1828.0 62.0 109568;787.0 24.0 109569;10169.0 615.0 109571;8713.0 299.0 109476;901.0 24.0 109541;446.0 14.0 109542;5535.0 191.0 109560;507.0 10.0 109551;364.0 4.0 109553;1201.0 48.0 109524;5572.0 181.0 109557;3002.0 47.0 109536;655.0 18.0 109561;821.0 10.0 109562;796.0 22.0 109563;1605.0 30.0 109564;1876.0 44.0 109565;601.0 12.0 109566;4151.0 150.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109568 1069;109569 1049;109571 1070;109476 1000;109541 1066;109542 1066;109560 1065;109551 1045;109553 1024;109524 1048;109557 1055;109536 1083;109561 1089;109562 1021;109563 1082;109564 1021;109565 1065;109566 1060;109567 1022
data,1241343600,168606.0;5964.0;176596.0;7605.0;154107.0;5735.0;157615.0;8339.0;1.21745732384;1.05207438444;1.49572522532,3019.0 47.0 109536;1844.0 63.0 109568;10789.0 656.0 109571;8731.0 299.0 109476;921.0 24.0 109541;498.0 16.0 109542;809.0 24.0 109569;531.0 10.0 109551;386.0 4.0 109553;1230.0 48.0 109524;5607.0 182.0 109557;5564.0 192.0 109560;699.0 18.0 109561;832.0 10.0 109562;811.0 23.0 109563;1619.0 30.0 109564;1898.0 44.0 109565;614.0 12.0 109566;4171.0 150.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1072;109568 1055;109571 1035;109476 1073;109541 1050;109542 1059;109569 1043;109551 1019;109553 1075;109524 1084;109557 1016;109560 1012;109561 1041;109562 1092;109563 1026;109564 1094;109565 1083;109566 1024;109567 1047
data,1241344500,169676.0;5987.0;177592.0;7641.0;155210.0;5757.0;158634.0;8385.0;1.2193768925;1.05120565813;1.49802117051,3042.0 47.0 109536;828.0 24.0 109569;11397.0 683.0 109571;8747.0 301.0 109476;940.0 24.0 109541;544.0 17.0 109542;1870.0 64.0 109568;544.0 10.0 109551;397.0 4.0 109553;1258.0 48.0 109524;5642.0 183.0 109557;5588.0 192.0 109560;722.0 19.0 109561;847.0 10.0 109562;836.0 25.0 109563;1641.0 30.0 109564;1908.0 44.0 109565;634.0 13.0 109566;4184.0 150.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1057;109569 1111;109571 1033;109476 998;109541 1099;109542 1036;109568 1031;109551 1044;109553 1043;109524 1076;109557 1031;109560 1061;109561 1056;109562 1052;109563 1012;109564 1052;109565 1037;109566 1066;109567 1105
