data,1241490600,359098.0;12835.0;359364.0;15507.0;328607.0;12236.0;328482.0;17547.0;1.2072864645;1.04178900855;1.49454299424,4443.0 247.0 109594;1787.0 71.0 109596;4100.0 233.0 109597;2402.0 116.0 109598;1423.0 55.0 109599;1549.0 42.0 109600;1553.0 57.0 109601;13483.0 874.0 109602;3294.0 190.0 109603;25022.0 814.0 109476;11290.0 779.0 109605;1697.0 61.0 109606;1798.0 82.0 109608;2739.0 155.0 109609;790.0 26.0 109610;217.0 10.0 109611;128.0 11.0 109612;817.0 21.0 109613;499.0 27.0 109614;949.0 46.0 109615;6116.0 415.0 109617;79.0 5.0 109618;1442.0 44.0 109517,109594.0 1314;109596.0 1314;109597.0 1314;109598.0 1314;109599.0 1314;109600.0 1314;109601.0 1314;109602.0 1314;109603.0 1314;109476.0 1314;109605.0 1314;109606.0 1314;109608.0 1314;109609.0 1314;109610.0 1314;109611.0 1314;109612.0 1314;109613.0 1314;109614.0 1314;109615.0 1314;109617.0 1314;109618.0 1314;109517.0 1314,109594 64;109596 42;109597 61;109598 75;109599 58;109600 49;109601 58;109602 55;109603 69;109476 35;109605 44;109606 58;109608 52;109609 63;109610 73;109611 66;109612 67;109613 41;109614 68;109615 59;109617 52;109618 49;109517 56
data,1241490900,359898.0;12881.0;360148.0;15545.0;329422.0;12264.0;329284.0;17594.0;1.20597851854;1.04018214632;1.49287626012,4477.0 249.0 109594;1810.0 71.0 109596;4133.0 233.0 109597;2424.0 116.0 109598;1474.0 59.0 109599;1584.0 42.0 109600;1592.0 57.0 109601;13519.0 878.0 109602;3319.0 190.0 109603;25062.0 816.0 109476;11353.0 787.0 109605;1716.0 61.0 109606;1825.0 83.0 109608;2768.0 157.0 109609;836.0 28.0 109610;252.0 12.0 109611;167.0 15.0 109612;850.0 21.0 109613;533.0 29.0 109614;991.0 50.0 109615;6145.0 415.0 109617;110.0 6.0 109618;1461.0 44.0 109517,109594.0 18686;109596.0 18686;109597.0 18686;109598.0 18686;109599.0 18686;109600.0 18686;109601.0 18686;109602.0 18686;109603.0 18686;109476.0 18686;109605.0 18686;109606.0 18686;109608.0 18686;109609.0 18686;109610.0 18686;109611.0 18686;109612.0 18686;109613.0 18686;109614.0 18686;109615.0 18686;109617.0 18686;109618.0 18686;109517.0 18686,109594 787;109596 812;109597 834;109598 793;109599 885;109600 816;109601 791;109602 795;109603 771;109476 860;109605 809;109606 870;109608 812;109609 773;109610 800;109611 820;109612 805;109613 825;109614 814;109615 849;109617 794;109618 794;109517 777
data,1241491200,360747.0;12920.0;361010.0;15585.0;330373.0;12315.0;330195.0;17652.0;1.20539056854;1.04080671051;1.49266943724,4503.0 250.0 109594;1840.0 72.0 109596;4192.0 239.0 109597;2440.0 117.0 109598;1518.0 60.0 109599;1603.0 42.0 109600;1603.0 57.0 109601;13587.0 882.0 109602;3342.0 191.0 109603;25093.0 816.0 109476;11450.0 792.0 109605;1739.0 61.0 109606;1860.0 85.0 109608;2802.0 158.0 109609;872.0 28.0 109610;283.0 12.0 109611;238.0 21.0 109612;875.0 22.0 109613;593.0 35.0 109614;1038.0 53.0 109615;6168.0 415.0 109617;140.0 6.0 109618;1484.0 45.0 109517,109594.0 20000;109596.0 20000;109597.0 20000;109598.0 20000;109599.0 20000;109600.0 20000;109601.0 20000;109602.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109606.0 20000;109608.0 20000;109609.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109615.0 20000;109617.0 20000;109618.0 20000;109517.0 20000,109594 876;109596 851;109597 938;109598 863;109599 855;109600 869;109601 821;109602 894;109603 871;109476 836;109605 895;109606 841;109608 863;109609 867;109610 829;109611 847;109612 904;109613 852;109614 848;109615 879;109617 927;109618 892;109517 882
data,1241491500,361631.0;12957.0;361896.0;15632.0;331268.0;12341.0;331048.0;17708.0;1.20556868076;1.03975749628;1.49293100802,4541.0 252.0 109594;1860.0 73.0 109596;4255.0 242.0 109597;2481.0 120.0 109598;1584.0 65.0 109599;1612.0 42.0 109600;1621.0 58.0 109601;13637.0 884.0 109602;3368.0 192.0 109603;25109.0 817.0 109476;11527.0 796.0 109605;1758.0 61.0 109606;1898.0 88.0 109608;2860.0 163.0 109609;898.0 28.0 109610;311.0 12.0 109611;341.0 29.0 109612;889.0 22.0 109613;673.0 41.0 109614;1088.0 53.0 109615;6182.0 416.0 109617;161.0 7.0 109618;1495.0 45.0 109517,109594.0 20000;109596.0 20000;109597.0 20000;109598.0 20000;109599.0 20000;109600.0 20000;109601.0 20000;109602.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109606.0 20000;109608.0 20000;109609.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109615.0 20000;109617.0 20000;109618.0 20000;109517.0 20000,109594 899;109596 842;109597 886;109598 881;109599 882;109600 835;109601 863;109602 833;109603 884;109476 868;109605 866;109606 897;109608 903;109609 887;109610 859;109611 848;109612 853;109613 838;109614 901;109615 878;109617 879;109618 856;109517 862
data,1241491500,362503.0;12988.0;362758.0;15679.0;332144.0;12377.0;331905.0;17762.0;1.20634266082;1.04005978556;1.49364502239,4566.0 252.0 109594;1885.0 75.0 109596;4308.0 244.0 109597;2521.0 124.0 109598;1645.0 67.0 109599;1635.0 43.0 109600;1636.0 60.0 109601;13683.0 886.0 109602;3395.0 195.0 109603;25135.0 819.0 109476;11608.0 801.0 109605;1774.0 61.0 109606;1939.0 89.0 109608;2901.0 166.0 109609;920.0 30.0 109610;333.0 12.0 109611;432.0 33.0 109612;911.0 23.0 109613;768.0 49.0 109614;1130.0 54.0 109615;6199.0 418.0 109617;180.0 7.0 109618;1507.0 45.0 109517,109594.0 20000;109596.0 20000;109597.0 20000;109598.0 20000;109599.0 20000;109600.0 20000;109601.0 20000;109602.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109606.0 20000;109608.0 20000;109609.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109615.0 20000;109617.0 20000;109618.0 20000;109517.0 20000,109594 850;109596 841;109597 891;109598 894;109599 883;109600 852;109601 863;109602 839;109603 851;109476 857;109605 844;109606 833;109608 861;109609 867;109610 895;109611 931;109612 901;109613 838;109614 910;109615 909;109617 855;109618 903;109517 832
data,1241491800,363352.0;13019.0;363604.0;15736.0;332959.0;12404.0;332780.0;17832.0;1.20785728407;1.03973084256;1.49552186209,4582.0 253.0 109594;1912.0 77.0 109596;4363.0 246.0 109597;2562.0 125.0 109598;1691.0 68.0 109599;1647.0 43.0 109600;1656.0 62.0 109601;13718.0 887.0 109602;3461.0 202.0 109603;25165.0 820.0 109476;11680.0 806.0 109605;1786.0 61.0 109606;1963.0 89.0 109608;2950.0 170.0 109609;945.0 31.0 109610;345.0 12.0 109611;529.0 43.0 109612;925.0 23.0 109613;889.0 64.0 109614;1155.0 58.0 109615;6225.0 418.0 109617;194.0 7.0 109618;1514.0 45.0 109517,109594.0 20000;109596.0 20000;109597.0 20000;109598.0 20000;109599.0 20000;109600.0 20000;109601.0 20000;109602.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109606.0 20000;109608.0 20000;109609.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109615.0 20000;109617.0 20000;109618.0 20000;109517.0 20000,109594 815;109596 809;109597 857;109598 867;109599 893;109600 863;109601 852;109602 942;109603 892;109476 849;109605 848;109606 875;109608 872;109609 824;109610 987;109611 908;109612 880;109613 884;109614 884;109615 835;109617 846;109618 877;109517 841
data,1241492100,364197.0;13061.0;364433.0;15770.0;333809.0;12440.0;333665.0;17880.0;1.20662948034;1.03915964579;1.49422774305,4596.0 254.0 109594;1933.0 77.0 109596;4395.0 246.0 109597;2593.0 126.0 109598;1712.0 69.0 109599;1661.0 43.0 109600;1670.0 62.0 109601;13755.0 890.0 109602;3526.0 204.0 109603;25185.0 820.0 109476;11767.0 812.0 109605;1794.0 61.0 109606;1976.0 90.0 109608;3021.0 173.0 109609;958.0 31.0 109610;356.0 12.0 109611;622.0 45.0 109612;937.0 23.0 109613;1062.0 74.0 109614;1196.0 61.0 109615;6238.0 418.0 109617;205.0 7.0 109618;1528.0 46.0 109517,109594.0 20000;109596.0 20000;109597.0 20000;109598.0 20000;109599.0 20000;109600.0 20000;109601.0 20000;109602.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109606.0 20000;109608.0 20000;109609.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109615.0 20000;109617.0 20000;109618.0 20000;109517.0 20000,109594 895;109596 838;109597 873;109598 934;109599 865;109600 879;109601 879;109602 894;109603 878;109476 867;109605 878;109606 882;109608 857;109609 858;109610 827;109611 809;109612 881;109613 862;109614 879;109615 851;109617 892;109618 877;109517 845
data,1241492400,365056.0;13094.0;365252.0;15809.0;334686.0;12476.0;334514.0;17929.0;1.206698995;1.03926182383;1.49426946892,4601.0 254.0 109594;1942.0 77.0 109596;4423.0 247.0 109597;2618.0 127.0 109598;1741.0 70.0 109599;1674.0 43.0 109600;1687.0 63.0 109601;13806.0 893.0 109602;3585.0 208.0 109603;25202.0 820.0 109476;11855.0 814.0 109605;1806.0 62.0 109606;2000.0 90.0 109608;3111.0 180.0 109609;968.0 32.0 109610;366.0 12.0 109611;729.0 52.0 109612;945.0 23.0 109613;1201.0 79.0 109614;1238.0 65.0 109615;6254.0 418.0 109617;212.0 7.0 109618;1541.0 47.0 109517,109594.0 20000;109596.0 20000;109597.0 20000;109598.0 20000;109599.0 20000;109600.0 20000;109601.0 20000;109602.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109606.0 20000;109608.0 20000;109609.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109615.0 20000;109617.0 20000;109618.0 20000;109517.0 20000,109594 856;109596 859;109597 904;109598 885;109599 886;109600 863;109601 906;109602 816;109603 869;109476 845;109605 884;109606 870;109608 894;109609 868;109610 879;109611 867;109612 900;109613 852;109614 836;109615 854;109617 868;109618 867;109517 872
data,1241492700,365922.0;13135.0;366167.0;15846.0;335548.0;12515.0;335375.0;17994.0;1.20558793625;1.03904568515;1.49470495529,4630.0 256.0 109594;1965.0 78.0 109596;4454.0 250.0 109597;2657.0 128.0 109598;1761.0 70.0 109599;1689.0 43.0 109600;1694.0 63.0 109601;13858.0 894.0 109602;3643.0 211.0 109603;25209.0 820.0 109476;11909.0 814.0 109605;1817.0 62.0 109606;2023.0 90.0 109608;3209.0 186.0 109609;991.0 33.0 109610;378.0 12.0 109611;836.0 55.0 109612;960.0 23.0 109613;1361.0 90.0 109614;1321.0 68.0 109615;6272.0 419.0 109617;225.0 8.0 109618;1558.0 47.0 109517,109594.0 20000;109596.0 20000;109597.0 20000;109598.0 20000;109599.0 20000;109600.0 20000;109601.0 20000;109602.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109606.0 20000;109608.0 20000;109609.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109615.0 20000;109617.0 20000;109618.0 20000;109517.0 20000,109594 877;109596 888;109597 868;109598 869;109599 874;109600 880;109601 857;109602 845;109603 833;109476 847;109605 845;109606 898;109608 865;109609 857;109610 906;109611 893;109612 857;109613 905;109614 849;109615 884;109617 838;109618 876;109517 889
data,1241493300,366751.0;13177.0;366969.0;15891.0;336423.0;12554.0;336210.0;18053.0;1.20524852865;1.0386069055;1.49449173034,4658.0 256.0 109594;1974.0 78.0 109596;4490.0 253.0 109597;2680.0 128.0 109598;1773.0 70.0 109599;1705.0 43.0 109600;1710.0 64.0 109601;13896.0 898.0 109602;3714.0 214.0 109603;25225.0 821.0 109476;11947.0 814.0 109605;1825.0 62.0 109606;2034.0 90.0 109608;3304.0 192.0 109609;1007.0 33.0 109610;391.0 12.0 109611;936.0 63.0 109612;969.0 23.0 109613;1533.0 105.0 109614;1366.0 70.0 109615;6287.0 421.0 109617;231.0 8.0 109618;1567.0 47.0 109517,109594.0 20000;109596.0 20000;109597.0 20000;109598.0 20000;109599.0 20000;109600.0 20000;109601.0 20000;109602.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109606.0 20000;109608.0 20000;109609.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109615.0 20000;109617.0 20000;109618.0 20000;109517.0 20000,109594 917;109596 896;109597 851;109598 821;109599 874;109600 905;109601 860;109602 832;109603 859;109476 837;109605 960;109606 859;109608 884;109609 879;109610 861;109611 878;109612 834;109613 871;109614 842;109615 848;109617 930;109618 829;109517 873
data,1241493600,367608.0;13210.0;367826.0;15943.0;337337.0;12590.0;337081.0;18111.0;1.20617343208;1.03858940575;1.49516903213,4673.0 257.0 109594;1992.0 78.0 109596;4537.0 256.0 109597;2703.0 130.0 109598;1787.0 71.0 109599;1717.0 45.0 109600;1718.0 64.0 109601;13980.0 906.0 109602;3767.0 218.0 109603;25237.0 821.0 109476;11981.0 815.0 109605;1834.0 62.0 109606;2048.0 90.0 109608;3383.0 194.0 109609;1019.0 34.0 109610;400.0 12.0 109611;1067.0 77.0 109612;982.0 23.0 109613;1718.0 114.0 109614;1415.0 73.0 109615;6302.0 422.0 109617;243.0 8.0 109618;1576.0 47.0 109517,109594.0 20000;109596.0 20000;109597.0 20000;109598.0 20000;109599.0 20000;109600.0 20000;109601.0 20000;109602.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109606.0 20000;109608.0 20000;109609.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109615.0 20000;109617.0 20000;109618.0 20000;109517.0 20000,109594 818;109596 887;109597 916;109598 870;109599 873;109600 847;109601 871;109602 919;109603 903;109476 806;109605 822;109606 903;109608 857;109609 875;109610 859;109611 838;109612 901;109613 894;109614 872;109615 916;109617 845;109618 886;109517 822
