data,1241866500,867989.0;30916.0;966668.0;45567.0;801555.0;29620.0;911361.0;48719.0;1.32343927067;1.03748696619;1.50085538713,3850.0 104.0 109728;2437.0 39.0 109697;409.0 5.0 109667;5627.0 246.0 109734;2318.0 51.0 109735;7833.0 346.0 109711;778.0 18.0 109746;2220.0 73.0 109742;741.0 19.0 109743;1641.0 38.0 109745;898.0 11.0 109714;436.0 5.0 109747;2420.0 90.0 109748;1365.0 35.0 109749;6635.0 204.0 109720;25513.0 1307.0 109721;3439.0 104.0 109722;3588.0 66.0 109723;2696.0 57.0 109726,109728.0 4623;109697.0 4623;109667.0 4623;109734.0 4623;109735.0 4623;109711.0 4623;109714.0 4623;109742.0 4623;109743.0 4623;109745.0 4623;109746.0 4623;109747.0 4623;109748.0 4623;109749.0 4623;109720.0 4623;109721.0 4623;109722.0 4623;109723.0 4623;109726.0 4623,109728 267;109697 252;109667 242;109734 231;109735 240;109711 215;109746 264;109742 252;109743 220;109745 223;109714 254;109747 231;109748 239;109749 282;109720 236;109721 255;109722 255;109723 247;109726 218
data,1241867100,868832.0;30940.0;967474.0;45583.0;802353.0;29643.0;912176.0;48742.0;1.32305866242;1.03746193677;1.50051452097,3885.0 105.0 109728;2463.0 39.0 109697;446.0 5.0 109667;5667.0 246.0 109734;2356.0 51.0 109735;930.0 11.0 109714;2267.0 76.0 109742;7876.0 348.0 109711;3634.0 67.0 109723;1696.0 39.0 109745;843.0 20.0 109746;476.0 5.0 109747;2465.0 92.0 109748;1412.0 37.0 109749;6671.0 204.0 109720;25556.0 1307.0 109721;3479.0 105.0 109722;785.0 20.0 109743;2743.0 57.0 109726,109728.0 15377;109697.0 15377;109667.0 15377;109734.0 15377;109735.0 15377;109711.0 15377;109714.0 15377;109742.0 15377;109743.0 15377;109745.0 15377;109746.0 15377;109747.0 15377;109748.0 15377;109749.0 15377;109720.0 15377;109721.0 15377;109722.0 15377;109723.0 15377;109726.0 15377,109728 782;109697 812;109667 756;109734 802;109735 829;109714 786;109742 832;109711 775;109723 810;109745 816;109746 890;109747 844;109748 847;109749 790;109720 788;109721 831;109722 787;109743 800;109726 800
data,1241867700,869888.0;30976.0;968622.0;45611.0;803381.0;29666.0;913221.0;48777.0;1.32237085688;1.03699208164;1.49995144333,3933.0 105.0 109728;2520.0 40.0 109697;504.0 6.0 109667;5705.0 248.0 109734;2400.0 51.0 109735;7990.0 355.0 109711;920.0 22.0 109746;2332.0 77.0 109742;844.0 22.0 109743;1767.0 41.0 109745;971.0 12.0 109714;520.0 6.0 109747;2558.0 95.0 109748;1487.0 39.0 109749;6727.0 206.0 109720;25599.0 1307.0 109721;3540.0 106.0 109722;3695.0 67.0 109723;2786.0 57.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1048;109697 1001;109667 1052;109734 1075;109735 1038;109711 1069;109746 1065;109742 1067;109743 1066;109745 1034;109714 1023;109747 1113;109748 1090;109749 1001;109720 1129;109721 1041;109722 994;109723 1041;109726 1053
data,1241868300,870918.0;31000.0;969682.0;45642.0;804490.0;29698.0;914245.0;48814.0;1.32236365869;1.03710356126;1.50002112626,3965.0 105.0 109728;2558.0 40.0 109697;548.0 6.0 109667;935.0 29.0 109743;5751.0 248.0 109734;2431.0 53.0 109735;1025.0 30.0 109746;2402.0 79.0 109742;8122.0 358.0 109711;1816.0 41.0 109745;1007.0 12.0 109714;554.0 6.0 109747;2639.0 99.0 109748;1569.0 43.0 109749;6780.0 207.0 109720;25631.0 1307.0 109721;3584.0 106.0 109722;3733.0 67.0 109723;2808.0 57.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1007;109697 1060;109667 1029;109743 1102;109734 1042;109735 1033;109746 1036;109742 1037;109711 1064;109745 1036;109714 1102;109747 1053;109748 1067;109749 1071;109720 1044;109721 1076;109722 1026;109723 1064;109726 1051
data,1241869200,871956.0;31024.0;970748.0;45670.0;805509.0;29728.0;915201.0;48844.0;1.32227347452;1.03727061252;1.500000885,3998.0 107.0 109728;2572.0 41.0 109697;577.0 6.0 109667;5785.0 248.0 109734;2453.0 53.0 109735;1035.0 13.0 109714;1077.0 35.0 109743;2479.0 80.0 109742;8211.0 359.0 109711;1874.0 44.0 109745;1161.0 33.0 109746;585.0 6.0 109747;2751.0 102.0 109748;1686.0 47.0 109749;6819.0 208.0 109720;25656.0 1308.0 109721;3618.0 107.0 109722;3756.0 67.0 109723;2831.0 57.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1080;109697 1016;109667 1041;109734 1104;109735 1052;109714 1078;109743 1012;109742 1100;109711 1024;109745 1060;109746 988;109747 1097;109748 1038;109749 1036;109720 1027;109721 1058;109722 1096;109723 1034;109726 1059
data,1241869800,872997.0;31061.0;971846.0;45710.0;806590.0;29765.0;916247.0;48888.0;1.32193800187;1.03717101454;1.49964002364,4054.0 109.0 109728;2597.0 41.0 109697;607.0 7.0 109667;5821.0 249.0 109734;2482.0 53.0 109735;8331.0 366.0 109711;1308.0 40.0 109746;2523.0 81.0 109742;1258.0 43.0 109743;1926.0 45.0 109745;1064.0 13.0 109714;613.0 6.0 109747;2827.0 106.0 109748;1771.0 49.0 109749;6863.0 209.0 109720;25675.0 1310.0 109721;3674.0 110.0 109722;3778.0 67.0 109723;2850.0 57.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1007;109697 1006;109667 1065;109734 1139;109735 1059;109711 1091;109746 1061;109742 1029;109743 1040;109745 1045;109714 1063;109747 1096;109748 1057;109749 1038;109720 1026;109721 1028;109722 1093;109723 987;109726 1070
data,1241870400,874011.0;31092.0;972854.0;45746.0;807623.0;29805.0;917302.0;48930.0;1.32182419264;1.03740583672;1.49944698355,4090.0 109.0 109728;2618.0 42.0 109697;629.0 7.0 109667;5846.0 249.0 109734;2493.0 53.0 109735;8450.0 371.0 109711;1468.0 50.0 109746;2557.0 83.0 109742;1450.0 52.0 109743;1971.0 46.0 109745;1094.0 14.0 109714;636.0 7.0 109747;2935.0 109.0 109748;1821.0 49.0 109749;6891.0 209.0 109720;25707.0 1311.0 109721;3708.0 110.0 109722;3795.0 67.0 109723;2871.0 59.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1040;109697 985;109667 1000;109734 1030;109735 1068;109711 1016;109746 1024;109742 1013;109743 1086;109745 1062;109714 1066;109747 1108;109748 1052;109749 1099;109720 1075;109721 1033;109722 1087;109723 1115;109726 1041
data,1241871000,875020.0;31121.0;973896.0;45790.0;808635.0;29838.0;918361.0;48981.0;1.32197273304;1.03748448498;1.49961111687,4115.0 110.0 109728;2647.0 42.0 109697;651.0 7.0 109667;5871.0 253.0 109734;2512.0 54.0 109735;1112.0 14.0 109714;2608.0 84.0 109742;1634.0 59.0 109743;3819.0 67.0 109723;2008.0 46.0 109745;1710.0 67.0 109746;655.0 7.0 109747;3006.0 112.0 109748;1876.0 50.0 109749;6918.0 210.0 109720;25734.0 1311.0 109721;3738.0 111.0 109722;8567.0 378.0 109711;2891.0 59.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1016;109697 1064;109667 1043;109734 1111;109735 1029;109714 1042;109742 1079;109743 1070;109723 1096;109745 1062;109746 1002;109747 1079;109748 1049;109749 1042;109720 1084;109721 1004;109722 1084;109711 1007;109726 1037
data,1241871300,876091.0;31148.0;974911.0;45833.0;809682.0;29856.0;919380.0;49011.0;1.32230721373;1.03713714872;1.49940020079,4143.0 111.0 109728;2661.0 42.0 109697;663.0 8.0 109667;1817.0 66.0 109743;5907.0 254.0 109734;2528.0 55.0 109735;1136.0 14.0 109714;2638.0 84.0 109742;8709.0 385.0 109711;2029.0 46.0 109745;1987.0 83.0 109746;671.0 8.0 109747;3080.0 113.0 109748;1912.0 53.0 109749;6935.0 210.0 109720;25755.0 1312.0 109721;3773.0 113.0 109722;3836.0 67.0 109723;2907.0 60.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1077;109697 1025;109667 1043;109743 1078;109734 1044;109735 1027;109714 1015;109742 1037;109711 1036;109745 1054;109746 1052;109747 1072;109748 1079;109749 1076;109720 1065;109721 1064;109722 1006;109723 1073;109726 1077
data,1241871900,877133.0;31180.0;976021.0;45873.0;810663.0;29904.0;920404.0;49069.0;1.3221700668;1.03771542481;1.49974716519,4167.0 111.0 109728;2678.0 42.0 109697;677.0 8.0 109667;5940.0 255.0 109734;2554.0 56.0 109735;8844.0 389.0 109711;1163.0 14.0 109714;2660.0 84.0 109742;1983.0 75.0 109743;2047.0 46.0 109745;2365.0 103.0 109746;693.0 8.0 109747;3146.0 116.0 109748;1960.0 53.0 109749;6949.0 210.0 109720;25781.0 1314.0 109721;3803.0 113.0 109722;3852.0 67.0 109723;2935.0 60.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1047;109697 1052;109667 1002;109734 1056;109735 1069;109711 1089;109714 1003;109742 1060;109743 1074;109745 1042;109746 1111;109747 1031;109748 998;109749 1065;109720 1043;109721 1052;109722 1050;109723 1075;109726 1081
data,1241872500,878165.0;31219.0;977040.0;45916.0;811732.0;29934.0;921472.0;49114.0;1.32193115887;1.03731157373;1.49927154637,4186.0 111.0 109728;2694.0 42.0 109697;693.0 9.0 109667;2155.0 83.0 109743;5967.0 256.0 109734;2573.0 56.0 109735;2758.0 124.0 109746;2680.0 85.0 109742;8944.0 393.0 109711;2063.0 47.0 109745;1177.0 14.0 109714;716.0 8.0 109747;3201.0 120.0 109748;1996.0 54.0 109749;6968.0 210.0 109720;25807.0 1315.0 109721;3826.0 113.0 109722;3861.0 67.0 109723;2951.0 60.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1058;109697 1004;109667 1029;109743 1055;109734 1114;109735 1047;109746 1051;109742 1072;109711 1052;109745 1109;109714 1103;109747 1031;109748 1075;109749 1032;109720 1035;109721 1021;109722 1026;109723 1054;109726 1032
