data,1241247300,129856.0;5253.0;129792.0;6288.0;120733.0;5101.0;118880.0;6687.0;1.19762052003;1.04444109529;1.39051970303,,,
data,1241248200,130824.0;5284.0;130773.0;6322.0;121673.0;5126.0;119825.0;6708.0;1.19690868829;1.0430593018;1.38602234239,44.0 1.0 109536;57.0 1.0 109542;3962.0 167.0 109510;57.0 1.0 109543;2271.0 90.0 109544;2980.0 132.0 109417;138.0 2.0 109546;1066.0 36.0 109547;879.0 22.0 109548;43.0 1.0 109550;74.0 5.0 109552;5104.0 224.0 109524;13348.0 773.0 109525;1094.0 27.0 109545;1475.0 51.0 109529;3401.0 121.0 109530;2702.0 93.0 109531;1988.0 42.0 109533;3393.0 143.0 109534,109536.0 18008;109542.0 18008;109510.0 18008;109543.0 18008;109544.0 18008;109417.0 18008;109546.0 18008;109547.0 18008;109548.0 18008;109550.0 18008;109552.0 18008;109524.0 18008;109525.0 18008;109545.0 18008;109529.0 18008;109530.0 18008;109531.0 18008;109533.0 18008;109534.0 18008,109536 951;109542 942;109510 954;109543 975;109544 1019;109417 902;109546 948;109547 912;109548 968;109550 914;109552 945;109524 957;109525 890;109545 957;109529 954;109530 953;109531 979;109533 974;109534 914
data,1241249100,131916.0;5311.0;131881.0;6351.0;122784.0;5152.0;120862.0;6735.0;1.19613735582;1.04221003246;1.38410486791,110.0 3.0 109536;118.0 3.0 109542;4001.0 167.0 109510;94.0 1.0 109543;2315.0 91.0 109544;3070.0 135.0 109417;238.0 6.0 109546;1115.0 40.0 109547;910.0 22.0 109548;96.0 1.0 109550;147.0 6.0 109552;5177.0 228.0 109524;13438.0 776.0 109525;1129.0 28.0 109545;1534.0 52.0 109529;3432.0 121.0 109530;2763.0 95.0 109531;2049.0 42.0 109533;3448.0 144.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1083;109542 1084;109510 1079;109543 1024;109544 1066;109417 1008;109546 1052;109547 1077;109548 1011;109550 1087;109552 1075;109524 1034;109525 1041;109545 1051;109529 1033;109530 1098;109531 1027;109533 980;109534 1090
data,1241249700,132983.0;5337.0;132984.0;6373.0;123832.0;5170.0;121932.0;6754.0;1.19410756548;1.04029516293;1.38020082345,167.0 3.0 109536;4032.0 167.0 109510;193.0 7.0 109542;125.0 1.0 109543;2351.0 91.0 109544;3222.0 141.0 109417;322.0 6.0 109546;1192.0 41.0 109547;939.0 22.0 109548;121.0 1.0 109550;197.0 7.0 109552;5303.0 236.0 109524;13519.0 777.0 109525;1166.0 28.0 109545;1576.0 52.0 109529;3451.0 121.0 109530;2834.0 96.0 109531;2099.0 42.0 109533;3478.0 144.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1045;109510 1043;109542 1069;109543 989;109544 1076;109417 1118;109546 1088;109547 1085;109548 1051;109550 1069;109552 1027;109524 1021;109525 993;109545 1018;109529 1023;109530 1029;109531 1103;109533 1086;109534 1067
data,1241250900,133977.0;5364.0;134004.0;6398.0;124904.0;5197.0;122953.0;6782.0;1.1925262657;1.03924477533;1.37771737444,202.0 3.0 109536;4053.0 167.0 109510;272.0 9.0 109542;139.0 1.0 109543;2371.0 91.0 109544;1224.0 33.0 109545;399.0 8.0 109546;1246.0 42.0 109547;956.0 22.0 109548;162.0 2.0 109550;246.0 8.0 109552;5460.0 238.0 109524;13605.0 780.0 109525;3370.0 149.0 109417;1608.0 52.0 109529;3466.0 121.0 109530;2874.0 96.0 109531;2134.0 42.0 109533;3520.0 144.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1095;109510 1020;109542 1027;109543 1046;109544 1019;109545 1048;109546 1090;109547 1012;109548 1054;109550 1034;109552 1038;109524 1086;109525 1119;109417 1082;109529 1052;109530 1036;109531 1039;109533 1072;109534 1031
data,1241251800,135041.0;5383.0;135066.0;6423.0;125953.0;5222.0;124029.0;6805.0;1.19297996225;1.040086877;1.37640471884,234.0 3.0 109536;4080.0 167.0 109510;361.0 10.0 109542;165.0 2.0 109543;2390.0 91.0 109544;3551.0 153.0 109417;465.0 10.0 109546;1291.0 44.0 109547;991.0 23.0 109548;188.0 2.0 109550;303.0 10.0 109552;5629.0 244.0 109524;13691.0 781.0 109525;1273.0 33.0 109545;1631.0 53.0 109529;3489.0 122.0 109530;2932.0 98.0 109531;2163.0 42.0 109533;3542.0 145.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1003;109510 1089;109542 1044;109543 1095;109544 1018;109417 991;109546 1053;109547 1047;109548 1056;109550 1020;109552 1055;109524 1060;109525 1022;109545 1121;109529 1073;109530 1078;109531 1079;109533 1045;109534 1051
data,1241252700,136116.0;5407.0;136103.0;6443.0;126964.0;5241.0;125135.0;6834.0;1.19171729405;1.03916945286;1.37482995192,260.0 3.0 109536;4097.0 167.0 109510;428.0 11.0 109542;189.0 2.0 109543;2418.0 92.0 109544;1329.0 33.0 109545;521.0 10.0 109546;1361.0 47.0 109547;1010.0 24.0 109548;220.0 3.0 109550;352.0 10.0 109552;5800.0 248.0 109524;13750.0 781.0 109525;3758.0 161.0 109417;1658.0 53.0 109529;3512.0 122.0 109530;2982.0 98.0 109531;2185.0 42.0 109533;3576.0 146.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1034;109510 1016;109542 1027;109543 1048;109544 1074;109545 1089;109546 1061;109547 1031;109548 1004;109550 1052;109552 1004;109524 1116;109525 1070;109417 1050;109529 1073;109530 1066;109531 1059;109533 1056;109534 1070
data,1241253600,137140.0;5431.0;137130.0;6462.0;127958.0;5257.0;126177.0;6850.0;1.18992289296;1.03742062022;1.37086508844,287.0 3.0 109536;535.0 14.0 109542;4115.0 168.0 109510;213.0 2.0 109543;2435.0 92.0 109544;3940.0 163.0 109417;588.0 14.0 109546;1485.0 51.0 109547;1040.0 24.0 109548;245.0 3.0 109550;388.0 10.0 109552;5954.0 251.0 109524;13807.0 783.0 109525;1361.0 33.0 109545;1680.0 53.0 109529;3527.0 122.0 109530;3027.0 98.0 109531;2204.0 42.0 109533;3602.0 146.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1076;109542 1071;109510 1070;109543 1106;109544 1054;109417 1009;109546 1092;109547 1110;109548 1034;109550 1036;109552 988;109524 1027;109525 1056;109545 1014;109529 1051;109530 1042;109531 1057;109533 1029;109534 1078
data,1241254800,138158.0;5451.0;138174.0;6502.0;129024.0;5279.0;127223.0;6869.0;1.19267053646;1.03700539522;1.36844623713,306.0 3.0 109536;607.0 14.0 109542;4140.0 169.0 109510;233.0 2.0 109543;2455.0 94.0 109544;1395.0 34.0 109545;686.0 19.0 109546;1586.0 55.0 109547;1066.0 24.0 109548;262.0 3.0 109550;451.0 13.0 109552;6086.0 254.0 109524;13864.0 784.0 109525;4163.0 176.0 109417;1699.0 53.0 109529;3545.0 122.0 109530;3063.0 100.0 109531;2221.0 42.0 109533;3649.0 151.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1055;109542 1071;109510 1104;109543 1048;109544 1010;109545 1039;109546 1026;109547 1058;109548 1031;109550 1049;109552 1093;109524 1070;109525 1081;109417 1097;109529 1013;109530 1013;109531 1014;109533 1093;109534 1035
data,1241255700,139235.0;5476.0;139240.0;6536.0;130066.0;5294.0;128275.0;6892.0;1.19352909009;1.03491607402;1.36611803616,322.0 3.0 109536;4160.0 170.0 109510;656.0 14.0 109542;255.0 2.0 109543;2485.0 94.0 109544;1434.0 37.0 109545;772.0 22.0 109546;1694.0 60.0 109547;1092.0 25.0 109548;287.0 4.0 109550;506.0 14.0 109552;6209.0 258.0 109524;13906.0 786.0 109525;4449.0 187.0 109417;1717.0 54.0 109529;3565.0 123.0 109530;3093.0 100.0 109531;2242.0 42.0 109533;3699.0 151.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1070;109510 1074;109542 1094;109543 1001;109544 1103;109545 1100;109546 1042;109547 1072;109548 1019;109550 1072;109552 1074;109524 1084;109525 1067;109417 1057;109529 999;109530 1034;109531 1003;109533 1032;109534 1003
data,1241256900,140305.0;5494.0;140305.0;6564.0;131086.0;5311.0;129327.0;6923.0;1.19475791773;1.03467625616;1.3670664378,344.0 4.0 109536;4177.0 171.0 109510;691.0 14.0 109542;270.0 2.0 109543;2508.0 94.0 109544;1475.0 37.0 109545;861.0 25.0 109546;1836.0 67.0 109547;1116.0 26.0 109548;306.0 5.0 109550;556.0 16.0 109552;6332.0 262.0 109524;13961.0 789.0 109525;4735.0 192.0 109417;1742.0 54.0 109529;3584.0 123.0 109530;3116.0 100.0 109531;2261.0 42.0 109533;3737.0 151.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1031;109510 1041;109542 1059;109543 1103;109544 1042;109545 1028;109546 1009;109547 1052;109548 1064;109550 1080;109552 1016;109524 1050;109525 1096;109417 1072;109529 1067;109530 1067;109531 1011;109533 1070;109534 1042
data,1241257800,141335.0;5515.0;141340.0;6597.0;132080.0;5338.0;130368.0;6944.0;1.19614988696;1.03572799638;1.36503226128,364.0 4.0 109536;4203.0 173.0 109510;715.0 15.0 109542;287.0 2.0 109543;2526.0 94.0 109544;4988.0 200.0 109417;963.0 27.0 109546;2009.0 76.0 109547;1138.0 26.0 109548;330.0 5.0 109550;600.0 16.0 109552;6449.0 266.0 109524;14025.0 792.0 109525;1508.0 37.0 109545;1760.0 55.0 109529;3603.0 123.0 109530;3131.0 100.0 109531;2275.0 43.0 109533;3769.0 153.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1044;109510 1045;109542 1068;109543 1085;109544 1009;109417 1069;109546 1042;109547 1049;109548 1007;109550 1149;109552 1015;109524 1037;109525 1065;109545 1066;109529 1029;109530 1105;109531 985;109533 1082;109534 1049
