data,1241584500,529417.0;19608.0;534313.0;25010.0;487731.0;18662.0;500948.0;26674.0;1.26381217657;1.03310011411;1.43767289292,2028.0 76.0 109601;2655.0 54.0 109613;9420.0 547.0 109616;5428.0 238.0 109624;5314.0 224.0 109625;2625.0 52.0 109627;2182.0 52.0 109628;3833.0 164.0 109629;7134.0 391.0 109631;3304.0 142.0 109632;1587.0 15.0 109633;1665.0 35.0 109634;8058.0 463.0 109635;1170.0 39.0 109636;1408.0 46.0 109637;14892.0 950.0 109638;3177.0 156.0 109641;846.0 31.0 109644;4622.0 241.0 109646;95.0 3.0 109647;1249.0 49.0 109650;271.0 8.0 109652;178.0 4.0 109653,109601.0 11277;109613.0 11277;109616.0 11277;109624.0 11277;109625.0 11277;109627.0 11277;109628.0 11277;109629.0 11277;109631.0 11277;109632.0 11277;109633.0 11277;109634.0 11277;109635.0 11277;109636.0 11277;109637.0 11277;109638.0 11277;109641.0 11277;109644.0 11277;109646.0 11277;109647.0 11277;109650.0 11277;109652.0 11277;109653.0 11277,109601 485;109613 477;109616 488;109624 518;109625 482;109627 466;109628 520;109629 512;109631 474;109632 530;109633 476;109634 484;109635 495;109636 503;109637 512;109638 497;109641 457;109644 491;109646 498;109647 481;109650 483;109652 462;109653 486
data,1241584800,529783.0;19624.0;534705.0;25020.0;488108.0;18681.0;501327.0;26686.0;1.26323323512;1.03322445744;1.43705327809,2042.0 76.0 109601;2671.0 54.0 109613;9443.0 548.0 109616;5438.0 239.0 109624;5334.0 224.0 109625;2642.0 52.0 109627;2192.0 52.0 109628;3852.0 165.0 109629;7153.0 391.0 109631;3328.0 143.0 109632;1600.0 15.0 109633;1687.0 35.0 109634;8075.0 463.0 109635;1185.0 40.0 109636;1426.0 46.0 109637;14906.0 950.0 109638;3191.0 156.0 109641;858.0 32.0 109644;4634.0 241.0 109646;125.0 6.0 109647;1266.0 49.0 109650;291.0 9.0 109652;194.0 4.0 109653,109601.0 8723;109613.0 8723;109616.0 8723;109624.0 8723;109625.0 8723;109627.0 8723;109628.0 8723;109629.0 8723;109631.0 8723;109632.0 8723;109633.0 8723;109634.0 8723;109635.0 8723;109636.0 8723;109637.0 8723;109638.0 8723;109641.0 8723;109644.0 8723;109646.0 8723;109647.0 8723;109650.0 8723;109652.0 8723;109653.0 8723,109601 380;109613 394;109616 389;109624 359;109625 382;109627 386;109628 381;109629 372;109631 374;109632 382;109633 398;109634 370;109635 362;109636 353;109637 380;109638 390;109641 393;109644 362;109646 394;109647 371;109650 363;109652 390;109653 398
data,1241585100,530600.0;19652.0;535616.0;25057.0;488974.0;18702.0;502195.0;26717.0;1.26309501557;1.03267288928;1.43640132215,2073.0 76.0 109601;2696.0 54.0 109613;9490.0 551.0 109616;5497.0 242.0 109624;5370.0 224.0 109625;2676.0 52.0 109627;2223.0 54.0 109628;3883.0 165.0 109629;7203.0 394.0 109631;3366.0 143.0 109632;1634.0 16.0 109633;1720.0 36.0 109634;8098.0 464.0 109635;1224.0 40.0 109636;1452.0 46.0 109637;14955.0 954.0 109638;3221.0 159.0 109641;891.0 32.0 109644;4673.0 243.0 109646;219.0 10.0 109647;1300.0 51.0 109650;323.0 11.0 109652;257.0 10.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 867;109613 881;109616 859;109624 887;109625 856;109627 859;109628 857;109629 940;109631 885;109632 880;109633 876;109634 848;109635 902;109636 884;109637 817;109638 851;109641 865;109644 867;109646 822;109647 918;109650 873;109652 855;109653 851
data,1241585700,531425.0;19683.0;536476.0;25078.0;489874.0;18732.0;503056.0;26750.0;1.2620986111;1.03240582895;1.4356816246,2100.0 77.0 109601;2723.0 54.0 109613;9542.0 554.0 109616;5540.0 243.0 109624;5397.0 226.0 109625;2700.0 53.0 109627;2268.0 54.0 109628;3905.0 165.0 109629;7259.0 396.0 109631;3385.0 143.0 109632;1661.0 16.0 109633;1747.0 36.0 109634;8137.0 465.0 109635;1252.0 40.0 109636;1469.0 46.0 109637;15039.0 959.0 109638;3258.0 159.0 109641;912.0 32.0 109644;4715.0 246.0 109646;294.0 12.0 109647;1338.0 51.0 109650;352.0 11.0 109652;311.0 10.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 828;109613 876;109616 845;109624 874;109625 881;109627 881;109628 906;109629 858;109631 927;109632 867;109633 845;109634 878;109635 887;109636 900;109637 914;109638 853;109641 855;109644 865;109646 833;109647 810;109650 887;109652 837;109653 893
data,1241586000,532274.0;19711.0;537365.0;25110.0;490736.0;18756.0;503904.0;26770.0;1.2618389566;1.03209316077;1.434587889,2135.0 78.0 109601;2737.0 54.0 109613;9606.0 557.0 109616;5583.0 244.0 109624;5447.0 229.0 109625;2722.0 53.0 109627;2296.0 54.0 109628;3944.0 167.0 109629;7333.0 401.0 109631;3414.0 146.0 109632;1685.0 17.0 109633;1770.0 36.0 109634;8177.0 467.0 109635;1265.0 40.0 109636;1482.0 46.0 109637;15109.0 962.0 109638;3290.0 159.0 109641;934.0 32.0 109644;4773.0 248.0 109646;359.0 12.0 109647;1364.0 52.0 109650;391.0 12.0 109652;377.0 14.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 891;109613 887;109616 861;109624 880;109625 833;109627 887;109628 849;109629 873;109631 952;109632 830;109633 916;109634 871;109635 857;109636 829;109637 896;109638 885;109641 818;109644 849;109646 833;109647 871;109650 867;109652 901;109653 864
data,1241586600,533184.0;19745.0;538206.0;25145.0;491596.0;18790.0;504812.0;26800.0;1.26160405235;1.03213952656;1.43359043384,2152.0 78.0 109601;2749.0 54.0 109613;9678.0 561.0 109616;5616.0 246.0 109624;5486.0 231.0 109625;2742.0 53.0 109627;2318.0 54.0 109628;3971.0 168.0 109629;7424.0 407.0 109631;3461.0 148.0 109632;1705.0 17.0 109633;1799.0 38.0 109634;8207.0 467.0 109635;1276.0 40.0 109636;1499.0 46.0 109637;15193.0 966.0 109638;3326.0 161.0 109641;955.0 33.0 109644;4831.0 250.0 109646;400.0 13.0 109647;1404.0 54.0 109650;421.0 14.0 109652;421.0 16.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 858;109613 852;109616 830;109624 799;109625 889;109627 913;109628 891;109629 896;109631 855;109632 860;109633 828;109634 850;109635 908;109636 909;109637 850;109638 866;109641 899;109644 891;109646 909;109647 919;109650 881;109652 852;109653 795
data,1241587200,534025.0;19780.0;539087.0;25177.0;492447.0;18813.0;505665.0;26823.0;1.26089935428;1.03141599212;1.43212114278,2172.0 78.0 109601;2764.0 54.0 109613;9732.0 562.0 109616;5668.0 249.0 109624;5542.0 233.0 109625;2752.0 53.0 109627;2337.0 54.0 109628;4011.0 171.0 109629;7522.0 410.0 109631;3498.0 148.0 109632;1722.0 17.0 109633;1837.0 40.0 109634;8232.0 467.0 109635;1294.0 40.0 109636;1521.0 48.0 109637;15294.0 974.0 109638;3352.0 161.0 109641;966.0 33.0 109644;4894.0 251.0 109646;421.0 13.0 109647;1445.0 56.0 109650;450.0 15.0 109652;489.0 20.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 877;109613 922;109616 855;109624 908;109625 894;109627 892;109628 885;109629 872;109631 859;109632 886;109633 854;109634 888;109635 809;109636 854;109637 848;109638 825;109641 848;109644 863;109646 915;109647 829;109650 859;109652 869;109653 889
data,1241587500,534863.0;19810.0;539915.0;25206.0;493303.0;18852.0;506555.0;26845.0;1.26048191528;1.03181480452;1.43085255132,2194.0 79.0 109601;2773.0 54.0 109613;9801.0 564.0 109616;5699.0 249.0 109624;5582.0 233.0 109625;2766.0 54.0 109627;2355.0 55.0 109628;4048.0 171.0 109629;7598.0 412.0 109631;3520.0 148.0 109632;1740.0 17.0 109633;1861.0 42.0 109634;8253.0 467.0 109635;1304.0 40.0 109636;1549.0 50.0 109637;15402.0 979.0 109638;3417.0 168.0 109641;975.0 33.0 109644;4922.0 252.0 109646;462.0 14.0 109647;1490.0 57.0 109650;475.0 17.0 109652;557.0 21.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 857;109613 850;109616 894;109624 844;109625 901;109627 860;109628 823;109629 860;109631 856;109632 892;109633 925;109634 917;109635 893;109636 828;109637 884;109638 872;109641 895;109644 887;109646 819;109647 870;109650 885;109652 829;109653 859
data,1241588100,535719.0;19838.0;540766.0;25239.0;494174.0;18877.0;507453.0;26880.0;1.26038123651;1.03155466467;1.43044974156,2201.0 79.0 109601;2787.0 54.0 109613;9881.0 568.0 109616;5742.0 249.0 109624;5612.0 233.0 109625;2779.0 54.0 109627;2367.0 56.0 109628;4076.0 171.0 109629;7678.0 417.0 109631;3536.0 148.0 109632;1764.0 17.0 109633;1890.0 42.0 109634;8271.0 467.0 109635;1315.0 40.0 109636;1568.0 50.0 109637;15526.0 985.0 109638;3490.0 170.0 109641;989.0 33.0 109644;4963.0 256.0 109646;497.0 18.0 109647;1524.0 58.0 109650;514.0 19.0 109652;624.0 25.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 881;109613 860;109616 922;109624 864;109625 884;109627 874;109628 864;109629 838;109631 842;109632 867;109633 883;109634 877;109635 902;109636 892;109637 812;109638 861;109641 841;109644 910;109646 866;109647 843;109650 857;109652 872;109653 888
data,1241588700,536569.0;19854.0;541623.0;25274.0;495016.0;18908.0;508304.0;26920.0;1.26111427939;1.0322952227;1.43129478404,2222.0 79.0 109601;2795.0 54.0 109613;9927.0 569.0 109616;5783.0 253.0 109624;5632.0 233.0 109625;2794.0 54.0 109627;2383.0 56.0 109628;4097.0 172.0 109629;7792.0 423.0 109631;3550.0 149.0 109632;1777.0 17.0 109633;1914.0 43.0 109634;8301.0 469.0 109635;1329.0 41.0 109636;1587.0 50.0 109637;15630.0 989.0 109638;3570.0 175.0 109641;1000.0 33.0 109644;5023.0 258.0 109646;530.0 19.0 109647;1565.0 60.0 109650;561.0 21.0 109652;689.0 27.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 848;109613 928;109616 841;109624 881;109625 879;109627 871;109628 887;109629 892;109631 861;109632 817;109633 857;109634 842;109635 913;109636 871;109637 869;109638 844;109641 868;109644 906;109646 877;109647 880;109650 885;109652 854;109653 829
data,1241589300,537519.0;19884.0;542501.0;25302.0;495929.0;18931.0;509182.0;26949.0;1.2607946985;1.03191545339;1.43073656832,2229.0 79.0 109601;2803.0 54.0 109613;9978.0 570.0 109616;5842.0 257.0 109624;5643.0 233.0 109625;2810.0 54.0 109627;2404.0 56.0 109628;4135.0 175.0 109629;7876.0 425.0 109631;3565.0 149.0 109632;1792.0 17.0 109633;1937.0 43.0 109634;8329.0 470.0 109635;1341.0 41.0 109636;1603.0 50.0 109637;15730.0 991.0 109638;3665.0 177.0 109641;1018.0 34.0 109644;5095.0 262.0 109646;584.0 23.0 109647;1599.0 62.0 109650;603.0 23.0 109652;748.0 27.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 929;109613 851;109616 882;109624 878;109625 863;109627 865;109628 891;109629 889;109631 863;109632 814;109633 851;109634 852;109635 901;109636 861;109637 824;109638 906;109641 917;109644 857;109646 889;109647 848;109650 893;109652 804;109653 872
