
New Run at  02/09/2015 01:53:30
, Time, randomAccesses; randomClicks; exp3Access; exp3Clicks; ucb1Accesses; ucb1Clicks; greedyAccesses; greedyClicks; exp3CTRRatio; ucb1CTRRatio; greedyCTRRatio, Article Access; Clicks; ID; Theta, ID; epochArticles, ID ;epochSelectedArticles 
data,1241420700,587847.0;20367.0;419899.0;15700.0;552650.0;18919.0;589682.0;27267.0;1.07917544443;0.988064385663;1.33461723746,8997.0 129.0 109536;6875.0 275.0 109572;6489.0 262.0 109574;4304.0 187.0 109575;5838.0 247.0 109576;3330.0 136.0 109577;5319.0 128.0 109578;5597.0 193.0 109580;3241.0 103.0 109517;6324.0 369.0 109582;2899.0 102.0 109581;5202.0 248.0 109584;1950.0 76.0 109585;4668.0 78.0 109586;3453.0 57.0 109587;1318.0 31.0 109588;1162.0 15.0 109589;10333.0 376.0 109476;3417.0 68.0 109583;17722.0 758.0 109524,109536.0 11950;109476.0 11950;109574.0 11950;109575.0 11950;109576.0 11950;109580.0 11950;109578.0 11950;109581.0 11950;109517.0 11950;109582.0 11950;109583.0 11950;109584.0 11950;109585.0 11950;109586.0 11950;109587.0 11950;109588.0 11950;109589.0 11950;109577.0 11950;109524.0 11950;109572.0 11950,109536 597;109572 617;109574 633;109575 587;109576 626;109577 611;109578 627;109580 563;109517 587;109582 595;109581 616;109584 576;109585 598;109586 601;109587 571;109588 544;109589 597;109476 617;109583 584;109524 603
data,1241421300,588889.0;20384.0;420190.0;15704.0;553705.0;18933.0;590714.0;27288.0;1.07971368395;0.987836390916;1.33456113754,9006.0 129.0 109536;10348.0 376.0 109476;6508.0 262.0 109574;4324.0 187.0 109575;5855.0 247.0 109576;3347.0 137.0 109577;5330.0 129.0 109578;5614.0 193.0 109580;2916.0 103.0 109581;6338.0 369.0 109582;3437.0 68.0 109583;5210.0 248.0 109584;1962.0 76.0 109585;4681.0 78.0 109586;3468.0 57.0 109587;1333.0 31.0 109588;1172.0 15.0 109589;17739.0 758.0 109524;3252.0 103.0 109517;6889.0 276.0 109572,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 963;109476 1080;109574 1002;109575 1045;109576 994;109577 1002;109578 986;109580 1036;109581 1048;109582 979;109583 980;109584 1045;109585 976;109586 954;109587 970;109588 974;109589 989;109524 984;109517 1024;109572 969
data,1241421900,589911.0;20402.0;420463.0;15707.0;554695.0;18949.0;591695.0;27315.0;1.08013791344;0.987747174093;1.33480263935,9020.0 129.0 109536;6896.0 276.0 109572;6530.0 262.0 109574;4337.0 187.0 109575;5872.0 248.0 109576;3360.0 137.0 109577;5346.0 129.0 109578;5628.0 193.0 109580;2933.0 104.0 109581;6346.0 369.0 109582;3264.0 103.0 109517;5229.0 248.0 109584;1968.0 76.0 109585;4694.0 78.0 109586;3486.0 58.0 109587;17757.0 758.0 109524;1182.0 15.0 109589;1349.0 31.0 109588;3446.0 68.0 109583;10359.0 376.0 109476,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1013;109572 1039;109574 984;109575 912;109576 1032;109577 947;109578 1065;109580 1018;109581 1027;109582 1014;109517 1047;109584 1018;109585 969;109586 999;109587 935;109524 1013;109589 1015;109588 1032;109583 1003;109476 918
data,1241422800,590939.0;20416.0;420765.0;15712.0;555773.0;18965.0;592636.0;27335.0;1.08084609809;0.987705332343;1.33506694924,9034.0 129.0 109536;6911.0 276.0 109572;6544.0 262.0 109574;4354.0 187.0 109575;5886.0 248.0 109576;3377.0 137.0 109577;5365.0 129.0 109578;5648.0 195.0 109580;3279.0 104.0 109517;6362.0 369.0 109582;3454.0 68.0 109583;5247.0 249.0 109584;1984.0 76.0 109585;4711.0 78.0 109586;3500.0 58.0 109587;1360.0 31.0 109588;1188.0 15.0 109589;17776.0 758.0 109524;10380.0 376.0 109476;2944.0 105.0 109581,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1009;109572 981;109574 1056;109575 1047;109576 932;109577 1025;109578 1007;109580 958;109517 1003;109582 995;109583 936;109584 1029;109585 1010;109586 999;109587 1010;109588 1035;109589 997;109524 981;109476 1004;109581 986
data,1241423400,591923.0;20435.0;421053.0;15718.0;556745.0;18980.0;593616.0;27352.0;1.08131217207;0.987484883292;1.33467050481,9049.0 130.0 109536;6927.0 276.0 109572;6558.0 263.0 109574;4368.0 187.0 109575;5900.0 248.0 109576;3393.0 138.0 109577;5377.0 129.0 109578;5668.0 195.0 109580;2949.0 105.0 109581;6381.0 370.0 109582;3469.0 68.0 109583;5268.0 250.0 109584;1993.0 76.0 109585;4727.0 78.0 109586;3513.0 58.0 109587;1373.0 31.0 109588;1202.0 15.0 109589;17786.0 759.0 109524;10394.0 376.0 109476;3297.0 104.0 109517,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 992;109572 1004;109574 1008;109575 982;109576 975;109577 1028;109578 1001;109580 1006;109581 1027;109582 1021;109583 1032;109584 977;109585 1019;109586 962;109587 946;109588 1028;109589 966;109524 1016;109476 984;109517 1026
data,1241424300,592977.0;20444.0;421363.0;15728.0;557712.0;18991.0;594592.0;27365.0;1.08265249068;0.987665357224;1.33489887517,9063.0 130.0 109536;6942.0 277.0 109572;6571.0 264.0 109574;4376.0 187.0 109575;5921.0 249.0 109576;3408.0 138.0 109577;5390.0 129.0 109578;5686.0 197.0 109580;2958.0 105.0 109581;6397.0 371.0 109582;3489.0 69.0 109583;5284.0 250.0 109584;2001.0 76.0 109585;4747.0 78.0 109586;3526.0 59.0 109587;17806.0 759.0 109524;1225.0 15.0 109589;1389.0 32.0 109588;10408.0 377.0 109476;3315.0 104.0 109517,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1005;109572 1048;109574 992;109575 968;109576 953;109577 1061;109578 929;109580 943;109581 1016;109582 1033;109583 977;109584 1012;109585 981;109586 1044;109587 976;109524 1034;109589 1021;109588 954;109476 991;109517 1062
data,1241425200,593978.0;20455.0;421682.0;15734.0;558663.0;18997.0;595594.0;27384.0;1.08349012795;0.987429253414;1.33511122715,9087.0 130.0 109536;6952.0 278.0 109572;6583.0 265.0 109574;4394.0 188.0 109575;5933.0 249.0 109576;3429.0 138.0 109577;5401.0 129.0 109578;5704.0 197.0 109580;3329.0 104.0 109517;6409.0 371.0 109582;3503.0 69.0 109583;5297.0 250.0 109584;2017.0 77.0 109585;4769.0 79.0 109586;3533.0 59.0 109587;17822.0 760.0 109524;1248.0 15.0 109589;1403.0 32.0 109588;10433.0 377.0 109476;2975.0 105.0 109581,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1003;109572 1019;109574 1004;109575 1029;109576 1002;109577 997;109578 964;109580 967;109517 1014;109582 1017;109583 1024;109584 1061;109585 969;109586 1007;109587 974;109524 1002;109589 1034;109588 973;109476 978;109581 962
