data,1241350800,415603.0;14845.0;295950.0;11406.0;390692.0;13842.0;417640.0;20502.0;1.07898024885;0.991888370368;1.37433502286,4340.0 198.0 109568;2166.0 47.0 109569;1348.0 101.0 109571;5854.0 83.0 109536;3266.0 113.0 109541;8350.0 335.0 109542;3565.0 135.0 109551;3252.0 93.0 109553;6691.0 264.0 109476;13284.0 582.0 109524;3664.0 109.0 109557;2897.0 75.0 109560;2401.0 91.0 109561;2077.0 47.0 109562;5341.0 156.0 109563;4257.0 139.0 109564;2912.0 91.0 109565;1993.0 49.0 109566;4270.0 140.0 109567,109536.0 16129;109568.0 16129;109571.0 16129;109476.0 16129;109541.0 16129;109542.0 16129;109569.0 16129;109551.0 16129;109553.0 16129;109524.0 16129;109557.0 16129;109560.0 16129;109561.0 16129;109562.0 16129;109563.0 16129;109564.0 16129;109565.0 16129;109566.0 16129;109567.0 16129,109568 847;109569 847;109571 854;109536 839;109541 886;109542 848;109551 857;109553 826;109476 792;109524 823;109557 851;109560 862;109561 831;109562 877;109563 840;109564 851;109565 878;109566 803;109567 917
data,1241351100,415814.0;14849.0;296147.0;11412.0;390896.0;13844.0;417838.0;20503.0;1.07908666486;0.991750126336;1.37407797325,5866.0 84.0 109536;4352.0 198.0 109568;1359.0 102.0 109571;6699.0 264.0 109476;3273.0 114.0 109541;8357.0 336.0 109542;2171.0 47.0 109569;3574.0 135.0 109551;3264.0 93.0 109553;13295.0 582.0 109524;3674.0 109.0 109557;2913.0 75.0 109560;2414.0 91.0 109561;2084.0 47.0 109562;5351.0 156.0 109563;4268.0 139.0 109564;2923.0 91.0 109565;2002.0 49.0 109566;4286.0 142.0 109567,109536.0 3871;109568.0 3871;109571.0 3871;109476.0 3871;109541.0 3871;109542.0 3871;109569.0 3871;109551.0 3871;109553.0 3871;109524.0 3871;109557.0 3871;109560.0 3871;109561.0 3871;109562.0 3871;109563.0 3871;109564.0 3871;109565.0 3871;109566.0 3871;109567.0 3871,109536 190;109568 201;109571 189;109476 190;109541 183;109542 199;109569 226;109551 208;109553 231;109524 193;109557 223;109560 192;109561 215;109562 195;109563 215;109564 207;109565 213;109566 201;109567 200
data,1241351700,416873.0;14871.0;297232.0;11432.0;391883.0;13868.0;418882.0;20529.0;1.07817745431;0.992021313368;1.37385117754,4399.0 198.0 109568;2224.0 48.0 109569;1448.0 106.0 109571;6778.0 266.0 109476;5922.0 84.0 109536;8419.0 339.0 109542;3622.0 136.0 109551;3319.0 94.0 109553;13357.0 583.0 109524;3710.0 109.0 109557;5391.0 156.0 109563;2977.0 77.0 109560;2477.0 92.0 109561;2129.0 48.0 109562;3324.0 115.0 109541;4326.0 139.0 109564;2975.0 92.0 109565;2069.0 50.0 109566;4344.0 142.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109568 1045;109569 1046;109571 998;109476 1097;109536 1011;109542 1073;109551 1013;109553 1049;109524 1090;109557 1069;109563 1071;109560 1043;109561 1093;109562 1054;109541 1074;109564 1010;109565 998;109566 1107;109567 1059
data,1241352300,417924.0;14898.0;298212.0;11459.0;392937.0;13892.0;419924.0;20570.0;1.07793096067;0.991770512431;1.37414618681,5962.0 85.0 109536;2273.0 49.0 109569;1563.0 113.0 109571;6832.0 267.0 109476;8502.0 342.0 109542;4429.0 200.0 109568;3669.0 138.0 109551;3375.0 95.0 109553;3390.0 116.0 109541;13411.0 584.0 109524;3746.0 109.0 109557;3032.0 79.0 109560;2538.0 94.0 109561;2180.0 49.0 109562;5423.0 156.0 109563;4355.0 139.0 109564;3003.0 92.0 109565;2123.0 52.0 109566;4384.0 142.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1055;109569 1022;109571 1026;109476 1030;109542 1050;109568 1008;109551 1070;109553 1088;109541 1057;109524 1023;109557 1059;109560 1054;109561 1079;109562 1037;109563 1123;109564 1089;109565 1067;109566 1036;109567 1027
data,1241352900,418943.0;14920.0;298973.0;11485.0;393984.0;13926.0;420946.0;20594.0;1.07866141898;0.992507782532;1.37372700744,5991.0 85.0 109536;4456.0 201.0 109568;1681.0 118.0 109571;6862.0 268.0 109476;3435.0 119.0 109541;8577.0 347.0 109542;2295.0 50.0 109569;3706.0 141.0 109551;3407.0 96.0 109553;13451.0 585.0 109524;3770.0 109.0 109557;3069.0 79.0 109560;2582.0 94.0 109561;2218.0 49.0 109562;5447.0 156.0 109563;4379.0 139.0 109564;3032.0 93.0 109565;2170.0 54.0 109566;4423.0 144.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1010;109568 1034;109571 1012;109476 1086;109541 1015;109542 1061;109569 1064;109551 1031;109553 1033;109524 1034;109557 1058;109560 1100;109561 1037;109562 1115;109563 1098;109564 1110;109565 1046;109566 1020;109567 1036
data,1241353500,420035.0;14950.0;299256.0;11497.0;395023.0;13961.0;422043.0;20632.0;1.07940879446;0.992975267847;1.37350079491,6012.0 85.0 109536;2304.0 50.0 109569;1703.0 121.0 109571;6879.0 269.0 109476;3450.0 121.0 109541;8586.0 347.0 109542;4475.0 201.0 109568;3727.0 141.0 109551;3420.0 97.0 109553;13463.0 585.0 109524;3782.0 109.0 109557;3088.0 81.0 109560;2594.0 94.0 109561;2239.0 50.0 109562;5461.0 156.0 109563;4390.0 139.0 109564;3043.0 93.0 109565;2178.0 54.0 109566;4440.0 146.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1020;109569 1072;109571 1056;109476 1101;109541 1098;109542 1041;109568 1090;109551 1076;109553 989;109524 1075;109557 1026;109560 1052;109561 1053;109562 1077;109563 1057;109564 1041;109565 994;109566 1033;109567 1049
data,1241354100,421092.0;14982.0;299576.0;11505.0;396069.0;13988.0;423146.0;20672.0;1.07941090983;0.99264045238;1.37309142323,4495.0 202.0 109568;2327.0 50.0 109569;1724.0 122.0 109571;6892.0 269.0 109476;3471.0 123.0 109541;8606.0 347.0 109542;3745.0 141.0 109551;3438.0 98.0 109553;13474.0 585.0 109524;3796.0 109.0 109557;6030.0 85.0 109536;3108.0 81.0 109560;2613.0 94.0 109561;2255.0 50.0 109562;5475.0 156.0 109563;4403.0 140.0 109564;3054.0 95.0 109565;2194.0 54.0 109566;4454.0 146.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109568 1057;109569 1114;109571 1017;109476 1006;109541 1112;109542 1010;109551 1031;109553 1075;109524 1042;109557 1027;109536 1090;109560 1097;109561 1010;109562 1016;109563 1061;109564 1075;109565 1012;109566 1065;109567 1083
data,1241354700,422137.0;15012.0;299898.0;11515.0;397157.0;14019.0;424199.0;20704.0;1.07970530813;0.992589502652;1.37245932491,6049.0 86.0 109536;2348.0 52.0 109569;1742.0 124.0 109571;6907.0 269.0 109476;3488.0 123.0 109541;8624.0 347.0 109542;4513.0 203.0 109568;3759.0 142.0 109551;3451.0 99.0 109553;13499.0 586.0 109524;3808.0 109.0 109557;3123.0 81.0 109560;2631.0 94.0 109561;2271.0 50.0 109562;5494.0 156.0 109563;4422.0 140.0 109564;3070.0 95.0 109565;2210.0 54.0 109566;4467.0 147.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1071;109569 1070;109571 1055;109476 1017;109541 1005;109542 1042;109568 1048;109551 1085;109553 1092;109524 1063;109557 1020;109560 1028;109561 1092;109562 1061;109563 1071;109564 1020;109565 1084;109566 1079;109567 997
data,1241355300,423122.0;15032.0;300196.0;11520.0;398180.0;14038.0;425287.0;20755.0;1.08018071089;0.992372305031;1.37369231891,6066.0 86.0 109536;2366.0 53.0 109569;1762.0 124.0 109571;6918.0 269.0 109476;8644.0 347.0 109542;4520.0 204.0 109568;3771.0 142.0 109551;3465.0 99.0 109553;13516.0 586.0 109524;3829.0 109.0 109557;5509.0 157.0 109563;3140.0 83.0 109560;2644.0 94.0 109561;2284.0 50.0 109562;4485.0 147.0 109567;4444.0 140.0 109564;3079.0 95.0 109565;2224.0 54.0 109566;3508.0 123.0 109541,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1069;109569 1070;109571 1074;109476 1023;109542 1045;109568 1018;109551 1043;109553 1157;109524 1068;109557 1050;109563 1020;109560 1074;109561 1025;109562 960;109567 1091;109564 1042;109565 1035;109566 1111;109541 1025
data,1241355600,424131.0;15068.0;300519.0;11529.0;399197.0;14062.0;426332.0;20804.0;1.07985168205;0.99152628042;1.37354634795,4545.0 204.0 109568;2390.0 53.0 109569;1777.0 124.0 109571;6944.0 269.0 109476;6089.0 86.0 109536;8658.0 347.0 109542;3788.0 143.0 109551;3483.0 100.0 109553;3520.0 123.0 109541;13534.0 587.0 109524;3843.0 109.0 109557;3150.0 83.0 109560;2660.0 95.0 109561;2304.0 50.0 109562;5520.0 157.0 109563;4454.0 140.0 109564;3099.0 99.0 109565;2240.0 54.0 109566;4499.0 148.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109568 1048;109569 1023;109571 1080;109476 1110;109536 1032;109542 1041;109551 1073;109553 1093;109541 1048;109524 1047;109557 1043;109560 1037;109561 1024;109562 1076;109563 1031;109564 1011;109565 1018;109566 1075;109567 1090
data,1241356200,425163.0;15091.0;300825.0;11541.0;400233.0;14089.0;427404.0;20873.0;1.08085381396;0.991755730655;1.37589006429,4562.0 204.0 109568;2408.0 55.0 109569;1797.0 128.0 109571;6956.0 269.0 109476;3534.0 123.0 109541;8674.0 349.0 109542;3801.0 144.0 109551;3501.0 100.0 109553;13552.0 588.0 109524;3864.0 109.0 109557;6104.0 87.0 109536;3162.0 83.0 109560;2674.0 95.0 109561;2316.0 50.0 109562;5532.0 158.0 109563;4471.0 140.0 109564;3118.0 99.0 109565;2258.0 54.0 109566;4519.0 148.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109568 999;109569 1108;109571 1108;109476 976;109541 1051;109542 1043;109551 1024;109553 1082;109524 1112;109557 1091;109536 1020;109560 1062;109561 979;109562 1066;109563 1071;109564 1059;109565 1079;109566 1032;109567 1038
