data,1241842800,1795140.0;64818.0;1340982.0;55645.0;1686103.0;62206.0;1805746.0;94319.0;1.14922719922;1.02176464828;1.44658921781,8078.0 175.0 109697;6106.0 373.0 109711;826.0 20.0 109714;3890.0 113.0 109720;8911.0 616.0 109721;2908.0 103.0 109722;7554.0 122.0 109723;1688.0 47.0 109725;2532.0 61.0 109726;3392.0 95.0 109728;1507.0 54.0 109732;1432.0 86.0 109734;4680.0 134.0 109735;1985.0 86.0 109737;1003.0 52.0 109742;4199.0 196.0 109743;1090.0 25.0 109744;2859.0 83.0 109745;4212.0 270.0 109746;2266.0 67.0 109747;3923.0 227.0 109748;3322.0 238.0 109749;14277.0 376.0 109667,109697.0 16553;109711.0 16553;109714.0 16553;109720.0 16553;109721.0 16553;109722.0 16553;109723.0 16553;109725.0 16553;109726.0 16553;109728.0 16553;109732.0 16553;109734.0 16553;109735.0 16553;109737.0 16553;109742.0 16553;109743.0 16553;109744.0 16553;109745.0 16553;109746.0 16553;109747.0 16553;109748.0 16553;109749.0 16553;109667.0 16553,109697 746;109711 695;109714 741;109720 752;109721 714;109722 766;109723 742;109725 760;109726 696;109728 682;109732 722;109734 752;109735 728;109737 692;109742 726;109743 731;109744 709;109745 685;109746 709;109747 684;109748 763;109749 692;109667 666
data,1241843100,1795300.0;64826.0;1341121.0;55650.0;1686243.0;62211.0;1805909.0;94329.0;1.14917193647;1.02172690223;1.44656240539,8086.0 175.0 109697;6113.0 373.0 109711;830.0 20.0 109714;3898.0 113.0 109720;8918.0 617.0 109721;2917.0 103.0 109722;7558.0 122.0 109723;1695.0 47.0 109725;2536.0 61.0 109726;3403.0 97.0 109728;1515.0 54.0 109732;1437.0 86.0 109734;4682.0 134.0 109735;1990.0 87.0 109737;1008.0 52.0 109742;4205.0 196.0 109743;1097.0 25.0 109744;2861.0 83.0 109745;4221.0 271.0 109746;2272.0 67.0 109747;3928.0 227.0 109748;3327.0 238.0 109749;14282.0 376.0 109667,109697.0 3447;109711.0 3447;109714.0 3447;109720.0 3447;109721.0 3447;109722.0 3447;109723.0 3447;109725.0 3447;109726.0 3447;109728.0 3447;109732.0 3447;109734.0 3447;109735.0 3447;109737.0 3447;109742.0 3447;109743.0 3447;109744.0 3447;109745.0 3447;109746.0 3447;109747.0 3447;109748.0 3447;109749.0 3447;109667.0 3447,109697 166;109711 135;109714 125;109720 169;109721 141;109722 152;109723 158;109725 140;109726 160;109728 166;109732 135;109734 143;109735 144;109737 157;109742 130;109743 155;109744 164;109745 177;109746 133;109747 151;109748 143;109749 154;109667 149
data,1241843400,1796177.0;64871.0;1342010.0;55682.0;1687101.0;62239.0;1806772.0;94367.0;1.14883487848;1.02145693557;1.446156638,8132.0 179.0 109697;6146.0 374.0 109711;858.0 21.0 109714;3944.0 115.0 109720;8974.0 620.0 109721;2946.0 104.0 109722;7587.0 123.0 109723;1727.0 48.0 109725;2568.0 61.0 109726;3445.0 99.0 109728;1555.0 55.0 109732;1481.0 89.0 109734;4722.0 135.0 109735;2034.0 89.0 109737;1038.0 54.0 109742;4236.0 196.0 109743;1130.0 25.0 109744;2901.0 84.0 109745;4271.0 274.0 109746;2303.0 67.0 109747;3969.0 228.0 109748;3377.0 240.0 109749;14324.0 376.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 845;109711 900;109714 881;109720 880;109721 872;109722 835;109723 927;109725 896;109726 869;109728 836;109732 896;109734 854;109735 835;109737 883;109742 892;109743 909;109744 819;109745 835;109746 873;109747 841;109748 844;109749 906;109667 872
data,1241844000,1797081.0;64902.0;1342889.0;55712.0;1687948.0;62273.0;1807613.0;94409.0;1.14873064096;1.02152805258;1.44616389242,8187.0 180.0 109697;6173.0 375.0 109711;902.0 23.0 109714;3981.0 115.0 109720;9028.0 622.0 109721;2973.0 104.0 109722;7629.0 123.0 109723;1752.0 49.0 109725;2588.0 61.0 109726;3488.0 100.0 109728;1586.0 56.0 109732;1545.0 93.0 109734;4754.0 136.0 109735;2112.0 94.0 109737;1091.0 57.0 109742;4257.0 197.0 109743;1148.0 25.0 109744;2927.0 84.0 109745;4329.0 276.0 109746;2320.0 67.0 109747;3996.0 231.0 109748;3439.0 242.0 109749;14342.0 376.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 874;109711 855;109714 874;109720 864;109721 833;109722 872;109723 844;109725 900;109726 831;109728 845;109732 830;109734 877;109735 887;109737 920;109742 922;109743 922;109744 851;109745 825;109746 868;109747 930;109748 824;109749 897;109667 855
data,1241844300,1797903.0;64933.0;1343730.0;55753.0;1688819.0;62304.0;1808471.0;94439.0;1.14883330291;1.02148880701;1.4459078631,8224.0 180.0 109697;6248.0 382.0 109711;927.0 23.0 109714;4006.0 117.0 109720;9064.0 622.0 109721;2992.0 106.0 109722;7647.0 123.0 109723;1790.0 51.0 109725;2605.0 61.0 109726;3529.0 101.0 109728;1615.0 56.0 109732;1615.0 96.0 109734;4783.0 137.0 109735;2174.0 96.0 109737;1179.0 65.0 109742;4275.0 198.0 109743;1157.0 26.0 109744;2953.0 84.0 109745;4374.0 279.0 109746;2340.0 68.0 109747;4047.0 235.0 109748;3477.0 244.0 109749;14367.0 377.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 879;109711 903;109714 848;109720 889;109721 875;109722 878;109723 854;109725 879;109726 812;109728 891;109732 871;109734 902;109735 802;109737 886;109742 924;109743 887;109744 844;109745 900;109746 818;109747 865;109748 821;109749 919;109667 853
data,1241844900,1798814.0;64954.0;1344363.0;55772.0;1689712.0;62336.0;1809315.0;94481.0;1.14889416973;1.02166049468;1.44614105483,8240.0 180.0 109697;6307.0 385.0 109711;945.0 24.0 109714;4031.0 118.0 109720;9088.0 623.0 109721;3010.0 107.0 109722;7665.0 123.0 109723;1817.0 51.0 109725;2624.0 61.0 109726;3548.0 101.0 109728;1634.0 58.0 109732;1656.0 97.0 109734;4795.0 137.0 109735;2223.0 99.0 109737;1246.0 67.0 109742;4296.0 198.0 109743;1173.0 26.0 109744;2973.0 86.0 109745;4402.0 280.0 109746;2356.0 68.0 109747;4092.0 236.0 109748;3517.0 244.0 109749;14383.0 377.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 864;109711 918;109714 833;109720 863;109721 860;109722 807;109723 858;109725 918;109726 828;109728 874;109732 821;109734 891;109735 881;109737 878;109742 878;109743 889;109744 892;109745 911;109746 913;109747 885;109748 863;109749 836;109667 839
data,1241845500,1799658.0;64984.0;1344617.0;55779.0;1690591.0;62369.0;1810115.0;94513.0;1.14882973376;1.02167735897;1.44600209579,8246.0 180.0 109697;6324.0 386.0 109711;956.0 24.0 109714;4041.0 118.0 109720;9098.0 623.0 109721;3018.0 107.0 109722;7674.0 123.0 109723;1823.0 51.0 109725;2642.0 61.0 109726;3560.0 102.0 109728;1644.0 58.0 109732;1666.0 97.0 109734;4803.0 138.0 109735;2244.0 100.0 109737;1253.0 67.0 109742;4307.0 198.0 109743;1187.0 27.0 109744;2987.0 86.0 109745;4413.0 280.0 109746;2367.0 70.0 109747;4103.0 236.0 109748;3527.0 244.0 109749;14392.0 377.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 864;109711 853;109714 896;109720 881;109721 879;109722 884;109723 843;109725 825;109726 854;109728 898;109732 869;109734 867;109735 832;109737 887;109742 881;109743 829;109744 867;109745 867;109746 901;109747 889;109748 823;109749 935;109667 876
data,1241846100,1800518.0;65016.0;1344866.0;55785.0;1691424.0;62402.0;1810949.0;94553.0;1.14872386549;1.02169964206;1.44592682076,8258.0 180.0 109697;6331.0 386.0 109711;965.0 24.0 109714;4054.0 118.0 109720;9110.0 624.0 109721;3031.0 108.0 109722;7687.0 123.0 109723;1832.0 51.0 109725;2653.0 61.0 109726;3571.0 102.0 109728;1658.0 58.0 109732;1672.0 97.0 109734;4812.0 138.0 109735;2263.0 101.0 109737;1259.0 67.0 109742;4317.0 198.0 109743;1193.0 27.0 109744;3002.0 86.0 109745;4422.0 281.0 109746;2379.0 70.0 109747;4114.0 237.0 109748;3540.0 244.0 109749;14401.0 378.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 837;109711 888;109714 895;109720 860;109721 941;109722 854;109723 852;109725 885;109726 841;109728 874;109732 932;109734 849;109735 862;109737 896;109742 838;109743 893;109744 889;109745 851;109746 835;109747 875;109748 855;109749 865;109667 833
data,1241846700,1801397.0;65040.0;1345130.0;55794.0;1692277.0;62426.0;1811817.0;94584.0;1.14882040805;1.02169897731;1.44587999484,8270.0 180.0 109697;6337.0 386.0 109711;971.0 24.0 109714;4061.0 120.0 109720;9122.0 624.0 109721;3042.0 108.0 109722;7700.0 124.0 109723;1840.0 51.0 109725;2664.0 61.0 109726;3583.0 102.0 109728;1676.0 58.0 109732;1680.0 98.0 109734;4831.0 138.0 109735;2271.0 102.0 109737;1280.0 68.0 109742;4329.0 199.0 109743;1206.0 27.0 109744;3009.0 86.0 109745;4438.0 281.0 109746;2392.0 71.0 109747;4126.0 238.0 109748;3547.0 244.0 109749;14413.0 378.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 905;109711 877;109714 852;109720 919;109721 874;109722 860;109723 897;109725 876;109726 909;109728 894;109732 864;109734 855;109735 862;109737 870;109742 861;109743 834;109744 873;109745 850;109746 832;109747 841;109748 858;109749 896;109667 841
data,1241847300,1802270.0;65057.0;1345382.0;55798.0;1693112.0;62446.0;1812749.0;94623.0;1.14894394484;1.02175026247;1.44605516146,8281.0 180.0 109697;6354.0 386.0 109711;978.0 24.0 109714;4065.0 121.0 109720;9130.0 624.0 109721;3052.0 109.0 109722;7711.0 124.0 109723;1851.0 51.0 109725;2677.0 61.0 109726;3591.0 102.0 109728;1686.0 58.0 109732;1687.0 98.0 109734;4838.0 138.0 109735;2291.0 103.0 109737;1291.0 68.0 109742;4345.0 199.0 109743;1226.0 28.0 109744;3025.0 86.0 109745;4448.0 281.0 109746;2401.0 71.0 109747;4133.0 238.0 109748;3557.0 244.0 109749;14422.0 378.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 836;109711 845;109714 869;109720 835;109721 856;109722 853;109723 875;109725 826;109726 830;109728 910;109732 923;109734 842;109735 874;109737 901;109742 865;109743 912;109744 837;109745 876;109746 878;109747 881;109748 965;109749 878;109667 833
data,1241847900,1803139.0;65081.0;1345616.0;55799.0;1693952.0;62477.0;1813627.0;94648.0;1.14889479719;1.02186625323;1.44590066703,8299.0 180.0 109697;6360.0 386.0 109711;988.0 24.0 109714;4079.0 121.0 109720;9149.0 624.0 109721;3059.0 109.0 109722;7715.0 124.0 109723;1860.0 51.0 109725;2687.0 61.0 109726;3599.0 102.0 109728;1698.0 58.0 109732;1697.0 98.0 109734;4848.0 138.0 109735;2297.0 103.0 109737;1303.0 69.0 109742;4355.0 199.0 109743;1232.0 28.0 109744;3034.0 86.0 109745;4460.0 281.0 109746;2411.0 71.0 109747;4144.0 238.0 109748;3568.0 244.0 109749;14432.0 378.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 859;109711 858;109714 916;109720 835;109721 906;109722 836;109723 864;109725 844;109726 813;109728 886;109732 887;109734 860;109735 932;109737 847;109742 887;109743 856;109744 812;109745 856;109746 918;109747 894;109748 896;109749 875;109667 863
