data,1241262000,236647.0;9419.0;127641.0;5245.0;219640.0;8795.0;238492.0;12870.0;1.03240833207;1.00605243166;1.35581657108,2422.0 31.0 109536;2931.0 108.0 109542;4001.0 186.0 109510;2631.0 28.0 109543;2823.0 120.0 109544;1833.0 79.0 109417;2480.0 67.0 109546;2159.0 116.0 109547;2077.0 29.0 109548;1938.0 36.0 109550;1189.0 29.0 109552;5029.0 217.0 109524;5322.0 293.0 109525;1668.0 27.0 109545;4483.0 154.0 109529;3937.0 147.0 109530;3659.0 103.0 109531;2371.0 49.0 109533;3958.0 216.0 109534,109536.0 8635;109542.0 8635;109510.0 8635;109543.0 8635;109544.0 8635;109417.0 8635;109546.0 8635;109547.0 8635;109548.0 8635;109550.0 8635;109552.0 8635;109524.0 8635;109525.0 8635;109545.0 8635;109529.0 8635;109530.0 8635;109531.0 8635;109533.0 8635;109534.0 8635,109536 434;109542 463;109510 467;109543 444;109544 467;109417 457;109546 464;109547 434;109548 429;109550 497;109552 481;109524 476;109525 457;109545 448;109529 412;109530 448;109531 461;109533 458;109534 438
data,1241262300,237227.0;9432.0;128242.0;5260.0;220255.0;8806.0;239099.0;12881.0;1.03161057725;1.00557213361;1.35497769198,2458.0 31.0 109536;2954.0 108.0 109542;4025.0 188.0 109510;2653.0 28.0 109543;2858.0 120.0 109544;1875.0 81.0 109417;2510.0 67.0 109546;2206.0 118.0 109547;2108.0 29.0 109548;1964.0 38.0 109550;1223.0 30.0 109552;5053.0 217.0 109524;5358.0 293.0 109525;1703.0 27.0 109545;4517.0 156.0 109529;3967.0 148.0 109530;3695.0 105.0 109531;2399.0 49.0 109533;3986.0 217.0 109534,109536.0 11365;109542.0 11365;109510.0 11365;109543.0 11365;109544.0 11365;109417.0 11365;109546.0 11365;109547.0 11365;109548.0 11365;109550.0 11365;109552.0 11365;109524.0 11365;109525.0 11365;109545.0 11365;109529.0 11365;109530.0 11365;109531.0 11365;109533.0 11365;109534.0 11365,109536 598;109542 565;109510 616;109543 580;109544 586;109417 586;109546 574;109547 568;109548 619;109550 611;109552 594;109524 624;109525 587;109545 559;109529 600;109530 616;109531 635;109533 619;109534 628
data,1241263200,238277.0;9460.0;128861.0;5274.0;221370.0;8837.0;240160.0;12899.0;1.03088356362;1.00548842873;1.3528397484,2482.0 31.0 109536;4067.0 190.0 109510;2974.0 109.0 109542;2681.0 28.0 109543;2890.0 123.0 109544;1911.0 81.0 109417;2537.0 67.0 109546;2246.0 118.0 109547;2135.0 30.0 109548;1996.0 38.0 109550;1267.0 33.0 109552;5080.0 217.0 109524;5385.0 294.0 109525;1729.0 27.0 109545;4556.0 157.0 109529;4018.0 149.0 109530;3736.0 106.0 109531;2419.0 49.0 109533;4022.0 217.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1056;109510 1055;109542 1033;109543 982;109544 1051;109417 1038;109546 1017;109547 1013;109548 1039;109550 1087;109552 1068;109524 1022;109525 1069;109545 1081;109529 1059;109530 1116;109531 1098;109533 1076;109534 1040
data,1241263800,239358.0;9499.0;129163.0;5283.0;222408.0;8860.0;241209.0;12931.0;1.03065317814;1.00381429688;1.35085477797,2501.0 31.0 109536;4086.0 190.0 109510;2985.0 109.0 109542;2700.0 28.0 109543;2902.0 123.0 109544;1749.0 28.0 109545;2550.0 67.0 109546;2261.0 118.0 109547;2150.0 31.0 109548;2003.0 38.0 109550;1288.0 35.0 109552;5091.0 217.0 109524;5400.0 294.0 109525;1929.0 82.0 109417;4571.0 159.0 109529;4035.0 149.0 109530;3761.0 106.0 109531;2436.0 50.0 109533;4035.0 218.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1061;109510 1107;109542 999;109543 1057;109544 1001;109545 1075;109546 1015;109547 1093;109548 1070;109550 1080;109552 1008;109524 1037;109525 1067;109417 1021;109529 1068;109530 1035;109531 1063;109533 1094;109534 1049
data,1241264400,240435.0;9521.0;129514.0;5290.0;223467.0;8896.0;242304.0;12983.0;1.03146400786;1.00530188833;1.3530990723,2517.0 31.0 109536;3001.0 110.0 109542;4109.0 190.0 109510;2727.0 29.0 109543;2919.0 123.0 109544;1945.0 82.0 109417;2570.0 67.0 109546;2283.0 119.0 109547;2174.0 31.0 109548;2022.0 38.0 109550;1300.0 35.0 109552;5113.0 218.0 109524;5423.0 295.0 109525;1761.0 29.0 109545;4582.0 159.0 109529;4054.0 149.0 109530;3774.0 106.0 109531;2461.0 50.0 109533;4049.0 219.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1043;109542 1109;109510 1050;109543 1077;109544 1048;109417 1061;109546 1050;109547 1068;109548 1042;109550 1016;109552 1057;109524 1111;109525 1047;109545 1026;109529 1024;109530 998;109531 1017;109533 1089;109534 1067
data,1241265000,241472.0;9549.0;129835.0;5301.0;224542.0;8932.0;243357.0;13021.0;1.0324639767;1.00591205689;1.35303609299,2532.0 32.0 109536;3018.0 110.0 109542;4131.0 191.0 109510;2745.0 29.0 109543;2940.0 123.0 109544;1775.0 30.0 109545;2589.0 67.0 109546;2300.0 120.0 109547;2192.0 31.0 109548;2037.0 40.0 109550;1325.0 36.0 109552;5124.0 219.0 109524;5435.0 295.0 109525;1962.0 83.0 109417;4601.0 159.0 109529;4070.0 151.0 109530;3792.0 106.0 109531;2476.0 50.0 109533;4061.0 219.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1032;109542 983;109510 1096;109543 1054;109544 1025;109545 1048;109546 1064;109547 1083;109548 1074;109550 998;109552 1111;109524 1088;109525 1061;109417 1087;109529 1014;109530 1080;109531 1059;109533 993;109534 1050
data,1241265600,242530.0;9581.0;130136.0;5311.0;225610.0;8963.0;244399.0;13061.0;1.03307885937;1.00565652898;1.35279388503,2553.0 32.0 109536;3032.0 110.0 109542;4147.0 192.0 109510;2758.0 29.0 109543;2959.0 125.0 109544;1789.0 30.0 109545;2608.0 67.0 109546;2310.0 120.0 109547;2205.0 31.0 109548;2053.0 41.0 109550;1341.0 36.0 109552;5136.0 219.0 109524;5454.0 297.0 109525;1978.0 84.0 109417;4622.0 160.0 109529;4087.0 151.0 109530;3810.0 107.0 109531;2490.0 50.0 109533;4074.0 220.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1075;109542 1017;109510 1022;109543 1110;109544 1073;109545 1042;109546 1087;109547 1017;109548 992;109550 1119;109552 1074;109524 1002;109525 1106;109417 1048;109529 1040;109530 1066;109531 1052;109533 1027;109534 1031
data,1241266200,243613.0;9607.0;130455.0;5326.0;226659.0;8997.0;245492.0;13107.0;1.03526874378;1.00655479343;1.35387517394,2570.0 32.0 109536;3052.0 110.0 109542;4170.0 194.0 109510;2773.0 29.0 109543;2971.0 126.0 109544;1803.0 30.0 109545;2627.0 68.0 109546;2320.0 120.0 109547;2226.0 32.0 109548;2063.0 41.0 109550;1359.0 36.0 109552;5157.0 220.0 109524;5464.0 299.0 109525;1996.0 87.0 109417;4636.0 160.0 109529;4106.0 151.0 109530;3829.0 108.0 109531;2511.0 51.0 109533;4092.0 222.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1086;109542 1034;109510 1070;109543 988;109544 1047;109545 1028;109546 1018;109547 1071;109548 1080;109550 1083;109552 1059;109524 1056;109525 1036;109417 1082;109529 1043;109530 1025;109531 1103;109533 1053;109534 1038
data,1241266800,244645.0;9636.0;130759.0;5339.0;227738.0;9038.0;246542.0;13153.0;1.03663981028;1.00757268988;1.35448268688,2584.0 32.0 109536;4190.0 197.0 109510;3064.0 112.0 109542;2791.0 29.0 109543;2991.0 127.0 109544;2016.0 87.0 109417;2639.0 69.0 109546;2342.0 121.0 109547;2241.0 32.0 109548;2087.0 43.0 109550;1374.0 37.0 109552;5169.0 221.0 109524;5473.0 299.0 109525;1816.0 30.0 109545;4652.0 160.0 109529;4118.0 151.0 109530;3841.0 109.0 109531;2523.0 51.0 109533;4118.0 222.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1034;109510 1069;109542 1081;109543 1008;109544 1027;109417 1080;109546 1101;109547 1063;109548 994;109550 1079;109552 1080;109524 1063;109525 1037;109545 1013;109529 1050;109530 1054;109531 1008;109533 1076;109534 1083
data,1241267400,245711.0;9670.0;131061.0;5348.0;228808.0;9076.0;247622.0;13200.0;1.03685027363;1.00790919583;1.35451191464,2595.0 32.0 109536;4211.0 198.0 109510;3082.0 113.0 109542;2807.0 29.0 109543;3005.0 127.0 109544;2025.0 88.0 109417;2654.0 69.0 109546;2354.0 121.0 109547;2257.0 32.0 109548;2102.0 43.0 109550;1398.0 39.0 109552;5185.0 222.0 109524;5495.0 300.0 109525;1830.0 30.0 109545;4671.0 161.0 109529;4136.0 151.0 109530;3858.0 110.0 109531;2537.0 51.0 109533;4129.0 222.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1040;109510 1075;109542 1018;109543 1070;109544 1091;109417 1018;109546 1016;109547 1083;109548 1047;109550 1000;109552 1077;109524 1110;109525 1010;109545 1003;109529 1098;109530 1098;109531 1013;109533 1099;109534 1034
data,1241267700,246801.0;9702.0;131366.0;5355.0;229863.0;9105.0;248651.0;13249.0;1.03696033349;1.00761940905;1.35543449721,2611.0 32.0 109536;3098.0 113.0 109542;4221.0 198.0 109510;2817.0 29.0 109543;3022.0 128.0 109544;2040.0 88.0 109417;2667.0 70.0 109546;2372.0 121.0 109547;2276.0 32.0 109548;2117.0 43.0 109550;1413.0 39.0 109552;5199.0 222.0 109524;5512.0 301.0 109525;1849.0 31.0 109545;4692.0 161.0 109529;4150.0 153.0 109530;3873.0 110.0 109531;2559.0 51.0 109533;4148.0 223.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1032;109542 1084;109510 1054;109543 1080;109544 1058;109417 1063;109546 1068;109547 1043;109548 1059;109550 1065;109552 1059;109524 1087;109525 1076;109545 1043;109529 1052;109530 1033;109531 1046;109533 1052;109534 946
