data,1241684100,1351627.0;49582.0;1274603.0;47939.0;1.02529030733
data,1241684400,1351986.0;49591.0;1274961.0;47947.0;1.02525965368
data,1241685300,1352942.0;49613.0;1275993.0;47967.0;1.0251276689
data,1241686200,1353907.0;49631.0;1276990.0;47987.0;1.02511340242
data,1241686800,1354820.0;49648.0;1278009.0;48012.0;1.02516961603
data,1241687700,1355819.0;49673.0;1278949.0;48035.0;1.02514640734
data,1241688600,1356840.0;49692.0;1279961.0;48053.0;1.02509928582
data,1241689200,1357793.0;49710.0;1280928.0;48077.0;1.02518547188
data,1241690100,1358784.0;49735.0;1281938.0;48100.0;1.02510029158
data,1241690700,1359811.0;49756.0;1282946.0;48125.0;1.02516897931
data,1241691600,1360827.0;49773.0;1283981.0;48146.0;1.02520499556
data,1241692200,1361763.0;49805.0;1284897.0;48172.0;1.02507336238
data,1241692800,1362774.0;49828.0;1285878.0;48198.0;1.02513163234
data,1241693400,1363823.0;49857.0;1286807.0;48225.0;1.0251577266
data,1241694000,1364839.0;49879.0;1287834.0;48259.0;1.02537356717
data,1241694300,1365831.0;49914.0;1288860.0;48288.0;1.02519873944
data,1241694900,1366809.0;49946.0;1289616.0;48314.0;1.02522620725
data,1241695500,1367807.0;49974.0;1290465.0;48345.0;1.02538283723
data,1241695800,1368764.0;50001.0;1291471.0;48378.0;1.02544680379
data,1241696400,1369796.0;50037.0;1292523.0;48413.0;1.02538827154
data,1241696700,1370816.0;50068.0;1293500.0;48447.0;1.02546154164
data,1241697300,1371749.0;50092.0;1294512.0;48476.0;1.02547948475
data,1241697600,1372768.0;50129.0;1295556.0;48517.0;1.02552406193
