Time(Iteration),GOBLinCoTheta,,
Time(Iteration),GOBLinCoTheta,,
Time(Iteration),GOBLinCoTheta,,
Time(Iteration),GOBLinCoTheta,,
Time(Iteration),GOBLinCoTheta,,
0,0.779221129049,,
0,0.77313649582,,
0,0.816344621106,,
0,0.781868223026,,
0,0.812122640711,,
10,0.225049559868,,
10,0.24227752907,,
10,0.268369617667,,
10,0.24841625563,,
10,0.24108254454,,
20,0.191564007552,,
20,0.228752039902,,
20,0.200633262036,,
20,0.220596805101,,
30,0.181426582108,,
30,0.210475600625,,
30,0.204793494957,,
30,0.171525220113,,
40,0.173264962,,
40,0.192029233515,,
40,0.187953220154,,
40,0.16086300441,,
50,0.162727828955,,
50,0.17654175239,,
50,0.178625740458,,
50,0.146508553448,,
60,0.162119731677,,
60,0.157027759409,,
60,0.163632614763,,
70,0.153831679865,,
60,0.140877364325,,
70,0.150287390105,,
70,0.155234662254,,
80,0.141141554379,,
70,0.136295626733,,
80,0.138490791487,,
80,0.144911126504,,
90,0.134719113963,,
80,0.130615734017,,
90,0.127397332978,,
90,0.141098698078,,
100,0.132823156949,,
90,0.127213327734,,
100,0.125523572795,,
100,0.134898998516,,
110,0.129406459252,,
100,0.125264241496,,
110,0.118748991448,,
110,0.131262459264,,
120,0.124008945823,,
110,0.118036052376,,
120,0.118571059244,,
120,0.126368317346,,
130,0.11936828605,,
120,0.116732476615,,
130,0.121043485374,,
140,0.117321559582,,
130,0.115707719482,,
130,0.115650753545,,
140,0.117421433131,,
150,0.114871895169,,
140,0.113309368222,,
140,0.111735267653,,
150,0.117377690612,,
160,0.1105374016,,
150,0.114920989753,,
150,0.110554353261,,
160,0.116040522169,,
170,0.10373613036,,
160,0.113389545955,,
160,0.109264417991,,
170,0.111947135298,,
170,0.109867066055,,
180,0.10265441856,,
170,0.107290802693,,
180,0.109450682115,,
180,0.108050079303,,
190,0.100269305393,,
180,0.101702375411,,
190,0.109437529063,,
190,0.107390843046,,
200,0.0967880571312,,
190,0.101905565112,,
200,0.105942853357,,
210,0.0961781943297,,
200,0.106087121182,,
200,0.0985589075496,,
210,0.104225477813,,
210,0.105377563832,,
220,0.0933908071345,,
210,0.0988604304884,,
220,0.102229327941,,
220,0.102924080162,,
230,0.0911188871854,,
220,0.0962870440935,,
230,0.0992380594176,,
240,0.090308502453,,
230,0.10272267922,,
230,0.0940529212202,,
240,0.0990785847019,,
250,0.0890995948967,,
240,0.101393158058,,
240,0.0914256330488,,
250,0.0962482377926,,
260,0.0872654960288,,
250,0.101396426159,,
250,0.0907356899669,,
260,0.094570290337,,
270,0.0884251154849,,
260,0.100228893347,,
260,0.0890853206064,,
270,0.0923011821198,,
280,0.0872315017839,,
270,0.0978994781018,,
270,0.0894915384854,,
280,0.0917601389419,,
290,0.0861882291109,,
280,0.0966209830556,,
290,0.0918755276044,,
280,0.0885870000515,,
300,0.0852354037059,,
290,0.095419232513,,
300,0.0912902321807,,
290,0.0870306050865,,
310,0.0847770946881,,
300,0.0924542260777,,
310,0.0896551581229,,
300,0.0875099140237,,
320,0.0843613712644,,
320,0.0878168986477,,
310,0.0907696565676,,
310,0.0863810587968,,
330,0.0844549570496,,
320,0.0904660532134,,
330,0.0868463368933,,
320,0.0877474923596,,
340,0.0831637157767,,
330,0.0902413321097,,
330,0.0858055775457,,
340,0.0858990512348,,
350,0.083015190495,,
340,0.0884592321383,,
340,0.0846507739314,,
350,0.0843224693216,,
350,0.0884783263373,,
360,0.0818150258367,,
350,0.0832127118722,,
360,0.0832440614735,,
360,0.0884695256229,,
370,0.0812349247226,,
360,0.0822944335779,,
370,0.0827885481897,,
370,0.0893366381779,,
380,0.0800045300598,,
370,0.0814612519835,,
380,0.0828011464594,,
380,0.0885760425777,,
380,0.0803797563368,,
390,0.0784393667368,,
390,0.0811330543196,,
390,0.0871526895746,,
390,0.080063717553,,
400,0.0781441988879,,
400,0.0810964280478,,
400,0.0856251325087,,
400,0.0793075655345,,
410,0.0778059534622,,
410,0.0821699759249,,
410,0.0855351184485,,
410,0.0789855745692,,
420,0.0791289339529,,
420,0.0802695394451,,
420,0.0843362198454,,
420,0.0784561024031,,
430,0.0782555966617,,
430,0.0802230464682,,
430,0.0835578737078,,
430,0.0770935991103,,
440,0.0783047923532,,
440,0.0805266841789,,
440,0.0818597607699,,
440,0.0768251767092,,
450,0.0772555316486,,
450,0.0796817724318,,
450,0.08205636054,,
460,0.0773456363753,,
450,0.0777637494121,,
460,0.0780548835833,,
460,0.0824912867855,,
470,0.076146264345,,
460,0.0770767748469,,
470,0.0775479420588,,
470,0.0817885646434,,
480,0.0751976764339,,
470,0.0764542201256,,
480,0.0774453697494,,
480,0.0797351872656,,
490,0.0752265913052,,
480,0.0756096279477,,
490,0.0773820237347,,
490,0.0789023821458,,
490,0.075084682958,,
