Time(Iteration),syncCoLinUCBCoTheta,GOBLinCoTheta,AsyncCoLinUCBCoTheta,LinUCBCoTheta,syncCoLinUCBTheta,AsyncCoLinUCBTheta,
Time(Iteration),syncCoLinUCBCoTheta,GOBLinCoTheta,AsyncCoLinUCBCoTheta,LinUCBCoTheta,syncCoLinUCBTheta,AsyncCoLinUCBTheta,
0,0.910589334788,0.607555082101,0.640933835154,0.724282774218,1.0,0.781143515501,
0,0.910589334788,0.78477311154,0.724942646692,0.736257732993,1.0,0.838632935946,
10,0.17000112493,0.282060328285,0.159664317921,0.203809420005,0.309748396061,0.313059999161,
10,0.179067862794,0.306373474005,0.173772310528,0.213928686034,0.309971765716,0.295256763518,
20,0.132909151639,0.261637717605,0.120624227015,0.152174270755,0.255742950987,0.25515049883,
20,0.13840831151,0.286009882477,0.141026033833,0.180315405202,0.269498470163,0.267245267486,
30,0.109780408885,0.250708219437,0.107500204952,0.143658230091,0.225024531519,0.228459507834,
30,0.130376429565,0.260760486232,0.129698509058,0.164900197382,0.2529709894,0.25421731096,
40,0.109927286882,0.234530822287,0.103708323878,0.133993273847,0.215091347141,0.214365042958,
40,0.135041906422,0.25212099145,0.132884696828,0.157679293984,0.259035589759,0.255485486066,
50,0.0981916474825,0.227210575922,0.0941839938745,0.127450560649,0.198370839882,0.198039553803,
50,0.117602748338,0.239739179458,0.111931629964,0.133080010477,0.238760635495,0.227981679431,
60,0.0941685376675,0.224205306244,0.0901186849744,0.12418114673,0.188095540098,0.18732218399,
60,0.104005306782,0.232565337839,0.0962793535605,0.125900778261,0.218052400378,0.205324500104,
70,0.0892398323239,0.223454446934,0.0855342193232,0.116678094661,0.176208386678,0.174995762463,
70,0.0952805243652,0.225935053968,0.0913923144389,0.117406845457,0.196707940337,0.193604464332,
80,0.0844632904903,0.21961098298,0.0828969905352,0.115898854745,0.171701649623,0.175151821548,
80,0.0881840324143,0.2241012872,0.082952106723,0.111590956903,0.183843798651,0.180814148029,
90,0.0798458700834,0.214719977116,0.0788482029325,0.107865313459,0.165148862103,0.169600791545,
90,0.0815258255272,0.221552353554,0.0767526164754,0.103683950466,0.172065580563,0.168900169728,
100,0.0752984236478,0.211485269749,0.0734514223694,0.100846818572,0.160206202829,0.165176753151,
100,0.0792102335849,0.219967735955,0.0751574588579,0.0991489307495,0.166078956681,0.163328766503,
110,0.0698668259028,0.214157380508,0.0697649444513,0.0963429363881,0.152024823957,0.158731812941,
110,0.0775255786442,0.220057509445,0.0762361381301,0.100195305814,0.163388895587,0.16354034201,
120,0.0687312833487,0.21633086833,0.0664966770174,0.0953159092164,0.148023021802,0.151023470166,
130,0.0669222189062,0.209832060023,0.0659892688073,0.0865858879737,0.148798391107,0.153448764119,
120,0.0759621924267,0.214074579681,0.0737871419111,0.0928051634319,0.163918028117,0.163076457818,
140,0.0660299451652,0.209263919814,0.064228385466,0.0862719208266,0.146124198066,0.149718285019,
130,0.0676038650829,0.213780937015,0.067782474319,0.0885098005796,0.155487261985,0.158523577052,
150,0.0628450398425,0.207829588014,0.0621269022519,0.0832752726305,0.139680455795,0.146299567935,
140,0.0662728534124,0.209800400148,0.0660280942873,0.087510177845,0.150002105182,0.151747043096,
160,0.0600403781567,0.207740879701,0.0607124692796,0.0833843716143,0.136006005023,0.143275418789,
150,0.0647696362431,0.208185968206,0.063481168819,0.0865142371291,0.145469515788,0.146501405394,
170,0.0604477112757,0.207660949926,0.0606454817157,0.0820591634415,0.135540521331,0.143105394362,
160,0.0630814531964,0.207349236257,0.0635746713756,0.08568683504,0.142664254895,0.146729546334,
180,0.0588523747867,0.204837720466,0.0589919440252,0.080124094194,0.130585663223,0.137898803055,
170,0.0612757494221,0.204367085043,0.0606486521381,0.0823558407821,0.143745800885,0.146087264685,
190,0.0572511613409,0.199018081972,0.0564805275966,0.076036367884,0.126932610139,0.134241439922,
180,0.0599834239274,0.197964586396,0.0597629288902,0.0785644136012,0.139641326359,0.142384645704,
200,0.0582527736739,0.198950742929,0.0549133029973,0.0737147496972,0.130918794175,0.135130644378,
190,0.0553542751018,0.19589865671,0.0553405785041,0.073452624064,0.134567150916,0.13843301331,
210,0.055830629804,0.199594475204,0.0527480985532,0.0723732412446,0.12936094839,0.135086380444,
200,0.0539053884596,0.196938377558,0.0529267634216,0.0731133440847,0.131918313332,0.134483579227,
220,0.0551880060572,0.197039903171,0.0520753788681,0.0714655315894,0.12667063803,0.131280394102,
210,0.0522594113175,0.192916870935,0.0517102101726,0.069864217056,0.130141415311,0.133439088185,
230,0.0536169572539,0.197405931061,0.0510217838914,0.0705562320542,0.129480174426,0.135642273683,
220,0.0542451444366,0.190511499519,0.0538272062635,0.0714071517436,0.132294263228,0.136430157869,
240,0.0509759382398,0.193353099754,0.0490296432245,0.0686034349946,0.124900064156,0.131554763797,
230,0.0542919457672,0.188583772233,0.0532812543306,0.0706570263094,0.130245318916,0.133109817475,
250,0.0480552624238,0.192337392991,0.0469366824285,0.0669083714144,0.119325386856,0.127031316613,
240,0.0508954781168,0.187064241966,0.0501801909792,0.0659997398335,0.123316333415,0.12644449249,
260,0.0493722679232,0.192520841988,0.0497903920562,0.0666907073083,0.124922008981,0.134029450796,
250,0.0514916489966,0.189556181868,0.0502385049405,0.0666097191814,0.119229351012,0.122398806318,
270,0.0478801484866,0.190996782938,0.0468453299051,0.0629733069674,0.126437631974,0.134089884767,
260,0.0512720264053,0.188903778165,0.0498141603373,0.0660173667878,0.121648361463,0.12273775424,
280,0.0455057664919,0.189663196599,0.0440138660935,0.0603495813367,0.123746389292,0.130998096335,
270,0.0488093614135,0.187867068161,0.0475201199573,0.0649507845545,0.117950747335,0.119360935936,
290,0.0455995413696,0.188962931949,0.0440027136667,0.06025060834,0.123460542687,0.129811951106,
280,0.0492468693496,0.188043622786,0.0485496181569,0.0653676861327,0.119386947717,0.119776070237,
300,0.0447636622311,0.185861041114,0.0422778757966,0.0593409209618,0.121704285314,0.126683938256,
290,0.0486693832953,0.187201345929,0.0484368954119,0.0642937808596,0.114845715596,0.117352572456,
310,0.0445045292371,0.185129841926,0.042477410284,0.0595889169521,0.119396256658,0.125365911633,
300,0.047222573075,0.185092162572,0.0461259275008,0.0630426384483,0.112960711127,0.115078565242,
320,0.0425810046668,0.184318777377,0.0406303935503,0.057267742785,0.11872792803,0.12408391683,
310,0.0444020803993,0.185034386542,0.0433591510889,0.0616830727093,0.110611348665,0.11215523718,
330,0.0407779539721,0.182562256963,0.0396994903009,0.0564574483094,0.113047288375,0.117638001732,
320,0.0423456948641,0.183045423306,0.0416369101388,0.0596745100301,0.107261332402,0.108662125243,
340,0.0424275575556,0.181873239443,0.0414674181648,0.0572054516105,0.112103635609,0.117866760987,
330,0.0420970203854,0.182228258017,0.0417740552804,0.0586374967219,0.105899693928,0.108037041295,
350,0.0405896832142,0.178275081841,0.0385992559428,0.0542712752125,0.10987103156,0.114139367501,
340,0.0416352671029,0.180485336922,0.0414572872174,0.0575373888515,0.104657877895,0.105466321615,
360,0.0402462280956,0.179009653045,0.0390191373561,0.0549890435487,0.106528597515,0.112495885459,
350,0.0418245771925,0.178962081664,0.0416884209498,0.0559336780688,0.100428571993,0.102078656308,
370,0.0411127394995,0.178935051015,0.039436519893,0.055759002608,0.105435225206,0.111484910005,
360,0.0406519474844,0.179573257822,0.0405667379312,0.0556629350793,0.0979679901188,0.0989085547725,
370,0.0404626601466,0.180046835768,0.0406689401785,0.0554327342517,0.098071669851,0.0990603434234,
380,0.0409401869941,0.178459154642,0.039439704023,0.054968534574,0.107732619158,0.113054318315,
