Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
0,34.2511588478,32.9871000622,26.1637336876,33.3123828313
10,67.2691401091,60.8495052138,60.030307968,94.3519399538
20,72.7650231603,69.8509129627,65.2681647949,102.602857901
30,77.0579349125,74.5252605881,69.3391102283,109.105174795
40,79.8912121677,77.8695712221,71.5675553304,112.600364922
50,81.8931279949,80.5337338256,73.1329804368,115.219225171
60,83.2004195348,83.3685725688,74.3243418029,117.868323605
70,84.6553883553,85.0830956809,75.8518525913,120.375517937
80,85.6287423833,87.0032330035,76.8441182185,122.151247109
90,86.899133069,89.0485765901,78.1320945172,124.135078505
100,87.5301119931,90.06187005,78.7616891887,125.192108193
110,87.9572991395,91.733270026,79.1508527652,126.375808719
120,88.8398276396,92.9797572325,79.8684856177,127.536027587
130,89.4322735178,93.6132691424,80.4111371316,128.451758739
140,89.9905380679,94.6946931372,80.9837384826,129.457543782
150,90.3687947747,95.2779444721,81.4957968125,130.505310193
160,90.782648087,96.091564677,81.9179780588,131.224881036
170,91.2629933339,97.1562894743,82.3933883165,132.02625217
180,91.693343735,97.7264956961,82.7617472596,132.604150886
190,91.9506538156,98.1183664844,83.1162804697,133.079737725
200,92.2576855702,98.5591718591,83.4096614706,133.659757968
210,92.3633427698,99.0060244847,83.5138262123,134.174540802
220,92.6762028045,99.5857883924,83.8988957586,134.789934454
230,92.8704026042,100.28531395,84.0891053723,135.234973731
240,93.2955229059,100.997816241,84.523677531,135.891139657
250,93.5541740666,101.643551477,84.8088421398,136.428055292
260,93.931896281,102.283427181,85.2141472441,137.128359469
270,94.1478887184,102.712847159,85.4408686685,137.541264448
280,94.3689756974,103.136353631,85.6466124929,138.061020819
290,94.5913074247,103.668469221,85.8058964379,138.444370722
300,94.8438931968,104.243401232,86.0650249565,138.988375308
310,95.0378653421,104.663699429,86.2495427479,139.475152436
320,95.2990709807,105.122352893,86.4950092687,139.905787056
330,95.4411077256,105.546535942,86.6702945535,140.384250818
340,95.6258896078,105.919453905,86.8277218598,140.722252235
350,95.9108794798,106.428923675,87.1127117317,141.259550288
360,96.1658300286,106.825894557,87.3300848745,141.747018033
370,96.3317831419,107.180243112,87.5349216755,142.137550133
380,96.5021211718,107.591295195,87.7159578682,142.489367189
390,96.8073703204,107.953418108,88.0210694175,142.996394838
400,97.0478356268,108.455351841,88.2757319376,143.452010193
410,97.2314322873,108.852993249,88.449408861,143.894646356
420,97.4019293698,109.181600603,88.6241069388,144.245120941
430,97.5415315623,109.51840389,88.7735254777,144.501891981
440,97.7606816519,109.968782421,88.9747595434,144.872917504
450,97.9191604792,110.268013358,89.1332383707,145.149858943
460,98.1594902894,110.591269395,89.3274831534,145.41362112
470,98.3420410553,110.929582719,89.5100339193,145.748484923
480,98.4837181041,111.213064189,89.6310073003,146.037522058
490,98.7239266574,111.563637937,89.8696299737,146.482068346
