Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
0,10.4437475996,17.0278948863,8.29490046116,11.6106974265
Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
0,14.2449828147,9.0780491368,12.7647221925,14.8222930496
10,38.130641857,27.8648285553,38.3024341342,48.0479343939
10,35.164970132,37.0830577579,29.5501350611,41.559505687
20,41.0963704989,32.8392509327,41.4030044677,52.553913265
20,39.6969177881,44.2484788196,33.6353539418,46.9261071476
30,43.4454899,35.3689416304,43.8635782583,55.6469555656
30,41.8466424565,47.5087121959,35.5380952322,50.3154359859
40,43.3752544156,48.9990321678,36.4856950192,51.9626688952
40,44.56027069,37.2470135289,45.0515513127,57.0167976504
50,45.9091006341,38.8535895655,46.5225821693,58.6379575951
50,44.3938372319,50.4521739438,37.1562415443,53.3666420188
60,47.306699831,40.3916819592,48.0059199313,60.5006604096
60,45.4383873831,51.686775857,38.2622297225,54.8082881135
70,48.2575559784,41.8539474278,49.040278621,61.8509839488
70,46.2851934706,52.6325926802,39.1553137469,55.8741460662
80,48.8857203928,43.2332127588,49.7214243546,62.9538610567
90,49.4750209282,44.0743448997,50.4141235931,63.8885144062
80,46.8007740656,53.5577702632,39.6921857687,56.6108357957
100,50.0988516807,45.1323232723,51.0017013017,64.8362660559
90,47.3904273992,54.4807593625,40.2959889189,57.7471540236
110,50.6540023681,45.9001183174,51.5595999017,65.7613911786
100,47.9622007258,55.7394896538,40.7730921073,58.6584230202
120,50.9360256428,46.442892954,51.9160737452,66.4044272441
110,48.218906646,56.3841619643,41.2443251034,59.6128316687
130,51.4949418266,46.9971318478,52.5927617146,67.4582065732
120,48.5082503869,57.0779849038,41.5103053479,60.4042906563
140,52.0372484984,47.5727666947,53.0946821511,68.1564985061
130,48.6799100042,57.4338075864,41.7304115061,60.9394400961
150,52.4244803115,48.3500295504,53.5133511531,68.7586581181
140,49.2467754816,58.138471938,42.3105082875,61.846126451
160,52.8303267844,49.0279405455,53.985879104,69.4987204001
150,49.4953545486,58.7483824013,42.5946642894,62.4750903802
170,53.2529591625,49.5082856199,54.4213059851,70.1059536902
160,49.7438408272,59.2187666647,42.8463549219,62.9521148999
180,53.4690124953,49.9095527378,54.6946077527,70.4819810691
170,49.9576798196,59.5044010878,43.0519446717,63.3619756272
190,53.7841716282,50.5677719266,54.967827752,70.8121355587
180,50.275595374,59.9280163392,43.4567326137,63.8853480195
200,54.1535672766,51.1123272882,55.3533414206,71.4735775919
190,50.5641453736,60.2183334096,43.8320583823,64.3410226563
210,54.4290170137,51.4805461181,55.6378190225,71.8842410731
200,50.716489871,60.4897764912,44.002268601,64.5913685844
210,50.8951390728,60.7775650861,44.1577488881,64.8672235004
220,54.6188865101,51.8517874593,55.8430322433,72.2289987912
220,51.1088471419,61.0151498537,44.3101595142,65.2030993488
230,54.8672459757,52.206977893,56.0875292109,72.6756401688
240,55.1501411698,52.5906526258,56.4035490937,73.044017368
230,51.3856095306,61.316561411,44.4977363851,65.779979011
250,55.4067532029,53.0887751299,56.683196511,73.6262967514
240,51.6689759472,61.7956000659,44.7778659428,66.171231802
260,55.4464235144,53.231166891,56.7406422788,73.7978435716
250,51.793984859,62.2285582385,44.8806070862,66.4972556858
270,55.6248433073,53.6347918491,56.885691318,74.2056469877
260,51.9549664201,62.4337916589,45.0673983492,66.7309967517
280,55.831737163,53.9980566609,57.0770909362,74.5724994227
270,52.0246571943,62.7110970654,45.1320519369,66.9576579588
290,56.1104127924,54.4372091597,57.361634869,75.0140963857
280,52.2118279231,63.026355899,45.3019462879,67.4294549926
300,56.448728727,54.7899414071,57.7313795163,75.4744555724
290,52.4348777751,63.5134858056,45.5438371821,67.9996074645
310,56.6220405219,55.1187271641,57.9378873238,75.8314781191
300,52.6617463882,63.8202578165,45.7684946378,68.4056036831
320,56.7351597596,55.4067153256,58.0654684109,76.0100353827
330,56.9401513596,55.7740874575,58.270460011,76.3698024083
310,52.8598785897,64.1532987633,45.9543202257,68.7968789652
340,57.1392959919,56.1461879818,58.4798928255,76.6708192349
320,53.0190702256,64.5519172527,46.0723987395,69.1009937308
350,57.2970806085,56.296180077,58.6384088997,76.9150123583
330,53.148762967,64.7643853327,46.1727436789,69.296355792
360,57.5700116082,56.6365143209,58.9436568198,77.2640648366
340,53.2160580482,64.8950735284,46.2466918705,69.4913415967
370,57.7037982205,56.8101179001,59.0774434321,77.4393166414
350,53.4218594243,65.1939561373,46.4517926654,69.8736509233
360,53.6442451511,65.4297175641,46.6815286565,70.1640738108
380,57.8866065783,57.1923981833,59.3086522879,77.8314837529
370,53.7600998312,65.6373079121,46.7893979773,70.523463573
390,58.0527147292,57.6328357213,59.4977025453,78.1707395028
380,54.0102971391,65.9122069332,47.028808542,70.8235427088
400,58.2811063727,57.957574153,59.7248193192,78.5033950587
