Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
0,14.0735395147,7.64186007359,14.3839795058,14.1598664018
10,51.020789582,35.0079551236,50.4907385044,53.6423553254
20,56.9957419878,40.2431113555,56.4546044731,59.8741214903
30,59.139824054,42.4709082944,58.8419054598,62.3972918324
40,61.1619454528,44.2207696862,61.0408316999,64.6306371193
50,62.2228804935,45.6494436761,62.0744167778,65.7489537465
60,63.4760957032,47.0955361929,63.2321600007,66.9605163862
70,64.0832822992,47.7531421424,63.8268821043,67.5552384898
80,64.9130061079,48.7459606885,64.5926769914,68.4147220339
90,66.0295769265,49.7729067514,65.7380482668,69.5642615028
100,66.7509001236,50.5527968066,66.3204639871,70.2408279458
110,67.3424824844,51.2428554866,66.9050461184,70.9097439931
120,67.8413095656,51.7299731147,67.3849457222,71.3989677205
130,68.6086929551,52.3691091461,68.1523291117,72.16635111
140,69.0195527388,53.0173399822,68.5007309762,72.6086234156
150,69.6765517816,53.6573403464,69.1776679492,73.2979562115
160,70.0219286713,54.0333162932,69.523044839,73.6422915843
170,70.4082062873,54.4568238404,69.9021897612,74.0214365065
180,70.6621311686,54.8828690974,70.2106535073,74.2839352541
190,71.1854379082,55.355171366,70.7148507926,74.8017250785
200,71.7118117357,55.9122532303,71.2815545456,75.4241681863
210,72.0469424208,56.2978644856,71.6166852307,75.7518997466
220,72.5484595101,56.7454596238,72.1150061206,76.2558234325
230,72.8051838471,57.0768263083,72.3717304576,76.5194060677
240,73.0556809198,57.386478498,72.6377664661,76.7925083462
250,73.3314184454,57.706338044,72.9135039917,77.0859884443
260,73.7260033698,58.1540547681,73.2917221411,77.4739071747
270,74.1169826252,58.4257804116,73.6697448526,77.8590068163
280,74.3875088116,58.6234922787,73.940271039,78.1376863748
290,74.5686352945,58.75580683,74.1028907815,78.3003061173
300,74.7870557005,58.9230727422,74.3213111875,78.5254906689
310,75.0329547051,59.2757426284,74.5567292568,78.7708975963
320,75.2129805792,59.4685185297,74.8377223298,79.0518906693
330,75.3204885645,59.740723724,74.9648068349,79.2070645189
340,75.456612575,59.9462229823,75.1009308454,79.3431885294
350,75.5456788825,60.137723915,75.2301544561,79.5479055574
360,75.7696141319,60.4142699234,75.4540897056,79.7726927382
370,75.9554547487,60.6076904187,75.6399303224,79.958533355
380,76.1526834789,60.8638346623,75.8371590526,80.1557620852
390,76.2730584365,61.0418821597,75.9575340101,80.2761370428
400,76.4144352507,61.218070608,76.1546660315,80.5151424634
410,76.5016233512,61.385887653,76.2418541319,80.6023305639
420,76.6744572062,61.5563894788,76.3988996741,80.7676550251
430,76.9181218686,61.8574288232,76.6425643365,81.0497354416
440,77.1254553188,62.0262540799,76.8498977867,81.2570688918
450,77.3332388313,62.2213970824,77.0576812991,81.4648524043
460,77.468787519,62.3209766114,77.2044695548,81.6116406599
470,77.7155474684,62.5844069288,77.4059603259,81.8145036799
480,77.9745985329,62.8575781873,77.6873401251,82.095883479
490,78.1841592433,63.0640931276,77.873897206,82.28244056
