Time(Iteration),syncCoLinUCBCoTheta,GOBLinCoTheta,AsyncCoLinUCBCoTheta,LinUCBCoTheta,syncCoLinUCBTheta,AsyncCoLinUCBTheta,
0,0.804088639255,0.525127327957,0.56670766026,0.695439810931,1.0,0.815545161228,
10,0.178899549641,0.285274710549,0.173439686983,0.199242348568,0.408789640665,0.409977546759,
20,0.115815386546,0.30309934327,0.12160830508,0.195862696011,0.363115961571,0.334692260716,
30,0.0803991152439,0.258553265424,0.0984040121032,0.165848889175,0.298649176442,0.2816435959,
40,0.064165423636,0.238403474277,0.0885759700334,0.142934403701,0.249738544825,0.256103566364,
Time(Iteration),syncCoLinUCBCoTheta,GOBLinCoTheta,AsyncCoLinUCBCoTheta,LinUCBCoTheta,syncCoLinUCBTheta,AsyncCoLinUCBTheta,
0,0.804088639255,0.49643362555,0.55969449306,0.655263539291,1.0,0.793596827005,
10,0.162767069643,0.240127333548,0.21707096346,0.237432292201,0.373980216844,0.44904577452,
20,0.111037518366,0.224578736594,0.11087939147,0.199574723552,0.290782116088,0.339781333429,
30,0.108488846627,0.227466570973,0.118353933674,0.178259406176,0.288595876751,0.328101242623,
