Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
0,14.169808885,17.2612972849,11.3952409541,14.4339247575
0,13.5843346235,17.0175734389,11.881403556,13.9070340864
0,13.0525107088,4.35042137839,10.0524845874,13.1639820344
10,34.5954395063,24.9613884207,31.6729166921,45.0141174624
10,35.8853399758,38.0959470231,33.3155102494,45.4164289022
20,37.9331734253,30.9499322699,35.012524846,51.1849531619
10,39.4702073173,46.4701134326,41.0866162135,48.81241835
30,39.8035366991,35.1424029437,37.6783697262,54.8673251301
20,38.8829795113,44.1216552236,36.1569919232,50.3007832812
40,40.7202789923,37.181839467,38.455191617,57.0063475953
20,43.8313819215,50.4330437889,45.6263989624,53.945737018
50,41.6849710347,39.421967907,39.5015782359,59.2502520829
30,41.7062564484,47.392419879,38.9904508046,53.925642183
60,42.3731157382,40.7198617865,40.209616306,60.9181977653
30,46.6106220503,53.1629530448,48.0649017113,56.5548444048
70,43.2152708667,42.0387603118,40.952842367,62.3270253918
40,42.717854267,49.1402136999,40.0394739248,55.6518180086
80,43.9001834134,43.2299832909,41.5807102673,63.6235891739
40,48.0461777758,55.5947533501,49.5779058418,58.0076611447
90,44.4844136064,44.0405225044,42.0308575859,64.3878305469
50,43.5552916263,50.2840973951,40.8777420163,56.9439163115
100,45.1127041996,44.9623007004,42.7202345029,65.386698265
50,49.2163492675,56.5082320952,50.6716276915,59.4060502824
60,44.5536296064,51.7711144656,41.7032304624,58.5065281602
110,45.5407117903,45.9582867302,43.1519132067,66.2316336875
120,46.08186235,47.1655997501,43.5443595095,66.9582170856
60,50.2363285544,57.6636990731,51.6583403102,60.4140100466
70,45.3998383257,52.807945479,42.335733938,59.6404029114
130,46.656180815,47.8908925513,44.0671897068,67.8254179429
70,51.1426521207,58.8108852425,52.6054008686,61.5855548844
140,46.8389640606,48.656123653,44.3228989875,68.5428445057
80,46.1299724088,53.4229895684,43.0235339376,60.3724738124
150,47.0529177602,49.5206392787,44.4781853224,68.8844306977
90,46.7120586452,54.0884116956,43.4846067736,61.0781650338
80,51.8268156206,60.1074452622,53.4332344463,62.6597344085
160,47.5776383988,50.2111637521,44.918379975,69.5883903521
100,47.0194541602,54.9617602945,43.7624986753,61.743022061
170,48.1339108656,50.7976914507,45.4160412929,70.2291376354
90,52.1011140616,60.5775483918,53.6754772913,63.1730131799
180,48.4044169795,51.5805805891,45.6768358321,70.8030396318
110,47.6346281051,55.8612093809,44.4066710758,62.8437042486
190,48.6842866421,52.2469462604,46.0401869638,71.3536054523
100,52.4673201279,61.4071784777,54.1036513288,63.6415122058
120,48.1483279867,56.3538425738,44.9016847673,63.6559906701
200,48.8634002728,52.5754201209,46.2163374942,71.6399071331
130,48.4762083391,57.0333887261,45.226816341,64.4753876372
210,49.0431845719,52.9185654502,46.4206657636,72.0650090306
110,53.0326420646,62.1080483288,54.641929944,64.5116381255
220,49.1893414029,53.4000254936,46.5825039193,72.3875304829
140,48.7910328486,57.5583718607,45.5917911256,65.0447025296
230,49.3732815977,53.7044696198,46.762959615,72.6612432389
120,53.7348682863,62.6831912423,55.3287150604,65.1368327192
240,49.6945456458,54.2924896463,47.1010227325,73.1680357723
150,49.1826482965,57.9725483148,45.9719635511,65.6434908157
250,49.8424530719,54.5858775442,47.2063675641,73.4496739165
160,49.560749995,58.5694421421,46.2862722871,66.1077579018
260,50.0528676903,55.0068689201,47.4275680274,73.8239049037
130,54.2238170526,63.3782388598,55.8252736971,65.6551255561
170,49.8355555106,59.0071390673,46.5261171554,66.6738610077
270,50.1280880012,55.4306906051,47.5709932509,74.1943267067
280,50.3937709367,55.986812187,47.8654768465,74.7514479701
180,50.1554865473,59.4979786375,46.8339482003,67.2813265208
290,50.6425681405,56.3836741255,48.078348081,75.0944958907
140,54.6398172311,63.7406578092,56.2621119964,66.1687994981
190,50.5081143401,59.7671857269,47.0863371924,67.6252253579
300,50.8255484965,56.8436086297,48.2735688104,75.5183886182
310,51.0672506263,57.1974476165,48.4952220348,75.846324362
150,55.2864641764,64.4351578888,56.7924781231,66.6879407205
200,50.8432473772,60.1701018452,47.4138305618,68.0674451342
320,51.2026275757,57.4374537811,48.6087321887,76.1274321313
210,51.3575860094,60.572046281,47.9106671112,68.8742814317
330,51.3717719564,57.6824870488,48.7952290816,76.3613945875
160,56.0346664252,65.017965645,57.5470406185,67.5940786729
340,51.5649976809,57.954273863,48.9853771191,76.7019744904
220,51.4572803818,60.8676364101,48.0220714015,69.2423354685
350,51.7538431399,58.2071975227,49.1292528805,76.8879866044
230,51.7613030217,61.2910130349,48.2988109595,69.7689868035
170,56.5773456844,65.6908833064,58.1136994427,68.2910501829
360,52.0494540935,58.5401358533,49.4266375759,77.2516696772
240,52.1105450238,61.6825194416,48.6612870452,70.4301138404
370,52.2412353768,58.7730865101,49.6094449138,77.4832211704
180,56.9028897106,66.137873896,58.4365449731,68.6933132241
380,52.6316947654,59.278969367,49.9989967947,78.0075758593
250,52.4138945302,62.0400908013,48.9646365516,70.9598177375
390,52.8347394676,59.6722331293,50.2130929012,78.4308962355
400,52.8951991527,59.8963216118,50.2628957541,78.6560715433
260,52.8015492138,62.6671540436,49.3434603406,71.5792317787
190,57.1958125516,66.4804061813,58.7287012961,69.0241251364
410,52.9901480343,60.2346091191,50.3375230229,78.8430411694
270,53.0016562419,63.0323175834,49.5239407451,71.9630174211
420,53.0625535321,60.5935064707,50.4338585766,79.0442677285
200,57.5091711021,67.0535207432,59.0293598681,69.445212851
430,53.2188184363,60.923908057,50.5872659273,79.3248156784
280,53.2352776868,63.2963336653,49.7575621901,72.368053757
440,53.3088250395,61.2696220838,50.6803002303,79.6571721191
210,57.7432147525,67.428681838,59.2598237082,69.742502045
450,53.384560937,61.5884814581,50.741894118,79.9002211281
290,53.4705516698,63.7959078642,49.9654788845,72.7514300684
460,53.5449206795,61.8269552897,50.8967170992,80.150804205
470,53.6500012019,61.9938358076,51.0006706286,80.2631159144
300,53.7600093935,64.2306393809,50.2717990226,73.3210933003
480,53.8111167646,62.2393507548,51.1626686916,80.5501135177
220,58.022325462,67.7486496822,59.5155891569,70.0576659936
490,53.9979351575,62.484404366,51.3431434521,80.8141972698
310,53.9184315716,64.4403779937,50.4434234562,73.563332886
230,58.2858095552,68.0654971592,59.7827673965,70.3852565956
320,54.0974026979,64.778624812,50.6048674738,73.8779482769
330,54.3004174532,65.0772511959,50.7919892447,74.2039418501
240,58.4841276536,68.2962346067,60.0017837869,70.679037015
340,54.5373695711,65.2954999374,51.0289413625,74.4736504236
250,58.611774086,68.4533438874,60.1376027725,70.8434598501
350,54.8307432232,65.6034890656,51.2775814223,74.7941339219
260,58.8070416503,68.7266028689,60.3878073259,71.146105182
360,55.0900787444,65.8844114754,51.5316092597,75.0936507089
370,55.2381795732,66.1120942144,51.6797100884,75.3192315184
270,59.0301121998,69.0633391287,60.5999454756,71.4088368621
380,55.3115928012,66.3007316149,51.7779688373,75.5054897217
280,59.2252598125,69.2533452202,60.8131582229,71.6216529587
390,55.4650344818,66.4944355173,51.9223664421,75.7811031411
290,59.3932326049,69.6226735522,60.9657987549,71.8971271722
400,55.6659228016,66.7636044043,52.1419010849,76.0872015493
300,59.5718747144,69.880860006,61.1794987038,72.156732887
410,55.8705084274,66.9343904587,52.3066151801,76.3013682987
310,59.7951798811,70.1928418331,61.4130386674,72.4341441689
420,55.9241267795,67.0835186372,52.3677917355,76.3762650497
430,55.9897316911,67.2255265848,52.4211803227,76.5424071007
320,60.0975649612,70.466620654,61.7238687278,72.803757902
440,56.2228519288,67.6135423818,52.6543005604,76.895368019
330,60.2563777756,70.5893045994,61.9152459665,73.0055006652
450,56.4053688298,67.7875888314,52.8319436582,77.2617635509
340,60.4547606397,70.8447695576,62.1212219587,73.2467942269
460,56.5697588854,67.9853521279,52.9952671843,77.47944638
470,56.7425848011,68.1738509157,53.1607759436,77.6546524213
350,60.6176108492,71.0591236648,62.2840721682,73.5294737287
480,56.9705732017,68.4723958759,53.3825643594,77.9532604812
360,60.7807708914,71.2972747383,62.4413705019,73.8528784781
490,57.1069796784,68.65884212,53.5189708361,78.1781857981
370,60.9818166575,71.5237358425,62.642416268,74.0604776376
380,61.1409101018,71.6725409732,62.7820053164,74.2340957758
390,61.4020409667,71.8451708223,63.0361477618,74.4891453371
400,61.5924181289,72.0153755988,63.1826073901,74.6468170008
410,61.7052940632,72.2941399072,63.2954833245,74.8078844397
420,61.922557181,72.6017216446,63.5025117089,75.0396374966
430,62.092969745,72.7810386285,63.672924273,75.220981038
440,62.2531535431,72.9270243714,63.8271496276,75.4008398144
450,62.3347379274,73.0152491775,63.9087340119,75.5054703711
460,62.4981304496,73.1922017794,64.0657727014,75.6571073402
470,62.6858532634,73.3217612897,64.222877313,75.8177940169
480,62.8440450638,73.5145264707,64.4055130709,75.9978885292
490,62.9870524772,73.6287944515,64.5485204843,76.1408959427
