Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
0,12.3825053043,18.7429347818,8.12995157602,11.9502696856
Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
0,13.6324946542,5.86035735145,15.8202650572,13.3955465212
Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
0,12.3424827515,16.6017566244,9.86742044202,13.4974460112
Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
0,12.0473924331,7.91172582159,11.760441917,10.0897144117
Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
0,12.2003313824,6.18813775879,8.46380308708,10.866236287
Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
0,10.8598249792,6.32466723752,9.35105939827,10.2072382189
0,12.8719675663,15.2004004327,9.7825454229,13.4154299672
0,12.7035597852,17.3736333217,13.7799948645,11.9430891811
10,28.826554241,41.0252026638,25.1579220112,43.0677480334
10,34.6939028706,27.7080276107,42.2270802391,45.942695571
10,32.1068336647,37.5135639393,31.424929241,45.6548466102
10,34.3446773381,28.6629387913,31.1790608419,40.6675172837
10,36.0396618852,39.9887668432,32.0551715445,50.0646797995
10,37.1125912706,28.2821770395,31.0468959499,48.1627348789
10,30.4529588535,25.1188102065,31.5589219031,43.8397398636
10,32.5905788815,37.9231226652,52.889494544,42.2225213303
20,38.2679299015,34.5207236433,45.8263125684,52.1828137291
20,32.5581032737,47.5079109642,28.6845676575,49.0725652247
20,38.7844434558,34.3814321427,35.1856265681,46.1296115651
20,39.255364256,45.7660089146,35.1781465213,54.1405465302
20,35.1693132002,42.9592411814,35.0307531459,51.2319542723
20,41.2846713704,34.3234800894,35.5455544393,54.6473005322
20,35.7378808409,42.7847358224,56.6540953159,48.5802787538
20,33.347920526,30.2140231255,35.7228409086,49.1909006996
30,39.7696036594,37.29067136,47.4037094488,54.8368694685
30,34.4180190996,50.696466234,30.5918207756,51.9449802869
30,40.4155087815,37.3618173853,36.877678153,49.3140029366
30,42.6262911814,38.3289752703,36.7601219628,56.8792784685
30,42.1329928632,49.4257168603,38.2504906359,58.7323575967
30,37.5115735658,46.7686677001,37.5217647124,55.5979383358
30,37.2859246063,45.5097056906,57.9137581642,52.0710226515
30,35.5165791653,34.479142256,38.3181805362,52.9489796172
40,36.225988559,52.9931544044,32.5241309777,54.285338524
40,43.357239977,41.3509594901,37.9355361224,59.2219266141
40,41.49848885,39.7656553262,37.869322527,51.41128333
40,41.2806042082,39.6577026716,49.0730279828,57.0595740586
40,43.429289326,51.2623624296,39.4591361205,60.8855904466
40,38.7950530538,48.6226590809,39.0459120487,57.9461033335
40,36.7192323328,36.9997795463,39.8981846181,54.9504697044
40,38.4592968281,48.4339346462,59.215563168,54.8032170887
50,44.5956882025,43.5255549282,38.9652767578,61.2903463988
50,37.4238327138,54.5969975521,33.8189867767,56.2709008006
50,44.8057738598,53.5873910808,40.6075676213,62.4647458609
50,42.685622126,41.6850067574,39.0477866771,53.209835875
50,42.9418022713,41.6032031346,50.7931168134,59.6954935911
50,39.7900248822,50.2154967986,40.2399789148,59.6778577772
50,37.7499894175,39.0558964946,41.0659329446,56.6646326084
50,39.7267707216,50.712353246,60.4885107626,56.8042111478
60,38.4747174273,56.3289118437,34.9078705562,57.9369992888
60,45.2497074292,45.0416808201,39.6240121848,62.9001060334
60,45.90205107,55.4615233301,41.6475667932,64.4753478985
60,43.8525209307,43.3129125429,40.1533789803,54.7485804653
60,43.7235128352,43.3803456342,51.5632208213,61.1380204228
60,40.3007290063,52.060768066,60.9686656586,57.6519621491
60,40.772666907,52.0444192967,41.3236619665,61.4593667898
60,38.4016716339,40.2363438798,41.8385781691,57.4518291293
70,39.0272010469,57.5711639204,35.4400303879,58.9744688619
70,45.8316722622,46.6907185871,40.1874603657,64.0240165754
70,46.3247803998,57.0320172431,42.1687083842,65.9530431369
70,41.086584746,53.4203394361,61.6630123289,59.4259725645
70,44.2634100759,44.7816187789,40.6301376789,55.9470220174
70,44.455406322,44.4694696013,52.2265729318,62.566898154
70,39.2252631869,41.7943002379,42.7711982873,58.7220667222
70,41.570615657,53.3173803508,42.3527418319,62.960320313
80,39.7782094652,58.8788342169,36.1466335347,60.407903948
80,46.6296919124,47.7845606838,40.7945393114,65.1299164826
80,44.8531541421,46.0952015075,41.1677017393,57.3286327532
80,41.529042445,54.3868612647,62.1303386467,60.0846247083
80,46.9580055784,58.1551736551,42.7097837841,67.1851302458
80,40.0219897206,43.5538027269,43.8304605498,60.376460535
90,40.3420900997,59.9206457676,36.6946029252,61.0931962861
80,45.1560175864,45.8502813993,52.8837694166,63.6733569829
80,42.0645737222,54.5538152066,43.0616159994,64.4006224271
90,47.1636386892,49.0585129875,41.3398359967,66.1641848993
90,45.1188248234,47.2756451784,41.5178925329,58.5562282102
90,47.4925665419,58.9549887605,43.2457832822,68.0983947586
90,41.8756212581,55.1097488348,62.5386576956,60.6367869258
100,41.0211751009,60.4712703688,37.4305109366,61.9904725412
90,40.5069808198,44.9217605702,44.3468855004,61.6684327256
90,45.5630013649,46.8323520667,53.2390719213,64.390081785
90,42.434209766,55.6460881969,43.5706647975,65.4711917337
100,47.6932370419,50.1085716379,41.7866444114,66.828611031
100,45.4516878811,48.2517593006,41.8734347511,59.5450650677
100,42.5641879207,56.1498710688,63.2280991362,61.7151232299
100,47.9836361387,59.8631043018,43.7917337427,69.2544126842
110,41.44748164,61.4315803825,37.9133936214,62.5909322896
100,41.3412652835,45.8451561139,45.3510147959,62.7761462131
100,46.0815609922,47.9323589176,53.6694481903,65.2601474784
100,42.9955737264,56.8167911425,44.2106155738,66.5715788224
110,48.0653902077,50.997427798,42.1301318585,67.5317066081
110,45.8349667053,49.1493251554,42.1492320793,60.2378520059
110,43.0378241544,57.2648560811,63.7783177603,62.5985366994
110,48.3284923477,60.4574725437,44.1619434188,70.0563186781
120,41.9035738669,62.3008714767,38.3474103776,63.2827608617
110,41.6895318262,46.5157902937,45.7404988373,63.5184167913
110,46.7070082708,48.716014874,54.1727608889,66.2494968831
110,43.6932647231,57.7074310845,44.9710682788,67.757107021
120,48.4675065395,51.9537362179,42.6278320168,68.45570853
120,46.3362355723,49.7679353686,42.6211573381,60.8804508512
120,43.5818096273,58.1955511021,64.2938080778,63.328289697
120,48.6526497922,61.3581109355,44.4339389443,70.9271512667
130,42.3344002473,63.1821454079,38.7924794207,64.1848229979
120,42.1828976889,47.2110547895,46.2293463291,64.3412551924
120,44.4443574902,58.7967606079,45.7432866014,68.9949536234
120,47.2802447266,49.7999801528,54.6959107146,67.3091603414
130,48.6814175457,52.7562412123,42.8578362268,69.0470583151
130,43.8650516483,58.7988294877,64.6799248953,63.9935047353
130,46.6103636725,50.4585460712,42.9384471388,61.5007348809
130,49.2137036963,62.2393791938,44.8754521953,72.1913502003
140,42.658751069,64.1105032198,39.1455421809,64.8374641031
130,42.5360855339,48.1435293525,46.5507464752,65.2255044998
140,48.9680544045,53.5153191584,43.1330042965,69.6872015877
130,45.0352155421,59.7172909298,46.2491030894,69.9483424522
130,47.5623478195,50.7957321626,54.9156905208,68.0932058797
140,44.2781696428,59.2695516776,65.0637429638,64.7312225922
140,46.7056141169,51.1242562735,43.1095622762,62.1087519667
140,49.432387548,62.8390050275,45.0589827725,72.7668053315
150,42.9454585598,64.6784673614,39.4109550894,65.3129874324
140,42.8471996511,48.8461883857,46.8227186848,66.0348071047
150,49.2581855018,54.36455612,43.4749039747,70.3460915523
150,44.6267575991,59.9911301183,65.3602532436,65.3119814574
140,45.3662772904,60.8499500433,46.6128547507,70.9338287112
140,47.8939280182,51.6841733156,55.1861812463,68.9320766693
150,46.8587179934,51.6863295866,43.3356515566,62.6130171611
150,49.8529615999,63.4898400869,45.4590832117,73.4649800964
160,43.4026405637,65.3755967308,39.8780324254,65.9127822727
160,49.5807343186,55.3455515692,43.743492283,71.102892745
150,43.0529603875,49.4269664678,46.9901122894,66.5443272918
160,44.9412108916,60.6330291891,65.6814596702,65.9384703307
150,45.8354656482,61.6208258315,47.1081241596,71.8615174079
150,48.0804469785,52.1661908267,55.3544112165,69.3322419885
160,47.0652921081,52.2723605272,43.5571419995,63.0682613581
160,50.2757805157,64.2944156832,45.8556806519,74.1218739322
170,43.6889293328,66.1879347549,40.1463591317,66.4554310265
170,49.9223744405,55.9776345527,44.0546964219,71.8313746015
160,43.2451878495,49.9514151416,47.2165645698,67.2115436347
160,46.1774645977,62.1707846835,47.483853382,72.6182749893
170,45.2060033594,61.214358285,65.9579072241,66.5818920284
160,48.407556279,52.7130515016,55.6493801258,69.89529169
170,47.4080150558,52.7071657442,43.9001548356,63.7315925826
180,44.0228298088,66.6174292798,40.4802596077,66.9392244342
170,50.589570561,64.7182455094,46.0795980265,74.6095778077
180,50.2385808706,56.600953708,44.3363706539,72.3373578747
190,44.407656841,67.2141567637,40.8348481695,67.62198725
170,46.6113612337,62.811493525,47.9510570358,73.2483496581
180,45.4807144085,61.8772132726,66.2126841994,67.1213237511
170,43.4463049292,50.5065931052,47.3644654442,67.718599286
170,48.6978583989,53.4948095691,55.9174242251,70.5780613356
180,47.7855874148,53.3196776133,44.2156759729,64.2333308703
180,50.807943862,65.3295303091,46.2909424367,75.2640546567
200,44.8886365577,67.9718990752,41.2950285996,68.3564698037
190,50.6360059493,57.0878767336,44.6608449719,72.80371734
190,45.6531154432,62.3084661621,66.4623628769,67.6025859342
180,47.0430631861,63.3705295581,48.4145648035,73.9920089372
180,49.034359669,54.4106007908,56.2528302905,71.19782101
190,47.94622052,53.8797226747,44.3776128243,64.8862429656
190,51.0729518894,65.7512844738,46.4425908091,75.634155936
210,45.2286427176,68.5313586649,41.6109884958,68.7743015092
180,43.7992088443,51.1071920917,47.7335543488,68.5935125779
200,45.8957080637,62.6376715615,66.6516991964,68.0816158241
200,50.9527299348,57.5708817072,44.9726763445,73.4126425
190,47.4161840285,63.8174844015,48.824589858,74.6187239291
200,48.0822236157,54.275538189,44.5491285381,65.4519994202
190,49.3807952968,55.094090677,56.5419483125,71.977071831
200,51.3093508027,66.1493938194,46.6675011454,76.1107518064
220,45.6376251143,69.1283837854,42.0148029331,69.3047145498
210,46.2630102399,63.1745740211,67.015505157,68.7318505663
190,43.9800895292,51.6213163867,47.9571214774,69.2011729361
200,47.6763633842,64.2838562424,49.0087264039,75.1019116373
210,48.3919567196,54.7640844635,44.8486264581,65.9957494908
210,51.5218026526,66.7232984268,46.8966359046,76.5827925444
230,45.8865275815,69.5450957985,42.264253873,69.7842424488
