Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
0,12.1133166744,9.29008080946,9.78293570462,10.5518543477
10,45.1966556846,28.225918768,43.9007572266,49.3805926899
20,49.3897655167,34.8125429122,47.8319282885,53.3691922612
30,52.1621968374,38.676192606,50.725926307,56.4648883018
40,54.0329494515,40.5462195673,52.8839507791,58.7869919427
50,55.7811352456,42.3299583964,54.5829202638,60.7728578161
60,57.5753904873,44.2678967386,56.1031841132,62.4207975076
70,58.616068127,45.234599107,57.2583696115,63.8270489201
80,59.4669341448,46.3059074659,58.0093415614,64.6746808143
90,60.0241376608,46.754605914,58.3834971573,65.2079411945
100,60.5631973576,47.4271404655,58.9466777098,66.1182760041
110,61.1208764047,47.8806881192,59.5009637182,66.6944275697
120,61.5933232704,48.4019419714,59.8726487328,67.0701751326
130,61.9952459545,48.8621522507,60.2701732313,67.531179516
140,62.4048741293,49.4018805878,60.7357169746,68.1162480161
150,62.7410431042,49.8807827352,61.1280789955,68.5359794136
160,63.0195898057,50.3048684534,61.4000207027,68.8505898385
170,63.223598628,50.4922975283,61.5967367031,69.0799014405
180,63.5051182144,50.9198292776,61.9178327891,69.495800248
190,63.6985290715,51.1955188746,62.0649828783,69.6696565833
200,63.9584799204,51.4355442353,62.3146933122,69.9738333381
210,64.4307981096,51.9738952075,62.8065552712,70.5375628931
220,64.6958929701,52.2045990954,63.0053042403,70.7294497962
230,64.9668222533,52.5201302339,63.2588238561,71.005397918
240,65.1078220297,52.6567416964,63.4009337533,71.1705748236
250,65.3667746646,53.0423409163,63.5572748205,71.3840737279
260,65.7162356166,53.5372454425,63.878309902,71.7156538536
270,66.033732222,53.9120186024,64.1710269305,72.1245830003
280,66.1996014968,54.1195997188,64.3711540103,72.3247100801
290,66.3271300063,54.4122366098,64.5356684671,72.5458456936
300,66.4349361986,54.5943042733,64.633818581,72.6439958074
310,66.623814321,54.7751527211,64.8078415251,72.8180187515
320,66.7865454933,54.8575721585,64.9614086622,72.9531612081
330,67.0162919799,55.1966722751,65.212044574,73.2461024452
340,67.2814459519,55.4109190182,65.4747747261,73.4821298058
350,67.4477502002,55.8026469259,65.6967504962,73.733464486
360,67.734938951,56.2987416691,66.0024646934,74.0614145756
370,67.9128625242,56.4780605766,66.1758850035,74.2412607662
380,68.0996954211,56.7506163701,66.4255247635,74.5107596078
390,68.3159212128,57.0546808254,66.5922136862,74.7081349988
400,68.4408317585,57.1552658315,66.7006183743,74.8165396868
410,68.5518009391,57.2301997473,66.7823165663,74.8982378788
420,68.5973463523,57.2859374114,66.8270525542,74.9429738667
430,68.6931416776,57.4020945727,66.9228478795,75.0851655886
440,68.734566133,57.5221235792,66.9642723349,75.1460871548
450,68.8508191819,57.618569564,67.066747898,75.2485627178
460,69.0368543831,57.830129639,67.2847936292,75.4826126766
470,69.1676750633,57.9390091869,67.4349528729,75.6185841535
480,69.3143669883,58.0277397236,67.5409394038,75.7311451205
490,69.441966134,58.258272764,67.6710598784,75.8612655951
