Time(Iteration),GOBLin
Time(Iteration),GOBLin
Time(Iteration),GOBLin
Time(Iteration),GOBLin
Time(Iteration),GOBLin
0,27.8303239544
0,29.3569075842
0,34.2401500885
0,30.1196898735
0,39.6041063253
10,78.4541593342
10,73.0725265407
10,83.3561234781
10,73.7484891967
10,74.6726999359
20,86.9202733379
20,91.2983539375
20,83.002669833
20,84.5295226123
30,91.7889229529
30,95.757164086
30,89.1984528881
30,88.2547437144
40,95.9687711905
40,93.0413735703
40,99.7363048988
40,92.2205408392
50,98.6202724204
50,95.8087443157
50,102.561983125
50,95.4128998568
60,97.8440095909
60,101.393121475
60,104.811680069
70,99.6378295824
60,96.7973338778
70,103.645290217
70,107.590329196
80,101.853969113
70,98.7614415934
80,105.424995764
80,109.448586903
90,103.093232358
80,100.276206313
90,107.224795838
90,111.385119441
100,104.499518258
90,101.788432372
100,108.51163237
100,113.347586362
110,106.083190756
100,102.827357357
110,110.068820651
110,114.788364313
120,107.593902108
110,103.961534343
120,111.270058401
120,115.74732485
130,108.772057956
120,105.325979968
130,117.009529553
140,110.163933951
130,112.397605584
130,106.424394427
140,117.916705584
150,110.942091294
140,113.41530917
140,107.267172227
150,118.69640265
160,111.620151307
150,114.055871131
150,108.047396307
160,119.657428302
170,112.572195962
160,115.122493982
160,108.669201182
170,120.206559351
170,116.165611848
180,113.265678752
170,109.65349396
180,120.837808776
180,117.081278902
190,114.042249323
180,110.367343549
190,121.579884783
190,117.875844945
200,114.713325421
190,110.936571132
200,122.269347905
210,115.260217661
200,118.966206035
200,111.742598161
210,122.79952812
210,119.418140016
220,115.868189029
210,112.374678224
220,123.345922548
220,120.19708416
230,116.583322881
220,112.876574914
230,123.823905108
240,117.142797833
230,120.944888988
230,113.589414066
240,124.538394686
250,117.540704579
240,121.861853481
240,114.23440085
250,125.082886022
260,117.980252909
250,122.568630795
250,114.869096837
260,125.455967703
270,118.370672023
260,123.731886865
260,115.490243093
270,126.071365596
280,118.810299983
270,124.404100082
270,116.045618186
280,126.764901782
290,119.211767773
280,124.820592841
290,127.354139596
280,116.486832311
300,119.716379888
290,125.259068293
300,127.676832438
290,117.039533239
310,120.290938582
300,125.829895311
310,128.019985078
300,117.566619566
320,120.881116571
320,128.446201295
310,126.180041139
310,117.922574964
330,121.471082911
320,126.392050898
330,128.796602818
320,118.712154588
340,121.813390126
330,126.95929491
330,119.179911319
340,129.087332462
350,122.264154425
340,127.413268863
340,119.59935103
350,129.322288584
350,127.858028677
360,122.700070158
350,120.046748071
360,129.679337559
360,128.491264434
370,123.03005433
360,120.28889862
370,130.23699797
370,128.7726492
380,123.536140224
370,120.759132831
380,130.611966831
380,129.232893756
380,121.001963968
390,123.902603225
390,131.264589258
390,129.579950054
390,121.302922271
400,124.36680423
400,131.712045837
400,130.002338759
400,121.646005102
410,124.858734202
410,132.018920656
410,130.66949522
410,122.026744267
420,125.191999792
420,132.360199409
420,131.065317171
420,122.48900084
430,125.538999976
430,132.742278363
430,131.42618576
430,122.77659784
440,125.921141611
440,133.169444803
440,131.681172156
440,123.091651336
450,126.310145443
450,133.450102881
450,132.080555342
460,126.612103424
450,123.544978747
460,133.751653149
460,132.366491526
470,126.946176246
460,123.861201956
470,134.146782557
470,132.717140424
480,127.270962833
470,124.143215704
480,134.499680956
480,133.087450734
490,127.639579803
480,124.611771487
490,134.79240882
490,133.311619815
490,124.83695467
