Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
0,36.2854835781,29.8309555316,30.1907487615,31.8306954002
10,80.8597715394,71.4563227369,75.8382667026,97.9398977623
20,85.8720170801,78.255987985,81.8739868904,107.279212053
30,89.417834907,82.3592558731,85.4977670012,112.870724441
40,91.6817119367,85.8379086752,87.9914414061,116.471314386
50,93.9480794032,88.4256040528,90.070159358,118.995834145
60,95.1279252725,90.1867163822,91.3334213355,120.776560296
70,96.6503492916,91.8717478274,92.5491610328,122.979572812
80,98.0075548246,93.2854688836,93.7946708898,124.894210336
90,99.2371580322,94.719285766,95.1591095914,126.604035499
100,100.149049824,96.0532507312,95.9865943698,127.831953432
110,100.787347446,97.0674972815,96.6504630006,128.907895996
120,101.245285893,97.9340171273,97.2079868588,129.732804793
130,101.673116683,98.7456146801,97.6405105262,130.491257675
140,102.079326243,99.4377263326,98.1142760868,131.25993992
150,102.768895006,100.618211153,98.7631713115,132.552420571
