Time(Iteration),GOBLin
280,69.4699728924
280,69.7469099901
290,68.6622608485
300,69.447323107
280,62.3859303229
270,67.4125258978
290,61.6925577228
280,65.0234952268
290,69.7143438194
290,70.174840739
300,68.8613719254
310,69.6769600003
290,62.5536498233
300,61.873411414
280,67.663242123
290,65.2483392522
300,69.9913923727
320,69.8474728201
310,69.1414955231
300,70.4832319256
310,62.2373693633
300,62.7383526483
300,65.4541633886
310,70.1952541047
290,67.9118326226
330,70.0522179106
320,69.4510896082
310,71.0724487377
320,62.4143300448
310,62.9492633742
300,68.3057397832
320,70.4188417549
310,65.6721614037
340,70.2954933152
330,69.6979862666
320,71.3886303775
330,62.7496425145
320,63.1627280292
330,70.6277587004
310,68.5529840702
340,69.8261394931
350,70.5053726248
330,71.6484689288
320,65.9656804588
340,63.0473807467
350,70.139031458
320,68.6990012271
330,63.3886924998
340,70.8084936737
360,70.7734931752
340,71.9665179042
350,63.2261719952
330,66.1871606517
360,70.3283002802
330,68.9724771019
350,70.9098137531
350,72.2715861484
340,63.5718838875
370,70.9137832603
370,70.5260261594
360,63.3659908187
340,66.3446750796
340,69.1152727473
360,71.4433414054
380,70.701905363
360,72.5033578202
350,63.8785348901
380,71.0326647674
370,63.4344740229
350,66.5771263786
390,70.8653629512
350,69.2663578124
370,71.6091887883
360,64.1371049954
390,71.2697509431
370,72.6429700925
380,63.7617138643
400,71.0619820958
360,66.8616852576
380,71.785231583
360,69.6505660596
370,64.2863268418
400,71.4212529944
390,64.0537122411
410,71.1789874706
380,72.7758999651
370,67.255659052
390,72.0590014938
380,64.4337028719
410,71.6507626714
370,69.9555055733
420,71.3450860489
400,64.2676145622
390,72.9850480214
380,67.3608286743
420,71.9660686902
400,72.289147644
390,64.6693103218
430,71.5617370921
380,70.3031857757
410,64.4470627741
400,73.3475310665
390,67.5558612612
430,72.2181062644
410,72.3892023713
400,64.8634686821
440,71.7425214625
420,64.6383082446
390,70.3712802002
440,72.4489819541
410,73.6642111065
400,67.7570987581
410,65.1477094112
420,72.6484210579
450,71.830334777
430,64.8886733432
450,72.7148256896
420,73.8915629344
410,67.9667701463
400,70.605886463
460,72.0158087421
430,72.8808820777
420,65.3127353094
440,65.0018806787
460,72.8926341302
430,74.1639737726
470,72.1112278309
420,68.2197335756
440,73.141809817
450,65.1602296531
470,73.1287802655
410,70.9328049022
430,65.5198655532
480,72.3473227879
440,74.283381374
430,68.4364286169
460,65.2970969039
480,73.2724901618
450,73.3822627209
440,65.6096992927
420,71.0103792054
490,72.4210948304
440,68.5996360172
490,73.4856914605
470,65.4780837326
450,74.4869869247
460,73.4698976846
450,65.7921856333
430,71.2489176416
450,68.6991578245
480,65.6136424226
460,74.7728184782
460,65.9232324314
470,73.6449490971
460,68.9362420751
490,65.7140027791
440,71.5472782603
470,66.023827669
470,74.9183063311
480,73.7438043159
470,69.1858502144
450,71.7785961079
480,66.1360663876
480,75.043531294
480,69.3276987259
490,73.9222317274
490,66.3382813943
490,75.1581367411
460,71.9259489898
490,69.4882525141
470,72.237505124
480,72.3752437685
490,72.572112346
