Time(Iteration),syncCoLinUCBCoTheta,GOBLinCoTheta,AsyncCoLinUCBCoTheta,LinUCBCoTheta,syncCoLinUCBTheta,AsyncCoLinUCBTheta,
Time(Iteration),syncCoLinUCBCoTheta,GOBLinCoTheta,AsyncCoLinUCBCoTheta,LinUCBCoTheta,syncCoLinUCBTheta,AsyncCoLinUCBTheta,
Time(Iteration),syncCoLinUCBCoTheta,GOBLinCoTheta,AsyncCoLinUCBCoTheta,LinUCBCoTheta,syncCoLinUCBTheta,AsyncCoLinUCBTheta,
0,0.938636595224,0.814396962604,0.679381638411,0.78153011718,1.0,0.773328630278,
0,0.970369994167,0.877218515368,0.767508859833,0.822077276014,1.0,0.8121097336,
0,0.910589334788,0.564699133423,0.679687821404,0.759350021812,1.0,0.801210415392,
10,0.18864519482,0.282808008132,0.20283141946,0.209250717966,0.335669405377,0.322881746484,
10,0.214190847023,0.272085442044,0.199728764128,0.228893652504,0.316793370134,0.298172303416,
20,0.132817686849,0.272507918662,0.14784194288,0.181176002611,0.25959207609,0.252162880906,
10,0.208404451594,0.298055881467,0.202742400704,0.240796766407,0.259245319432,0.255255584819,
30,0.10820204288,0.25662673865,0.111284097103,0.159115984708,0.230451666166,0.223888720899,
20,0.158301058225,0.268975693418,0.150251294488,0.178447713896,0.245936193931,0.24053314686,
40,0.0981595584141,0.245917543357,0.10265185022,0.14870338769,0.219990882644,0.21396585509,
20,0.161140999448,0.267498716392,0.158788961432,0.18201886338,0.201321787246,0.199973373823,
50,0.09131839313,0.227757391481,0.0972886265644,0.141271165333,0.203189230153,0.200333183053,
30,0.135732461037,0.252212333343,0.131183793835,0.144626056866,0.222572766013,0.221382249713,
60,0.087426207761,0.222621558902,0.091031766485,0.129118472713,0.196291822405,0.191579237489,
30,0.154489383475,0.258917330257,0.148496435646,0.16963227952,0.185290158941,0.181424970161,
70,0.0824532090483,0.215996700692,0.0863496497396,0.122610352674,0.194028489901,0.190877289516,
40,0.122367477676,0.230912448197,0.117828384057,0.129106391517,0.201949483609,0.19876367283,
80,0.0821744611574,0.205709632323,0.080391536038,0.112944277884,0.193996689168,0.184474424482,
40,0.121566276113,0.249846819872,0.122232788047,0.146317713206,0.148071997956,0.15284696917,
