Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
0,32.4730428009,33.5574479525,24.723061916,33.3275958253
0,31.0103373767,32.2583227504,22.2148913776,30.6554693877
0,31.2041424403,36.5256869837,26.170319975,33.0387467225
0,36.1334801527,28.6325047348,23.8144915649,33.9671914901
10,64.8959134125,63.8897771268,62.9038350992,103.25053657
10,64.4618962406,64.1426035564,55.0841548762,92.4758243751
10,68.7984042608,68.610691648,58.7124331583,93.4499215843
10,73.2526515758,62.5576869926,63.1209412024,101.246770009
20,71.5640803345,73.9076029869,69.5290281356,113.979490499
20,69.704192931,72.2578965601,60.3551420384,102.437387397
20,78.5021142368,70.84926303,68.147850614,111.472217535
20,72.4402197296,75.4883728653,62.238922248,101.284846339
30,75.4354479144,79.1473107121,73.110578924,119.432366212
30,72.5216206518,76.4217448531,63.401597753,108.238609592
30,74.9585517197,80.8147501731,64.8885821854,107.164436755
30,81.4751406857,76.1763478963,71.1341985662,116.6441277
40,77.6555428734,83.3745355224,75.3113140801,123.558658107
40,76.3937815533,84.4660887356,66.3607016094,110.604174152
40,75.285027459,79.2420088525,66.0292410242,112.086258096
40,83.148846855,79.2560691961,72.7522183445,121.002491165
50,79.7000673064,86.0130350458,77.4468967542,126.583397313
50,78.2928807221,87.257059771,68.2190841081,114.363851356
50,76.5430297709,81.8348185153,67.4223132966,114.523049674
50,84.1681114357,80.895249674,73.8988878302,123.407922619
60,81.1264143169,88.4577613327,78.9817434892,129.459496412
60,78.0111398116,84.2435832005,68.9015652301,116.817299339
60,79.0224329259,89.314938777,69.0197815897,116.199392122
60,85.1246170818,83.038241816,74.8356509469,125.180640047
70,82.5047542138,90.7284486585,80.489012651,131.898438178
70,79.6536926319,86.7511966065,70.3063327201,119.891335921
70,79.7067297615,91.4199987507,69.7538096233,117.809524234
70,86.1114158336,84.9578511297,75.7927129488,127.205653408
80,83.3976500351,92.4669214348,81.654101676,133.742035932
80,80.427670613,88.5231024941,71.1357564087,121.712456214
80,80.2869260894,93.1456156876,70.3011322579,119.474792964
80,86.9372142136,86.5247760694,76.6284230211,128.737080953
90,84.0715678806,93.6837896845,82.2974802418,134.898613967
90,81.1218817925,94.8471743647,71.1263291781,121.205389102
90,81.3936370132,90.4214865203,72.0563635616,123.467138509
90,87.6803249999,87.9140742689,77.3604377045,130.057169123
100,84.7746605239,95.0749118476,83.0002879308,136.38121628
100,81.7207986777,95.7956863554,71.7591615385,122.935173936
100,81.9408740896,91.9084148322,72.6463885449,124.914923478
100,88.2721465683,88.9164898588,77.9657146846,131.469061861
110,85.2203703598,95.9120292884,83.5687800195,137.629070702
110,82.1274325207,96.5938574318,72.1976467198,124.113002248
110,82.5260871144,93.6321912115,73.2316015696,126.432074513
110,88.9653964189,90.0585651596,78.6282320663,132.873103784
120,85.8756600171,97.4925587927,84.1137158916,138.950507691
120,83.1562053958,94.9555799139,73.8793634464,127.518140925
120,82.4622346545,97.5013853707,72.5561485499,124.928703098
120,89.3928955985,90.8000189524,79.0210968486,133.674643833
130,86.1554915672,98.2126200342,84.3926853577,139.815279692
130,83.7725091566,96.0676957064,74.4935176599,128.56389019
130,82.9073589387,98.3494988038,73.0430461168,126.050169323
130,89.7967287705,91.8133042912,79.4493000562,134.506238259
140,86.4394641944,98.9229379048,84.6983858751,140.717567763
140,84.4231712006,97.1814711485,75.1441797038,129.705091841
140,83.3119936499,99.0970304369,73.51614024,126.990776276
140,90.2057728465,92.3982713067,79.8616136794,135.16042929
150,87.0101991356,99.9151251617,85.2435116633,141.619443872
150,84.9302865265,98.3596437208,75.578605381,131.013387551
150,83.5385257603,100.12250202,73.8033251031,127.769752572
150,90.4205877966,92.9246124424,80.1223003289,135.726867238
160,87.3313498292,100.579253106,85.6270098402,142.418966488
160,85.2599967938,99.6211076038,75.9199818588,132.206440395
160,83.8839620362,100.817171629,74.123166305,128.415592008
160,90.6731044816,93.5822718361,80.3709875685,136.247993804
170,87.7751968838,101.207309037,86.091867816,143.28717529
170,85.7830988911,100.682357742,76.4251285329,133.244164443
170,84.3825367753,101.571680738,74.6237502241,129.251677943
180,86.2682631599,101.528483144,76.9381617028,134.274125237
170,91.248011288,94.4101043454,80.9223333132,137.366901236
180,88.0875590294,101.920051059,86.3901511399,143.960121515
180,84.628894002,102.233210942,74.9376439104,129.835868774
190,86.82254737,102.442039167,77.5434654315,135.160587239
180,91.6155446637,95.1647647708,81.2796682934,138.186167819
190,88.3681522055,102.546677944,86.5734789667,144.621896211
200,87.2805636665,103.043048766,78.0014817281,135.878478837
190,85.0314461137,102.889831553,75.3401960221,130.540968807
190,91.9809335914,95.7920637431,81.6754980113,138.912788765
200,88.7045506548,103.257440892,86.9159066675,145.302432475
210,87.6874303556,103.727774841,78.4099783378,136.609512617
200,85.2676766432,103.451487937,75.5554603816,131.120217906
210,89.041860712,103.655988088,87.2484000853,146.001823465
200,92.2421988233,96.2699224394,81.9367632432,139.422316852
220,87.9509378947,104.376898688,78.6691033624,137.138599504
210,85.5388586041,103.864294653,75.8351328113,131.591543337
220,89.3572013283,104.12598935,87.5777991526,146.561144352
210,92.4999538842,96.7742762842,82.2367901738,139.94879851
230,88.1620779886,104.86628754,78.8802434563,137.574898108
220,85.7298771784,104.391244543,76.0261513856,132.04527817
230,89.6429978266,104.718423048,87.8814151284,147.140715942
220,92.7727195681,97.3964726799,82.4848037385,140.428927442
240,88.4285543433,105.32819608,79.1540575225,138.137632065
230,85.9157839526,105.083669395,76.2632070456,132.487724208
240,89.8193401477,105.153850651,88.0577574495,147.561686718
250,88.7453049449,105.699267081,79.4397081103,138.628129091
240,86.2233810399,105.619500111,76.6242804674,133.084842854
230,92.9404686339,97.9719604314,82.6466996127,140.985917137
250,86.3789412094,106.449138738,76.826960189,133.632851402
260,89.0729650106,106.470036048,79.7697700749,139.240206941
250,90.2170210533,105.946091827,88.485201788,148.2359086
240,93.2392408968,98.4993198627,83.0323774961,141.360327774
260,90.3670852126,106.345729592,88.5828979581,148.600395528
250,93.5462325529,99.1293779106,83.402989119,141.951436226
260,86.5310705469,106.942308579,76.9924341704,134.012269817
270,89.1990583199,106.923631465,79.9423097393,139.66502293
260,93.7892072566,99.6170870052,83.6304650484,142.412111018
270,86.782491542,107.489932118,77.2438551655,134.516678289
270,90.5739357934,106.753410624,88.8063081774,149.130653254
280,89.5584329618,107.35693628,80.3016843811,140.28145675
280,87.0307917389,107.90097448,77.4921553624,134.867436164
280,91.0347960908,107.688447629,89.2195664576,150.054926059
270,94.0601117377,100.086283321,83.9069833175,142.862702498
290,89.7291914601,107.878387843,80.4724428795,140.821630609
290,91.168291663,107.975079348,89.3529682813,150.325282724
290,87.1715425052,108.326779264,77.6356973665,135.205914108
280,94.3132685482,100.516071178,84.1740321086,143.336464988
300,90.0344326329,108.503205192,80.7776840523,141.561344784
300,91.2651326499,108.36227962,89.4548804281,150.631897816
300,87.4480520048,108.775636339,77.9080967863,135.641191004
290,94.427045968,100.963395241,84.2954895181,143.634066071
310,90.173021741,108.833922792,80.9187298557,141.848882423
310,87.7573005741,109.311021121,78.2365116987,136.124138071
310,91.374403751,108.789326388,89.5951270992,151.131994021
300,94.7263697827,101.54201699,84.5818039431,144.080178926
320,90.5576591773,109.327710487,81.2387559932,142.338667445
320,88.0038140744,109.878921523,78.485789734,136.612220385
320,91.4930095254,109.11441003,89.7462363131,151.440076207
310,94.9311803943,102.006634436,84.7890550184,144.452910433
330,90.7660941851,110.126487933,81.4370312716,142.954471986
330,88.1621531259,110.188817902,78.6707902421,136.923742663
330,91.6884196117,109.411037873,89.9404415915,151.777810531
320,95.1288042383,102.565503699,84.9750474695,144.784773018
340,91.0821957827,110.55383102,81.7622523801,143.455456883
340,88.330381922,110.425058052,78.8391589179,137.236272183
340,91.8106411465,109.702834209,90.1785552316,152.190431136
330,95.2838455797,103.049377595,85.1386161239,145.169207428
350,91.213528742,110.831104274,81.8979752638,143.706230627
350,88.5453804167,110.801558817,79.0541574125,137.608236728
340,95.3350756747,103.331894102,85.1957661153,145.425545683
350,92.0562510455,110.292637212,90.4527159117,152.746677482
360,91.4656109903,111.303495629,82.150057512,144.191435466
360,88.7154027414,111.221552316,79.2537357121,137.937629425
350,95.5497871019,103.674003983,85.411975073,145.793325887
360,92.2268742218,110.62113269,90.6043073476,153.052014022
370,91.6724514832,111.593421272,82.3424480711,144.504872915
370,88.8666429127,111.566266663,79.4122435304,138.180064379
360,95.7489655543,104.181634342,85.6468294803,146.186482174
370,92.3917028729,110.875011632,90.7775499557,153.394220969
380,91.8312148226,111.978688894,82.4650907745,144.779523241
380,88.950721122,112.157650266,79.5066846128,138.647341883
370,95.9571138081,104.573247973,85.8423130018,146.541765049
380,92.4600347352,111.061189463,90.8519477422,153.630549141
390,92.0539060693,112.619730951,82.6877820212,145.417820843
390,89.2266310617,112.643699776,79.7605702268,139.120594065
380,96.1116401007,105.017424752,86.0268241153,146.884295068
390,92.6734601536,111.550258223,91.0759986439,154.170775157
400,92.283018325,113.008333859,82.8927834319,145.951504146
400,89.4105379015,113.02039975,79.9444770666,139.413387563
390,96.2253873256,105.286310764,86.1526562409,147.149523471
400,92.8052738986,111.832771215,91.2169720171,154.514861297
410,92.590358677,113.339066888,83.1854807368,146.344408597
410,89.5431994328,113.259486279,80.0771088798,139.64325755
400,96.350816972,105.675928201,86.2800776559,147.422829835
410,92.9283143789,112.180421362,91.495029541,154.99865153
420,89.7042476192,113.540744366,80.2381570662,139.916201717
420,92.676959001,113.614392016,83.2720810608,146.541711546
410,96.674266787,106.312538355,86.6076286941,147.954357822
420,93.1292796024,112.497139243,91.7716196086,155.406677666
430,89.9848284396,114.04495214,80.4812883991,140.354759781
430,92.7723108498,113.883265892,83.3590143448,146.820048122
420,96.8639989166,106.672978661,86.8247484803,148.27613782
440,90.088000033,114.399898859,80.5595548856,140.672694
430,93.2505503981,112.813039681,91.9135197204,155.698091905
440,92.9031830917,114.290318166,83.4714659922,147.150536898
430,96.9622713147,106.994765395,86.9590766982,148.576373237
450,90.2325033328,114.833577571,80.7009414512,140.911191605
440,93.4271374896,113.205974497,92.0913222843,156.127705333
440,97.1107668952,107.19094745,87.1061930787,148.846705026
450,93.1146398075,114.59946123,83.6737869685,147.457751711
460,90.4600132847,115.37272881,80.9262013829,141.368494923
450,93.5899199193,113.623988893,92.2775630206,156.522035344
460,93.3717882607,115.024974441,83.9309354216,147.845437009
450,97.2015585537,107.394055589,87.1969847372,149.096349965
470,90.6313742184,115.687571031,81.1027648991,141.631569636
460,93.7052204989,113.805461727,92.3952736142,156.728332853
470,93.4817515895,115.585213397,84.0408987504,148.326655712
460,97.4679954453,107.772076135,87.4580986098,149.517157026
480,90.7566233133,116.120729297,81.2280139941,141.931366059
470,93.8358263502,114.056390768,92.5861365227,157.036598329
480,93.5449395861,115.945020466,84.1130809527,148.795595601
470,97.5138966726,107.870495993,87.4945792238,149.674526841
490,90.8676632725,116.449367956,81.3531340642,142.263225538
480,93.9659820722,114.356249085,92.7168304578,157.240259341
490,93.7762750381,116.37871551,84.3444164047,149.156569264
480,97.6486032382,108.148397342,87.6603431752,149.954679524
490,94.3375975749,114.838463081,93.0887856007,157.797213337
490,97.7650260018,108.377620836,87.7876876366,150.170040234
