Time(Iteration),syncCoLinUCBCoTheta,GOBLinCoTheta,AsyncCoLinUCBCoTheta,LinUCBCoTheta,syncCoLinUCBTheta,AsyncCoLinUCBTheta,
Time(Iteration),syncCoLinUCBCoTheta,GOBLinCoTheta,AsyncCoLinUCBCoTheta,LinUCBCoTheta,syncCoLinUCBTheta,AsyncCoLinUCBTheta,
Time(Iteration),syncCoLinUCBCoTheta,GOBLinCoTheta,AsyncCoLinUCBCoTheta,LinUCBCoTheta,syncCoLinUCBTheta,AsyncCoLinUCBTheta,
0,0.938636595224,0.77319525524,0.691483233161,0.786710862002,1.0,0.792370820102,
0,0.938636595224,0.670588575022,0.780091904762,0.76591132058,1.0,0.848647006812,
0,0.938636595224,0.658261757742,0.737164432893,0.759347310591,1.0,0.819312895259,
10,0.233346503701,0.284537899795,0.225264642184,0.260156092725,0.334722456865,0.325276698126,
10,0.210052775323,0.278556693158,0.211082292938,0.223644567018,0.316675934841,0.314528083859,
10,0.20336785938,0.308546599539,0.220405351799,0.237792667075,0.296523791378,0.300232508366,
20,0.173506354316,0.270465835588,0.170408011219,0.200817867274,0.265941896109,0.264256253975,
20,0.157502089804,0.256327296341,0.154964795149,0.184929359694,0.25327807698,0.246543865991,
20,0.15939730672,0.281831112038,0.172111608436,0.182621838283,0.236352835634,0.242001084836,
30,0.146713676775,0.260339983668,0.137679394724,0.162430795771,0.236081971923,0.228305596649,
30,0.135687616813,0.240468636991,0.135681497409,0.157551203874,0.219777749454,0.216782956845,
30,0.131359939776,0.276522553001,0.135807162081,0.154537942143,0.201140358001,0.197941037468,
40,0.126545380181,0.247165478992,0.12241380073,0.150313610485,0.192591299875,0.189269521402,
40,0.112918172165,0.256891368563,0.105202306075,0.135728499463,0.196270654861,0.191392535126,
40,0.123011948852,0.266490229936,0.120138780435,0.139690342535,0.182760924257,0.176002978496,
50,0.107173478323,0.242266552161,0.105791084829,0.135018454421,0.165118128694,0.16095562713,
50,0.106003761517,0.250993146185,0.101889149489,0.126581105522,0.187451376438,0.184305658216,
50,0.106545678704,0.258070599257,0.112130588246,0.130141959084,0.177749814876,0.174844461939,
60,0.104687854086,0.244234382342,0.0998808773165,0.134861040815,0.156976397472,0.151240584171,
