Time(Iteration),GOBLin
Time(Iteration),GOBLin
Time(Iteration),GOBLin
Time(Iteration),GOBLin
Time(Iteration),GOBLin
0,14.8021744474
Time(Iteration),GOBLin
0,11.6697007341
0,14.4591480624
Time(Iteration),GOBLin
Time(Iteration),GOBLin
0,13.9907838651
Time(Iteration),GOBLin
0,8.62975792684
0,9.35580556322
0,12.1898722244
0,17.2641595842
0,11.6236694367
10,35.6828114388
10,33.2801942671
10,32.1852059832
10,33.6437237478
10,42.4082302015
10,35.0654713105
10,36.4675703498
10,35.1278263043
10,41.0024109201
20,39.1126171497
20,40.3998138105
20,38.8202477541
20,48.1305665052
20,36.8811791935
20,39.635398388
20,40.4014782118
30,44.1065485217
20,45.7018880003
30,42.0899552033
20,41.2744415819
30,43.2776257164
30,50.6245002218
30,43.1948999925
30,39.7660242125
30,43.6291514379
40,44.5277715873
40,46.8083146962
40,45.6664444893
30,48.7016123514
40,52.4029242139
40,42.1639465202
40,45.4150135784
40,46.0616240466
50,46.3769973526
30,44.0630162045
50,47.8598809638
50,49.3704452019
50,54.1217433607
50,44.2028644501
40,50.716795165
50,47.3178639635
60,48.1002256759
60,55.3420261804
40,46.4531331486
60,50.906814487
60,49.6450837934
50,48.2271359234
50,52.8766220207
60,49.3991185344
70,49.201270958
70,52.4196655354
60,49.5155666893
70,50.9695659444
70,50.9097383049
60,54.2449450142
80,50.4567572259
80,53.7605099437
70,50.3748827009
80,51.9862246519
80,52.2782416275
60,45.5072189252
50,48.4291529295
70,55.9612429501
70,56.7463198174
90,54.9459926046
90,53.5776707464
90,51.452817066
80,51.1966728652
70,47.1231065793
60,50.0166916242
80,57.0451399605
90,53.8411396862
80,57.6415400014
100,54.9835747874
80,48.4862831144
100,52.3438221575
100,56.0290321604
90,52.1426602485
90,58.3034303475
110,55.5835443902
100,54.8933622642
90,50.1892989202
90,58.4134004818
110,53.2772508513
100,59.223529939
70,50.9326466445
100,53.0941926775
110,56.6139370539
100,51.312888833
110,55.6360988325
100,59.3188060267
110,59.982008051
120,54.0708896768
120,56.7850783399
110,54.1710883635
80,52.2961694606
120,57.1500202211
110,52.2680867471
130,57.5804751696
120,60.3679542289
110,60.1508105543
130,54.7816018052
120,56.5353619693
120,55.1113351336
90,53.3162479598
130,57.9390541035
130,61.4093975144
140,58.3422467032
120,53.2480851099
130,57.584473214
120,60.7128278124
140,55.604043668
130,55.6102082448
100,53.9770262076
140,62.5138490096
140,58.1081349709
130,53.9735968612
140,58.3005742929
130,61.1557681108
150,59.0945522109
150,56.2270032394
140,56.5894233223
110,54.4752926131
150,59.0660902167
150,62.8674135422
140,54.565098176
150,58.7307670883
140,61.7666406354
160,60.0973557954
120,55.1872446424
160,56.7285084147
150,57.0032022963
160,59.7677154527
160,63.397082416
160,59.090197942
150,55.2616548231
150,62.1236514222
130,55.9492615732
170,60.6140721755
170,60.3210304876
170,57.192879412
160,57.4164792932
170,63.9510775134
170,59.4968199455
140,56.4993101353
180,60.9238408467
180,61.3230620364
160,62.7556135866
180,57.4623543127
160,55.6583741186
170,57.7456729542
180,64.5077490092
150,57.2249627777
190,61.444997403
180,60.134812949
190,61.7831961008
190,57.9412577456
170,63.2544831377
170,56.1810378303
160,57.8803829864
190,65.2174599068
180,58.2141653431
200,61.9366749883
190,60.6025095594
200,58.2967128625
200,62.2058064455
180,63.7430744852
200,65.7192463549
170,58.2987668136
180,56.892121632
210,62.4494747671
190,58.7028718286
190,64.0665846865
200,61.1396072465
210,58.8011272218
210,62.7888973295
210,66.1745465413
180,58.8480262356
220,62.9155363125
190,57.6071201005
200,59.1453677834
200,64.4359896594
210,61.6087828778
230,63.3273540995
220,59.2873597961
220,66.4646859294
220,63.7253673303
190,59.2923803638
200,58.1040420492
210,59.4552394402
220,62.0522732633
210,64.7640137007
240,63.8295048545
230,67.0999191903
230,59.6925939531
230,64.1420252553
200,59.8408275195
210,58.7137030959
230,62.4241646016
220,59.7323934823
220,65.1085570672
250,64.2890741123
240,60.0354469464
240,67.648574796
240,64.5949969857
210,60.3035667507
220,59.2328169159
230,65.5063392376
240,62.730676311
230,60.0519131826
260,64.8551118058
250,60.277420521
250,67.8322943376
220,60.8615698075
250,65.194856428
230,59.7111245218
