Time(Iteration),GOBLin
240,65.7330246563
250,63.0653839769
270,65.2772068086
240,60.3692653512
260,60.6304829866
260,68.2815374562
230,61.5490133324
260,65.706238262
260,63.437688016
250,66.1940677079
240,60.1828911073
280,65.5428294607
270,60.874854228
250,60.6927277405
270,68.6517650782
270,66.1593996951
240,61.9001340948
270,63.9381997925
260,66.3511828226
250,60.5232763845
290,66.1510980831
280,61.2190089748
280,68.9402106374
260,60.9697344747
280,66.5749399401
280,64.3344072134
250,62.3289811746
270,66.6749009363
260,60.9510382051
290,61.5311839876
300,66.4719057216
290,67.236581042
290,69.1514063505
290,64.6211377795
270,61.2047127828
260,62.830328179
280,67.0208691618
270,61.3571161733
310,66.7147449009
300,61.9122018731
300,67.4132594693
300,65.1184625698
300,69.4382359846
280,61.6394680104
280,61.6811990589
290,67.214530998
270,63.2005528612
320,67.0666007431
310,62.3862919498
310,65.432045057
310,67.7982553235
310,69.7654801056
290,62.018766191
300,67.5903004404
280,63.5261831822
290,62.3036310314
330,67.3531521293
320,62.8088386568
320,65.7283989895
320,68.0616630045
300,62.429026511
310,67.8785932529
320,70.1387147579
290,63.882326505
340,67.6541523811
300,62.5864899371
330,63.1623159448
330,65.9374915392
330,68.4596244968
310,62.8483626552
330,70.4310336145
320,68.2361221666
300,64.1775289081
350,68.0136192021
340,63.4732182184
310,62.8222305519
340,66.1365293791
320,63.1684670861
340,68.68274404
340,70.7982547453
330,68.4957974942
360,68.3564776337
310,64.6878426213
350,63.7084701653
350,66.3298240292
320,63.0870480729
330,63.4435661912
350,68.9156244663
320,65.1322008947
350,71.0464476888
340,68.8524706849
370,68.7304894585
360,66.4583364665
360,63.9959143884
330,63.4137236617
330,65.3740289279
360,69.2230295983
340,63.7960339266
360,71.1756185246
350,69.1613711341
380,69.05963393
370,66.6642674006
370,64.1919209511
340,63.7334253881
370,69.5086486142
340,65.7052800704
350,64.0535717163
360,69.6164791041
380,66.7911023995
390,69.3823112466
380,64.4211584457
370,71.5644513201
350,64.013093506
360,64.3012622611
370,69.9221192458
350,65.9698994197
380,69.736743736
390,66.9943692617
390,64.7172181858
360,64.2388183774
370,64.6753825171
380,70.0998443303
400,69.6717165138
360,66.222178528
390,70.0829840233
380,71.8182325199
400,65.032917323
400,67.1089903765
380,65.0085308463
370,64.5037110129
390,70.3488691491
370,66.4985378355
410,69.850383223
390,72.0609318686
410,65.2423708231
390,65.2808786483
410,67.4213767254
380,64.7622525346
400,70.2453119078
420,70.1233075657
400,70.6365436685
380,66.801073885
420,65.4745946559
400,72.3619377673
390,64.9969178654
400,65.5501814761
420,67.6781279114
430,70.4351578656
410,70.5438419935
410,70.9416848534
390,66.951943631
430,65.5743827854
410,72.5748062249
400,65.2934992193
440,70.7252566033
430,67.8960591808
410,65.7514408982
420,71.2006975277
400,67.056937266
420,70.7473273629
440,65.78447219
450,70.9948573075
440,68.0720643485
420,72.8137372047
410,65.5556727809
420,66.0072151541
430,71.468098019
410,67.296966327
450,65.9771175278
460,71.2490973777
430,71.0523481533
420,65.7631908327
450,68.1975514356
430,73.139027845
430,66.233846481
440,71.7599818251
470,71.430875675
420,67.4993996818
460,66.1795141804
430,66.0905475213
440,71.2924925684
460,68.4456160134
440,66.4056728902
440,73.434881881
480,71.5946371481
450,72.0593966949
440,66.521142153
430,67.7619843857
470,66.3645688445
450,66.5796996355
450,71.6472139299
470,68.670378671
450,66.5813462373
450,73.6565160999
490,71.695980526
460,72.2826384113
440,68.0026811355
480,66.4599421219
460,66.8434541812
460,66.9632281419
460,71.7719314163
480,68.8098351515
460,73.8642058226
470,72.6225958176
450,68.1852046668
470,67.0883103564
490,66.6601566171
470,67.3712560122
490,69.0122830846
470,72.0634286753
470,74.1346862703
480,72.9266933987
460,68.4022911791
480,67.2652387085
480,72.3418253535
480,74.4240016476
480,67.4957477511
490,73.2037830069
470,68.5795772086
490,67.617231681
490,72.5709707802
490,74.5112242896
490,67.6845627215
480,68.7266571828
490,68.9860522914
