Time(Iteration),GOBLin
Time(Iteration),GOBLin
Time(Iteration),GOBLin
Time(Iteration),GOBLin
Time(Iteration),GOBLin
0,31.5381693281
0,26.9919644231
0,27.5512877629
0,27.3006217203
0,27.4167979717
10,84.3370749614
10,79.4491398085
10,75.3847230745
10,77.7761801647
10,79.2812667121
20,94.852148276
20,89.1679673976
20,87.1570915843
30,99.0838365325
20,87.0824380644
20,87.407685519
30,93.7144687656
30,93.5400505456
40,101.721011214
30,91.8698753435
30,93.105659884
40,98.6255409731
40,97.9584713345
50,104.013189339
40,95.2651142764
50,101.608629015
50,100.590864504
40,96.3562239938
60,107.12420273
60,103.511331035
60,103.201949499
50,97.94862578
50,98.7776175441
70,108.668334423
70,105.098404188
70,104.945773967
60,100.466877868
60,100.859390599
80,110.068185587
80,107.140228188
80,106.221946847
70,102.730588069
70,102.96208194
90,108.99858936
90,111.406881368
90,107.485687972
80,104.638973004
100,110.273331868
80,104.700100771
100,113.149927909
100,108.844458983
90,106.140274938
110,111.410382003
90,106.291103465
110,114.925163768
110,110.422809117
100,107.482781813
120,112.320130912
100,107.851856208
120,111.426389731
120,115.89974632
130,113.471030833
110,108.619378383
110,109.544538355
130,112.434341587
140,114.343650101
130,116.835730194
120,110.139846081
150,115.538889878
140,113.425532866
120,110.710833883
140,117.635284348
130,111.572009414
160,116.274456322
150,114.624732089
130,112.150183438
150,118.439136054
140,113.276351716
170,117.202482412
160,115.320380676
160,119.310429263
140,113.016735668
150,114.676465929
180,118.028691506
170,116.236155522
170,120.139286919
150,114.226387847
160,115.617224182
190,118.617205974
180,117.144120391
160,114.822475916
180,121.020076548
170,116.415303249
200,119.359317829
180,117.326166175
190,121.946816251
190,117.761796293
170,115.776832093
210,120.1673323
190,118.435110151
200,122.429894565
200,118.490594822
180,116.726712321
220,120.692171949
200,119.239543214
210,123.088916111
210,119.363394333
190,117.487111133
230,121.369196869
210,120.077105946
220,124.002718636
220,119.956800641
200,118.18012875
220,121.130474737
230,124.707046443
240,122.080572678
230,120.659798324
230,121.918667954
210,118.898681367
240,125.217092421
250,122.782638258
240,121.463034527
240,122.80167521
250,125.713711533
220,119.870343657
260,123.478517559
250,121.959738121
250,123.231361018
260,126.127334446
230,120.627754259
270,124.008659034
260,122.701884323
260,123.805097016
270,126.785833239
240,121.243634364
280,124.728651667
270,123.512117585
280,127.298933223
270,124.468714709
250,121.817440969
290,125.24108657
280,124.062786563
280,125.118558546
290,127.853998635
260,122.499101604
300,125.62989342
290,125.616944196
300,128.331008945
290,124.634653008
270,123.144828438
310,126.350365816
300,125.967336507
310,128.858489309
300,125.21357136
280,123.621884498
320,126.848616396
310,126.478077952
320,129.422382444
310,125.691466464
290,124.040107776
320,126.972310124
330,129.742535141
330,127.243782473
320,126.030473616
300,124.677610896
330,126.412172827
340,130.2631891
340,127.716458821
330,127.340503167
310,125.074584075
340,126.813150611
350,128.041194096
350,130.677570602
340,127.790678811
320,125.632945516
350,127.210074289
360,128.475684636
360,130.980543481
350,128.032808553
330,126.192605497
360,127.790710882
370,131.295372128
370,128.857899151
360,128.21073748
340,126.674490644
370,128.576772327
370,128.514865947
380,129.260884121
380,131.679937858
350,126.948218082
380,129.068760813
380,128.878073146
390,129.7949568
390,132.010457896
360,127.470533785
390,129.412423711
390,129.153687102
400,132.201649764
400,130.161431373
370,127.912488762
400,129.81274208
400,129.513865775
410,132.509656441
410,130.534430052
380,128.467002761
410,130.310431604
410,129.834073343
420,130.896057397
420,132.900279013
390,128.885117268
420,130.764785828
420,130.133138789
430,131.157349656
430,133.165905235
430,131.21954635
400,129.340821042
430,130.660030263
440,131.711377573
440,133.418385055
440,131.614051068
410,129.85594803
440,131.185326662
450,132.091920434
450,131.960502483
450,133.864377586
460,132.251985328
420,130.377834944
450,131.672287211
460,132.284585455
460,134.154764884
470,132.513248416
430,130.828648453
470,132.576253183
460,132.04421779
480,132.737875399
470,134.341365931
440,131.259371648
480,132.913963541
470,132.385026546
490,133.00758244
480,134.520166293
490,133.133415741
450,131.702796745
480,132.709219161
490,134.767218128
460,132.08821056
490,132.92428891
470,132.350693098
480,132.592140639
490,132.971674709
