Time(Iteration),GOBLin
Time(Iteration),GOBLin
0,15.0085889529
Time(Iteration),GOBLin
Time(Iteration),GOBLin
Time(Iteration),GOBLin
0,16.7224528911
Time(Iteration),GOBLin
0,15.9277333261
Time(Iteration),GOBLin
0,14.4202902975
0,16.4216321826
0,12.4474869068
0,12.5779870175
10,46.5777368963
10,46.4319815207
10,48.6127110387
10,46.1410644515
10,44.008683393
10,48.7493805736
10,43.4755917284
20,52.7406241352
20,51.8529130556
20,52.002626273
20,50.7468418861
20,54.2193581708
20,48.8236567775
20,48.1631616475
30,56.399989838
30,55.2582921618
30,54.2094068367
30,53.8378132786
30,57.5626348171
30,50.6854925214
30,51.2928754856
40,57.9558243959
40,57.0110872157
40,56.2098197284
40,55.161381107
40,60.2640157614
40,52.2770952583
50,59.5764069951
40,52.955275177
50,58.5445615647
50,57.0236002807
50,56.3135156378
50,62.0883282194
50,54.0391803351
60,60.4959374439
60,59.7075940149
60,57.6836556651
60,58.4594479247
60,63.2043623516
50,54.4761861961
60,55.2469809906
70,61.3130444238
70,60.7036515675
70,58.8574387282
70,59.6055010134
70,64.8718139363
60,55.5654361252
80,62.3750993303
80,61.763992188
70,56.507568252
80,59.9438028212
80,60.2000335766
80,65.9472417086
90,63.3891541561
90,62.6188527437
70,56.5361361802
90,60.9287456749
80,57.3808703822
90,60.942702488
90,66.7401342047
100,63.5139246451
100,61.7673700373
100,64.0174378045
90,58.1894142619
80,57.4866727839
100,61.7696263688
100,67.5501535974
110,63.7989861118
110,62.441359516
110,64.78519163
100,58.4967890854
90,58.1888061709
110,62.275541212
120,64.2398847853
110,68.2492096652
120,63.0687862216
120,65.3053282632
110,59.1183967437
120,62.8812503671
100,58.5947115957
120,68.7855600128
130,64.7588706989
130,63.4102736755
120,59.6022705245
130,65.8917380583
130,63.3060220076
110,59.043531084
140,63.7852925744
140,65.2931147746
130,69.2421344111
130,60.0229107879
140,66.3096136497
140,63.7484820929
150,64.1824773481
150,65.6354470398
120,59.5917325966
140,60.6433195714
140,69.9122871029
150,66.8157056402
150,64.3332929807
160,64.4601041583
150,61.0594965237
160,66.0402010886
130,59.8977430601
150,70.2085769937
160,64.7161254254
160,67.2592803411
160,61.5825694026
170,65.0070307508
170,66.4596888863
140,60.3937125431
160,70.6634771793
170,62.0477789497
170,65.1486977805
170,67.7200347294
180,65.4912146737
180,66.8396534843
150,60.8476818447
170,70.8320813453
180,62.7077845355
180,65.489197464
180,68.187252797
190,66.0304817159
190,67.1775528666
190,63.0466891707
160,61.5114781726
180,71.1264574738
190,65.7830267539
190,68.5000878274
200,66.3166182679
200,63.3713465706
200,67.3324751848
170,61.9434521039
200,66.099018726
200,68.8973251316
190,71.6525292378
210,66.6176876997
210,63.9202369265
210,67.7163309546
210,69.5105610157
180,62.5363941276
210,66.5895019798
200,71.7930204826
220,64.2644794322
220,67.1509378483
220,67.9954906372
220,69.7927429686
210,72.0343134279
220,67.2498292187
190,62.9249146411
230,64.6173210017
230,67.5332889704
230,68.428473761
230,70.0877972146
220,72.337244597
230,67.5280223635
240,64.9804530684
200,63.2314649609
240,67.7529923911
240,68.7017582173
250,65.4046786135
230,72.6260912603
240,67.8693396329
240,70.5080274735
250,68.0626236465
210,63.3732948042
250,69.0479766753
260,65.6229311902
240,72.8932070549
250,68.1458218825
250,70.7854821682
260,68.2851351963
220,63.6214106031
260,69.2471123749
270,65.9780824561
250,73.2198886991
260,68.3849156697
270,68.5108803719
260,71.0106246756
230,63.902587481
280,66.1849736674
270,69.4448166937
260,73.4094565812
270,68.7246736155
280,68.8566599537
270,71.374672692
240,64.0907772665
290,66.5016922403
270,73.557037352
280,69.6813217121
280,69.0122521657
290,69.4006181501
280,71.6940468739
250,64.349136126
300,66.7837829251
280,73.6972999114
290,69.8719345874
290,69.2142795363
300,69.5612742122
290,71.8905321862
310,66.972123028
260,64.5591806998
300,70.3619259574
290,73.8957652161
300,69.423063491
310,69.8450525485
300,72.1069222921
310,70.428675309
320,67.1002596488
270,64.8107590318
300,74.1050635535
310,69.5881443542
320,70.0072819509
320,70.639989315
310,72.3077394392
330,67.3328903391
280,64.9060778607
310,74.3141705491
320,69.8610787618
330,70.3419681077
330,70.9044793262
320,72.4790877042
340,67.5650540455
290,65.1133186959
330,70.0998434191
320,74.3995237508
340,70.5306223692
340,71.0849097325
340,70.551501014
330,72.6252086179
350,67.7294075404
300,65.3555782413
350,70.969799919
330,74.530247121
350,70.6740552407
350,71.2705202524
340,72.865950475
360,71.3462221227
360,67.8719644901
310,65.7449758588
340,74.8124079685
360,70.9059182927
360,71.4064991615
350,73.0848097855
370,71.472132992
370,67.9731040631
320,65.9286197085
350,74.9324122436
370,71.3362366144
370,71.6290720631
360,73.3444229346
380,71.7356948736
380,68.0586299868
330,66.1342768647
380,71.4814647618
360,75.0495688738
380,71.6923772321
390,68.1669209515
370,73.6414870879
390,72.0132048052
340,66.2958270495
390,71.8586719321
390,71.841899553
370,75.145473974
400,68.3492791828
380,73.812477634
400,72.1084554539
400,72.0317409146
400,72.0796903403
350,66.4986300306
410,68.465627152
410,72.1823204361
380,75.2657004231
410,72.2484601358
410,72.3378819094
390,74.0168837408
420,72.5188928367
360,66.8119396024
420,68.5187195693
420,72.4334577245
390,75.363835975
420,72.3916639702
400,74.2217209462
430,72.7697124587
430,72.6935261585
430,68.6193359894
370,67.0310292551
440,72.9552294109
