Time(Iteration),GOBLin
430,72.6689504777
400,75.5033410597
410,74.4645967821
440,72.7568313297
440,68.7463989596
450,73.1189180521
380,67.363249164
450,72.9740418038
440,72.8148684924
410,75.5765579781
420,74.6375331732
460,73.2360023912
450,68.9046126044
460,73.170664235
390,67.5210510377
450,73.0026070954
470,73.3958796797
460,69.0182287505
430,74.7651117614
420,75.7088788821
470,73.2978932434
480,73.4803311338
460,73.1429164578
470,69.1644053361
440,75.0360265605
430,75.9616088953
400,67.6920644845
480,73.3662522966
490,73.7254876474
490,73.5084622241
480,69.320148713
440,76.1701411427
470,73.2917468056
450,75.1568933933
410,68.0222486045
490,69.4781598161
450,76.3809409928
480,73.3961142945
460,75.3607659593
420,68.1898522801
490,73.6457237162
460,76.4424020565
470,75.5020947593
430,68.4263822297
470,76.660112627
480,75.6447523134
440,68.56747033
480,76.7550138674
490,75.7853291283
450,68.882247041
490,76.8725174506
460,68.9625841486
470,69.0480663153
480,69.1055243075
490,69.1637861084
