Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
0,17.5893190547,16.5201301443,17.5577736857,17.1847183722
Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
0,14.4884860411,11.0365549502,13.714825485,15.211561678
10,45.0721681274,40.470004626,45.8360980172,48.6470128186
10,42.0290505841,36.8509820726,41.3163686417,45.9758036963
20,49.4072716527,45.0408172737,50.0118600712,53.6126327054
20,47.5631989858,40.0311541969,47.0680739173,52.5193268217
30,51.5637207505,47.6347070455,52.0170433154,55.7820782165
30,50.1598501846,42.2764267799,49.4626505815,54.980891203
40,53.0081101054,49.6493645361,53.4641670525,57.4226195136
40,51.579291414,43.7708922147,50.7905845262,56.3362702744
50,54.0896678351,50.7036162132,54.5125970425,58.4949949188
50,53.3124208509,45.5131796872,52.7435490211,58.3193812375
60,55.2243284695,51.8854811371,55.6648771111,59.8380268374
60,54.2067568725,46.3803661196,53.6443346353,59.2643048138
70,56.1873407995,52.9280523368,56.5086424905,60.7283967627
70,55.0289112531,46.8891878059,54.4505105477,60.0327847844
80,56.8109719731,54.1361575581,57.2382311445,61.5008983653
90,57.4039322028,54.8778209941,57.761413716,62.0895969475
80,55.8206457203,47.5717157172,55.2751150453,60.8827336111
100,57.9959833483,55.485760413,58.5613636211,62.9297653153
90,56.5641235466,48.3973742092,56.0093482214,61.5647874601
110,58.4636982498,56.302481095,59.0111979135,63.3795996076
100,57.3214523692,48.9849453059,56.6048571802,62.145510876
120,58.9223631538,56.7044624244,59.4996372862,63.8579465835
110,57.7531535409,49.4488316066,57.0461225322,62.6641184331
130,59.3365549381,57.2798540889,59.8842906614,64.3330621586
120,58.401444447,49.9165582967,57.6777660645,63.2957619654
140,59.6624449839,57.7723514647,60.3064594641,64.7552309613
130,58.9281192798,50.466049927,58.0009572815,63.6256173262
150,60.008503293,58.1534673022,60.6246689866,65.0939050091
140,59.4222197591,50.9322179172,58.5020421921,64.1020488849
160,60.4448443371,58.6264491058,61.0733604475,65.5385809188
150,59.7047942416,51.357373208,58.8432816608,64.4856408668
170,60.7361471439,58.9514630684,61.3752875274,65.8405079987
160,60.0388976476,51.5872891316,59.1591092368,64.805262674
170,60.4078484315,51.9916476301,59.5223844746,65.2227627092
180,61.2353371677,59.417027804,61.8803456351,66.3668360209
180,60.8139494413,52.4677446958,60.0317404293,65.6099297148
190,61.6541986009,59.6002297503,62.2934466451,66.7494785874
190,61.0511477483,52.7255586669,60.2976239837,65.9626741375
200,61.9119311734,59.9811145619,62.5147081685,67.0057151096
200,61.3056179392,53.1354833677,60.5606077588,66.2881268704
210,62.2695040364,60.5599234904,62.8876541544,67.3813297674
210,61.7946214726,53.7733419023,61.0348452366,66.8248665876
220,62.5188524644,60.8953640224,63.2492755371,67.735208924
220,62.0279292534,53.9678640756,61.2872219604,67.1197791931
230,62.9072938278,61.31681755,63.6228640121,68.1031878159
230,62.2703492309,54.2758726742,61.5272800115,67.3756519455
240,63.3685142931,61.7376728523,64.0585631865,68.5329048263
240,62.6433792521,54.6791615251,61.88700689,67.8509304251
250,62.8758623797,54.9495029458,62.1469640478,68.096707344
250,63.7081068148,62.1049613542,64.3844265616,68.8646882832
260,63.0089017291,55.0620771303,62.2878205841,68.2375638803
260,64.0082920297,62.3696783584,64.7119563253,69.2045550106
270,63.2264295936,55.2566805306,62.5143022042,68.4576486665
270,64.2388780929,62.676411863,64.8962722662,69.4195623883
280,63.6248905143,55.5808877142,62.9025015401,68.8420529922
280,64.5442933356,62.9265667102,65.1609787419,69.7237947278
290,63.7434357629,55.6917498384,63.0089247231,68.9484761752
290,64.8099386925,63.1826149473,65.4266240988,69.9806833048
300,63.838292075,55.7658011199,63.1289755729,69.0786077224
310,64.0569848191,55.9550628634,63.3521645668,69.3090216417
300,64.98297215,63.4106412088,65.6393919298,70.2071317103
320,64.2775942212,56.1960915366,63.572773969,69.5170688264
310,65.2801959903,63.6036122825,65.8498403882,70.4175801687
330,64.5231494923,56.3677587077,63.9148292243,69.8591240818
320,65.5484544572,63.8902720337,66.1457056041,70.7469189803
340,64.7634602273,56.6118503307,64.1551399593,70.0939334415
330,65.6841766194,64.0133293054,66.295320735,70.9007425818
350,64.8784508159,56.6984965406,64.2880129236,70.2281184898
340,65.8742342583,64.1336573741,66.5043900876,71.1213415978
360,65.0360213479,56.8936589128,64.4620558546,70.413634055
350,66.0050185508,64.4339945523,66.6153937412,71.2499837103
370,65.1782342662,57.081051424,64.6042687729,70.6338039098
360,66.2180616373,64.6551927256,66.8285439686,71.4923685142
380,65.4100024709,57.2175534313,64.8094693983,70.8165462454
370,66.4940762868,64.8859348958,67.0639604297,71.7295575133
390,65.552736436,57.3789283671,64.9578635567,70.9687824738
380,66.6271320978,65.0416134783,67.1970162407,71.900474388
400,65.6894418444,57.5012408196,65.0945689651,71.1054878822
390,66.9138396524,65.2791605367,67.4399352031,72.1469044808
410,65.8282625826,57.6149235563,65.2278291412,71.2359196937
400,67.0868415022,65.4020827071,67.6447440282,72.3628545665
420,65.9229904923,57.6798373537,65.3225570509,71.3306476034
410,67.2911068046,65.6076960583,67.830507768,72.5713328102
430,66.1016539751,57.8554311271,65.5042544708,71.5208535191
420,67.4613469476,65.775553461,68.000747911,72.7415729532
440,66.1764290124,57.9200037,65.5555797756,71.5595434545
430,67.6395850203,65.9832936953,68.1789859837,72.9265949754
450,66.3636454513,58.1374968878,65.7206950815,71.7892127475
440,67.7736488037,66.1120848715,68.2761330882,73.0432397687
460,66.4408906081,58.2302284536,65.7979402383,71.9027016752
470,66.475651184,58.28038373,65.8327008142,71.9379800409
450,67.9777436326,66.3352657579,68.4762918255,73.2580604002
460,68.057717809,66.4295056833,68.5527589759,73.3494767397
480,66.5581577289,58.3540851451,65.9565957725,72.0618749992
490,66.6536217527,58.4646553801,66.0462079449,72.1720899326
470,68.1655132957,66.524964116,68.6605544626,73.4572722265
480,68.2884474503,66.6254677948,68.7834886172,73.5936202184
490,68.3774491911,66.7636588276,68.872490358,73.6975906157
